date,count
2025-08-17,1
2025-09-05,34
2025-09-06,4
2025-09-07,4
2025-09-08,20
2025-09-09,9
2025-09-10,19
2025-09-11,29
2025-09-12,29
2025-09-15,28
2025-09-16,60
2025-09-17,54
2025-09-18,69
2025-09-19,60
2025-09-20,172
2025-09-21,1
2025-09-22,78
2025-09-23,1
2025-09-24,3
2025-09-25,25
2025-09-26,161
2025-09-27,40
