org,topic,base_score,topic_share,company_focus,hybrid_score
AMD,7,13.0053,0.0262,0.8556,13.0053
AMD,5,5.6893,0.0104,0.3743,5.6893
AMD,9,3.5102,0.0071,0.2309,3.5102
AMD,11,2.2509,0.0088,0.1481,2.2509
AMD,4,2.1335,0.0031,0.1404,2.1335
AMD,8,2.1335,0.0025,0.1404,2.1335
AMD,10,1.1104,0.0013,0.0731,1.1104
AMD,1,0.8309,0.0028,0.0547,0.8309
AMD,6,0.8183,0.0021,0.0538,0.8183
AMD,3,0.6845,0.0017,0.0450,0.6845
ASUS,6,8.1831,0.0214,0.8274,8.1831
ASUS,4,3.5558,0.0052,0.3595,3.5558
ASUS,5,2.1335,0.0039,0.2157,2.1335
ASUS,3,2.0535,0.0050,0.2076,2.0535
ASUS,2,1.4604,0.0030,0.1477,1.4604
ASUS,8,1.4223,0.0016,0.1438,1.4223
ASUS,9,1.4041,0.0028,0.1420,1.4041
ASUS,7,1.3690,0.0028,0.1384,1.3690
ASUS,0,0.9324,0.0084,0.0943,0.9324
ASUS,11,0.7503,0.0029,0.0759,0.7503
BOE,4,38.4029,0.0567,0.6222,38.4029
BOE,6,27.8226,0.0728,0.4508,27.8226
BOE,8,22.7573,0.0262,0.3687,22.7573
BOE,2,18.2547,0.0370,0.2958,18.2547
BOE,9,14.7428,0.0298,0.2389,14.7428
BOE,5,12.0898,0.0221,0.1959,12.0898
BOE,3,11.6363,0.0285,0.1885,11.6363
BOE,1,8.3093,0.0282,0.1346,8.3093
BOE,11,8.2534,0.0324,0.1337,8.2534
BOE,7,8.2139,0.0166,0.1331,8.2139
BOE,10,2.2209,0.0026,0.0360,2.2209
BOE,0,0.9324,0.0084,0.0151,0.9324
BYD,2,3.6509,0.0074,0.6844,3.6509
BYD,9,2.1061,0.0043,0.3948,2.1061
BYD,7,2.0535,0.0041,0.3849,2.0535
BYD,0,1.8648,0.0168,0.3496,1.8648
BYD,8,1.4223,0.0016,0.2666,1.4223
BYD,4,0.7112,0.0010,0.1333,0.7112
BYD,3,0.6845,0.0017,0.1283,0.6845
CES,5,2.1335,0.0039,0.6328,2.1335
CES,11,1.5006,0.0059,0.4451,1.5006
CES,7,1.3690,0.0028,0.4060,1.3690
CES,1,0.8309,0.0028,0.2464,0.8309
CES,2,0.7302,0.0015,0.2166,0.7302
CES,4,0.7112,0.0010,0.2109,0.7112
CES,9,0.7020,0.0014,0.2082,0.7020
CES,3,0.6845,0.0017,0.2030,0.6845
CSOT,4,21.3350,0.0315,0.6721,21.3350
CSOT,8,13.5121,0.0156,0.4257,13.5121
CSOT,6,13.0930,0.0343,0.4125,13.0930
CSOT,2,9.4924,0.0192,0.2990,9.4924
CSOT,5,5.6893,0.0104,0.1792,5.6893
CSOT,9,4.9143,0.0099,0.1548,4.9143
CSOT,1,4.1547,0.0141,0.1309,4.1547
CSOT,7,4.1069,0.0083,0.1294,4.1069
CSOT,11,3.0012,0.0118,0.0945,3.0012
CSOT,3,2.7380,0.0067,0.0863,2.7380
CSOT,10,1.1104,0.0013,0.0350,1.1104
HMI,3,2.7380,0.0067,0.7336,2.7380
HMI,11,1.5006,0.0059,0.4021,1.5006
HMI,8,1.4223,0.0016,0.3811,1.4223
HMI,1,0.8309,0.0028,0.2226,0.8309
HMI,5,0.7112,0.0013,0.1906,0.7112
HMI,9,0.7020,0.0014,0.1881,0.7020
HMI,7,0.6845,0.0014,0.1834,0.6845
HP,5,5.6893,0.0104,0.5409,5.6893
HP,4,4.2670,0.0063,0.4057,4.2670
HP,8,4.2670,0.0049,0.4057,4.2670
HP,6,4.0916,0.0107,0.3890,4.0916
HP,10,3.3313,0.0039,0.3167,3.3313
HP,7,2.7380,0.0055,0.2603,2.7380
HP,1,1.6619,0.0056,0.1580,1.6619
HP,11,1.5006,0.0059,0.1427,1.5006
HP,2,0.7302,0.0015,0.0694,0.7302
HP,9,0.7020,0.0014,0.0667,0.7020
HP,3,0.6845,0.0017,0.0651,0.6845
Harman,11,3.0012,0.0118,0.4541,3.0012
Harman,0,2.7971,0.0252,0.4232,2.7971
Harman,3,2.7380,0.0067,0.4142,2.7380
Harman,2,2.1906,0.0044,0.3314,2.1906
Harman,5,2.1335,0.0039,0.3228,2.1335
Harman,9,2.1061,0.0043,0.3186,2.1061
Harman,6,1.6366,0.0043,0.2476,1.6366
Harman,10,1.1104,0.0013,0.1680,1.1104
Harman,1,0.8309,0.0028,0.1257,0.8309
Harman,4,0.7112,0.0010,0.1076,0.7112
Harman,7,0.6845,0.0014,0.1036,0.6845
IoT,8,10.6675,0.0123,0.5463,10.6675
IoT,3,7.5294,0.0185,0.3856,7.5294
IoT,5,7.1117,0.0130,0.3642,7.1117
IoT,7,6.8449,0.0138,0.3505,6.8449
IoT,11,6.7528,0.0265,0.3458,6.7528
IoT,0,4.6619,0.0420,0.2387,4.6619
IoT,2,4.3811,0.0089,0.2244,4.3811
IoT,9,3.5102,0.0071,0.1798,3.5102
IoT,6,2.4549,0.0064,0.1257,2.4549
IoT,4,2.1335,0.0031,0.1093,2.1335
IoT,1,1.6619,0.0056,0.0851,1.6619
IoT,10,1.1104,0.0013,0.0569,1.1104
JDI,4,2.1335,0.0031,0.5088,2.1335
JDI,8,2.1335,0.0025,0.5088,2.1335
JDI,6,1.6366,0.0043,0.3903,1.6366
JDI,3,1.3690,0.0034,0.3265,1.3690
JDI,10,1.1104,0.0013,0.2648,1.1104
JDI,1,0.8309,0.0028,0.1982,0.8309
JDI,2,0.7302,0.0015,0.1742,0.7302
JDI,5,0.7112,0.0013,0.1696,0.7112
JDI,9,0.7020,0.0014,0.1674,0.7020
JDI,7,0.6845,0.0014,0.1633,0.6845
LG디스플레이,10,133.2536,0.1573,0.7450,133.2536
LG디스플레이,4,64.0049,0.0944,0.3578,64.0049
LG디스플레이,8,53.3374,0.0614,0.2982,53.3374
