topic_id,word,prob
0,ai,1.0
0,lck,0.8751673501929884
0,이슈,0.7783755597346932
0,2025,0.7138501744764085
0,휴머노이드,0.7138461796263282
0,10,0.6815829823544053
0,손흥민,0.6815819455381935
0,공개,0.48799802734056585
0,결혼,0.48799654088334354
0,인재,0.45573465746255554
1,게임,1.0
1,일본,0.9789366003301746
1,tgs,0.8014017607803662
1,신작,0.7752226752690463
1,제로,0.6614903123794097
1,도쿄게임쇼,0.6197366264384263
1,브레이커스,0.5561852478345497
1,액션,0.49704432395728215
1,rpg,0.4599751813761893
1,디스플레이,0.4545219100490949
2,투자,1.0
2,미국,0.9017197760119977
2,사장은,0.8316344243066487
2,oled,0.7396812218561817
2,6세대,0.6174095087518715
2,달러,0.5372095390522632
2,하반기,0.4616536077331714
2,한국,0.45158759461036924
2,디스플레이,0.40295250419713946
2,이청,0.3887002358916862
3,oled,1.0
3,디스플레이,0.9465557991474045
3,ai,0.8386285377013237
3,기술,0.7633432691647827
3,마이크로,0.7242529328507269
3,led,0.5849822254105056
3,투자,0.3601731599170842
3,xr,0.35791741776787195
3,게이밍,0.34297926138120316
3,핵심,0.3340278744365281
4,oled,1.0
4,장비,0.6671157691930611
4,디스플레이,0.5548621278274949
4,5g,0.5477858412306539
4,중국,0.5174839409084222
4,ar,0.512754197011041
4,2025,0.4252736100044194
4,ai,0.400836571495808
4,ela,0.39432003306575025
4,09,0.3772696015742097
5,cooling,1.0
5,ai,0.5379672521681474
5,corintis,0.5019455252845728
5,chips,0.4396887159451168
5,chip,0.408560311275383
5,cle,0.34630350192206105
5,실적,0.3174237888160116
5,조기,0.3151756666461634
5,its,0.3151750972661447
5,외국인,0.31268254153236713
6,oled,1.0
6,디스플레이,0.6845813843938795
6,마이크로,0.5122073488587696
6,led,0.4623895756906248
6,6세대,0.29205483221498957
6,국정자원,0.28230129809435445
6,대표는,0.25438300977070033
6,스마트워치,0.2539827306030921
6,차량용,0.23637671323813483
6,정부,0.23637363227093672
7,oled,1.0
7,디스플레이,0.5448276909150602
7,디스플레이의,0.41410929084940146
7,lg디스플레이,0.35035326081915485
7,사장은,0.2626212486210995
7,실적,0.24835415002135433
7,연간,0.24778530215002234
7,경쟁력,0.2376484189901515
7,대형,0.23540249109886918
7,산업,0.21720059371400466
