keyword,score
삼성,0.660391743314337
반도체,0.6527127454676558
디스플레이,0.5409947127314523
인텍플러스,0.48242097489937796
디자인,0.4690632327742725
생산,0.46158208386920346
갤럭시,0.4600389639807973
6세대,0.42784806634129124
게이밍,0.4272037451053932
장비,0.4067655814979511
중국,0.3991202875004664
폴더블,0.369779519296042
미국,0.3693196147291764
일본,0.35402657209740485
포스코퓨처엠,0.34745393051787343
이노베이션,0.34366049079130495
패널,0.3388355365969635
공정,0.3336230449918645
데이터센터,0.32881465310036606
아이폰 17,0.3256096644772827
