term,cur,prev,diff,ma7,z_like,total
idea,105,0,105,15.0,18.469,105
디자인,96,0,96,13.857,17.394,97
2025,86,2,84,17.0,13.468,119
코웨이,39,0,39,5.571,9.948,39
경동나비엔,35,0,35,5.0,9.271,35
47개,32,0,32,4.571,8.741,32
아이콘,31,0,31,4.429,8.559,31
정수기,31,0,31,4.429,8.559,31
이유,31,0,31,4.714,8.289,33
디스플레이,41,0,41,8.714,8.169,61
삼성전자,41,0,41,8.857,8.084,62
프로,31,0,31,5.0,8.034,35
본상,27,0,27,3.857,7.808,27
lg전자,29,3,26,5.0,7.416,35
지원,26,1,25,4.143,7.201,29
공모전,22,0,22,3.143,6.801,22
출시,34,4,30,8.0,6.791,56
2개,21,0,21,3.0,6.588,21
금상,21,0,21,3.0,6.588,21
oled,35,1,34,8.857,6.575,62
포함,21,0,21,3.143,6.44,22
삼성d,20,0,20,3.0,6.222,21
롯데카드,18,0,18,2.571,5.926,18
9월,23,1,22,4.571,5.873,32
tv,26,0,26,6.0,5.798,42
반도체,27,2,25,6.571,5.733,46
16년,17,0,17,2.429,5.696,17
카메라,18,0,18,3.0,5.49,21
20일,16,0,16,2.286,5.46,16
무쌍,16,0,16,2.286,5.46,16
수리온,16,0,16,2.286,5.46,16
헬기,16,0,16,2.286,5.46,16
장비,16,1,15,2.571,5.158,18
연속,17,0,17,3.0,5.124,21
boe,16,1,15,2.714,5.018,19
주간,17,0,17,3.143,4.998,22
삼성,30,8,22,9.571,4.99,67
남편,14,0,14,2.0,4.971,14
오후,14,0,14,2.0,4.971,14
메타,14,0,14,2.143,4.812,15
감성,13,0,13,1.857,4.716,13
아이폰17,19,0,19,4.571,4.598,32
관련주,21,2,19,5.571,4.591,39
이재용,18,0,18,4.143,4.565,29
vs,13,3,10,2.286,4.265,16
공개,17,1,16,4.143,4.236,29
김병만,11,0,11,1.571,4.184,11
않는,11,0,11,1.571,4.184,11
에이팩트,11,0,11,1.571,4.184,11
재평가,11,0,11,1.571,4.184,11
에서,12,0,12,2.0,4.142,14
투자,14,0,14,2.857,4.142,20
초점,11,0,11,1.714,4.021,12
가을,11,1,10,1.714,4.021,12
햇살,11,1,10,1.714,4.021,12
it,13,0,13,2.571,4.005,18
55,10,0,10,1.429,3.905,10
6세대,10,0,10,1.429,3.905,10
eterna,10,0,10,1.429,3.905,10
gf,10,0,10,1.429,3.905,10
gfx,10,0,10,1.429,3.905,10
hpsp,10,0,10,1.429,3.905,10
kizunaai,10,0,10,1.429,3.905,10
sfa반도체,10,0,10,1.429,3.905,10
가전산업의,10,0,10,1.429,3.905,10
굳건,10,0,10,1.429,3.905,10
김우진,10,0,10,1.429,3.905,10
눈물이,10,0,10,1.429,3.905,10
라지,10,0,10,1.429,3.905,10
렌즈,10,0,10,1.429,3.905,10
맹추격,10,0,10,1.429,3.905,10
몰락,10,0,10,1.429,3.905,10
부고,10,0,10,1.429,3.905,10
샤프,10,0,10,1.429,3.905,10
시네마,10,0,10,1.429,3.905,10
신동빈,10,0,10,1.429,3.905,10
액정,10,0,10,1.429,3.905,10
왕국,10,0,10,1.429,3.905,10
인텍플러스,10,0,10,1.429,3.905,10
일본,10,0,10,1.429,3.905,10
장모상,10,0,10,1.429,3.905,10
재계,10,0,10,1.429,3.905,10
제품,10,0,10,1.429,3.905,10
주룩,10,0,10,1.429,3.905,10
청신호,10,0,10,1.429,3.905,10
총수들의,10,0,10,1.429,3.905,10
타임빌라스,10,0,10,1.429,3.905,10
포맷,10,0,10,1.429,3.905,10
피에스,10,0,10,1.429,3.905,10
홍보부장,10,0,10,1.429,3.905,10
효과에,10,0,10,1.429,3.905,10
후지필름,10,0,10,1.429,3.905,10
휩쓸었다,10,0,10,1.429,3.905,10
포럼,12,0,12,2.286,3.867,16
lg,18,4,14,5.286,3.854,37
2차전지,10,0,10,1.571,3.74,11
kt,10,0,10,1.571,3.74,11
덩실덩실,10,0,10,1.571,3.74,11
신형,10,0,10,1.571,3.74,11
체질,10,0,10,1.571,3.74,11
해킹,10,0,10,1.571,3.74,11
봄날의,10,1,9,1.571,3.74,11
추락,10,1,9,1.571,3.74,11
4개,9,0,9,1.286,3.615,9
boe를,9,0,9,1.286,3.615,9
pc마켓,9,0,9,1.286,3.615,9
강력,9,0,9,1.286,3.615,9
개통,9,0,9,1.286,3.615,9
기다린,9,0,9,1.286,3.615,9
놓지,9,0,9,1.286,3.615,9
대업,9,0,9,1.286,3.615,9
대중화,9,0,9,1.286,3.615,9
마우스,9,0,9,1.286,3.615,9
베꼈는데,9,0,9,1.286,3.615,9
보안주,9,0,9,1.286,3.615,9
블루,9,0,9,1.286,3.615,9
사고에,9,0,9,1.286,3.615,9
사용자들,9,0,9,1.286,3.615,9
소니,9,0,9,1.286,3.615,9
소프트캠프,9,0,9,1.286,3.615,9
쓴다고,9,0,9,1.286,3.615,9
아카이브,9,0,9,1.286,3.615,9
애플이,9,0,9,1.286,3.615,9
얼굴,9,0,9,1.286,3.615,9
옆커폰,9,0,9,1.286,3.615,9
원가,9,0,9,1.286,3.615,9
이혼,9,0,9,1.286,3.615,9
정보유출,9,0,9,1.286,3.615,9
초경량,9,0,9,1.286,3.615,9
키스신,9,0,9,1.286,3.615,9
프로맥스,9,0,9,1.286,3.615,9
경영,10,0,10,1.714,3.588,12
아이비젼웍스,10,0,10,1.714,3.588,12
방문,11,0,11,2.286,3.469,16
상승,11,0,11,2.286,3.469,16
운영,13,1,12,3.286,3.454,23
기능,9,0,9,1.429,3.449,10
산업계,9,0,9,1.429,3.449,10
상한가,9,0,9,1.429,3.449,10
서머리,9,0,9,1.429,3.449,10
안경,9,0,9,1.429,3.449,10
전세계,9,0,9,1.429,3.449,10
정조준,9,0,9,1.429,3.449,10
프로그램,9,0,9,1.429,3.449,10
프리미엄,9,0,9,1.429,3.449,10
대전,9,1,8,1.429,3.449,10
커세어,9,1,8,1.429,3.449,10
드디어,10,0,10,1.857,3.446,13
갤럭시,10,2,8,1.857,3.446,13
경제,11,0,11,2.429,3.35,17
100개,8,0,8,1.143,3.314,8
10시,8,0,8,1.143,3.314,8
21일,8,0,8,1.143,3.314,8
2위,8,0,8,1.143,3.314,8
3가지,8,0,8,1.143,3.314,8
3대,8,0,8,1.143,3.314,8
5년은,8,0,8,1.143,3.314,8
5대,8,0,8,1.143,3.314,8
61,8,0,8,1.143,3.314,8
an16s,8,0,8,1.143,3.314,8
bts,8,0,8,1.143,3.314,8
g마켓,8,0,8,1.143,3.314,8
lcd,8,0,8,1.143,3.314,8
nc다이노스,8,0,8,1.143,3.314,8
oled가,8,0,8,1.143,3.314,8
r96t,8,0,8,1.143,3.314,8
s22,8,0,8,1.143,3.314,8
xx,8,0,8,1.143,3.314,8
가능할까,8,0,8,1.143,3.314,8
각도까지,8,0,8,1.143,3.314,8
감각,8,0,8,1.143,3.314,8
같은,8,0,8,1.143,3.314,8
갤럭시s23,8,0,8,1.143,3.314,8
경쟁률,8,0,8,1.143,3.314,8
관람,8,0,8,1.143,3.314,8
괜찮아,8,0,8,1.143,3.314,8
교수,8,0,8,1.143,3.314,8
교회,8,0,8,1.143,3.314,8
국민조종사,8,0,8,1.143,3.314,8
글에,8,0,8,1.143,3.314,8
기태영,8,0,8,1.143,3.314,8
남자,8,0,8,1.143,3.314,8
남편은,8,0,8,1.143,3.314,8
너머,8,0,8,1.143,3.314,8
넥슨,8,0,8,1.143,3.314,8
느려진,8,0,8,1.143,3.314,8
니트로,8,0,8,1.143,3.314,8
담는다,8,0,8,1.143,3.314,8
대구보건대학교,8,0,8,1.143,3.314,8
디자인상,8,0,8,1.143,3.314,8
라이,8,0,8,1.143,3.314,8
랜선인싸,8,0,8,1.143,3.314,8
레이벤,8,0,8,1.143,3.314,8
리움미술관,8,0,8,1.143,3.314,8
마산회원구,8,0,8,1.143,3.314,8
메이크업은,8,0,8,1.143,3.314,8
메이크업의,8,0,8,1.143,3.314,8
