org,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10
기와,4,2,0,0,0,0,0,2,2,3,2
기자,5,3,10,0,2,4,6,10,6,8,7
기존,0,1,1,0,2,4,4,0,1,1,0
기준,1,2,2,2,2,1,3,1,1,2,4
기지국,3,4,2,2,4,0,2,2,4,3,2
기탁,0,0,2,0,0,0,0,1,0,1,0
김동아,1,2,0,3,2,1,0,0,2,3,0
김병만,1,1,1,0,0,0,1,1,1,1,1
김영일,0,1,2,0,2,4,4,0,1,1,1
김우진,0,1,0,0,1,0,0,0,0,0,0
김종국,2,0,2,0,0,0,1,1,2,2,3
김효진,2,1,0,0,0,0,0,1,1,2,1
꼽힌다.,0,1,2,0,2,4,4,0,1,1,1
나눔,0,0,2,0,0,0,0,1,0,1,0
나비엔,0,4,1,4,5,8,6,1,1,1,0
남성,4,2,0,0,0,0,0,2,2,3,2
남편,3,2,5,0,0,0,1,6,1,2,2
내가,2,1,1,0,0,0,0,2,0,1,0
내구성,1,0,0,0,1,1,2,0,0,2,1
내수시장,2,5,0,1,4,0,0,1,1,2,1
너머,0,0,0,0,1,0,0,2,0,2,4
너무,0,0,1,0,1,1,2,4,0,2,2
네이버,0,0,0,0,1,0,0,1,0,1,0
노이즈,0,0,3,1,0,0,2,0,1,1,3
녹색어머니회,1,0,0,0,0,0,0,1,1,2,1
농가,2,0,0,1,1,0,0,1,1,3,3
높였으며,0,4,2,4,6,8,6,0,1,1,0
뉴럴,1,1,3,0,2,1,1,1,2,1,4
뉴스,1,1,3,0,3,1,1,3,2,3,8
뉴스핌,1,0,3,0,0,0,0,4,1,2,1
뉴시스,1,0,3,0,0,0,1,1,1,1,2
뉴아틀라스,0,0,0,0,1,1,2,1,0,1,2
느껴진다면,0,0,2,0,0,1,1,2,1,0,2
느린,1,0,0,0,0,1,1,2,1,1,3
능선,0,0,0,0,0,0,0,0,0,1,1
다.,0,3,2,5,5,0,2,1,3,1,1
다른,0,0,0,0,1,0,0,2,0,2,4
다양한,4,9,13,4,11,4,13,10,9,7,15
단순해,2,0,0,1,1,0,0,1,1,3,3
담장,4,2,0,0,0,0,0,2,2,3,2
당시,2,1,0,0,0,0,0,1,1,1,1
대구보건대학교,0,0,2,0,0,0,1,1,1,1,1
대기업,3,1,0,1,1,0,0,2,2,3,0
대법원장,4,1,1,0,0,0,1,0,2,2,1
대비,1,5,6,10,9,0,6,4,8,4,5
대상으로,1,0,0,0,0,0,0,1,1,2,1
대운산업개발,0,0,2,0,0,0,0,1,0,1,0
대통령,4,1,1,0,0,0,1,0,2,2,1
대형,2,0,2,0,0,0,1,1,2,2,3
대화,0,1,0,0,1,1,2,2,1,1,2
댓글,0,1,0,0,1,0,0,0,0,0,0
더퍼블릭,0,1,2,0,2,4,4,0,1,1,1
데이터센터,2,4,2,3,3,0,2,1,3,3,4
덱스,1,1,0,0,1,0,0,1,0,1,2
덱스에서,1,1,0,0,1,0,0,1,0,1,2
도구,0,0,2,0,0,0,1,1,1,1,1
도난방지,1,0,0,0,0,0,0,0,0,1,1
돋보이,2,1,1,1,1,0,0,0,1,2,1
되고,1,0,0,0,0,0,0,3,0,1,2
뒤늦게,0,1,0,0,0,0,0,3,0,1,0
드라마,0,1,1,0,0,0,0,3,0,0,0
드라이버,2,5,3,3,4,0,2,1,3,3,3
들고,1,0,1,0,0,2,1,1,1,4,0
등을,0,3,2,5,5,0,2,1,3,1,1
등이,1,1,1,0,2,4,5,1,2,2,1
등장한다.,1,1,1,0,0,0,0,1,0,3,2
디바이스,0,0,2,0,0,0,1,2,0,1,1
디스플레,8,14,6,8,14,3,6,9,10,11,11
디자인,2,21,18,9,29,42,49,9,16,13,11
디자인상,1,0,0,0,1,1,2,0,0,2,1
디저트,2,1,1,1,1,0,0,0,1,2,1
따뜻한,0,1,1,0,0,0,0,1,0,1,0
따라,1,5,6,1,8,12,13,1,3,5,4
따르면,4,4,2,1,4,0,1,2,2,3,1
때문이다.,2,4,2,3,3,0,2,1,3,3,4
라고,3,3,5,0,0,0,0,9,3,4,2
라며,5,3,5,0,0,0,0,8,3,5,2
라이브,3,0,0,0,0,0,1,0,1,2,2
라이즈,1,0,0,0,0,0,0,1,1,4,0
라인,5,10,4,5,8,0,2,6,6,5,2
라지,0,0,1,1,2,0,1,2,0,1,3
랜선인싸,0,0,1,0,1,1,2,4,0,2,2
레드닷,1,1,1,0,2,4,5,1,2,2,1
레이밴,1,1,3,0,2,1,1,1,2,1,4
레이벤,0,1,0,0,1,1,2,2,1,1,2
레트로,0,0,0,0,1,1,2,1,0,1,2
렌즈,0,0,1,1,2,0,1,2,0,1,3
로고,1,0,1,0,0,2,1,1,1,4,0
롯데그룹,2,4,1,1,3,0,1,1,1,2,2
롯데호텔에서,2,4,1,1,3,0,1,1,1,2,2
르포,0,0,0,0,0,0,0,0,0,1,1
리움미술관,0,0,0,0,1,0,0,2,0,2,4
마감했다.,1,2,1,4,4,0,2,3,4,2,1
마라톤,2,0,2,0,0,0,1,1,2,2,3
마산회원구,0,0,2,0,0,0,0,1,0,1,0
마우스,1,0,0,0,0,0,0,3,0,1,2
만들,2,5,1,2,3,0,0,3,2,2,0
만에,3,1,3,0,0,0,0,5,3,3,2
많이,0,0,1,0,1,1,2,4,0,2,2
말리,2,1,1,1,1,0,0,0,1,2,1
맞아,2,1,1,0,0,0,0,2,0,1,0
매장,2,4,1,1,3,0,1,1,1,2,2
매체,3,1,3,0,0,0,0,5,3,3,2
맥북,4,4,2,1,4,0,1,2,2,3,1
메모리,0,0,2,0,0,0,1,2,0,1,1
메이크업,0,0,1,0,1,1,2,4,0,2,2
메타,1,2,3,0,3,2,3,3,3,2,6
모니터,1,1,0,0,1,0,0,1,0,1,2
모델,3,2,1,2,3,0,1,2,1,4,4
모두,3,4,2,2,5,0,2,3,4,4,2
모든,1,0,1,0,0,2,1,1,1,4,0
모모타로,1,1,1,0,0,0,0,1,0,3,2
모바일,1,9,6,3,9,3,12,6,6,3,6
모범운전자회,1,0,0,0,0,0,0,1,1,2,1
모빌리티,0,3,3,0,4,0,2,2,2,2,2
모집,3,1,0,1,1,0,0,2,2,3,0
목사,4,0,1,0,0,0,0,5,1,3,1
목이,1,0,0,0,0,0,0,3,0,1,2
몰락,2,5,0,1,4,0,0,1,1,2,1
무다노,1,1,1,0,0,0,0,1,0,3,2
무선,0,0,3,1,0,0,2,0,1,1,3
무쌍,0,0,1,0,1,1,2,4,0,2,2
무진,1,1,1,0,0,0,0,1,0,3,2
문제,2,0,2,0,0,0,1,1,2,2,3
미국,4,5,6,4,5,0,3,4,8,4,3
미니,3,0,0,0,0,0,1,0,1,2,2
바로,1,0,1,0,0,2,1,1,1,4,0
박도진,0,1,0,0,0,0,0,3,0,1,0
박도진에게,2,1,1,0,0,0,0,2,0,1,0
박성준,1,0,3,0,0,0,0,4,1,2,1
반도체,7,13,11,21,20,2,8,8,19,14,7
반등,1,3,0,2,3,2,2,2,0,1,1
반복적으로,0,0,2,0,0,1,1,2,1,0,2
받아,2,1,1,1,1,0,0,0,1,2,1
받았다.,1,1,1,0,2,4,5,1,2,2,1
발레,0,1,2,0,1,1,2,1,1,3,3
발인,0,1,0,0,1,0,0,0,0,0,0
발표했다.,4,4,2,1,4,0,1,2,2,3,1
밝혔다.,1,2,2,2,2,1,3,1,1,2,4
밝혔습니다.,4,1,1,0,0,0,1,0,2,2,1
밥무새,1,0,3,0,0,0,1,1,1,1,2
방송,3,0,0,0,0,0,1,0,1,2,2
방식,0,0,0,0,1,0,0,2,0,2,4
방탄소년단,1,0,0,0,0,0,0,1,1,4,0
배수빈,2,2,1,0,0,0,0,5,0,2,0
배우,0,1,1,0,0,0,0,3,0,0,0
배터리,2,7,3,7,9,2,4,4,5,3,2
밴드,1,1,3,0,2,1,1,1,2,1,4
버스데,1,0,0,0,1,1,2,0,0,2,1
버추얼,0,1,2,0,1,1,2,1,1,3,3
버튼식,0,1,1,0,2,4,4,0,1,1,0
벌통,1,0,0,0,0,0,0,0,0,1,1
변우석,0,0,0,0,0,0,0,0,0,1,1
변호사,1,0,3,0,0,0,1,1,1,1,2
변화,1,0,0,0,0,0,0,3,0,1,2
변화에,2,5,0,1,4,0,0,1,1,2,1
별세,0,1,0,0,1,0,0,0,0,0,0
보기,1,0,3,0,0,0,1,1,1,1,2
보이그룹,1,0,0,0,0,0,0,1,1,4,0
보존적,0,0,2,0,0,1,1,2,1,0,2
본상,0,11,11,6,18,35,32,2,8,8,4
부문에서,1,1,1,0,2,4,5,1,2,2,1
부산,4,1,3,0,0,1,2,4,2,4,1
분석됐다.,1,0,0,0,0,0,0,1,1,4,0
분야,0,0,0,0,1,0,0,1,0,1,0
분위기,0,0,0,0,0,0,0,0,0,1,1
불법도박,2,0,2,0,0,0,1,1,2,2,3
불법도박에,2,0,2,0,0,0,1,1,2,2,3
불후,0,1,0,0,0,0,0,0,0,1,0
뷰티,0,0,1,0,1,1,2,4,0,2,2
뷰파인더,0,0,0,0,1,1,2,1,0,1,2
브랜드평판,1,0,0,0,0,0,0,1,1,4,0
브랜드평판지수,1,0,0,0,0,0,0,1,1,4,0
블루,3,0,0,0,0,0,1,0,1,2,2
비례,4,1,3,0,0,1,2,4,2,4,1
비올,1,2,1,4,4,0,2,3,4,2,1
비용,2,0,0,1,1,0,0,1,1,3,3
비잉으로서,0,1,2,0,1,1,2,1,1,3,3
비행,1,0,3,0,0,0,0,4,1,2,1
빅데이터,1,0,0,0,0,0,0,1,1,4,0
사과,2,0,0,1,1,0,0,1,1,3,3
사람,0,3,3,0,4,0,2,2,2,2,2
사람들,0,1,0,0,1,1,2,2,1,1,2
사랑,0,0,2,0,0,0,0,1,0,1,0
사랑꾼,1,1,1,0,0,0,1,1,1,1,1
사실,0,1,1,0,1,1,2,7,0,3,2
사업,6,10,5,13,14,3,7,6,9,9,7
사연,1,0,3,0,0,0,1,1,1,1,2
사용,1,4,2,2,4,0,2,2,0,1,2
사용시간,0,2,1,1,2,0,1,1,0,0,1
사용자,0,5,7,2,9,17,16,1,4,4,3
사용하면,1,0,0,0,0,0,0,3,0,1,2
사용할,1,0,0,0,0,0,0,3,0,1,2
사이즈,1,0,0,0,1,1,2,0,0,2,1
사진,0,0,0,0,1,1,2,1,0,1,2
사진제공,1,1,1,0,0,0,1,1,1,1,1
사회적,2,0,2,0,0,0,1,1,2,2,3
산업,3,7,1,5,5,1,0,3,4,5,0
산업기술,1,2,0,3,2,1,0,0,2,3,0
살롱,2,1,1,1,1,0,0,0,1,2,1
삼성,5,17,10,6,16,3,15,9,9,6,11
삼성디스플레,4,8,5,1,9,0,3,4,4,5,3
삼성디스플레이,4,4,2,1,4,0,1,2,2,3,1
삼성전자,6,18,10,7,17,3,15,10,11,8,10
상담원,1,0,0,0,0,1,1,2,1,1,3
상생,0,0,0,0,1,0,0,1,0,1,0
상을,1,1,1,0,2,4,5,1,2,2,1
상의,2,4,1,1,3,0,1,1,1,2,2
상품,1,0,0,0,0,1,1,2,1,1,3
새로운,0,1,2,0,2,1,2,3,1,5,7
생산,5,7,6,8,10,1,4,4,7,6,4
생산능력,2,5,1,2,3,0,0,3,2,2,0
생산라인,2,4,0,2,3,0,1,2,1,2,1
생성형,0,0,2,0,0,0,1,1,1,1,1
생활가전,2,4,2,3,3,0,2,1,3,3,4
샤또,2,1,1,1,1,0,0,0,1,2,1
샤프,2,5,0,1,4,0,0,1,1,2,1
서로,0,0,0,0,1,0,0,2,0,2,4
서민민생대책위원회,4,1,1,0,0,0,1,0,2,2,1
서비스,1,0,0,0,0,1,1,2,1,1,3
서울시교육청,1,0,4,0,1,0,1,4,2,2,3
선행,1,9,6,3,9,3,12,6,6,3,6
설비,2,5,0,1,4,0,0,1,1,2,1
설정,1,1,2,0,1,0,1,3,0,2,3
설치,2,2,1,3,4,5,4,2,2,4,3
설치비,1,0,0,0,0,0,0,0,0,1,1
성균관대,3,1,0,1,1,0,0,2,2,3,0
성남시,0,0,0,0,1,0,0,1,0,1,0
성능,0,2,3,1,2,0,2,3,0,1,2
성우,1,1,1,0,0,0,0,1,0,3,2
성장,1,1,0,3,3,0,1,2,3,2,0
세계,6,12,4,5,10,3,5,5,7,10,8
세단,2,2,0,1,2,2,1,2,2,2,0
세로,1,1,0,0,1,0,0,1,0,1,2
세미나,3,5,3,3,5,0,2,3,4,3,2
세븐틴,1,0,0,0,0,0,0,1,1,4,0
세정,1,1,0,3,3,0,1,2,3,2,0
센서,0,0,1,1,2,0,1,2,0,1,3
셔츠,0,0,0,0,0,0,0,0,0,1,1
셰프,0,1,1,0,0,0,0,1,0,1,0
소액결제,3,4,2,2,4,0,2,2,4,3,2
소음,0,0,3,1,0,0,2,0,1,1,3
소재,3,6,3,6,8,0,3,4,6,6,3
속도,0,0,2,0,0,0,1,2,0,1,1
속에,0,1,1,0,0,0,0,1,0,1,0
손가락,1,1,3,0,2,1,1,1,2,1,4
손목,0,0,2,0,0,1,1,2,1,0,2
손목건초염,0,0,2,0,0,1,1,2,1,0,2
손흥민,3,1,3,0,0,0,0,5,3,3,2
솔루션,3,4,4,9,9,1,4,4,7,5,3
수리온,1,0,3,0,0,0,0,4,1,3,2
수상,0,4,2,4,6,8,6,0,1,1,0
수상하며,0,1,2,0,2,4,4,0,1,1,1
수술,0,1,2,0,0,1,1,5,1,1,2
수업,1,0,6,0,1,0,2,5,3,3,4
수익성,1,3,0,2,3,2,2,2,0,1,1
수입,3,5,3,2,4,0,2,1,3,2,2
숙면매트,0,4,1,4,5,8,6,1,1,1,0
순자산액,1,0,0,0,0,1,1,2,1,1,3
슈퍼주니어,1,0,0,0,0,0,0,1,1,4,0
스마트폰,3,0,3,2,2,1,4,5,2,6,10
스테인리스,2,5,3,3,4,0,2,1,3,3,3
스포츠,5,1,5,0,0,0,1,6,5,5,5
시각장애,1,0,4,0,1,0,1,4,2,2,3
시간,3,1,3,0,0,0,0,5,3,3,2
시그마인텔,3,5,3,3,5,0,2,3,4,3,2
시네마,0,0,1,1,2,0,1,2,0,1,3
시대에,0,3,3,0,4,0,2,2,2,2,2
시리즈,1,2,2,2,2,1,3,1,1,2,4
시마무라,1,0,0,0,1,1,2,0,0,2,1
시뮬레이터,1,0,3,0,0,0,0,4,1,2,1
시민단체,4,1,1,0,0,0,1,0,2,2,1
시설비,2,0,0,1,1,0,0,1,1,3,3
시스템,1,3,4,1,3,1,5,4,2,2,3
시야각,0,1,0,0,1,1,2,2,1,1,2
시연회,2,0,0,1,1,0,0,1,1,3,3
시장에,2,2,0,1,2,2,1,2,2,2,0
시장에서,1,1,0,3,3,0,1,2,3,2,0
신동빈,2,4,1,1,3,0,1,1,1,2,2
신발,1,0,0,0,1,1,2,0,0,2,1
신성이엔지,0,3,2,5,5,0,2,1,3,1,1
신소율,0,1,1,0,0,0,0,3,0,0,0
신제품,1,2,2,2,2,1,3,1,1,2,4
신체,0,0,0,0,1,0,0,2,0,2,4
실적,1,3,0,2,3,2,2,2,0,1,1
실제,1,0,3,0,0,0,0,4,1,2,1
실증,2,0,0,1,1,0,0,1,1,3,3
싫다,1,0,3,0,0,0,1,1,1,1,2
쓰고,1,0,0,0,0,1,1,2,1,1,3
아내,2,1,4,0,0,0,2,2,2,2,3
아니다.,1,0,1,0,0,2,1,1,1,4,0
아산캠퍼스,2,4,1,1,3,0,1,1,1,2,2
아시아,1,0,3,2,1,0,1,3,5,2,1
아이들,1,1,1,0,0,0,1,1,1,1,1
아이콘,0,5,9,0,10,20,20,0,5,5,4
아이티켐,1,2,1,4,4,0,2,3,4,2,1
아이폰,6,9,5,4,8,0,4,3,7,5,4
아카이브,3,0,0,0,0,0,1,0,1,2,2
안경,1,2,3,0,3,2,3,3,3,2,6
안디도,4,0,1,0,0,0,0,5,1,3,1
안전한,1,0,0,0,0,0,0,1,1,2,1
안정환,0,1,1,0,0,0,0,3,0,0,0
알리바바,3,4,2,2,4,0,2,2,4,3,2
암귀,1,1,1,0,0,0,0,1,0,3,2
애니메이션,1,1,3,0,0,0,1,3,0,4,3
애프터눈,2,1,1,1,1,0,0,0,1,2,1
애플,3,5,6,3,4,0,4,1,4,3,5
애플리케이션,1,1,1,0,0,0,0,1,0,3,2
액티브,0,0,3,1,0,0,2,0,1,1,3
앱들,0,0,2,0,0,0,1,2,0,1,1
야구,0,0,2,0,0,0,0,1,0,1,0
약정,1,2,1,1,2,0,1,1,0,1,1
양나래,1,0,3,0,0,0,1,1,1,1,2
양덕2동,0,0,2,0,0,0,0,1,0,1,0
양덕2동에,0,0,2,0,0,0,0,1,0,1,0
양산,2,4,0,2,3,0,1,2,1,2,1
어린,1,0,0,0,1,1,2,0,0,2,1
어우러진,2,1,1,1,1,0,0,0,1,2,1
어워드,1,8,10,2,14,29,29,2,8,8,5
엄지,0,0,2,0,0,1,1,2,1,0,2
업그레이드,0,2,1,1,2,0,1,1,0,0,1
업데이트,0,2,1,1,2,0,1,1,0,0,1
업종별,1,2,0,3,2,1,0,0,2,3,0
없는,0,0,0,0,0,0,0,0,0,1,1
에너지,0,4,2,4,6,8,6,0,1,1,0
에듀테크,1,0,4,0,1,0,1,4,2,2,3
에서,2,8,7,2,7,3,10,6,5,8,9
에어컨,0,4,1,4,5,8,6,1,1,1,0
에어팟,0,0,3,1,0,0,2,0,1,1,3
에코백,1,0,1,0,0,2,1,1,1,4,0
엔가젯,0,1,0,0,1,1,2,2,1,1,2
엔비디아,1,0,3,2,1,0,1,3,5,2,1
엘티씨,1,1,0,3,3,0,1,2,3,2,0
여름,1,0,1,0,0,2,1,1,1,4,0
연결된,1,1,0,0,1,0,0,1,0,1,2
연상시키,2,1,1,1,1,0,0,0,1,2,1
연수,1,0,4,0,1,0,1,4,2,2,3
연지영,0,1,1,0,0,0,0,1,0,1,0
열린,2,7,4,1,7,0,3,3,3,4,4
염증,0,0,2,0,0,1,1,2,1,0,2
영감,2,1,1,1,1,0,0,0,1,2,1
영상,1,2,3,2,5,1,4,7,0,4,6
영업이익,1,3,0,2,3,2,2,2,0,1,1
옆커폰,1,2,1,1,2,0,1,1,0,1,1
예금,1,0,0,0,0,1,1,2,1,1,3
예방,2,0,2,0,0,0,1,1,2,2,3
예술,0,0,0,0,1,0,0,2,0,2,4
예정이다.,3,0,0,0,0,0,1,0,1,2,2
오른,1,2,1,4,4,0,2,3,4,2,1
오전,2,2,0,0,1,0,0,1,1,1,1
오후,3,3,2,0,0,0,1,6,1,3,1
오후부터,0,1,0,0,1,0,0,0,0,0,0
오히려,0,1,1,0,0,0,0,3,0,0,0
