term,cur,prev,diff,ma7,z_like,total
쿄,13,0,13,1.857,4.716,13
탑,12,1,11,2.0,4.142,15
윤,11,1,10,2.143,3.595,15
억,8,0,8,1.857,2.6,15
템,7,1,6,1.571,2.409,12
옥,5,0,5,0.857,2.151,7
허,5,0,5,0.857,2.151,9
녹,4,0,4,0.571,1.953,5
완,4,0,4,0.714,1.781,6
토,5,1,4,1.286,1.741,12
확,5,1,4,1.429,1.627,14
옴,3,0,3,0.429,1.554,3
웹,3,0,3,0.429,1.554,3
논,4,1,3,1.0,1.5,9
괴,3,0,3,0.571,1.383,4
침,3,1,2,0.571,1.383,5
엄,4,0,4,1.143,1.381,9
팅,4,2,2,1.286,1.272,12
틱,3,0,3,0.714,1.239,10
황,3,0,3,0.714,1.239,5
택,4,0,4,1.429,1.171,10
냉,2,0,2,0.286,1.117,2
맑,2,0,2,0.286,1.117,2
봬,2,0,2,0.286,1.117,3
붕,2,0,2,0.286,1.117,2
습,2,0,2,0.286,1.117,3
쓱,2,0,2,0.286,1.117,2
큼,2,0,2,0.286,1.117,2
탕,2,0,2,0.286,1.117,2
팡,2,0,2,0.286,1.117,4
폐,2,0,2,0.286,1.117,4
복,3,0,3,0.857,1.113,9
션,3,0,3,0.857,1.113,13
넘,3,0,3,1.0,1.0,8
봇,3,0,3,1.0,1.0,12
앞,3,1,2,1.0,1.0,8
외,3,0,3,1.0,1.0,10
컴,3,0,3,1.0,1.0,11
페,3,0,3,1.0,1.0,13
홈,3,0,3,1.0,1.0,7
견,2,0,2,0.429,0.95,3
령,2,0,2,0.429,0.95,6
릴,2,0,2,0.429,0.95,3
섭,2,0,2,0.429,0.95,3
첫,2,0,2,0.429,0.95,3
칭,2,0,2,0.429,0.95,3
털,2,0,2,0.429,0.95,4
혜,2,1,1,0.429,0.95,3
히,2,0,2,0.429,0.95,4
념,2,1,1,0.571,0.814,4
따,2,0,2,0.571,0.814,5
쿠,2,1,1,0.571,0.814,9
향,2,1,1,0.571,0.814,11
닉,3,2,1,1.286,0.803,13
랜,3,1,2,1.286,0.803,11
