org,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13
종목,1,0,0,2,1,0,0,1,0,0,1,1,0,0
종합상황실,1,0,0,1,0,0,0,0,2,0,1,1,2,0
주가,1,2,1,4,4,0,2,2,1,1,2,7,2,2
주거,0,2,2,0,0,0,0,1,0,0,1,1,4,0
주민투표,0,0,0,1,0,0,0,0,1,0,1,3,1,0
주방환경,0,2,0,0,0,0,0,0,0,0,0,4,0,0
주사율,0,1,0,0,0,3,0,1,0,1,1,0,0,0
주얼리,0,0,0,0,0,0,0,0,0,0,2,0,0,0
주요,1,3,5,5,7,0,4,5,0,2,4,3,2,2
주인공,0,0,1,0,0,1,0,1,0,0,2,0,0,0
주제로,2,1,0,2,0,0,1,1,1,0,1,1,0,0
주주배정,0,1,0,0,2,0,1,0,0,1,1,3,1,0
주행,0,1,1,0,0,2,0,1,0,0,1,5,1,2
준비에,1,0,0,0,1,0,1,0,2,1,1,0,1,1
준수한,1,1,3,2,1,0,1,1,0,1,1,3,0,2
중국,18,5,30,24,38,5,18,31,8,9,17,21,8,6
중국에,2,1,5,3,3,1,1,3,1,1,1,4,2,0
중동,3,0,1,6,1,1,6,1,8,0,3,3,3,0
중심,1,3,2,1,2,0,4,3,1,1,1,2,2,1
중에서,1,0,0,2,1,0,0,1,0,0,1,1,0,0
중인,1,0,0,0,0,1,2,0,2,0,1,1,1,0
즐길,0,1,21,1,12,8,8,15,0,40,12,19,7,14
증상,0,0,0,0,0,0,0,0,1,0,2,2,1,0
증착기,1,0,4,1,2,0,2,2,1,1,2,1,0,1
지급,1,0,1,1,1,0,0,1,2,0,0,0,0,0
지난,2,1,5,1,2,2,3,2,0,1,3,2,0,1
지원,4,3,9,6,6,1,4,7,4,2,3,6,2,0
진단,0,0,0,0,0,0,0,0,1,0,2,2,1,0
질환,0,0,0,0,0,0,0,0,1,0,2,2,1,0
집은,0,2,0,0,0,0,0,0,0,0,0,4,0,0
차량,12,9,16,8,7,11,4,16,5,1,13,19,8,5
차량용,0,3,2,1,1,2,1,2,0,1,2,3,1,0
차세대,13,10,41,5,20,13,27,24,7,13,19,23,1,7
차인표,0,0,0,1,0,0,0,0,0,0,1,1,0,0
참석해,0,1,0,2,2,0,0,1,0,0,1,1,0,0
참여형,0,0,0,0,0,0,0,0,0,0,5,1,1,0
채용,0,1,0,3,1,1,0,0,0,0,1,1,1,2
책은,1,0,0,0,1,0,1,0,1,1,1,2,0,1
챌린지,10,2,9,5,2,3,3,8,6,0,3,8,0,2
챕터,0,0,0,0,0,0,0,0,0,0,2,0,0,0
처인구,0,1,0,2,2,0,0,1,0,0,1,1,0,0
첨단,3,0,4,3,1,0,1,3,0,0,1,3,2,0
첫사랑,0,0,0,0,0,0,0,1,0,0,0,0,1,1
청년일보,0,0,1,0,0,0,0,0,0,0,1,0,0,0
청약,0,2,2,0,0,0,0,1,0,0,1,1,4,0
청정수소,2,1,3,1,0,0,1,3,3,0,4,1,1,0
청춘,0,0,0,0,0,0,0,1,0,0,0,0,1,1
체계,1,2,3,2,0,2,0,2,0,0,1,2,0,0
체온,1,1,1,1,0,1,0,1,0,0,3,2,2,1
체험존,0,0,3,0,1,1,1,2,0,5,1,3,1,2
초고주사율,0,1,0,0,0,3,0,1,0,1,1,0,0,0
초슬림,1,1,1,1,0,1,0,1,0,0,3,2,2,1
초정밀,2,0,2,0,2,0,1,2,1,0,2,1,1,0
최고,1,3,3,2,0,5,0,3,0,1,2,2,0,0
최저,1,0,0,0,1,0,1,0,2,1,1,0,1,1
최적,8,2,6,4,2,2,2,6,2,0,2,6,0,2
최적화,14,3,11,6,2,4,4,10,7,0,4,8,0,2
최초,2,1,7,1,2,5,5,4,0,1,4,6,1,1
최초로,1,0,5,0,2,1,1,2,0,1,1,0,0,0
최한,1,0,0,1,1,0,0,0,0,0,1,2,1,0
추격,2,1,3,3,3,0,2,3,2,1,1,2,0,0
추석,2,0,0,1,1,0,1,0,4,1,2,1,3,1
추월당할,2,1,5,3,3,1,1,3,1,1,1,4,2,0
축구선수,1,0,0,1,0,0,0,0,0,0,1,0,0,1
출국길,0,0,0,0,0,2,0,2,0,0,0,0,0,0
출시,0,0,0,2,1,0,0,2,0,0,4,1,0,12
취약분야,2,1,3,1,0,0,1,3,3,0,4,1,1,0
취업,2,1,3,1,1,1,1,5,1,0,2,0,1,1
취업률,2,1,3,1,1,1,1,5,1,0,2,0,1,1
치료,0,1,0,3,1,0,0,1,2,0,5,7,3,0
친환경,5,5,25,0,10,10,16,10,1,5,10,10,0,0
침해,0,2,1,1,0,3,0,1,0,0,2,3,3,1
칼리드,1,0,0,0,0,1,2,0,2,0,1,1,1,0
캐릭터,1,0,2,0,1,0,1,2,1,2,1,1,2,4
캠페인,0,0,0,0,0,0,0,1,0,0,10,2,2,0
커플,1,0,0,1,0,0,0,0,0,0,1,0,0,1
컨센서스,1,1,5,1,2,2,1,2,0,2,2,4,0,2
컨소시엄,0,0,2,0,0,0,0,0,0,0,2,0,0,0
컨슈머타임스,0,0,3,0,2,1,1,2,0,5,2,2,1,2
컬렉션,0,0,0,0,0,0,0,0,0,0,2,0,0,0
컴퓨터,0,1,1,0,0,0,1,1,1,0,1,0,0,0
코리아,1,0,0,0,1,0,1,0,1,1,1,2,0,1
코스피,2,1,1,6,3,0,1,3,1,0,2,5,1,2
콘서트,1,1,2,0,0,0,1,3,1,0,2,2,1,2
콘셉트,0,1,0,0,0,3,0,1,0,1,1,0,0,0
콘텐츠,1,1,2,0,0,0,1,4,1,0,3,2,1,7
콜레오스,1,1,1,0,0,2,0,1,0,0,3,4,3,2
쿠팡로지스틱스서비스,0,2,0,0,0,0,0,0,0,0,0,4,0,0
퀄컴,4,3,2,2,2,0,2,4,3,0,3,4,0,3
클라우드,4,3,2,2,2,0,2,4,3,0,3,4,0,3
클레녹스,0,18,1,0,0,3,8,1,0,0,4,2,0,4
키움증권,1,2,1,2,1,0,2,0,2,1,2,3,1,0
타보고서,1,0,2,1,1,3,2,2,0,0,2,4,1,1
타사,0,0,0,2,1,0,0,0,0,0,2,1,0,2
타이틀,1,0,0,0,1,0,1,0,2,1,1,0,1,1
탄력,0,18,1,0,0,3,8,1,0,0,4,2,0,4
탄소,0,0,0,0,0,0,0,0,0,0,5,1,1,0
탠덤,1,0,4,1,2,0,2,2,1,1,2,1,0,1
테크원타워,0,0,2,0,0,0,0,0,0,0,2,0,0,0
텍사스,0,2,1,1,0,3,0,1,0,0,2,3,3,1
토론에서,0,1,0,3,0,0,1,0,1,0,1,0,1,1
통증,0,0,0,0,0,0,0,0,1,0,2,2,1,0
통합,0,0,0,1,0,0,0,0,1,0,1,3,1,0
통해,26,19,69,25,39,30,37,55,27,71,52,65,21,37
투명,1,0,3,1,1,1,0,2,1,0,1,0,0,0
투석,0,1,0,3,1,0,0,1,1,0,3,5,2,0
투자,6,1,12,11,13,1,6,11,2,3,7,7,3,2
트럼프,0,0,3,10,3,1,0,4,0,0,2,5,1,2
특별법,2,1,3,3,3,0,2,3,2,1,1,2,0,0
특허,0,9,3,2,1,6,3,3,0,1,5,7,4,2
특허에,0,3,2,1,1,2,1,2,0,1,2,3,1,0
특히,1,1,1,1,0,2,0,1,0,0,4,4,6,2
티파니,0,0,0,0,0,0,0,0,0,0,2,0,0,0
팀장,7,7,35,1,13,14,21,15,3,7,12,12,0,1
파괴,0,1,0,3,0,0,1,0,1,0,1,0,1,1
파이낸셜뉴스,0,0,3,0,1,1,1,2,0,5,1,3,1,2
파주,1,2,3,2,0,2,0,2,0,0,1,2,0,0
파크레인,0,2,2,0,0,0,0,1,0,0,1,1,4,0
판교,0,0,2,0,0,0,0,0,0,0,2,0,0,0
판소리,1,0,0,1,1,0,0,0,0,0,1,2,1,0
팔꿈치,0,0,0,0,0,0,0,0,1,0,2,2,1,0
패널,3,5,13,8,10,4,7,10,4,4,8,6,2,3
편안함,1,1,1,1,0,1,0,1,0,0,3,2,2,1
편의,0,2,0,0,0,0,0,0,0,0,0,4,0,0
평균,2,1,3,1,1,1,1,6,1,0,7,1,2,1
폐기물,1,2,3,2,0,2,0,2,0,0,1,2,0,0
포인트경제,1,1,5,0,2,2,3,2,0,1,2,3,0,0
폭스콘,0,1,0,3,1,1,0,0,0,0,1,1,1,2
프라임,0,0,1,0,0,0,0,0,0,0,1,0,0,0
프로,0,0,1,0,0,0,0,1,0,0,0,0,0,0
프로그램,0,0,0,0,0,0,0,1,0,0,5,1,1,0
프로젝트에,2,0,2,5,10,0,2,4,0,2,2,0,0,0
프리미엄,1,12,2,1,2,1,8,3,1,1,3,3,2,3
플래티넘,1,2,3,2,0,2,0,2,0,0,1,2,0,0
플랫폼,4,3,2,2,2,0,2,6,3,0,5,4,0,13
플렉서블,1,0,5,0,2,1,1,2,0,1,1,0,0,0
플렉스,0,0,5,0,3,3,2,4,0,10,3,5,2,4
피부,0,22,2,0,0,3,10,2,0,0,5,2,1,5
필요한,1,0,0,0,1,0,1,0,2,1,1,0,1,1
하이,0,0,0,0,0,0,0,0,0,0,2,0,0,0
하이브,0,0,0,0,0,0,0,1,0,0,0,0,1,1
학교에,0,1,1,0,0,0,1,1,1,0,1,0,0,0
학습기기,0,1,1,0,0,0,1,1,1,0,1,0,0,0
한국,7,2,12,9,7,1,4,9,3,2,3,9,4,0
한국기업,2,1,2,3,4,2,1,4,1,0,3,3,2,0
한국스포츠레저,0,0,0,0,0,0,0,0,0,0,2,1,1,1
한국투자리얼에셋운용-카카오뱅크,0,0,1,0,0,0,0,0,0,0,1,0,0,0
한다,3,0,4,3,1,0,1,3,0,0,1,3,2,0
한다.,0,1,0,3,1,0,0,1,1,0,3,5,2,0
한라캐스트,4,2,6,4,4,3,4,7,5,1,6,6,3,1
한미,1,0,0,2,1,0,0,1,0,0,1,1,0,0
한컴아카데미,1,0,5,3,2,1,3,2,5,1,2,2,0,1
할인,1,0,0,0,1,0,1,0,3,1,2,0,4,2
할인율,0,1,0,0,2,0,1,0,0,1,1,3,1,0
함께,0,8,1,0,1,2,5,1,0,5,3,4,1,3
해남군,1,0,0,1,0,0,0,0,2,0,1,1,2,0
해당,0,2,1,1,0,3,0,1,0,0,2,3,3,1
핵심,6,0,15,4,7,4,7,8,9,2,7,4,2,1
핵심광물,2,1,3,1,0,0,1,3,3,0,4,1,1,0
행사,1,0,0,0,1,0,1,0,2,1,1,0,1,1
행안부,0,0,0,1,0,0,0,0,1,0,1,3,1,0
행정,0,1,0,0,0,0,0,0,1,0,1,0,0,0
행정안전부,0,0,0,1,0,0,0,0,1,0,1,3,1,0
허페,6,0,8,11,25,1,6,13,1,5,6,3,1,0
혁신,2,0,8,3,4,2,1,4,1,1,4,1,0,2
현대모비스,1,0,3,1,1,1,0,2,1,0,1,0,0,0
현대적으로,0,0,0,0,0,0,0,0,0,0,2,0,0,0
현지,0,1,1,0,0,0,1,1,1,0,1,0,0,0
혈액투석,0,1,0,3,1,0,0,1,1,0,3,5,2,0
혐의로,0,2,1,1,0,3,0,1,0,0,2,3,3,1
협력,4,1,4,7,1,0,5,4,9,0,6,3,3,0
협력사,6,2,11,7,6,5,7,6,11,6,5,7,1,3
형태,0,0,0,0,0,0,0,0,0,0,2,0,0,0
혜택,1,0,0,0,1,0,1,0,3,1,2,0,4,2
홈케어,0,13,1,0,0,2,6,1,0,0,3,2,0,3
홍화표,0,1,0,2,2,0,0,1,0,0,1,1,0,0
화질,0,1,9,1,5,3,3,6,0,14,3,7,1,6
확대될,1,6,4,3,4,0,7,6,1,2,2,5,4,3
확보에,1,0,3,1,1,1,0,2,1,0,1,0,0,0
확장,2,1,2,2,1,0,1,2,2,0,1,2,2,1
환경,2,0,2,0,2,0,1,2,1,0,2,1,1,0
환불금,0,0,0,0,0,0,0,0,0,0,2,1,1,1
환율,0,1,0,0,0,0,0,0,0,0,0,0,0,0
환자,0,1,0,3,1,0,0,1,1,0,3,5,2,0
활동,1,0,0,0,1,0,1,0,1,1,1,2,0,1
회복,2,1,0,2,0,0,1,1,1,0,1,1,0,0
회사,4,1,2,1,0,1,1,2,1,0,1,0,0,0
효과,0,18,1,0,0,3,8,1,0,0,9,3,1,4
효과적인,0,4,0,0,0,1,2,0,0,0,1,1,0,1
효율,4,7,6,5,0,1,8,8,2,0,7,4,2,4
후방,1,0,1,3,1,0,2,1,3,0,1,1,1,0
후퇴,0,1,0,0,0,0,0,0,0,0,0,0,0,0
휴식공간,0,2,0,0,0,0,0,0,0,0,0,4,0,0
흔히,0,0,0,0,0,0,0,0,1,0,2,2,1,0
