org,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10
...국산,0,0,0,1,0,0,0,0,0,2,0
.attr,0,1,2,2,2,5,0,3,4,2,1
.css,0,1,2,2,2,5,0,3,4,2,1
.find,0,1,2,2,2,5,0,3,4,2,1
.val,0,1,2,2,2,5,0,3,4,2,1
2023년,0,2,2,1,2,2,5,1,3,1,4
2025년,0,1,1,0,0,2,1,1,2,4,0
2026년형,1,0,4,1,2,3,2,1,1,1,1
26일부터,0,2,1,2,1,1,0,2,2,2,0
2차전지,5,4,4,1,2,1,2,2,2,1,2
3년간,2,2,1,0,3,3,2,0,1,1,5
3분기,4,2,6,1,3,4,4,6,3,1,3
3종,0,0,2,1,3,0,1,2,2,1,0
4855억,1,1,5,1,2,2,1,2,1,0,3
4성,0,0,2,1,3,0,1,2,2,1,0
70명,1,0,0,0,0,2,0,0,2,0,0
7호실,0,1,0,0,2,0,1,1,0,0,0
8.6세대,1,4,4,1,4,4,8,2,5,2,7
8월,0,0,0,0,0,1,0,0,1,3,0
9월,0,2,2,2,1,3,1,2,5,5,0
AI,9,31,13,13,18,23,25,27,16,8,18
AMD,1,2,0,1,1,4,3,2,1,1,0
and,0,0,0,0,0,0,0,0,0,0,1
Apple,1,1,2,1,0,3,1,0,1,0,1
A사,2,0,0,0,0,2,2,0,3,1,0
A씨,0,1,0,0,0,1,0,1,1,0,0
A씨에,0,1,0,0,0,2,0,1,2,1,1
BOE,4,9,7,2,10,9,15,4,9,5,17
BYD,1,0,4,1,2,3,2,1,1,1,1
CBC뉴스,1,0,2,1,1,0,1,1,1,1,0
CD,0,1,2,2,2,5,0,3,4,2,1
CPU,2,3,1,1,3,6,4,5,2,1,1
CSOT,1,2,2,0,2,2,3,1,2,1,3
Design,2,8,4,6,4,4,8,10,2,2,6
else,0,1,2,2,2,5,0,3,4,2,1
email,0,1,0,0,0,2,0,1,2,1,1
ESG,1,0,0,0,0,2,0,0,2,0,0
ESS,5,4,4,1,2,1,2,2,2,1,2
ETERNA,1,1,2,1,0,3,1,0,1,0,1
function,0,1,2,2,2,5,0,3,4,2,1
GFX,3,5,5,3,2,4,2,3,4,1,3
Gugenka,0,1,1,0,0,1,1,1,1,1,0
HBM,3,1,1,0,1,2,3,4,2,1,0
HK이노엔,1,0,0,0,0,2,0,0,2,0,0
HPSP,5,4,2,1,2,1,3,2,1,0,3
HS효성더클래스,3,2,2,1,2,2,0,2,2,3,0
id,0,1,2,2,2,5,0,3,4,2,1
IDEA,4,19,22,39,19,6,17,17,8,2,15
iF,0,1,3,4,1,1,2,2,1,1,2
if,0,1,2,2,2,5,0,3,4,2,1
ITC,1,3,2,1,3,2,5,2,3,2,5
IT매체,0,0,2,2,2,2,1,1,1,1,0
IT용,1,4,4,1,4,4,8,2,5,2,7
JV,2,5,2,1,4,2,4,2,4,4,3
K-,0,1,0,0,0,0,0,1,0,0,0
KizunaAI,0,3,2,2,1,2,1,3,3,3,0
KODEX,3,4,2,0,2,4,3,2,2,1,1
KT,2,5,2,1,4,2,4,2,4,4,3
LAFC,0,0,0,0,0,2,1,0,0,1,1
LAKE,0,2,1,2,1,1,0,2,2,2,0
LCD,7,19,17,25,19,10,19,10,11,5,25
leaders,0,1,0,0,0,0,0,1,0,0,1
LG,0,1,3,4,1,1,2,2,1,1,2
LG디스플레,1,1,5,1,2,2,1,2,1,0,3
LG디스플레이,1,1,5,1,2,2,1,2,1,0,3
LG전자,6,11,9,5,8,7,13,7,9,7,14
like,0,1,0,0,0,0,0,1,0,0,1
LSE,4,1,1,0,1,2,1,0,2,1,0
LTCAM,4,1,1,0,1,2,1,0,2,1,0
LTPO,1,3,2,1,3,2,5,2,3,2,5
MBN,0,0,0,0,0,4,0,0,0,0,1
MC,0,0,0,0,0,4,0,0,0,0,1
MHN,1,0,1,1,1,2,1,1,3,1,1
MLS,0,0,0,0,0,2,1,0,0,1,1
NCT,0,0,0,0,0,1,0,0,1,3,0
NC다이노스,0,0,0,0,0,1,0,0,1,0,0
NWS,0,1,2,2,2,5,0,3,4,2,1
of,0,1,0,0,0,0,0,1,0,0,1
OLED,14,29,18,3,25,22,37,14,22,15,42
ProRes,1,1,2,1,0,3,1,0,1,0,1
protected,0,1,0,0,0,2,0,1,2,1,1
RU,2,0,0,0,0,2,2,0,3,1,0
Samsung,3,12,6,9,6,6,12,15,3,3,9
shy,0,0,0,0,0,0,0,0,0,0,1
SK하이닉스,2,0,0,0,0,2,2,0,3,1,0
SWAN,0,2,1,2,1,1,0,2,2,2,0
that,0,0,0,0,0,0,0,0,0,0,1
The,0,1,0,0,0,0,0,1,0,0,1
the,0,0,0,0,0,0,0,0,0,0,1
TIGER,3,4,2,0,2,4,3,2,2,1,1
to,0,1,0,0,0,0,0,1,0,0,3
TSMC,1,2,0,1,1,4,3,2,1,1,0
UA,0,0,1,1,0,1,0,1,0,0,0
UI,0,0,1,1,1,1,0,2,1,0,0
var,0,1,2,2,2,5,0,3,4,2,1
was,0,0,0,0,0,0,0,0,0,0,1
Web,0,1,2,2,2,5,0,3,4,2,1
would,0,1,0,0,0,0,0,1,0,0,1
XX,0,1,0,0,0,1,0,1,1,0,0
가격,12,12,10,1,10,12,19,11,12,7,19
가능,0,1,0,0,2,0,1,1,0,0,0
가능성,0,1,0,1,0,3,1,0,1,2,0
가능한,0,0,2,1,1,2,1,1,0,0,1
가량,0,0,0,0,0,4,1,0,1,1,0
가방,0,0,2,1,0,2,1,1,1,2,0
가보자GO,0,0,0,0,0,4,0,0,0,0,1
가을,0,0,1,1,0,1,0,1,0,0,0
가장,0,0,2,2,2,2,1,1,1,1,0
가진,0,2,0,0,1,5,1,1,4,1,0
각각,5,4,2,1,2,1,3,2,1,0,3
각각각,5,4,2,1,2,1,3,2,1,0,3
감각,0,1,0,1,0,3,1,0,1,2,0
감독,1,0,1,1,1,2,1,1,3,1,1
감성,0,0,2,1,1,2,1,1,0,0,1
강조했다.,0,4,1,0,3,2,3,2,1,1,3
개발,5,4,4,1,2,1,2,2,2,1,2
개인,0,0,0,0,0,1,0,0,1,3,0
개통,1,2,2,1,3,1,1,0,0,0,1
갤럭시,3,12,8,10,9,6,13,17,5,4,9
거래,3,4,2,0,2,4,3,2,2,1,1
거래일,5,4,2,1,2,1,3,2,1,0,3
검사장비,5,4,4,1,2,1,2,2,2,1,2
것으로,12,13,13,3,11,22,20,13,13,7,13
것이,0,0,1,1,1,1,0,2,1,0,0
것이다.,0,0,2,1,0,2,1,1,1,2,0
게이밍,2,4,3,2,2,1,1,3,3,1,2
결혼식,0,0,0,0,0,0,0,0,1,0,1
경기도,0,1,1,2,1,2,0,1,4,4,0
경기문화재단,0,1,1,2,1,2,0,1,4,4,0
경동나비엔,3,2,12,12,7,2,6,3,2,0,6
경북,0,1,2,2,2,5,0,3,4,2,1
경직된,0,3,1,0,2,1,4,1,1,1,5
경험,1,4,2,3,2,2,4,5,1,1,3
고객,5,8,7,6,7,5,6,6,7,8,5
고객사,4,1,1,0,1,2,1,0,2,1,0
고백,1,0,1,1,1,2,1,1,3,1,1
고유무기,0,0,2,1,3,0,1,2,2,1,0
공식,0,1,1,0,0,1,1,1,1,1,0
공연,0,1,1,2,1,2,0,1,4,4,0
공정,8,7,6,1,4,3,5,3,4,2,6
공주,1,0,0,1,1,3,0,0,2,3,0
과세,2,0,0,0,0,2,2,0,3,1,0
관련,2,0,0,0,0,2,2,0,3,1,0
관리,0,1,1,2,1,1,1,1,0,0,0
관세,3,2,2,0,1,4,6,2,5,2,5
광학,1,1,2,1,0,3,1,0,1,0,1
교사,0,2,0,0,1,5,1,1,4,1,0
교사들,0,2,0,0,1,5,1,1,4,1,0
교수,0,2,0,1,0,2,0,1,0,0,0
교원,0,2,0,0,1,5,1,1,4,1,0
교육,2,5,3,2,2,3,1,4,4,1,2
교인들,0,0,0,0,2,5,0,0,2,2,0
교회,0,0,0,0,2,5,0,0,2,2,0
구속영장,0,1,0,0,0,2,0,1,2,1,1
구조,1,1,5,1,2,2,1,2,1,0,3
국가유산청,0,1,0,0,0,2,0,1,2,1,1
국립공주대학교,0,1,0,0,0,2,0,1,1,0,0
국방부,1,0,0,1,1,3,0,0,2,3,0
국세청,2,0,0,0,0,2,2,0,3,1,0
국제뉴스,0,2,0,1,0,2,0,1,0,0,0
국회의원,0,1,0,0,0,2,0,1,1,0,0
굿모닝충청,0,1,0,0,0,2,0,1,1,0,0
권위,0,7,8,20,8,0,4,4,3,0,4
그냥,0,1,0,0,0,1,0,1,1,0,0
그는,0,0,0,0,0,2,1,0,0,1,1
그래서,0,0,0,0,2,5,0,0,2,2,0
그러면,0,0,0,0,2,5,0,0,2,2,0
그런,0,1,0,0,2,7,0,1,3,2,0
그룹장,0,4,1,0,3,2,3,2,1,1,3
그리고,0,0,0,0,0,2,0,0,1,0,0
그의,0,0,0,0,0,2,1,0,0,1,1
근데,0,0,0,0,2,5,0,0,2,2,0
글래스,0,0,2,2,2,2,1,1,1,1,0
금지,0,1,0,0,0,2,0,1,2,1,1
기간,0,2,1,2,1,2,0,2,4,3,0
기능,2,11,5,6,12,7,11,15,4,2,6
기동,0,0,0,1,0,0,0,0,0,2,0
기반,2,5,4,4,3,2,2,4,3,1,2
기업들,1,2,2,0,2,2,3,1,2,1,3
기와,0,1,0,0,0,2,0,1,2,1,1
기자,2,4,3,8,4,11,2,3,7,4,4
기존,0,1,2,5,2,0,1,1,0,0,1
기준,2,4,3,2,2,1,1,3,3,1,2
기지국,2,5,2,1,4,2,4,2,4,4,3
기탁,0,0,0,0,0,1,0,0,1,0,0
김병만,0,0,0,0,0,0,0,0,1,0,1
김수빈,0,0,1,1,0,1,0,1,0,0,0
김영일,0,2,2,5,2,0,1,1,1,0,1
김영춘,0,1,0,0,0,2,0,1,1,0,0
김우진,0,1,0,0,2,0,1,1,0,0,0
꼽힌다.,0,2,2,5,2,0,1,1,1,0,1
나눔,0,0,0,0,0,1,0,0,1,0,0
나비엔,2,1,8,5,5,1,2,2,0,0,4
남편,0,1,0,0,0,5,0,1,1,0,1
내구성,1,0,2,1,1,0,1,1,1,1,0
내란,0,0,0,0,0,4,0,0,8,2,2
내수시장,0,3,1,0,2,1,4,1,1,1,5
너머,0,1,0,1,0,3,1,0,1,2,0
