topic_id,word,prob
0,gv80,0.09562475979328156
0,2026,0.057413071393966675
0,위한,0.047860145568847656
0,리뷰,0.038307223469018936
0,서비스,0.038307223469018936
0,패키지,0.038307223469018936
0,고객,0.028754299506545067
0,통합,0.028754299506545067
1,기술,0.03612633794546127
1,고기능성,0.028915492817759514
1,김주영,0.028915492817759514
1,나노입자,0.028915492817759514
1,이번,0.028915492817759514
1,경상국립대학교,0.021704643964767456
1,화학과,0.021704643964767456
1,필름,0.021704643964767456
2,ai,0.08358853310346603
2,10일,0.06270880252122879
2,2분기,0.02790924534201622
2,국정,0.02790924534201622
2,먼저,0.02790924534201622
2,오는,0.020949332043528557
2,모델,0.020949332043528557
2,미래,0.020949332043528557
3,10일,0.04147703945636749
3,구미,0.04147703945636749
3,밝혔다,0.031133636832237244
3,한국수자원공사,0.031133636832237244
3,있다,0.031133636832237244
3,포밍,0.020790236070752144
3,개시,0.020790236070752144
3,소방청,0.020790236070752144
4,투명,0.067399762570858
4,올레드,0.04495811462402344
4,사이니지,0.037477560341358185
4,초대형,0.037477560341358185
4,디스플레이,0.037477560341358185
4,세로,0.02999701164662838
4,lg전자는,0.02999701164662838
4,사이니지를,0.02999701164662838
5,아이폰,0.0790179967880249
5,가장,0.05533628165721893
5,애플,0.039548471570014954
5,에어,0.039548471570014954
5,함께,0.031654562801122665
5,애플은,0.031654562801122665
5,얇은,0.031654562801122665
5,행사를,0.023760655894875526
