topic_id,word,prob
0,oled,1.0
0,실적,0.838804700421676
0,해당,0.7212262432649079
0,한다,0.6821361481367261
0,연구원은,0.6463788842602703
0,경우,0.5899345421157228
0,lg디스플레이,0.5660273387741626
0,하반기,0.48903576265405413
0,라인,0.48256639569578325
0,대규모,0.4321214274267555
1,아이폰,1.0
1,최신,0.6043996938819728
1,패널을,0.5054960681550814
1,아이폰 17,0.5054942683442313
1,삼성,0.406599016777471
1,디스플레이,0.4065973599021514
1,출시,0.4065971132049203
1,전력,0.4065958287636603
1,배터리,0.4065947143462298
1,oled,0.4065943927800135
2,갤럭시,1.0
2,스마트폰,0.8288313693104145
2,예정이다,0.6330529967344296
2,제공한다,0.5951709465949999
2,특히,0.581945571311745
2,ai,0.5726071632642796
2,프리미엄,0.5386630721483381
2,이상,0.49651329449613085
2,추가,0.4867458677882885
2,오는,0.47464413343627077
3,oled,1.0
3,tv,0.7778654604429993
3,lcd,0.5024223441998905
3,중국,0.4631934925797377
3,디스플레이,0.38638227366448347
3,패널,0.38426166785259136
3,아이폰,0.25366740537501736
3,기술,0.24660397556058322
3,6세대,0.23556200581622028
3,오늘의,0.2320573203080193
4,디자인,1.0
4,블랙,0.7476822924949789
4,제품,0.5227934592519056
4,lg,0.3418257507501652
4,idea,0.29672748106346186
4,디자인 어워드,0.2890512971051051
4,어워드,0.289051292165555
4,본상,0.2890512852828081
4,디자인을,0.2890497746651225
4,적용해,0.28789958663831783
5,반도체,1.0
5,ai,0.8487357152386251
5,로봇,0.5587040142895889
5,대비,0.5158550856881869
5,장비,0.42791931137915884
5,사업을,0.4207045921176416
5,사업,0.4068168206742326
5,영상,0.3997602721006278
5,특히,0.37954969848319114
5,지난,0.36494868230404504
6,디자인,1.0
6,ai,0.8372662159618829
6,콘셉트,0.40250454177085176
6,선행,0.3522781874663332
6,갤럭시,0.34660838926382914
6,선행 콘셉트,0.3460003597760465
6,모바일,0.30931097927910345
6,삼성,0.2470541003477457
6,제공하는,0.21547991891121715
6,저시력자를,0.1953227836655938
7,디자인,1.0
7,어워드,0.4467925240123172
7,디자인 어워드,0.4380509287616364
7,아이콘 프로,0.42056756651895066
7,아이콘,0.42056756651895066
7,프로,0.41964646101068376
7,idea,0.3799603721990638
7,idea 디자인,0.359376499112599
7,코웨이,0.3244100849168808
7,lcd,0.2565218009394738
8,이제,1.0
8,이런,0.7451871187923743
8,이렇게,0.6321167253637476
8,하고,0.5487801733063374
8,많이,0.5253191265150475
8,현장,0.44365570455337083
8,라고,0.4326220037476323
8,다른,0.4150041642348399
8,같은,0.40846232213291706
8,대구,0.3824817982910794
