org,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11
여수,1,1,0,0,0,1,1,0,0,0,0,0
여수공장,1,1,0,0,0,1,1,0,0,0,0,0
여수세계섬박람회,1,1,0,0,0,1,1,0,0,0,0,0
여전히,5,2,2,2,2,4,2,3,9,1,4,3
역임하며,3,2,0,0,1,1,2,2,2,0,0,5
역전,0,0,0,0,0,2,0,0,1,0,0,0
연간,10,10,1,0,7,6,7,14,10,4,6,20
연산,2,0,1,3,1,1,1,0,0,0,1,0
연준,1,0,3,2,0,1,0,0,3,0,2,0
연출,2,1,1,3,0,0,0,3,1,1,2,1
열린,4,4,2,1,3,3,7,8,5,2,3,10
영업비밀,4,4,0,0,2,2,6,8,5,2,2,10
오는,0,0,0,1,0,0,0,0,1,0,0,0
오른,1,0,3,0,1,1,0,0,2,0,1,0
온라인,0,3,0,3,3,1,1,1,3,0,2,1
온열,3,0,0,2,1,0,0,0,0,1,0,0
올러,0,0,1,1,0,1,0,0,0,0,1,0
올해,12,13,2,2,10,6,7,19,11,4,6,20
외국인,1,1,0,0,0,2,0,1,1,0,1,1
용량,2,1,1,1,2,1,0,0,0,2,0,0
용인,1,0,0,0,0,5,0,0,2,1,0,0
용인특례시,0,0,0,0,0,3,0,0,1,1,0,0
우승,0,0,0,0,0,2,0,0,1,0,0,0
운동,3,0,0,2,1,0,0,0,0,1,0,0
원을,1,1,0,0,0,2,0,1,1,0,1,1
원자재,2,1,0,1,0,1,0,1,3,1,0,1
웨어러블,6,9,0,1,14,3,6,9,5,0,1,6
웨이브,7,5,2,8,5,3,1,2,4,3,5,4
위안,8,12,0,1,3,3,6,12,3,0,0,9
위한,11,7,0,1,4,7,2,8,8,3,5,11
위해,4,0,3,7,1,2,0,0,5,3,5,0
윈드쉴드,5,1,0,1,0,0,0,2,1,0,1,1
유공자,4,3,0,0,1,0,1,3,0,0,0,4
유기발광다이오드,4,4,0,0,2,2,6,8,4,2,2,10
유로,0,0,2,1,0,0,1,0,3,1,3,0
유비리서치,10,8,1,3,19,4,8,10,8,2,4,6
유비리서치에,6,2,1,3,10,2,4,4,4,2,3,2
유저들,2,1,0,3,0,1,1,3,2,0,3,1
유출,1,0,0,1,0,0,0,0,0,0,0,0
유튜버,0,3,0,2,3,1,1,1,1,0,1,1
의약품,3,3,0,1,2,0,2,4,2,0,0,2
이날,1,0,3,0,1,1,0,0,2,0,1,0
이는,4,3,3,0,2,1,2,4,3,0,1,2
이닝,0,0,1,0,0,2,0,0,2,0,0,0
이대은,0,0,0,1,0,0,0,0,1,0,0,0
이런,0,0,2,1,0,0,1,0,3,1,3,0
이번,10,6,4,13,6,5,3,5,8,4,11,5
이범호,0,0,1,1,0,1,0,0,0,0,1,0
이상,1,0,3,2,0,1,0,0,3,0,2,0
이상일,1,0,0,0,0,5,0,0,2,1,0,0
이슈,1,0,0,1,0,2,1,1,2,0,1,0
이어,3,2,1,1,3,0,3,4,3,1,2,5
이유,4,2,0,1,1,0,0,2,0,1,0,2
이전,0,0,0,1,0,1,1,0,0,0,0,0
이제홍,1,0,1,1,0,1,2,0,3,0,3,0
이종언,1,0,1,1,0,1,2,0,3,0,3,0
이주선,2,3,0,1,2,0,0,2,1,0,1,3
이청,8,6,1,1,5,2,8,11,8,3,3,15
인구,1,1,0,0,0,0,1,1,1,0,1,1
인프라,1,0,0,0,0,5,0,0,2,1,0,0
일곱,2,1,1,3,0,0,0,3,1,1,2,1
일본,7,6,2,8,1,1,1,8,4,1,8,4
입자,2,1,1,1,1,0,0,2,1,0,2,1
있는,38,34,5,20,15,11,6,31,21,6,20,33
있다,31,29,9,6,25,20,33,53,28,12,16,64
있다.,69,44,26,36,49,28,39,59,54,21,53,48
있다고,2,2,1,0,3,1,1,4,1,1,0,5
있던,0,0,0,1,0,0,0,0,2,0,1,0
있도록,2,0,0,1,4,0,0,0,0,0,0,0
있습니다.,0,0,2,1,0,0,1,0,3,1,3,0
있어,2,2,0,0,1,1,2,4,1,1,1,5
있으며,5,2,3,3,1,1,2,3,4,1,4,1
있을,2,1,1,1,1,0,0,2,1,0,2,1
자동차,10,4,4,2,2,3,4,4,4,2,6,2
자동화,5,2,3,3,1,1,2,3,4,1,4,1
자사주,2,1,1,1,0,3,2,1,4,0,4,1
자신감,4,4,1,0,4,2,4,8,3,2,0,10
자율주행,5,2,3,3,1,1,2,3,4,1,4,1
작업,2,1,1,1,2,1,0,0,0,2,0,0
작은,4,2,0,1,1,0,0,2,0,1,0,2
장벽,2,0,0,2,12,0,0,0,0,1,1,0
장비,24,24,4,4,7,9,14,24,10,3,6,17
장아영,2,1,1,1,1,0,0,2,1,0,2,1
재계,2,1,1,2,0,1,0,1,3,1,1,1
재벌,1,0,1,1,0,1,2,0,3,0,3,0
적립,0,0,0,1,1,1,0,0,0,4,0,0
적용해,3,0,0,2,1,0,0,0,0,1,0,0
전국적으로,1,1,0,0,0,0,1,1,1,0,1,1
전기,1,1,0,0,0,1,1,0,0,0,0,0
전동화,5,1,0,1,0,0,0,2,1,0,1,1
전략,8,2,3,9,3,4,2,6,4,2,8,3
전망이다.,2,3,0,1,5,1,2,3,1,0,0,2
전면,0,0,2,1,0,0,0,1,0,1,1,0
전시회,2,1,0,0,0,0,0,2,0,0,0,1
전원,0,0,0,3,0,3,1,0,0,0,0,0
전월대비,1,0,3,0,1,1,0,0,2,0,1,0
전일,1,0,3,0,1,1,0,0,2,0,1,0
전자종이,2,1,1,1,1,0,0,2,1,0,2,1
전자책,2,1,1,1,1,0,0,2,1,0,2,1
전장,10,4,4,2,2,3,4,4,4,2,6,2
전체,1,2,1,0,3,1,1,3,2,1,1,4
전투,2,1,1,3,0,0,0,3,1,1,2,1
전해진다.,0,0,0,1,0,0,0,0,2,0,1,0
전혀,0,0,0,0,0,2,0,0,0,0,0,0
전환에,2,2,1,0,2,1,2,4,2,1,0,5
절차,0,0,0,1,0,0,0,0,2,0,1,0
점유율,2,2,0,0,1,0,0,4,3,1,4,4
정부,17,16,1,2,9,10,18,31,18,7,12,37
정철동,6,5,0,0,3,3,3,6,5,2,2,10
제16회,2,2,1,1,3,2,2,4,1,1,1,5
제공하,0,0,0,1,1,1,0,0,0,4,0,0
제네시스,4,2,0,1,3,0,1,3,2,1,3,2
제로,2,1,0,1,0,0,0,1,1,0,0,1
제시했다.,1,0,0,0,0,2,0,0,1,0,0,0
제작,3,1,2,2,1,0,0,2,1,0,1,1
제조사,2,2,2,2,1,2,4,4,2,0,3,4
제조업,3,3,0,1,2,0,2,4,2,0,0,2
제품,6,1,1,2,10,1,0,0,0,2,0,0
제한적으로만,2,1,1,1,1,0,0,2,1,0,2,1
조기,2,1,0,1,0,1,0,1,3,1,0,1
조선대,1,0,1,1,0,1,2,0,3,0,3,0
조지아주,0,0,0,1,0,0,0,0,2,0,1,0
종목,1,0,4,1,1,2,0,1,3,1,4,0
종합,1,0,0,1,0,2,1,1,2,0,1,0
주가,5,3,6,4,4,3,3,5,7,2,7,2
주간,1,1,0,0,0,2,0,1,1,0,1,1
주민,1,0,0,0,0,2,0,0,1,0,0,0
주민들,1,1,0,0,0,1,1,0,0,0,0,0
주식,1,0,1,1,0,1,2,0,3,0,3,0
주요,9,9,5,8,7,7,5,12,9,1,9,7
중국,37,39,6,6,18,14,28,60,26,8,13,57
중국에,2,2,1,0,1,2,1,4,3,0,2,3
중단된,0,0,0,2,0,2,0,0,0,0,0,0
중심,1,0,3,0,1,1,0,0,2,0,1,0
즐길,14,19,0,5,6,0,0,10,2,0,6,14
증착기,2,2,2,1,1,1,3,4,2,0,3,4
지급,2,1,0,1,0,1,0,1,3,1,0,1
지급한다.,2,1,0,1,0,1,0,1,3,1,0,1
지난,7,6,3,6,6,3,4,13,10,5,10,12
지방,1,1,0,0,0,0,1,1,1,0,1,1
지사장,2,0,2,3,1,1,1,0,4,0,5,1
지수,3,0,10,3,2,4,0,1,8,1,7,0
지원,7,4,1,2,2,4,1,6,3,1,2,5
지원사업,1,0,0,1,0,0,0,0,0,0,0,0
지표,1,0,3,2,0,1,0,0,3,0,2,0
지하실,2,0,1,4,1,1,0,0,1,2,2,0
진행하고,3,3,0,1,2,0,2,4,2,0,0,2
차관,0,0,0,2,0,2,0,0,0,0,0,0
차량,22,9,4,4,7,4,7,12,10,3,12,8
차량용,7,4,0,1,5,1,3,6,5,1,5,5
차세대,5,4,3,4,3,2,5,9,4,1,4,7
찬스,0,0,0,0,0,3,0,0,0,0,0,0
참석한,2,2,1,1,3,2,2,4,1,1,1,5
참석해,1,0,0,0,0,2,0,0,1,0,0,0
참여,0,0,1,1,0,0,0,0,0,0,1,0
창업,2,0,2,3,1,1,1,0,4,0,5,1
처분,1,0,1,1,0,1,2,0,3,0,3,0
처인구,1,0,0,0,0,5,0,0,2,1,0,0
체험,3,4,0,1,2,0,0,3,0,0,0,3
총리,2,0,1,2,0,1,0,0,4,1,2,0
최강야구,2,0,1,4,1,1,0,0,1,2,2,0
최고,1,1,0,0,1,0,0,1,1,4,0,1
최초로,5,3,0,0,2,1,0,4,0,0,0,3
추석,2,1,0,1,0,1,0,1,3,1,0,1
추월당할,2,2,1,0,1,2,1,4,3,0,2,3
출하량,1,2,2,1,3,1,1,5,1,1,2,3
충남,1,1,0,0,0,0,1,1,1,0,1,1
충칭,3,3,0,0,1,0,2,4,1,0,0,2
충칭시,3,3,0,0,1,0,2,4,1,0,0,2
치열한,2,0,1,4,1,1,0,0,1,2,2,0
친구,1,0,2,2,1,1,1,0,2,1,3,0
칩을,1,1,0,0,0,3,5,0,1,1,0,1
카드,0,0,0,1,1,1,0,0,0,4,0,0
카브리올레,1,1,0,0,1,0,0,1,1,4,0,1
카카오,1,0,2,2,1,1,1,0,2,1,3,0
카카오톡,1,0,2,2,1,1,1,0,2,1,3,0
캐릭터,2,1,1,3,0,0,0,3,1,1,2,1
커버,4,2,0,1,1,0,0,2,0,1,0,2
커브,0,0,0,0,0,2,0,0,1,0,0,0
커지고,1,1,0,0,0,0,1,1,1,0,1,1
컨슈머타임스,3,4,0,1,1,0,0,2,0,0,1,3
컬러,1,1,0,0,1,0,0,1,1,4,0,1
코스피,1,1,0,0,0,2,0,1,1,0,1,1
코어,2,0,1,3,1,1,1,0,0,0,1,0
콘서트,3,1,2,2,1,0,0,2,1,0,1,1
콘텐츠,5,5,2,5,4,1,1,4,3,0,2,3
쿠페,1,1,0,0,1,0,0,1,1,4,0,1
쿡커,3,0,0,2,1,0,0,0,0,1,0,0
쿨링,0,0,2,1,0,0,0,1,0,1,1,0
퀄컴,6,1,2,8,3,3,2,3,2,2,4,2
크기,4,2,0,1,1,0,0,2,0,1,0,2
크릿벤처스,2,0,2,3,1,1,1,0,4,0,5,1
클라우드,6,1,2,8,3,3,2,3,2,2,4,2
클레녹스,3,0,0,3,15,0,0,0,0,1,1,0
킵스파마,3,3,0,1,2,0,2,4,2,0,0,2
타선,0,0,0,0,0,2,0,0,0,0,0,0
탁류,2,0,1,4,1,1,0,0,1,2,2,0
탄력,3,0,0,3,15,0,0,0,0,1,1,0
탑재한,2,3,0,0,4,1,2,3,2,0,0,2
탠덤,7,5,2,1,3,2,3,8,2,0,3,7
테슬라,1,0,4,1,1,2,0,1,3,1,4,0
토스뱅크,0,0,0,1,1,1,0,0,0,4,0,0
톨허스트,0,0,0,0,0,2,0,0,1,0,0,0
통해,35,31,8,22,16,8,5,22,11,7,17,25
투명,10,4,0,1,2,1,0,6,1,0,1,4
투수,0,0,1,0,0,5,0,0,2,0,0,0
투자,24,20,12,8,15,11,18,32,26,8,18,35
트럼프,3,0,0,1,0,1,2,0,4,0,1,0
특허,5,2,0,2,6,0,1,3,2,1,3,2
특허에,4,2,0,1,3,0,1,3,2,1,3,2
특히,5,2,2,4,1,2,2,4,3,0,6,2
티빙,2,0,1,4,1,1,0,0,1,2,2,0
파이터즈,0,0,0,1,0,0,0,0,1,0,0,0
파트너,2,0,2,3,1,1,1,0,4,0,5,1
패널,24,20,4,3,15,5,15,29,13,4,11,28
퍼포먼스,1,1,0,0,1,0,0,1,1,4,0,1
평균,1,1,0,0,0,0,1,1,1,0,1,1
평균자책점,0,0,1,0,0,4,0,0,3,0,0,0
포기하지,0,0,0,0,0,5,0,0,0,0,0,0
포상,4,3,0,0,1,0,1,3,0,0,0,4
풀이된다.,1,1,0,0,0,2,0,1,1,0,1,1
풍부한,4,5,0,1,1,0,1,3,1,0,2,4
프라임경제,1,1,0,0,0,1,1,0,0,0,0,0
프랑스,0,0,2,1,0,0,1,0,3,1,3,0
프로,4,4,0,0,1,0,2,6,1,0,0,3
프로야구,2,0,1,4,1,1,0,0,1,2,2,0
프로젝트,4,5,2,1,4,1,3,9,2,1,2,5
프로젝트에,4,8,0,1,2,2,4,8,2,0,0,6
프리미엄,5,5,0,2,15,2,4,6,4,1,3,5
플랫폼,7,4,1,6,4,2,3,7,4,2,3,4
플렉스,3,4,0,1,1,0,0,2,0,0,1,3
피부,5,0,0,3,19,0,0,0,0,1,1,0
하나,0,0,0,1,0,0,0,0,1,0,0,0
하나카드,0,0,0,1,1,1,0,0,0,4,0,0
하락했다.,1,0,4,1,1,2,0,1,3,1,4,0
하반기,10,10,1,1,8,6,12,20,7,5,5,25
하반기에,2,2,1,1,3,2,2,4,1,1,1,5
하지만,0,0,2,1,0,0,1,0,3,1,3,0
한국,18,14,4,4,9,12,10,23,25,6,16,27
한국인,0,0,0,1,0,0,0,0,2,0,1,0
한다,4,4,1,1,2,2,5,8,6,2,7,9
한다.,1,0,1,1,0,1,2,0,3,0,3,0
한라캐스트,10,4,4,2,2,3,4,4,4,2,6,2
한인,2,0,2,3,1,1,1,0,4,0,5,1
한화,0,0,1,0,0,9,0,0,3,0,0,0
한화전에,0,0,0,0,0,2,0,0,1,0,0,0
할인,0,0,0,1,1,1,0,0,0,4,0,0
함께,1,0,0,2,7,0,0,0,0,1,0,0
해외,3,0,0,1,0,1,2,0,4,0,1,0
핵심,14,7,0,1,3,1,1,9,1,0,1,8
했다.,10,7,3,2,8,4,4,12,4,3,3,13
행사,2,1,1,4,0,1,1,3,2,0,4,1
허페,14,20,0,2,5,6,10,20,6,1,0,15
헤드셋,1,2,2,1,3,1,1,5,1,1,2,3
혁신,5,1,0,1,0,0,0,2,1,0,1,1
현대모비스,5,1,0,1,0,0,0,2,1,0,1,1
현지,2,1,0,3,0,1,1,3,2,0,3,1
협력사,8,6,1,6,4,3,1,3,6,2,3,5
협정,2,0,1,2,0,1,0,0,4,1,2,0
혜택,4,4,0,1,3,3,6,8,5,6,2,10
호투했다.,0,0,0,0,0,3,0,0,0,0,0,0
호환성,0,0,2,1,0,0,0,1,0,1,1,0
홈케어,3,0,0,3,11,0,0,0,0,1,0,0
홈페이지,2,1,0,0,0,0,0,2,0,0,0,1
홍보,0,0,1,1,0,0,0,0,0,0,1,0
화이트,2,1,1,1,2,1,0,0,0,2,0,0
화재,5,7,0,5,6,6,5,7,2,0,0,5
화재로,0,0,0,2,0,2,0,0,0,0,0,0
화질,6,7,2,1,7,2,3,10,4,2,1,13
확대될,4,6,0,1,10,2,4,6,3,0,1,4
확보에,5,1,0,1,0,0,0,2,1,0,1,1
환경,2,1,1,1,2,1,0,0,0,2,0,0
효과,3,0,0,3,15,0,0,0,0,1,1,0
효과적인,1,0,0,1,3,0,0,0,0,0,0,0
효율,6,2,1,3,10,2,4,4,4,2,3,2
흐름,0,0,0,1,0,0,0,0,1,0,0,0
흑자,12,12,2,0,10,7,8,18,11,5,6,25
