org,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7
말했다.,10,31,0,45,39,23,20,2
매력,0,2,0,0,0,2,2,1
매수,0,3,0,0,0,3,3,1
매출,1,3,0,1,1,2,5,1
메르세데스-AMG,0,1,1,1,1,0,0,0
메인,0,1,0,1,2,0,0,0
메인보드,0,1,0,0,1,0,1,1
메타,1,6,2,6,5,5,5,2
명절,0,3,0,1,1,1,1,1
모델,0,1,1,1,1,0,0,0
모두,2,7,0,6,5,4,4,1
모듈,1,2,0,2,1,2,1,0
모바일,1,9,1,5,5,4,2,0
모빌리티,1,4,0,4,2,3,2,0
무대,0,2,1,0,0,1,0,0
무한,2,8,1,7,6,6,3,2
문화유산,1,1,0,1,1,1,0,0
묻혀있지도,0,3,0,1,2,2,1,1
미국,2,17,1,4,8,15,32,7
미래,5,14,0,20,16,11,11,0
미래나노텍,1,4,0,2,2,2,4,0
밀도,0,1,15,0,0,7,2,0
바닐라,0,0,1,0,0,0,0,0
바이오,2,3,0,2,3,3,2,0
반도체,11,9,0,11,10,7,6,0
받고,0,1,0,0,0,1,1,0
밝기,2,3,0,2,2,3,2,0
밝혔다.,6,12,10,7,9,12,4,0
방법,2,4,0,2,3,3,0,0
배당,0,2,0,0,0,2,2,1
배터리,1,5,1,3,3,3,6,1
벽을,0,0,0,1,0,0,0,0
변화,2,3,2,2,2,3,2,0
보는,0,3,1,1,1,3,1,1
보도자료,0,0,5,0,0,2,1,0
보완,1,5,0,3,3,3,2,1
본인확인,0,0,0,0,0,1,0,0
부사장,4,6,0,6,6,5,3,0
부스,1,12,0,7,6,3,3,1
부처,0,2,0,0,0,1,2,1
부품,1,2,0,2,1,2,1,0
북미,1,3,0,4,4,2,2,0
분들,1,1,0,1,1,1,0,0
분야,0,2,0,2,1,1,1,0
분야에서,0,2,0,2,1,1,1,0
분양,1,0,1,0,0,0,0,0
분위기,0,2,1,0,0,1,0,0
브레이커스,8,22,0,10,12,12,2,0
비롯해,2,4,0,2,2,2,0,0
비용,0,2,0,0,0,2,2,1
비자,0,2,0,1,1,4,3,1
비전옥스,20,10,1,16,16,6,8,0
빠른,2,4,0,2,2,2,0,0
사업,8,24,0,29,26,17,28,1
사이클,0,1,0,0,0,1,1,0
사장,16,49,0,80,68,35,34,1
산업,12,33,1,35,31,22,28,3
산업통상자원부,2,3,0,3,3,2,2,0
삼성,1,6,0,3,3,3,2,1
삼성디스플레,6,19,0,29,28,14,13,1
삼성디스플레이,17,45,0,51,49,30,18,2
삼성전자,3,10,1,9,7,7,4,3
삼현,1,2,0,2,1,2,1,0
상반기,1,3,0,5,4,2,1,0
상위,0,2,0,1,1,2,1,0
새로운,0,1,5,0,0,3,1,0
색상으로,0,1,0,0,1,0,1,1
생산,4,11,0,10,10,6,7,2
생산라인,24,18,1,29,28,13,11,0
샤오미,0,1,0,1,2,0,0,0
서비스,0,3,0,1,0,2,3,2
선발,0,0,0,0,0,1,0,0
선수들,0,0,0,0,0,1,0,0
성과,1,3,0,2,2,3,1,0
성능,1,8,2,5,5,4,5,2
성분,0,2,10,0,0,6,2,0
성장,1,4,0,2,2,2,4,0
성장세,2,2,0,3,4,2,1,0
성장할,2,3,0,2,2,3,2,0
세계,9,22,1,19,19,16,11,1
세계관,1,3,0,2,2,1,0,0
세액공제,2,7,0,7,7,4,6,1
세제,2,6,0,10,10,4,4,0
소각,0,2,0,0,0,2,2,1
소재,1,4,0,2,2,2,4,0
소중한,1,1,0,1,1,1,0,0
손아섭,0,0,0,0,0,1,0,0
수명,2,3,0,2,2,3,2,0
수상했다.,2,3,0,3,3,2,2,0
수수료,0,2,0,1,1,4,3,1
수요,0,1,0,1,1,0,1,0
수주,5,3,1,4,4,2,2,0
수출,2,3,0,3,3,2,2,0
순매도,0,2,0,1,1,2,1,0
순매수,0,2,0,1,1,2,1,0
스냅드래곤,0,4,2,3,2,2,3,1
스마일게이트,1,3,1,3,3,1,1,0
스마트싱스,0,1,0,1,0,0,1,1
스마트싱스에,0,1,0,1,0,0,1,1
스마트워치,6,14,5,8,11,17,16,1
스마트폰,0,7,3,5,4,4,7,2
스와프,1,2,0,0,1,1,5,1
스춘,0,0,0,0,0,1,0,0
스타트업,0,2,0,0,0,2,4,1
스트레처블,3,6,0,5,5,6,2,0
스티어링,0,1,1,1,1,0,0,0
승리,0,0,0,0,0,1,0,0
시간당,0,3,0,0,1,2,5,1
시기,1,3,0,5,5,2,2,0
시스템,0,3,1,1,1,1,2,1
시연,0,6,0,3,3,3,2,0
시장에,2,6,1,3,4,5,4,0
시장에서,0,2,0,1,1,2,1,0
시점,0,2,0,0,0,2,2,1
시즌,0,0,0,0,0,1,0,0
신규,10,5,0,9,9,3,5,0
신시장,1,3,0,4,3,2,2,0
신용대출,0,0,0,0,0,1,0,0
신작,5,20,1,12,12,9,5,1
실적,8,29,0,41,34,21,29,1
심리,0,2,0,1,1,2,1,0
아니라,0,3,1,1,1,2,1,1
아래,1,3,0,2,2,2,1,0
아산,0,1,0,1,1,0,1,0
아시아,0,0,0,1,0,0,0,0
아양지구,1,0,1,0,0,0,0,0
아직,0,5,2,2,4,8,9,1
아티스트,0,3,1,1,1,2,1,1
안경,1,3,1,4,3,3,1,1
안내판,0,3,0,1,2,2,1,1
안랩,3,5,0,3,3,3,3,1
안성,1,0,1,0,0,0,0,0
않습니다.,0,3,0,1,2,2,1,1
앞당겨,0,3,0,1,1,1,1,1
앞두고,0,3,0,1,1,1,1,1
앞서,3,10,0,15,15,6,7,1
애니메이션,3,13,0,7,7,4,3,1
애플,3,11,0,13,13,7,8,2
액션,0,6,0,3,2,1,2,1
야외에서도,0,2,1,1,2,4,4,0
양사,1,3,0,5,4,2,2,0
양산,2,6,0,9,6,4,3,0
업계,7,26,0,26,25,16,15,4
업그레이드,1,3,0,2,2,2,1,0
업무,0,2,0,0,0,1,2,1
업종,2,3,0,2,3,3,2,0
업체,4,6,1,4,5,6,5,0
에디션,0,1,1,1,1,0,0,0
에서,1,5,1,3,2,3,1,0
엔씨,2,4,0,2,2,2,0,0
엔씨소프트,8,21,1,12,14,11,3,0
엔제리너스,0,0,1,0,0,0,0,0
여러,1,4,0,3,3,2,3,1
여전히,1,3,0,3,2,2,1,0
역임하며,1,3,0,4,3,2,2,0
연간,6,18,0,30,25,13,19,0
연결돼,0,3,0,1,2,2,1,1
연구,0,2,0,0,0,2,4,1
연구소,0,2,0,0,0,2,4,1
연출,0,3,0,2,1,0,2,1
열린,2,7,0,10,9,5,4,1
영업비밀,2,6,0,10,10,4,4,0
영업이익,1,3,0,5,4,2,4,0
영입,0,2,0,0,0,2,4,1
영화관,1,3,0,1,1,2,5,1
예미지,1,0,1,0,0,0,0,0
오는,0,2,0,0,0,1,2,1
올해,9,24,1,32,27,18,25,2
와카이,0,2,1,0,0,1,0,0
완성형,1,0,1,0,0,0,0,0
외국인,0,3,0,2,2,3,2,0
요약,1,2,0,0,1,1,5,1
우려,2,5,2,3,3,5,3,0
우리,0,3,0,0,1,2,5,1
우수한,0,2,0,1,1,4,3,1
우체국,0,0,0,0,0,1,0,0
원을,0,1,0,1,1,1,1,0
원자재,0,3,0,1,1,1,1,1
웨어러블,6,9,3,6,7,9,7,0
웨이브,3,5,0,3,3,3,3,1
위기경보,1,3,0,5,4,3,1,0
위안,15,7,0,12,12,4,6,0
위원장,0,0,0,1,0,0,0,0
위한,4,14,0,22,17,9,17,0
위해,1,3,0,1,1,3,4,1
윈드쉴드,0,2,0,2,1,1,1,0
유공자,2,3,0,3,3,2,2,0
유기발광다이오드,2,6,0,10,9,4,3,0
유물,1,1,0,1,1,1,0,0
유비리서치,4,11,3,6,9,14,14,1
유비리서치에,0,5,2,2,4,8,9,1
유저들,0,3,0,2,2,1,1,0
의약품,2,3,0,2,3,3,2,0
이날,1,3,0,1,1,3,5,1
이는,2,3,0,3,3,2,2,0
이들,0,0,0,1,0,0,0,0
이를,1,2,0,1,1,1,2,0
이번,3,14,0,8,7,11,10,3
이벤트,1,3,1,3,3,1,1,0
이사장,0,0,0,1,0,0,0,0
이어,1,4,0,5,5,3,4,1
이유,1,3,0,2,2,2,1,0
이정원,0,0,1,0,0,0,0,0
이차전지,1,4,0,2,2,2,4,0
이청,3,10,0,15,13,7,7,1
인건비,0,3,0,0,1,2,5,1
인구,0,1,0,1,1,0,1,0
인사,0,2,0,0,1,1,5,1
인수,0,2,0,0,0,2,4,1
인재,0,2,0,0,0,2,4,1
인텔,1,6,0,0,3,4,15,3
인플루언서,1,3,1,3,3,1,1,0
일곱,0,3,0,2,1,0,2,1
일본,4,19,1,12,12,7,6,1
일부,0,0,0,0,0,1,0,0
입자,0,3,0,1,2,2,1,1
입주,1,0,1,0,0,0,0,0
있는,14,47,1,29,31,30,20,4
있다,15,44,0,58,53,37,25,3
있다.,25,71,8,56,58,52,60,12
있도록,0,1,5,0,0,3,1,0
있어,1,3,0,5,4,2,1,0
있었다.,0,2,0,0,0,2,4,1
있을,0,1,0,1,0,0,1,1
있지도,0,3,0,1,2,2,1,1
자동차,1,2,0,2,1,2,1,0
자사주,0,3,0,1,1,3,3,1
자신감,2,6,0,10,8,5,2,0
자회사,0,1,0,0,0,1,1,0
작은,1,6,0,3,4,4,2,1
장벽,0,1,15,0,0,7,1,0
장비,26,15,1,22,21,10,11,0
장애인,0,0,0,1,0,0,0,0
재계,0,3,0,1,1,1,1,1
저당,0,0,1,0,0,0,0,0
전국적으로,0,1,0,1,1,0,1,0
전기장에,0,3,0,1,2,2,1,1
전기차,1,4,0,3,3,2,3,1
전날,0,0,0,0,0,1,0,0
전동차,0,2,0,0,1,1,5,1
전동화,0,2,0,2,1,1,1,0
전략,0,9,3,5,5,5,12,3
전략적,0,2,0,0,1,1,5,1
전망이다.,2,3,2,2,2,3,2,0
전면,0,1,0,0,1,0,1,1
전선,0,3,0,1,2,2,1,1
전시,1,1,0,1,1,1,0,0
전시회,0,2,0,1,1,1,0,0
전자종이,0,3,0,1,2,2,1,1
전자파,0,2,0,1,1,1,2,0
전장,1,2,0,2,1,2,1,0
전체,2,2,0,3,4,2,1,0
전투,0,3,0,2,1,0,2,1
전환,1,3,0,5,4,2,2,0
전환에,1,3,0,5,4,3,1,0
점에서,1,4,0,3,3,2,3,1
점유율,1,3,0,4,4,2,3,0
정부,10,38,0,40,41,25,39,6
정철동,2,6,0,10,7,4,5,0
제16회,1,3,0,5,4,3,1,0
제네시스,1,3,1,2,4,2,1,0
제로,0,6,0,2,2,3,1,0
제로슈,0,0,1,0,0,0,0,0
제작,0,3,1,1,1,2,1,1
제조사,1,4,0,4,4,2,2,1
제조업,2,3,0,2,3,3,2,0
제품,0,2,10,0,0,6,2,0
조기,0,3,0,1,1,1,1,1
조달,0,2,0,0,1,2,5,1
종목,0,2,0,1,1,2,1,0
주가,2,3,0,2,3,3,2,0
주간,0,1,0,1,1,1,1,0
주민등록증,0,0,0,0,0,1,0,0
주신,1,1,0,1,1,1,0,0
주요,7,13,1,9,11,8,11,1
중국,34,53,1,73,66,35,32,2
중국에,1,3,0,3,3,2,1,0
중심,2,3,2,2,2,3,2,0
즐길,6,12,1,6,7,6,1,0
증액,0,2,0,1,1,4,3,1
증착기,1,4,0,4,4,2,2,1
지급,0,3,0,1,1,1,1,1
지급한다.,0,3,0,1,1,1,1,1
지난,3,11,1,13,12,9,8,2
지방,0,1,0,1,1,0,1,0
지배구조,0,2,0,0,1,2,5,1
지원,3,9,0,10,9,6,4,0
진행하고,2,3,0,2,3,3,2,0
징계,0,0,0,1,0,0,0,0
차단,0,2,0,1,1,1,2,0
차량,3,11,1,10,8,7,5,1
차량용,2,6,1,5,6,4,2,0
차세대,3,16,2,13,12,10,9,3
참석한,1,3,0,5,4,3,1,0
창업자,0,2,0,0,1,1,5,1
처음,0,0,0,0,0,1,0,0
첨단,1,2,0,1,1,1,2,0
청약,1,0,1,0,0,0,0,0
체크카드,0,0,0,0,0,1,0,0
체험,2,4,0,2,3,3,0,0
체험할,1,3,0,2,2,1,0,0
최고,0,1,1,1,1,0,0,0
최초로,2,3,0,3,3,3,1,0
추석,0,3,0,1,1,1,1,1
추월당할,1,3,0,3,3,2,1,0
출품했다.,1,3,1,3,3,1,1,0
출하량,1,3,1,4,3,3,1,1
충남,0,1,0,1,1,0,1,0
충전,0,1,0,1,0,0,1,1
충칭,2,3,0,3,3,2,2,0
충칭시,2,3,0,3,3,2,2,0
친환경,1,3,0,2,2,3,1,0
카드,0,0,0,0,0,1,0,0
카드사,0,0,0,0,0,1,0,0
카브리올레,0,1,1,1,1,0,0,0
카페,0,0,1,0,0,0,0,0
캐릭터,1,6,0,4,3,1,2,1
커버,1,3,0,2,2,2,1,0
커지고,0,1,0,1,1,0,1,0
컨슈머타임스,2,4,0,2,2,2,0,0
컬러,0,1,1,1,1,0,0,0
컴투스,1,3,1,3,3,1,1,0
코스피,0,7,0,2,4,7,12,2
콘서트,0,3,1,1,1,2,1,1
콘텐츠,0,6,1,2,2,3,1,1
콤부차,0,0,1,0,0,0,0,0
쿠페,0,1,1,1,1,0,0,0
쿨링,0,1,0,0,1,0,1,1
퀄컴,0,4,2,3,2,2,3,1
크게,1,2,0,0,1,1,5,1
크기,1,3,0,2,2,2,1,0
클라우드,0,4,2,3,2,2,3,1
클레녹스,0,1,20,0,0,9,2,0
키메가오,0,2,1,0,0,1,0,0
키움전,0,0,0,0,0,1,0,0
킵스파마,2,3,0,2,3,3,2,0
탄력,0,1,20,0,0,9,2,0
탑재한,2,3,0,2,2,3,2,0
탠덤,3,7,0,7,7,5,3,1
테슬라,0,3,0,0,1,2,5,1
통신업계,0,2,0,0,0,2,2,1
통한,0,2,0,0,1,1,5,1
통해,11,28,2,17,17,14,13,4
투명,2,5,0,5,4,4,2,0
투수,0,0,0,0,0,1,0,0
투자,20,42,0,44,45,30,42,7
투자자들,0,3,0,1,1,3,2,0
트럼프,0,4,0,1,2,6,8,2
특허,1,3,6,2,4,4,2,0
특허에,1,3,1,2,4,2,1,0
특히,0,4,1,3,3,2,5,1
팀장,1,3,0,2,2,3,1,0
파슨스,0,0,0,1,0,0,0,0
패널,15,25,1,28,31,18,15,2
퍼포먼스,0,1,1,1,1,0,0,0
페이스북,0,2,0,0,0,2,4,1
평균,0,1,0,1,1,0,1,0
포상,2,3,0,3,3,2,2,0
풀이된다.,0,1,0,1,1,1,1,0
풍부한,2,5,0,3,3,2,1,0
프로,2,4,0,4,5,2,2,0
프로젝트,3,6,1,7,6,5,3,1
프로젝트에,10,4,0,8,8,2,4,0
프리미엄,3,6,12,5,4,9,3,0
플랫폼,3,12,3,8,8,7,8,2
플렉스,2,4,0,2,2,2,0,0
피부,0,2,25,0,0,12,3,0
필터,1,4,0,2,2,2,4,0
하나증권,0,2,0,0,0,2,2,1
하반기,6,18,0,30,26,13,9,0
하반기에,1,3,0,5,4,3,1,0
하향,0,2,0,0,0,2,2,1
한국,8,25,0,33,29,18,28,2
한다,2,7,0,9,9,4,6,1
한라캐스트,1,2,0,2,1,2,1,0
한미글로벌,0,1,0,0,0,1,1,0
한화,1,3,0,1,1,4,5,1
함께,0,1,10,1,0,4,2,1
해당,1,2,0,1,1,4,3,1
핵심,4,16,0,8,10,13,23,4
했다.,3,6,0,8,7,6,2,0
행사,0,3,0,2,2,1,1,0
행정,0,2,0,0,0,1,2,1
행정부,0,2,0,1,1,4,3,1
향한,0,0,0,0,0,1,0,0
향후,0,3,0,0,1,2,5,1
허페,25,13,1,20,20,8,10,0
헤드셋,1,3,1,4,3,3,1,1
혁신,0,2,0,2,1,1,1,0
현대모비스,0,2,0,2,1,1,1,0
현대차,0,1,0,1,0,0,1,1
현장,0,3,0,1,1,2,1,0
현지,1,8,0,4,5,3,6,1
협력사,3,8,0,4,4,4,4,2
협상,1,4,0,0,2,3,10,2
혜택,2,6,0,10,10,4,4,0
호환성,0,1,0,0,1,0,1,1
홈케어,0,1,15,0,0,7,2,0
홈페이지,0,2,0,1,1,1,0,0
화재,0,2,0,0,0,2,2,1
화질,1,3,0,5,4,3,1,0
확대,0,4,0,1,2,4,6,1
확대될,4,6,3,4,5,6,5,0
확보에,0,2,0,2,1,1,1,0
확산,1,3,0,5,4,2,2,0
환율,0,2,0,0,1,2,5,1
효과,0,1,20,0,0,9,2,0
효과적인,0,0,5,0,0,2,1,0
효율,0,5,2,2,4,8,9,1
휴머노이드,0,3,0,0,1,2,5,1
흑자,5,15,0,25,21,11,15,0
