org,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7
10년,0,3,0,0,1,2,5,1
10월,1,0,1,0,0,0,0,0
11월,0,2,0,0,0,2,2,1
120Hz,0,1,0,1,2,0,0,0
1268만원,1,0,1,0,0,0,0,0
12억달러,2,3,2,2,2,3,2,0
1위,1,3,0,4,4,2,3,0
2024년,0,3,1,2,2,2,4,1
2030년,2,3,2,2,2,3,2,0
2030년에,2,3,1,2,3,3,3,0
20년,0,0,0,0,0,1,0,0
2가지,1,3,0,2,2,2,1,0
2개,0,1,0,0,1,0,1,1
2분기,2,5,0,4,5,3,7,1
3.3m2,1,0,1,0,0,0,0,0
3500억,1,4,0,0,2,3,10,2
3선에,0,0,0,1,0,0,0,0
3종,0,0,1,0,0,0,0,0
4가지,0,1,0,0,1,0,1,1
4분기,1,3,0,5,5,2,2,0
500니트,0,1,0,1,2,0,0,0
5G,0,4,2,3,2,2,3,1
5개,0,0,0,1,0,0,0,0
8.6G,8,9,0,12,13,7,7,1
8.6세대,21,40,1,61,53,28,21,2
84m2,1,0,1,0,0,0,0,0
8세대,10,6,1,8,8,4,4,0
8월,0,1,0,1,1,0,1,0
advertisement,1,3,0,1,1,2,5,1
AI,6,26,4,13,13,17,26,13
Air,0,1,0,0,1,0,1,1
AMAZE,0,3,1,1,1,2,1,1
AMG,0,1,1,1,1,0,0,0
and,0,1,1,0,0,1,1,5
AP시스템,25,13,1,20,20,8,10,0
AR,1,5,0,3,3,3,2,1
BALLISTIK,0,2,1,0,0,1,0,0
BOE,7,21,0,27,27,13,15,3
BOYZ,0,2,1,0,0,1,0,0
by,0,1,1,0,0,1,1,5
chips,0,1,1,0,0,1,1,5
CIOE,0,2,0,1,1,1,0,0
CLE,0,1,1,1,1,0,0,0
CLENOX,0,1,20,0,0,9,2,0
CNS,3,5,0,3,3,3,3,1
cooling,0,1,1,0,0,1,1,5
Corintis,0,1,1,0,0,1,1,5
CTO,1,3,0,2,2,3,1,0
DREAM,0,2,1,0,0,1,0,0
ELA,25,13,1,20,20,8,10,0
EMI,1,4,0,2,2,2,4,0
ETF에,0,2,0,0,1,2,5,1
for,0,1,1,0,0,1,1,5
H-1B,0,2,0,1,1,4,3,1
IBK투자증권,0,1,0,0,0,1,1,0
IMP.,0,2,1,0,0,1,0,0
in,0,1,1,0,0,1,1,5
IOC,0,0,0,1,0,0,0,0
IPC,0,0,0,1,0,0,0,0
is,0,1,1,0,0,1,1,5
IT,5,11,0,18,16,8,6,0
ITC,2,6,0,10,10,4,4,0
IT기기용,1,3,0,5,4,3,1,0
IT용,3,5,0,7,8,4,3,0
K-pop,0,3,1,1,1,2,1,1
KCC,0,1,0,1,1,1,1,0
KT,0,2,0,0,0,2,2,1
Laser,5,2,0,4,4,1,2,0
LCD,2,6,0,6,5,4,2,0
LED,5,14,3,8,11,17,15,1
LFD,2,4,0,2,3,3,0,0
LG,3,8,0,4,4,6,4,2
LG디스플레,10,30,0,45,35,22,22,0
LG디스플레이,4,12,0,18,14,9,7,0
LLO,5,3,0,4,4,2,2,0
LTPO,2,4,0,4,5,2,2,0
LTPS,2,3,0,3,3,2,2,0
Meta,0,3,1,2,2,2,4,1
Micro-LED,4,11,5,6,9,14,14,1
MS,0,2,0,0,0,2,4,1
NB,0,0,10,0,0,4,0,0
NCT,0,2,1,0,0,1,0,0
of,0,1,1,0,0,1,1,5
OLED,74,130,2,159,151,91,76,4
OMEN,5,9,0,5,6,6,0,0
on,0,1,1,0,0,1,1,5
P-Complex,0,0,5,0,0,2,0,0
PC,1,6,1,4,4,2,1,0
Pin,0,2,25,0,0,12,3,0
Ray-Ban,0,3,1,2,2,2,4,1
RGB,2,2,0,3,4,2,1,0
RPG,1,9,0,5,4,2,2,1
SDV,0,1,0,1,0,0,1,1
Shot,0,2,25,0,0,12,3,0
SUV,1,3,1,2,4,2,1,0
TFT,2,3,0,3,3,2,2,0
TGS,2,13,0,7,7,6,4,1
that,0,1,1,0,0,1,1,5
the,0,1,1,0,0,1,1,5
THE,0,2,1,0,0,1,0,0
to,0,1,1,0,0,1,1,5
View,0,1,0,0,1,0,1,1
Visionox,5,3,0,4,4,2,2,0
VR,0,3,1,1,1,2,1,1
with,0,1,1,0,0,1,1,5
XR,2,15,4,11,9,10,7,4
YTN,0,3,0,1,2,2,1,1
가능성,2,7,1,7,8,5,3,0
가민,0,5,2,2,4,8,9,1
가장,2,7,1,6,6,4,3,0
가정용,0,3,0,0,1,2,5,1
감독,0,0,0,0,0,2,0,0
강력한,1,3,0,2,2,2,1,0
강조했다.,1,4,0,5,5,2,3,1
같은,4,10,4,6,7,8,7,1
개발,6,11,0,7,8,9,6,1
개발한,0,3,0,1,1,1,0,0
개선에,1,3,0,5,4,2,2,0
개의,0,3,0,2,1,0,2,1
개인사업자,0,0,0,0,0,1,0,0
갤럭시Z,1,3,0,2,2,2,1,0
거래,0,1,0,1,1,1,1,0
거래일,1,2,0,2,1,2,1,0
건강,0,0,1,0,0,0,0,0
건설사업관리,0,1,0,0,0,1,1,0
검은색,0,3,0,1,2,2,1,1
것으로,18,40,6,43,41,33,36,3
것이라,0,3,0,0,1,2,5,1
게이머들,1,3,0,2,2,1,0,0
게이밍,9,17,0,9,11,10,1,0
게임,10,34,1,19,20,15,6,1
게임쇼,2,4,0,2,3,2,1,0
결과,0,3,0,0,1,2,5,1
경구용,2,3,0,2,3,3,2,0
경기,0,0,0,0,0,1,0,0
경우,0,1,0,0,0,1,1,0
경쟁,3,11,0,13,13,7,6,1
경쟁사들,1,3,0,5,4,3,1,0
경제,1,2,0,0,1,1,5,1
경험,0,10,4,6,5,6,8,3
고객사,2,7,0,10,9,4,4,1
고배당,0,2,0,0,1,2,5,1
고성능,0,1,1,1,1,0,0,0
공간,1,1,0,1,1,1,0,0
공개된,1,3,1,2,4,2,1,0
공급,10,6,1,8,8,4,4,0
공급망,1,10,2,5,7,11,11,2
공급키로,5,2,0,4,4,1,2,0
공로,1,3,0,2,2,3,1,0
공시,0,1,0,1,1,1,1,0
공장,0,2,0,0,1,1,5,1
공정,2,3,0,3,3,2,2,0
공정장비,2,3,0,2,3,3,2,0
공정한,1,3,0,5,5,2,2,0
관객,0,2,1,0,0,1,0,0
관람객,1,3,0,2,2,1,0,0
관람객들,0,3,0,2,2,1,1,0
관리하,0,0,5,0,0,2,0,0
관세,0,4,0,0,2,4,10,2
관심,0,1,0,0,0,1,1,0
광전자,0,2,0,1,1,1,0,0
광학필름,1,4,0,2,2,2,4,0
교육,1,0,1,0,0,0,0,0
구글,1,5,1,4,3,5,5,2
구동,2,3,0,3,3,2,2,0
국민성장펀드,1,4,0,3,3,2,3,1
국정자원,0,2,0,0,0,2,2,1
국정자원에,1,0,0,0,0,0,0,0
귀여운,0,2,1,0,0,1,0,0
규모,15,11,0,13,13,6,7,1
규모로,4,6,3,4,5,6,5,0
그는,1,4,0,5,5,2,3,1
그래픽,2,4,0,2,2,2,0,0
그래픽카드,0,1,0,0,1,0,1,1
그룹,0,2,1,0,0,1,0,0
글라스,0,3,1,2,2,2,4,1
글래스,1,5,0,3,3,3,2,1
금성백조,1,0,1,0,0,0,0,0
기기,1,3,1,4,3,3,1,1
기념식,1,3,0,5,4,2,1,0
기능,0,4,1,3,2,2,5,2
기대하고,1,3,0,4,4,2,2,0
기록했다.,1,3,0,1,1,2,5,1
기리고,1,1,0,1,1,1,0,0
기반,1,8,2,4,4,4,10,2
기술력,1,2,0,1,1,1,2,0
기아,0,1,0,1,0,0,1,1
기업들,1,5,0,6,5,6,4,1
기여한,2,3,0,3,3,2,2,0
기자,3,8,6,5,5,7,8,2
기존,0,5,0,1,2,3,3,2
기증유물전시관,1,1,0,1,1,1,0,0
기증자,1,1,0,1,1,1,0,0
기증해,1,1,0,1,1,1,0,0
김동관,1,3,0,1,1,2,5,1
김보라,0,0,5,0,0,2,0,0
김상민,1,1,0,1,1,1,0,0
김영호,2,3,0,3,3,3,1,0
김지윤,1,4,0,3,3,2,3,1
나노,1,2,0,1,1,1,2,0
나노기술,0,2,0,1,1,1,2,0
나온다.,1,3,0,3,3,2,1,0
납품대금,0,3,0,1,1,1,1,1
내구성,1,3,0,2,2,2,1,0
내년,6,23,0,30,26,15,13,2
내린,0,1,0,1,1,1,1,0
냉각,0,1,0,0,1,0,1,1
넘치,2,4,0,2,2,2,0,0
네트워크,0,4,2,3,2,2,3,1
넥슨,0,3,0,1,1,1,0,0
넷마블,1,9,1,7,6,2,4,1
노란색,0,1,1,1,1,0,0,0
노시환,0,0,0,0,0,1,0,0
높은,2,8,2,4,6,11,11,1
뉴스토마토,1,3,0,5,4,3,1,0
뉴시스,0,3,1,1,2,4,5,1
다시,0,1,0,0,0,1,1,0
다양한,4,7,0,4,4,4,5,1
단기,0,2,0,0,0,2,2,1
단독,15,10,1,13,13,5,6,0
단지,1,0,1,0,0,0,0,0
달러,2,7,0,3,4,5,11,2
달리,0,3,0,1,2,2,1,1
대금,0,3,0,1,1,1,1,1
대만,1,5,0,3,3,3,2,1
대미,0,2,0,0,1,2,5,1
대비,5,11,0,10,8,9,10,1
대전,0,2,0,0,0,2,2,1
대죄,0,3,0,2,1,0,2,1
대출,0,0,0,0,0,1,0,0
대통령,1,8,0,1,4,9,18,4
대표,3,9,1,9,10,7,6,2
대한,3,9,0,15,13,7,5,0
대해서도,1,3,0,4,4,2,2,0
대형,9,21,0,28,24,14,19,0
댄스,0,2,1,0,0,1,0,0
덧붙였다.,1,3,0,5,4,2,1,0
덱스,1,3,0,2,2,2,1,0
도시,0,1,0,1,1,0,1,0
도움,1,3,0,5,4,2,1,0
도쿄게임쇼,3,13,1,8,8,6,3,0
득점,0,0,0,0,0,1,0,0
디바이스,1,5,10,3,3,7,3,1
디스플레,52,126,4,148,140,93,78,5
딜사이트,1,3,0,5,5,2,2,0
딥러닝,0,2,0,0,0,2,4,1
딥마인드,0,2,0,0,0,2,4,1
따돌릴,1,3,0,5,4,2,1,0
따라올,1,3,0,5,4,3,1,0
따르면,5,20,3,17,20,18,23,2
땅에,0,3,0,1,2,2,1,1
때문이다.,1,4,0,3,3,2,3,1
뛰어난,0,1,0,0,1,0,1,1
뜻을,1,1,0,1,1,1,0,0
라고,0,0,0,0,0,1,0,0
라닉스,1,2,0,2,1,2,1,0
라떼,0,0,1,0,0,0,0,0
라며,1,3,0,5,4,4,1,0
라인,6,7,1,8,8,4,4,1
라임,0,0,1,0,0,0,0,0
러시아,1,3,0,2,1,2,5,1
레이저,15,9,1,12,12,6,6,0
렌틸,0,0,1,0,0,0,0,0
로봇,0,3,0,0,1,2,5,1
로봇보다,0,3,0,0,1,2,5,1
로봇에,0,3,0,0,1,2,5,1
롤러블,1,3,1,2,4,2,1,0
롯데GRS,0,0,1,0,0,0,0,0
루틴,0,1,0,1,0,0,1,1
리미티드,0,1,1,1,1,0,0,0
리밋,0,3,0,1,1,2,1,0
리프팅,0,1,15,0,0,7,2,0
마감했다.,0,1,0,1,1,1,1,0
마약,1,2,0,2,1,2,1,0
마이크로,7,16,3,11,15,19,16,1
마지막,0,0,0,0,0,1,0,0
마쳤다.,0,1,0,1,1,1,1,0
만나,1,3,0,5,5,2,2,0
만큼,1,3,0,5,5,2,2,0
많이,1,4,0,6,5,4,2,0
