term,cur,prev,diff,ma7,z_like,total
amd,28,0,28,4.143,7.86,29
애플,33,1,32,11.0,5.097,86
삼성전자,9,1,8,2.286,2.673,65
현대모비스,6,0,6,0.857,2.67,14
구글,6,0,6,1.286,2.209,15
엔비디아,3,0,3,0.429,1.554,10
에릭슨,2,0,2,0.286,1.117,2
화웨이,2,0,2,0.286,1.117,4
갤럭시,4,0,4,1.714,0.99,23
퀄컴,2,0,2,0.429,0.95,11
boe,2,0,2,0.571,0.814,16
아이폰,4,0,4,2.143,0.754,19
폴더블,4,2,2,2.143,0.754,20
삼성,29,2,27,24.571,0.743,325
샤오미,1,0,1,0.143,0.622,3
lg전자,2,0,2,1.429,0.26,23
맥북,1,0,1,0.714,0.155,8
ar,2,0,2,1.714,0.124,30
아이패드,1,0,1,0.857,0.074,6
lg디스플레이,4,0,4,4.143,-0.047,66
oled,4,2,2,5.429,-0.429,122
lg,8,1,7,26.714,-3.034,244
