org,topic,base_score,topic_share,company_focus,hybrid_score
Harman,8,1.5355,0.0016,0.0679,1.5355
Harman,4,0.9019,0.0010,0.0399,0.9019
IEC,0,2.7484,0.0004,0.8000,2.7484
IEC,1,2.0613,0.0003,0.6000,2.0613
IMID,1,50.8458,0.0066,0.7405,50.8458
IMID,0,45.3489,0.0065,0.6605,45.3489
IMID,2,7.4799,0.0100,0.1089,7.4799
IMID,3,3.7290,0.0028,0.0543,3.7290
IMID,8,1.5355,0.0016,0.0224,1.5355
IMID,7,0.7754,0.0014,0.0113,0.7754
ITU,0,54.2813,0.0077,0.7550,54.2813
ITU,1,46.0360,0.0059,0.6403,46.0360
ITU,3,8.9495,0.0067,0.1245,8.9495
ITU,2,3.7399,0.0050,0.0520,3.7399
ITU,7,2.3262,0.0041,0.0324,2.3262
ITU,4,1.8038,0.0021,0.0251,1.8038
ITU,8,0.7678,0.0008,0.0107,0.7678
IoT,1,71.4589,0.0092,0.7203,71.4589
IoT,0,60.4652,0.0086,0.6094,60.4652
IoT,3,23.1195,0.0173,0.2330,23.1195
IoT,8,16.1229,0.0171,0.1625,16.1229
IoT,5,10.5744,0.0164,0.1066,10.5744
IoT,7,9.3046,0.0163,0.0938,9.3046
IoT,6,7.1314,0.0054,0.0719,7.1314
IoT,4,5.4114,0.0062,0.0545,5.4114
IoT,2,2.8049,0.0037,0.0283,2.8049
JDI,1,26.1100,0.0034,0.7875,26.1100
JDI,0,19.9260,0.0028,0.6010,19.9260
JDI,8,3.0710,0.0033,0.0926,3.0710
JDI,3,2.9832,0.0022,0.0900,2.9832
JDI,2,0.9350,0.0012,0.0282,0.9350
JDI,6,0.8914,0.0007,0.0269,0.8914
JDI,7,0.7754,0.0014,0.0234,0.7754
KAIST,1,33.6681,0.0043,0.7646,33.6681
KAIST,0,26.1100,0.0037,0.5930,26.1100
KAIST,8,7.6776,0.0081,0.1744,7.6776
KAIST,3,4.4747,0.0033,0.1016,4.4747
KAIST,7,3.8769,0.0068,0.0880,3.8769
KAIST,2,3.7399,0.0050,0.0849,3.7399
KAIST,5,3.5248,0.0055,0.0800,3.5248
KAIST,6,1.7828,0.0013,0.0405,1.7828
LG디스플레이,1,667.8659,0.0861,0.7306,667.8659
LG디스플레이,0,600.5297,0.0856,0.6569,600.5297
LG디스플레이,6,141.7362,0.1069,0.1550,141.7362
LG디스플레이,8,64.4917,0.0683,0.0705,64.4917
LG디스플레이,2,40.2043,0.0535,0.0440,40.2043
LG디스플레이,7,37.2185,0.0651,0.0407,37.2185
LG디스플레이,3,36.5438,0.0273,0.0400,36.5438
LG디스플레이,4,17.1361,0.0198,0.0187,17.1361
LG디스플레이,5,12.3368,0.0192,0.0135,12.3368
LG전자,1,508.4576,0.0655,0.6404,508.4576
LG전자,0,485.0960,0.0692,0.6109,485.0960
LG전자,4,267.8649,0.3094,0.3374,267.8649
LG전자,6,159.5647,0.1204,0.2010,159.5647
LG전자,2,144.9223,0.1928,0.1825,144.9223
LG전자,3,96.2070,0.0719,0.1212,96.2070
LG전자,8,61.4206,0.0651,0.0774,61.4206
LG전자,5,53.7532,0.0836,0.0677,53.7532
LG전자,7,49.6247,0.0868,0.0625,49.6247
LG화학,6,119.4506,0.0901,0.8390,119.4506
LG화학,1,57.0297,0.0073,0.4005,57.0297
LG화학,0,46.7231,0.0067,0.3282,46.7231
LG화학,2,19.6346,0.0261,0.1379,19.6346
LG화학,3,11.1869,0.0084,0.0786,11.1869
LG화학,7,4.6523,0.0081,0.0327,4.6523
LG화학,8,4.6065,0.0049,0.0324,4.6065
LG화학,4,2.7057,0.0031,0.0190,2.7057
LG화학,5,2.6436,0.0041,0.0186,2.6436
MWC,0,6.1839,0.0009,0.7093,6.1839
MWC,1,5.4968,0.0007,0.6305,5.4968
MWC,4,1.8038,0.0021,0.2069,1.8038
MWC,8,1.5355,0.0016,0.1761,1.5355
MWC,5,0.8812,0.0014,0.1011,0.8812
MWC,7,0.7754,0.0014,0.0889,0.7754
MWC,3,0.7458,0.0006,0.0855,0.7458
Merck,2,4.6749,0.0062,0.6493,4.6749
Merck,1,4.1226,0.0005,0.5726,4.1226
Merck,0,3.4355,0.0005,0.4771,3.4355
Merck,7,0.7754,0.0014,0.1077,0.7754
Merck,8,0.7678,0.0008,0.1066,0.7678
SEMI,1,2.0613,0.0003,0.7533,2.0613
SEMI,0,1.3742,0.0002,0.5022,1.3742
SEMI,6,0.8914,0.0007,0.3258,0.8914
SEMI,3,0.7458,0.0006,0.2725,0.7458
SID,1,98.9431,0.0127,0.7948,98.9431
SID,0,72.8331,0.0104,0.5851,72.8331
SID,8,19.9617,0.0212,0.1603,19.9617
SID,5,1.7624,0.0027,0.0142,1.7624
SID,4,0.9019,0.0010,0.0072,0.9019
SID,7,0.7754,0.0014,0.0062,0.7754
SK하이닉스,1,177.9602,0.0229,0.7702,177.9602
SK하이닉스,0,133.9854,0.0191,0.5799,133.9854
SK하이닉스,3,34.3064,0.0256,0.1485,34.3064
SK하이닉스,2,32.7244,0.0435,0.1416,32.7244
SK하이닉스,8,21.4972,0.0228,0.0930,21.4972
SK하이닉스,6,20.5027,0.0155,0.0887,20.5027
SK하이닉스,4,18.0380,0.0208,0.0781,18.0380
SK하이닉스,5,14.9804,0.0233,0.0648,14.9804
SK하이닉스,7,9.3046,0.0163,0.0403,9.3046
Semiconductor,1,15.8034,0.0020,0.7783,15.8034
Semiconductor,0,10.9937,0.0016,0.5414,10.9937
Semiconductor,6,5.3485,0.0040,0.2634,5.3485
Semiconductor,3,2.2374,0.0017,0.1102,2.2374
Semiconductor,2,1.8700,0.0025,0.0921,1.8700
Semiconductor,4,1.8038,0.0021,0.0888,1.8038
Semiconductor,5,0.8812,0.0014,0.0434,0.8812
Semiconductor,8,0.7678,0.0008,0.0378,0.7678
TCL,0,111.9981,0.0160,0.7487,111.9981
TCL,1,97.5689,0.0126,0.6523,97.5689
TCL,3,12.6784,0.0095,0.0848,12.6784
TCL,7,7.7539,0.0136,0.0518,7.7539
TCL,2,6.5449,0.0087,0.0438,6.5449
TCL,4,6.3133,0.0073,0.0422,6.3133
TCL,8,2.3033,0.0024,0.0154,2.3033
TCL,6,1.7828,0.0013,0.0119,1.7828
TCL,5,0.8812,0.0014,0.0059,0.8812
TSMC,1,35.7295,0.0046,0.6964,35.7295
TSMC,0,30.2326,0.0043,0.5893,30.2326
TSMC,6,15.1542,0.0114,0.2954,15.1542
TSMC,3,11.9327,0.0089,0.2326,11.9327
TSMC,8,4.6065,0.0049,0.0898,4.6065
TSMC,7,3.8769,0.0068,0.0756,3.8769
TSMC,4,3.6076,0.0042,0.0703,3.6076
TSMC,5,3.5248,0.0055,0.0687,3.5248
TSMC,2,2.8049,0.0037,0.0547,2.8049
Tianma,0,24.0487,0.0034,0.7471,24.0487
Tianma,1,21.3003,0.0027,0.6617,21.3003
Tianma,2,1.8700,0.0025,0.0581,1.8700
Tianma,3,0.7458,0.0006,0.0232,0.7458
UDC,0,8.9324,0.0013,0.7568,8.9324
UDC,1,7.5582,0.0010,0.6403,7.5582
UDC,7,1.5508,0.0027,0.1314,1.5508
UL,0,64.5879,0.0092,0.7298,64.5879
UL,1,59.0910,0.0076,0.6677,59.0910
UL,3,11.1869,0.0084,0.1264,11.1869
UL,2,4.6749,0.0062,0.0528,4.6749
UL,6,2.6743,0.0020,0.0302,2.6743
UL,7,2.3262,0.0041,0.0263,2.3262
UL,8,2.3033,0.0024,0.0260,2.3033
UL,4,1.8038,0.0021,0.0204,1.8038
UL,5,0.8812,0.0014,0.0100,0.8812
V2X,1,26.7971,0.0035,0.7459,26.7971
V2X,0,22.6745,0.0032,0.6312,22.6745
V2X,3,5.2205,0.0039,0.1453,5.2205
V2X,7,4.6523,0.0081,0.1295,4.6523
V2X,4,2.7057,0.0031,0.0753,2.7057
V2X,6,0.8914,0.0007,0.0248,0.8914
V2X,5,0.8812,0.0014,0.0245,0.8812
V2X,8,0.7678,0.0008,0.0214,0.7678
Visionox,1,27.4842,0.0035,0.7977,27.4842
Visionox,0,20.6131,0.0029,0.5983,20.6131
Visionox,8,2.3033,0.0024,0.0669,2.3033
Visionox,2,0.9350,0.0012,0.0271,0.9350
Visionox,3,0.7458,0.0006,0.0216,0.7458
구글,1,136.0468,0.0175,0.6701,202.9546
구글,0,127.8015,0.0182,0.6295,190.6543
구글,3,46.9848,0.0351,0.2314,70.0920
구글,2,34.5944,0.0460,0.1704,51.6079
구글,7,30.2400,0.0529,0.1490,45.1121
구글,5,26.4360,0.0411,0.1302,39.4372
구글,4,25.2533,0.0292,0.1244,37.6728
구글,8,21.4972,0.0228,0.1059,32.0696
구글,6,16.0456,0.0121,0.0790,23.9368
기아,1,85.2010,0.0110,0.7507,85.2010
기아,0,69.3976,0.0099,0.6115,69.3976
기아,7,17.0585,0.0299,0.1503,17.0585
기아,8,13.0519,0.0138,0.1150,13.0519
기아,2,12.1548,0.0162,0.1071,12.1548
기아,3,9.6953,0.0072,0.0854,9.6953
기아,6,7.1314,0.0054,0.0628,7.1314
기아,4,6.3133,0.0073,0.0556,6.3133
기아,5,3.5248,0.0055,0.0311,3.5248
기아차,0,2.0613,0.0003,0.8321,2.0613
기아차,1,1.3742,0.0002,0.5547,1.3742
네이버,1,133.9854,0.0173,0.6685,133.9854
네이버,0,124.3660,0.0177,0.6205,124.3660
네이버,6,50.8111,0.0383,0.2535,50.8111
네이버,3,39.5269,0.0295,0.1972,39.5269
네이버,2,36.4643,0.0485,0.1819,36.4643
네이버,5,26.4360,0.0411,0.1319,26.4360
네이버,8,17.6584,0.0187,0.0881,17.6584
네이버,4,13.5285,0.0156,0.0675,13.5285
네이버,7,9.3046,0.0163,0.0464,9.3046
두산로보틱스,6,119.4506,0.0901,0.9706,119.4506
두산로보틱스,1,21.9874,0.0028,0.1787,21.9874
두산로보틱스,0,17.1776,0.0024,0.1396,17.1776
두산로보틱스,3,5.9663,0.0045,0.0485,5.9663
두산로보틱스,7,4.6523,0.0081,0.0378,4.6523
두산로보틱스,8,4.6065,0.0049,0.0374,4.6065
두산로보틱스,5,4.4060,0.0068,0.0358,4.4060
두산로보틱스,2,0.9350,0.0012,0.0076,0.9350
두산로보틱스,4,0.9019,0.0010,0.0073,0.9019
디지타임스,0,8.9324,0.0013,0.6989,8.9324
디지타임스,1,8.9324,0.0012,0.6989,8.9324
디지타임스,8,1.5355,0.0016,0.1201,1.5355
디지타임스,2,0.9350,0.0012,0.0732,0.9350
디지타임스,3,0.7458,0.0006,0.0584,0.7458
딥엑스,1,1.3742,0.0002,0.7115,1.3742
딥엑스,4,0.9019,0.0010,0.4670,0.9019
딥엑스,3,0.7458,0.0006,0.3861,0.7458
딥엑스,0,0.6871,0.0001,0.3558,0.6871
레노버,1,13.0550,0.0017,0.7334,13.0550
레노버,0,11.6808,0.0017,0.6562,11.6808
레노버,8,3.0710,0.0033,0.1725,3.0710
레노버,7,0.7754,0.0014,0.0436,0.7754
리벨리온,1,7.5582,0.0010,0.7819,7.5582
리벨리온,0,5.4968,0.0008,0.5687,5.4968
리벨리온,7,1.5508,0.0027,0.1604,1.5508
리벨리온,3,1.4916,0.0011,0.1543,1.4916
리벨리온,2,0.9350,0.0012,0.0967,0.9350
리벨리온,8,0.7678,0.0008,0.0794,0.7678
리오토,0,6.1839,0.0009,0.6992,6.1839
리오토,1,6.1839,0.0008,0.6992,6.1839
리오토,7,0.7754,0.0014,0.0877,0.7754
리오토,8,0.7678,0.0008,0.0868,0.7678
리오토,3,0.7458,0.0006,0.0843,0.7458
마이크로소프트,1,57.0297,0.0073,0.6580,57.0297
마이크로소프트,0,56.3426,0.0080,0.6501,56.3426
마이크로소프트,3,20.8821,0.0156,0.2409,20.8821
마이크로소프트,6,18.7199,0.0141,0.2160,18.7199
마이크로소프트,5,13.2180,0.0205,0.1525,13.2180
마이크로소프트,8,9.2131,0.0098,0.1063,9.2131
마이크로소프트,2,4.6749,0.0062,0.0539,4.6749
마이크로소프트,7,3.1015,0.0054,0.0358,3.1015
마이크로소프트,4,2.7057,0.0031,0.0312,2.7057
메타,1,83.8268,0.0108,0.6696,83.8268
메타,0,81.7655,0.0117,0.6531,81.7655
메타,3,30.5774,0.0229,0.2443,30.5774
메타,7,17.8339,0.0312,0.1425,17.8339
메타,6,16.0456,0.0121,0.1282,16.0456
메타,5,14.0992,0.0219,0.1126,14.0992
메타,8,13.8196,0.0146,0.1104,13.8196
메타,2,7.4799,0.0100,0.0597,7.4799
메타,4,1.8038,0.0021,0.0144,1.8038
미디어텍,0,15.1163,0.0022,0.7249,15.1163
미디어텍,1,13.0550,0.0017,0.6261,13.0550
미디어텍,3,4.4747,0.0033,0.2146,4.4747
미디어텍,8,3.0710,0.0033,0.1473,3.0710
미디어텍,4,1.8038,0.0021,0.0865,1.8038
미디어텍,7,1.5508,0.0027,0.0744,1.5508
미디어텍,6,0.8914,0.0007,0.0427,0.8914
바이두,0,5.4968,0.0008,0.6827,5.4968
바이두,1,5.4968,0.0007,0.6827,5.4968
바이두,3,1.4916,0.0011,0.1853,1.4916
바이두,6,0.8914,0.0007,0.1107,0.8914
바이두,5,0.8812,0.0014,0.1094,0.8812
바이두,7,0.7754,0.0014,0.0963,0.7754
벤츠,1,20.6131,0.0027,0.7581,20.6131
벤츠,0,15.1163,0.0022,0.5559,15.1163
벤츠,8,6.1421,0.0065,0.2259,6.1421
벤츠,5,4.4060,0.0068,0.1620,4.4060
벤츠,2,2.8049,0.0037,0.1032,2.8049
벤츠,4,2.7057,0.0031,0.0995,2.7057
벤츠,7,2.3262,0.0041,0.0856,2.3262
벤츠,3,2.2374,0.0017,0.0823,2.2374
벤츠,6,1.7828,0.0013,0.0656,1.7828
비보,1,35.7295,0.0046,0.7338,35.7295
비보,0,32.9810,0.0047,0.6773,32.9810
비보,4,1.8038,0.0021,0.0370,1.8038
비보,3,1.4916,0.0011,0.0306,1.4916
비보,7,0.7754,0.0014,0.0159,0.7754
비보,8,0.7678,0.0008,0.0158,0.7678
삼성디스플레이,1,937.2110,0.1208,0.7642,937.2110
삼성디스플레이,0,764.7477,0.1090,0.6236,764.7477
삼성디스플레이,8,161.2292,0.1709,0.1315,161.2292
삼성디스플레이,5,81.0703,0.1260,0.0661,81.0703
삼성디스플레이,3,60.4091,0.0452,0.0493,60.4091
삼성디스플레이,4,44.1932,0.0510,0.0360,44.1932
삼성디스플레이,2,31.7894,0.0423,0.0259,31.7894
삼성디스플레이,6,31.1998,0.0235,0.0254,31.1998
삼성디스플레이,7,24.0369,0.0421,0.0196,24.0369
삼성전자,1,1188.6914,0.1532,0.6883,1883.6004
삼성전자,0,1150.2135,0.1640,0.6660,1822.6284
삼성전자,3,365.4375,0.2731,0.2116,579.0723
삼성전자,6,232.6613,0.1755,0.1347,368.6751
삼성전자,4,144.3043,0.1667,0.0836,228.6646
삼성전자,8,121.3058,0.1286,0.0702,192.2211
삼성전자,7,96.1478,0.1682,0.0557,152.3558
삼성전자,2,85.0834,0.1132,0.0493,134.8232
삼성전자,5,81.0703,0.1260,0.0469,128.4641
샤오미,0,83.1397,0.0119,0.7270,97.6393
샤오미,1,76.9557,0.0099,0.6729,90.3768
샤오미,3,10.4411,0.0078,0.0913,12.2620
샤오미,4,6.3133,0.0073,0.0552,7.4144
샤오미,7,6.2031,0.0109,0.0542,7.2849
샤오미,8,6.1421,0.0065,0.0537,7.2132
샤오미,6,3.5657,0.0027,0.0312,4.1875
샤오미,2,1.8700,0.0025,0.0164,2.1961
샤오미,5,1.7624,0.0027,0.0154,2.0698
샤오펑,1,9.6195,0.0012,0.7500,9.6195
샤오펑,0,7.5582,0.0011,0.5893,7.5582
샤오펑,8,3.0710,0.0033,0.2394,3.0710
샤오펑,7,1.5508,0.0027,0.1209,1.5508
샤오펑,3,1.4916,0.0011,0.1163,1.4916
샤오펑,5,0.8812,0.0014,0.0687,0.8812
샤프,0,12.3679,0.0018,0.7253,12.3679
샤프,1,10.9937,0.0014,0.6447,10.9937
샤프,8,3.0710,0.0033,0.1801,3.0710
샤프,4,1.8038,0.0021,0.1058,1.8038
샤프,5,1.7624,0.0027,0.1034,1.7624
샤프,7,0.7754,0.0014,0.0455,0.7754
샤프,3,0.7458,0.0006,0.0437,0.7458
선익시스템,1,17.1776,0.0022,0.8115,17.1776
선익시스템,0,12.3679,0.0018,0.5843,12.3679
세미파이브,0,4.1226,0.0006,0.6881,4.1226
세미파이브,1,3.4355,0.0004,0.5734,3.4355
세미파이브,2,1.8700,0.0025,0.3121,1.8700
세미파이브,3,1.4916,0.0011,0.2489,1.4916
세미파이브,5,0.8812,0.0014,0.1471,0.8812
세미파이브,7,0.7754,0.0014,0.1294,0.7754
소니,1,28.1713,0.0036,0.7184,28.1713
소니,0,26.7971,0.0038,0.6833,26.7971
소니,3,3.7290,0.0028,0.0951,3.7290
소니,2,1.8700,0.0025,0.0477,1.8700
소니,4,1.8038,0.0021,0.0460,1.8038
소니,7,1.5508,0.0027,0.0395,1.5508
소니,8,1.5355,0.0016,0.0392,1.5355
소니,5,0.8812,0.0014,0.0225,0.8812
아마존,0,32.9810,0.0047,0.7054,32.9810
아마존,1,28.8584,0.0037,0.6173,28.8584
아마존,3,10.4411,0.0078,0.2233,10.4411
아마존,6,8.9142,0.0067,0.1907,8.9142
아마존,8,6.1421,0.0065,0.1314,6.1421
아마존,5,4.4060,0.0068,0.0942,4.4060
아마존,2,3.7399,0.0050,0.0800,3.7399
아마존,4,1.8038,0.0021,0.0386,1.8038
아마존,7,1.5508,0.0027,0.0332,1.5508
아이씨디,1,28.1713,0.0036,0.8242,28.1713
아이씨디,0,19.2389,0.0027,0.5629,19.2389
아이씨디,8,1.5355,0.0016,0.0449,1.5355
아이씨디,3,1.4916,0.0011,0.0436,1.4916
알파벳,0,29.5455,0.0042,0.6244,29.5455
알파벳,1,28.8584,0.0037,0.6099,28.8584
알파벳,6,16.0456,0.0121,0.3391,16.0456
알파벳,3,13.4242,0.0100,0.2837,13.4242
알파벳,8,7.6776,0.0081,0.1623,7.6776
알파벳,5,5.2872,0.0082,0.1117,5.2872
알파벳,2,2.8049,0.0037,0.0593,2.8049
알파벳,7,0.7754,0.0014,0.0164,0.7754
애플,0,655.4980,0.0935,0.7020,1356.4876
애플,1,636.9462,0.0821,0.6822,1318.0965
애플,3,120.8181,0.0903,0.1294,250.0210
애플,6,73.0967,0.0551,0.0783,151.2662
애플,8,68.3305,0.0724,0.0732,141.4031
애플,5,60.8028,0.0945,0.0651,125.8252
애플,2,55.1640,0.0734,0.0591,114.1564
애플,7,52.7262,0.0923,0.0565,109.1116
애플,4,47.8008,0.0552,0.0512,98.9190
엔비디아,1,120.2434,0.0155,0.7014,163.6272
엔비디아,0,107.1884,0.0153,0.6252,145.8619
엔비디아,6,37.4398,0.0282,0.2184,50.9480
엔비디아,3,34.3064,0.0256,0.2001,46.6841
엔비디아,8,17.6584,0.0187,0.1030,24.0296
엔비디아,5,15.8616,0.0247,0.0925,21.5845
엔비디아,2,12.1548,0.0162,0.0709,16.5402
엔비디아,7,9.3046,0.0163,0.0543,12.6617
엔비디아,4,8.1171,0.0094,0.0473,11.0458
오포,1,35.7295,0.0046,0.7370,35.7295
오포,0,32.2939,0.0046,0.6662,32.2939
오포,3,3.7290,0.0028,0.0769,3.7290
오포,8,3.0710,0.0033,0.0633,3.0710
오포,4,1.8038,0.0021,0.0372,1.8038
오포,7,1.5508,0.0027,0.0320,1.5508
오포,6,0.8914,0.0007,0.0184,0.8914
오포,5,0.8812,0.0014,0.0182,0.8812
원익IPS,1,26.7971,0.0035,0.8364,26.7971
원익IPS,0,17.1776,0.0024,0.5362,17.1776
원익IPS,7,3.1015,0.0054,0.0968,3.1015
원익IPS,3,1.4916,0.0011,0.0466,1.4916
원익IPS,6,0.8914,0.0007,0.0278,0.8914
원익IPS,8,0.7678,0.0008,0.0240,0.7678
인텔,1,142.2307,0.0183,0.7933,142.2307
인텔,0,102.3786,0.0146,0.5710,102.3786
인텔,8,22.2650,0.0236,0.1242,22.2650
인텔,3,19.3906,0.0145,0.1082,19.3906
인텔,5,18.5052,0.0288,0.1032,18.5052
인텔,4,10.8228,0.0125,0.0604,10.8228
인텔,7,7.7539,0.0136,0.0432,7.7539
인텔,6,5.3485,0.0040,0.0298,5.3485
인텔,2,3.7399,0.0050,0.0209,3.7399
카카오,1,47.4102,0.0061,0.7169,47.4102
카카오,0,37.7908,0.0054,0.5715,37.7908
카카오,2,14.9597,0.0199,0.2262,14.9597
카카오,3,14.1700,0.0106,0.2143,14.1700
카카오,5,12.3368,0.0192,0.1866,12.3368
카카오,6,8.0228,0.0061,0.1213,8.0228
카카오,8,6.1421,0.0065,0.0929,6.1421
카카오,7,3.8769,0.0068,0.0586,3.8769
카카오,4,1.8038,0.0021,0.0273,1.8038
퀄컴,1,83.8268,0.0108,0.7106,103.9452
퀄컴,0,76.2686,0.0109,0.6465,94.5731
퀄컴,3,21.6279,0.0162,0.1833,26.8186
퀄컴,7,14.7323,0.0258,0.1249,18.2681
퀄컴,4,11.7247,0.0135,0.0994,14.5387
퀄컴,5,9.6932,0.0151,0.0822,12.0196
퀄컴,2,8.4148,0.0112,0.0713,10.4344
퀄컴,8,6.9098,0.0073,0.0586,8.5682
퀄컴,6,6.2400,0.0047,0.0529,7.7375
텐센트,0,7.5582,0.0011,0.7157,7.5582
텐센트,1,6.8710,0.0009,0.6507,6.8710
텐센트,3,2.2374,0.0017,0.2119,2.2374
텐센트,6,0.8914,0.0007,0.0844,0.8914
텐센트,5,0.8812,0.0014,0.0834,0.8812
텐센트,7,0.7754,0.0014,0.0734,0.7754
폭스바겐,1,21.9874,0.0028,0.7971,21.9874
폭스바겐,0,15.1163,0.0022,0.5480,15.1163
폭스바겐,8,3.8388,0.0041,0.1392,3.8388
폭스바겐,5,3.5248,0.0055,0.1278,3.5248
폭스바겐,3,2.9832,0.0022,0.1081,2.9832
폭스바겐,4,2.7057,0.0031,0.0981,2.7057
폭스바겐,6,1.7828,0.0013,0.0646,1.7828
폭스바겐,7,1.5508,0.0027,0.0562,1.5508
하이센스,0,78.3300,0.0112,0.7319,78.3300
하이센스,1,71.4589,0.0092,0.6677,71.4589
