org,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10
다저스,1,1,0,1,0,0,0,0,0,0,0
당국,0,0,3,2,2,0,0,0,0,3,0
대구보건대학교,0,3,3,2,1,2,0,0,1,1,0
대비,4,7,8,5,5,8,5,13,5,11,1
대운산업개발,0,0,1,1,1,1,0,1,0,1,1
대통령,1,0,1,1,1,0,0,0,0,1,0
대표,2,4,4,2,7,5,1,3,1,2,1
대한,1,0,2,2,1,0,0,0,0,1,1
대화,0,0,3,1,2,0,1,1,2,1,1
댓글,0,0,1,0,0,0,0,2,0,0,0
더퍼블릭,1,3,1,1,0,0,2,1,4,0,0
데몬,1,0,2,2,1,0,0,0,0,1,1
데이터센터,5,1,3,2,3,4,1,4,2,1,1
덱스,0,2,1,1,2,0,0,1,0,1,1
덱스에서,0,2,1,1,2,0,0,1,0,1,1
도구,0,3,3,2,1,2,0,0,1,1,0
도널드,1,0,1,1,1,0,0,0,0,1,0
도암댐,1,2,1,2,1,1,0,0,1,0,1
도쿄,1,1,0,2,0,0,1,0,1,0,2
돋보이,0,0,2,2,0,1,0,1,0,0,1
동영상,1,1,0,2,0,0,1,0,1,0,2
드라마,2,1,1,2,2,0,1,0,1,2,3
드라이버,4,3,4,2,2,2,0,2,2,2,0
들고,0,0,2,3,1,0,2,0,1,0,1
들어,1,0,2,0,3,0,1,2,0,4,0
등을,3,3,3,1,1,3,2,5,2,4,1
등이,2,1,3,2,1,1,2,1,5,1,1
디바이스,0,0,2,1,2,1,0,2,1,1,1
디스플레,8,4,11,7,9,4,2,10,5,6,4
디자인,22,29,17,14,11,6,34,19,50,10,5
디자인상,0,0,0,2,1,1,1,2,2,0,1
디저트,0,0,2,2,0,1,0,1,0,0,1
디지털스쿨,0,1,2,1,1,0,0,0,0,1,2
따라,4,9,4,5,1,1,7,5,13,2,3
따르면,4,0,5,3,6,1,0,3,1,2,2
때문이다.,5,1,3,2,3,4,1,4,2,1,1
라고,1,0,1,0,2,0,0,0,0,2,1
라이브,0,0,3,2,0,2,0,3,1,0,2
라이즈,0,0,3,4,1,0,0,0,0,0,0
라인,10,3,6,6,7,4,2,7,2,6,2
라지,1,2,2,1,4,1,1,2,1,2,0
랜선인싸,0,1,4,2,4,0,1,2,2,1,1
럭셔리,0,3,4,3,3,2,1,2,3,2,3
레드닷,2,1,3,2,1,1,2,1,5,1,1
레이벤,0,0,3,1,2,0,1,1,2,1,1
레트로,1,1,2,1,2,0,1,1,2,0,0
렌즈,1,2,2,1,4,1,1,2,1,2,0
로고,0,0,2,3,1,0,2,0,1,0,1
롯데그룹,3,0,2,3,3,1,0,3,1,1,2
롯데호텔에서,3,0,2,3,3,1,0,3,1,1,2
르포,0,0,0,1,0,0,0,0,0,0,2
리움미술관,0,3,1,3,4,2,0,0,0,1,2
마감했다.,1,3,3,2,2,3,2,5,2,4,0
마누팍투어,0,3,4,3,3,2,1,2,3,2,3
마산회원구,0,0,1,1,1,1,0,1,0,1,1
마이바흐,0,3,4,3,3,2,1,2,3,2,3
마지막,1,1,0,1,0,0,0,0,0,0,0
만들,5,1,3,3,4,1,1,2,0,3,1
만성,0,0,2,1,4,0,0,0,0,1,1
많이,0,1,4,2,4,0,1,2,2,1,1
말리,0,0,2,2,0,1,0,1,0,0,1
말했다.,0,1,3,3,3,0,1,1,0,3,1
매장,3,0,2,3,3,1,0,3,1,1,2
맥북,4,0,3,2,2,1,0,3,1,1,1
메모리,0,1,4,3,4,3,1,5,2,4,1
메이저리그,1,1,0,1,0,0,0,0,0,0,0
메이크업,0,1,4,2,4,0,1,2,2,1,1
메타,0,0,3,1,2,0,1,1,2,1,1
면허,1,0,2,2,1,0,0,0,0,1,1
명절,0,1,2,1,1,0,0,0,0,1,2
모니터,0,2,1,1,2,0,0,1,0,1,1
모델,1,2,1,1,1,1,1,2,1,2,1
모두,3,3,6,4,4,3,0,3,2,2,4
모든,0,0,2,3,1,0,2,0,1,0,1
모바일,9,12,5,3,6,3,6,6,12,3,3
모빌리티,3,3,1,3,3,2,0,3,2,1,0
모습,0,0,2,2,3,0,2,0,1,1,1
목사,0,1,5,2,4,0,0,0,0,2,3
목소리,1,0,2,2,1,0,0,0,0,1,1
몰락,5,1,3,2,2,2,0,3,0,1,0
무쌍,0,1,4,2,4,0,1,2,2,1,1
문제,0,0,2,1,4,0,0,0,0,1,1
문화,0,2,3,4,2,2,1,0,1,1,3
미국,6,3,7,5,5,5,0,6,3,5,1
미니,0,0,3,2,0,2,0,3,1,0,2
미래,0,2,1,2,2,1,0,0,1,1,1
민주당,1,0,1,1,1,0,0,0,0,1,0
바로,0,0,2,3,1,0,2,0,1,0,1
박성준,0,1,4,2,2,0,0,0,0,3,3
박순철,1,1,2,1,4,0,1,1,0,1,0
반도체,10,13,21,11,14,15,7,22,9,23,1
반등,3,0,3,1,2,2,3,4,2,2,0
받아,0,0,2,2,0,1,0,1,0,0,1
받았다.,2,1,3,2,1,1,2,1,5,1,1
받은,0,3,4,3,3,2,1,2,3,2,3
발레,0,3,1,2,3,2,1,0,2,1,1
발병,0,0,2,1,4,0,0,0,0,1,1
발인,0,0,0,0,0,0,0,1,0,0,0
발표했다.,4,0,3,2,2,1,0,3,1,1,1
밝혔다.,2,6,3,3,4,4,3,3,4,3,3
밥무새,0,2,2,1,2,1,0,0,1,0,0
방송,0,0,3,2,0,2,0,3,1,0,2
방송사,1,0,5,2,2,1,0,0,0,1,0
방식,0,3,1,3,4,2,0,0,0,1,2
방탄소년단,0,0,3,4,1,0,0,0,0,0,0
배우,1,0,1,0,2,0,0,0,0,2,1
배터리,5,3,8,3,5,3,5,8,4,7,1
백남준,0,2,3,4,2,2,1,0,1,1,3
버스데,0,0,0,2,1,1,1,2,2,0,1
버추얼,0,3,1,2,3,2,1,0,2,1,1
버튼식,1,1,1,1,0,0,2,1,4,0,0
법인세,0,0,3,2,2,0,0,0,0,3,0
베이지,0,0,1,1,1,0,1,0,1,0,0
변호사,0,2,2,1,2,1,0,0,1,0,0
변화,1,3,2,1,3,5,0,2,1,1,1
변화에,5,1,3,2,2,2,0,3,0,1,0
별세,0,0,1,0,0,0,0,2,0,0,0
보기,0,2,2,1,2,1,0,0,1,0,0
보는,0,2,3,4,2,2,1,0,1,1,3
보수,1,0,1,1,1,0,0,0,0,1,0
보이그룹,0,0,3,4,1,0,0,0,0,0,0
본상,11,15,8,8,2,2,25,12,32,5,0
부드럽게,0,0,1,1,1,0,1,0,1,0,0
부문에서,2,1,3,2,1,1,2,1,5,1,1
부산,1,1,3,4,3,1,1,0,2,2,3
부총장,0,2,1,2,2,1,0,0,1,1,1
북돋움,0,1,3,3,3,0,1,1,0,3,1
분석됐다.,0,0,3,4,1,0,0,0,0,0,0
분야,0,0,1,1,1,0,0,0,0,1,0
분위기,0,0,2,2,3,0,2,0,1,1,1
분쟁,0,0,3,2,2,0,0,0,0,3,0
불면증,0,0,2,1,4,0,0,0,0,1,1
불편,0,1,2,1,1,0,0,0,0,1,2
뷰티,0,1,4,2,4,0,1,2,2,1,1
뷰파인더,1,1,2,1,2,0,1,1,2,0,0
브랜드센터,0,3,4,3,3,2,1,2,3,2,3
브랜드평판,0,0,3,4,1,0,0,0,0,0,0
브랜드평판지수,0,0,3,4,1,0,0,0,0,0,0
블루,0,0,3,2,0,2,0,3,1,0,2
비례,1,1,3,4,3,1,1,0,2,2,3
비상,1,2,1,2,1,1,0,0,1,0,1
비올,1,3,3,2,2,3,2,5,2,4,0
비잉으로서,0,3,1,2,3,2,1,0,2,1,1
비행,0,1,4,2,2,0,0,0,0,3,3
빅데이터,0,0,3,4,1,0,0,0,0,0,0
뽑기,1,2,3,3,2,3,0,1,1,0,3
사건,1,0,1,1,1,0,0,0,0,1,0
사람,3,3,1,3,3,2,0,3,2,1,0
사람들,0,0,3,1,2,0,1,1,2,1,1
사랑,0,0,1,1,1,1,0,1,0,1,1
사상,1,0,2,0,3,0,1,2,0,4,0
사실,0,1,4,2,4,0,1,2,2,1,1
사업,10,6,16,10,11,11,8,16,7,13,2
사연,0,2,2,1,2,1,0,0,1,0,0
사용,2,2,2,1,2,1,1,4,2,3,1
사용시간,1,0,1,0,1,0,0,2,1,1,0
사용자,5,10,4,4,1,1,11,5,16,2,0
사이즈,0,0,0,2,1,1,1,2,2,0,1
사일로,1,3,2,1,3,5,0,2,1,1,1
사진,1,1,2,1,2,0,1,1,2,0,0
사회,1,0,1,1,1,0,0,0,0,1,0
산업,5,1,3,3,4,1,1,2,0,3,1
산유르,0,0,1,1,2,0,1,0,0,1,1
살롱,0,0,2,2,0,1,0,1,0,0,1
삼성,15,15,10,6,10,5,6,12,15,6,5
삼성디스플레,7,3,5,5,5,3,0,8,3,2,1
삼성디스플레이,4,0,3,2,2,1,0,3,1,1,1
삼성전자,17,15,12,11,14,9,8,17,16,10,6
상생,0,0,1,1,1,0,0,0,0,1,0
상승,1,0,2,0,3,0,1,2,0,4,0
상연,1,0,5,2,2,1,0,0,0,1,0
상을,2,1,3,2,1,1,2,1,5,1,1
상의,3,0,2,3,3,1,0,3,1,1,2
새로운,1,7,4,6,11,4,2,1,2,3,3
생산,8,8,9,6,7,12,4,12,5,8,2
생산능력,5,1,3,3,4,1,1,2,0,3,1
생산라인,3,0,4,2,2,1,0,3,1,1,1
생성형,0,3,3,2,1,2,0,0,1,1,0
생활가전,5,1,3,2,3,4,1,4,2,1,1
샤또,0,0,2,2,0,1,0,1,0,0,1
샤프,5,1,3,2,2,2,0,3,0,1,0
서대전역,0,1,2,1,1,0,0,0,0,1,2
서로,0,3,1,3,4,2,0,0,0,1,2
서비스,1,5,6,6,4,2,2,2,4,3,7
서울시,0,1,3,3,3,0,1,1,0,3,1
서울시교육청,0,3,2,2,4,3,0,1,1,2,0
선행,9,12,5,3,6,3,6,6,12,3,3
설비,5,1,3,2,2,2,0,3,0,1,0
설정,0,2,3,2,4,1,0,3,1,2,2
설치,2,1,1,1,1,1,5,2,4,2,0
성남시,0,0,1,1,1,0,0,0,0,1,0
성능,1,0,3,1,3,1,0,4,2,2,1
성장,0,1,3,2,2,1,0,2,1,3,0
세계,11,6,12,10,12,10,5,9,7,6,2
세단,1,0,4,2,3,0,3,1,1,2,0
세로,0,2,1,1,2,0,0,1,0,1,1
세미나,5,2,3,3,3,3,1,5,2,3,1
세븐틴,0,0,3,4,1,0,0,0,0,0,0
세정,0,1,3,2,2,1,0,2,1,3,0
센서,1,2,2,1,4,1,1,2,1,2,0
소설,1,1,0,2,0,0,1,0,1,0,2
소액결제,3,3,5,3,3,3,0,3,2,1,4
소재,4,4,8,5,5,3,0,4,3,6,0
속도,0,0,2,1,2,1,0,2,1,1,1
솔루션,3,7,8,5,5,7,6,10,5,9,1
숏폼,1,3,2,1,3,5,0,2,1,1,1
수리온,0,1,4,3,2,0,0,0,0,3,5
수면,0,0,2,1,4,0,0,0,0,1,1
수상,4,0,2,1,0,2,10,6,6,2,0
수상하며,1,3,1,1,0,0,2,1,4,0,0
수업,0,6,5,4,5,5,0,1,2,3,0
수요,0,1,2,2,2,2,1,3,1,3,0
수익성,3,0,3,1,2,2,3,4,2,2,0
수입,5,1,3,2,1,2,0,3,2,1,1
숙면매트,4,1,2,1,1,1,10,5,6,3,0
숙우,1,1,2,1,4,0,1,1,0,1,0
숙우회장,1,1,2,1,4,0,1,1,0,1,0
숨었나,0,1,3,3,3,0,1,1,0,3,1
슈퍼주니어,0,0,3,4,1,0,0,0,0,0,0
스마트폰,1,3,5,5,5,4,2,5,5,4,0
스타일,0,0,1,1,1,0,1,0,1,0,0
스타트럭코리아,0,1,1,1,2,0,1,0,1,1,1
스테인리스,4,3,4,2,2,2,0,2,2,2,0
스토리,1,2,3,3,2,3,0,1,1,0,3
스트리밍,1,1,0,2,0,0,1,0,1,0,2
시각장애,0,3,2,2,4,3,0,1,1,2,0
시간,1,5,5,5,5,7,1,2,2,2,4
시그마인텔,5,2,3,3,3,3,1,5,2,3,1
시네마,1,2,2,1,4,1,1,2,1,2,0
시대에,3,3,1,3,3,2,0,3,2,1,0
시리즈,4,6,7,6,4,5,3,3,4,3,4
시마무라,0,0,0,2,1,1,1,2,2,0,1
시뮬레이터,0,1,4,2,2,0,0,0,0,3,3
시선,0,0,1,1,1,0,1,0,1,0,0
시스템,3,4,4,2,4,2,2,4,5,2,2
시야각,0,0,3,1,2,0,1,1,2,1,1
시장에,1,0,4,2,3,0,3,1,1,2,0
시장에서,0,1,3,2,2,1,0,2,1,3,0
시즌,1,1,0,1,0,0,0,0,0,0,0
시청자들,1,0,5,2,2,1,0,0,0,1,0
신동빈,3,0,2,3,3,1,0,3,1,1,2
신발,0,0,0,2,1,1,1,2,2,0,1
신성이엔지,3,3,3,1,1,3,2,5,2,4,1
신소율,1,0,1,0,2,0,0,0,0,2,1
신제품,2,5,2,2,2,4,2,3,3,2,2
신체,0,3,1,3,4,2,0,0,0,1,2
실적,3,1,5,3,4,4,4,7,3,5,0
실제,0,1,6,3,6,0,0,0,0,4,4
싫다,0,2,2,1,2,1,0,0,1,0,0
아내,0,2,2,1,2,1,0,0,1,0,0
아니다.,0,0,2,3,1,0,2,0,1,0,1
아래,0,0,1,1,2,0,1,0,0,1,1
아산캠퍼스,3,0,2,3,3,1,0,3,1,1,2
아시아,0,2,3,2,3,3,0,3,1,3,0
아이,0,3,4,5,5,1,1,1,1,4,2
아이들,0,2,1,2,2,1,0,0,1,1,1
아이콘,5,13,5,5,0,0,10,5,20,0,0
아이티켐,1,3,3,2,2,3,2,5,2,4,0
아이폰,8,4,8,5,4,5,0,6,4,2,5
아카이브,0,0,3,2,0,2,0,3,1,0,2
악트로스,0,1,1,1,2,0,1,0,1,1,1
안경,0,0,3,1,2,0,1,1,2,1,1
안내,0,1,2,1,1,0,0,0,0,1,2
안디도,0,1,5,2,4,0,0,0,0,2,3
안정환,1,0,1,0,2,0,0,0,0,2,1
알리바바,3,3,5,3,3,3,0,3,2,1,4
암살,1,0,1,1,1,0,0,0,0,1,0
애니메이션,0,1,3,3,3,3,0,3,3,2,1
애틀랜타,1,1,0,1,0,0,0,0,0,0,0
애프터눈,0,0,2,2,0,1,0,1,0,0,1
애플,5,1,3,2,1,2,0,3,2,1,1
앱들,0,0,2,1,2,1,0,2,1,1,1
야구,0,0,1,1,1,1,0,1,0,1,1
약정,1,2,1,1,1,1,1,2,1,2,1
양나래,0,2,2,1,2,1,0,0,1,0,0
양덕2동,0,0,1,1,1,1,0,1,0,1,1
양덕2동에,0,0,1,1,1,1,0,1,0,1,1
양산,3,0,4,2,2,1,0,3,1,1,1
어느,0,2,1,2,2,1,0,0,1,1,1
어린,0,0,0,2,1,1,1,2,2,0,1
어우러진,0,0,2,2,0,1,0,1,0,0,1
어워드,9,15,9,8,2,1,17,8,29,3,1
언더아머,0,0,1,1,1,0,1,0,1,0,0
엄마,0,1,3,3,3,0,1,1,0,3,1
엄승현,1,2,1,2,1,1,0,0,1,0,1
업그레이드,1,0,1,0,1,0,0,2,1,1,0
업데이트,1,0,1,0,1,0,0,2,1,1,0
에너지,4,0,2,1,0,2,10,6,6,2,0
에듀테크,0,3,2,2,4,3,0,1,1,2,0
에서,7,13,5,8,8,6,6,5,13,4,5
에어컨,4,1,2,1,1,1,10,5,6,3,0
에코백,0,0,2,3,1,0,2,0,1,0,1
엔가젯,0,0,3,1,2,0,1,1,2,1,1
엔비디아,0,2,3,2,3,3,0,3,1,3,0
엘티씨,0,1,3,2,2,1,0,2,1,3,0
여름,0,0,3,4,3,0,3,0,1,1,2
여유로운,0,0,1,1,1,0,1,0,1,0,0
연결된,0,2,1,1,2,0,0,1,0,1,1
연구,0,0,2,1,4,0,0,0,0,1,1
연비,0,1,1,1,2,0,1,0,1,1,1
연상시키,0,0,2,2,0,1,0,1,0,0,1
연수,0,3,2,2,4,3,0,1,1,2,0
연합뉴스TV,1,2,1,2,1,1,0,0,1,0,1
열린,6,3,3,6,6,3,0,6,3,2,2
열차,0,1,2,1,1,0,0,0,0,1,2
영감,0,3,6,5,3,3,1,3,3,2,4
영상,2,5,7,4,9,2,3,6,4,5,2
영상취재,1,2,1,2,1,1,0,0,1,0,1
영업이익,3,1,5,3,4,4,4,7,3,5,0
옆커폰,1,2,1,1,1,1,1,2,1,2,1
예비부모,0,1,3,3,3,0,1,1,0,3,1
예술,0,3,1,3,4,2,0,0,0,1,2
예정이다.,0,0,3,2,0,2,0,3,1,0,2
오른,1,3,3,2,2,3,2,5,2,4,0
오민환,1,3,2,1,3,5,0,2,1,1,1
오봉저수지,1,2,1,2,1,1,0,0,1,0,1
오전,0,0,0,0,0,0,0,1,0,0,0
오후,1,0,2,0,3,0,1,2,0,4,0
오후부터,0,0,1,0,0,0,0,2,0,0,0
오히려,1,0,1,0,2,0,0,0,0,2,1
온라인,0,2,2,1,2,1,0,0,1,0,0
온수,2,0,1,0,0,1,5,3,2,1,0
