org,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7
유비리서치,8,5,12,14,8,11,0,6
유비리서치에,4,2,4,6,2,7,0,2
유소년,1,1,1,0,0,0,2,0
유수진,0,0,0,0,0,1,0,0
유쾌한,0,0,0,0,0,1,1,0
유튜버,1,3,2,2,2,0,0,1
유튜브,0,0,0,0,0,1,1,0
으로,2,1,2,0,0,2,1,0
음악,0,0,2,0,1,2,0,0
의미,0,0,2,0,1,2,0,0
의약품,2,1,4,3,4,1,1,2
이기범,0,0,0,0,0,2,0,0
이는,0,1,3,2,5,1,0,2
이닝,1,1,1,0,0,2,2,0
이도윤,0,0,0,0,0,1,2,0
이들,0,0,0,0,0,2,0,0
이번,8,6,10,6,5,9,7,4
이벤트,3,1,0,0,0,1,1,0
이사,4,2,2,0,1,2,2,0
이상,2,4,4,0,0,5,0,0
이씨,1,1,2,0,0,1,3,0
이어,1,2,5,6,4,3,1,6
이유,1,2,3,2,2,2,1,2
이재명,1,1,2,0,1,0,1,0
이주선,0,3,4,2,2,0,0,2
이즈,0,0,0,0,0,1,1,0
이지만,0,0,0,0,0,2,0,0
이청,3,6,14,11,11,4,1,15
이하,2,2,1,0,1,0,1,0
이후,6,4,7,0,5,10,5,1
인구,0,0,2,0,1,0,0,1
인권,1,1,0,0,0,0,1,0
인기,4,1,0,0,0,1,2,0
인사,1,0,0,0,0,1,0,0
인지도,0,0,0,0,0,1,1,0
인천,0,0,1,0,0,1,1,0
인하,3,1,2,0,1,2,1,0
일곱,2,1,3,0,2,4,1,1
일본,5,8,7,2,5,5,2,3
임신부,1,1,0,0,0,3,1,0
입자,0,0,3,1,2,2,0,1
있는,15,40,52,27,32,24,16,29
있다,18,19,55,48,54,17,18,60
있다.,44,45,85,49,64,65,31,44
있다고,2,2,5,5,5,1,3,4
있도록,1,0,1,2,0,0,1,0
있습니다.,0,0,0,0,0,3,3,0
있어,1,2,5,3,5,3,1,6
있었다.,0,1,2,0,1,2,0,1
있으며,2,2,4,0,3,4,1,1
있을,0,0,3,1,2,2,0,1
자녀,0,0,1,0,0,1,1,0
자동차,0,2,8,2,6,3,3,2
자동화,2,2,4,0,3,4,1,1
자사주,0,0,1,0,1,0,2,1
자신감,2,2,7,7,8,1,3,9
자율주행,2,2,4,0,3,4,1,1
자폐증,1,1,0,0,0,3,1,0
작업,1,3,1,1,0,2,0,0
작은,1,2,3,2,2,1,0,2
작품,1,1,0,0,0,1,0,0
잔류,1,1,2,0,0,1,3,0
장벽,0,0,1,6,0,2,0,0
장비,2,8,22,12,31,9,4,17
장소,1,0,0,0,1,1,1,0
장아영,0,0,3,1,2,2,0,1
장애인,2,1,2,0,0,2,1,0
장윤정,0,0,0,0,0,1,1,0
장을,1,2,2,0,0,2,0,0
장학금,0,0,0,1,0,0,1,1
재계,0,0,3,0,1,0,4,1
적립,3,1,0,0,0,1,1,0
적용해,1,2,1,0,0,0,0,0
전갈자리,0,0,0,0,0,1,1,0
전국적으로,0,0,2,0,1,0,0,1
전기차,1,1,1,0,1,1,1,0
전동화,0,1,2,0,2,0,0,1
전략,8,6,12,4,7,11,2,7
전략적,0,0,0,1,0,1,1,1
전망이다.,2,1,3,4,3,2,0,2
전면,0,0,0,0,1,1,0,0
전산시스템,1,0,0,0,1,0,1,0
전시,1,1,0,0,0,1,0,0
전시회,1,0,3,0,1,1,0,1
전월,1,2,2,0,0,3,0,0
전유성,0,0,1,0,0,0,0,0
전음성,0,0,0,0,0,1,2,0
전자종이,0,0,3,1,2,2,0,1
전자책,0,0,3,1,2,2,0,1
전장,0,2,8,2,6,3,3,2
전장보다,1,2,2,0,0,2,0,0
전전두엽,0,0,0,0,0,1,0,0
전체,1,1,3,4,3,0,2,3
전투,2,1,3,0,2,4,1,1
전환에,1,1,4,4,4,0,2,4
절도,2,1,1,0,0,2,2,0
점유율,1,2,5,3,4,1,1,4
정답,2,0,0,0,0,1,2,0
정보,0,0,0,0,0,1,0,0
정부,11,14,32,23,32,7,8,36
정숙,2,0,0,0,0,6,0,0
정원,1,0,0,0,1,1,1,0
정책,3,1,2,0,1,2,1,0
정철동,2,5,9,6,6,2,3,9
제16회,2,1,4,5,4,1,2,5
제네시스,1,3,3,2,3,1,0,2
제도권,1,1,0,0,0,3,1,0
제로,1,1,3,0,1,0,0,1
제이콥앤코,2,0,3,0,0,2,2,0
제작,1,1,6,0,2,5,1,1
제조,0,2,5,3,3,2,1,4
제조사,1,1,5,2,4,2,2,4
제조업,2,1,4,3,4,1,1,2
제품,1,3,3,5,0,2,0,0
제한적으로만,0,0,3,1,2,2,0,1
조기,2,0,6,0,1,2,6,1
조선,2,1,2,0,1,3,1,0
조지아,0,0,1,0,0,1,1,0
조지아주,2,2,3,0,2,3,4,0
조지아지청,0,0,1,0,0,1,1,0
조회수,0,0,0,0,0,1,0,0
종목,1,1,1,1,0,3,0,0
좋은,0,0,0,0,0,0,1,0
주가,7,4,8,4,6,11,3,3
주가지수,1,2,2,0,0,2,0,0
주간,0,0,1,0,1,0,2,1
주루플레이로,0,0,0,0,0,1,2,0
주방환경,1,0,0,0,0,0,1,0
주사율,0,1,2,0,1,2,0,1
주요,4,5,9,7,9,6,0,6
중강도,0,0,0,0,0,1,0,0
중국,13,24,59,42,67,20,13,58
중국에,0,1,5,2,4,2,2,2
중시,1,0,0,0,0,0,1,0
중심,2,1,3,4,3,2,0,2
중앙재난안전대책본부,2,0,1,0,0,0,1,0
중장년층,0,1,0,0,0,2,0,0
중저,1,1,1,0,1,1,1,0
즐길,1,21,16,10,10,5,0,10
증시,1,2,2,0,0,2,0,0
증착기,1,1,5,2,4,2,2,4
지급,0,0,3,0,1,0,4,1
지급한다.,0,0,3,0,1,0,4,1
지난,4,7,14,10,12,5,3,12
지난달,2,1,2,0,1,3,1,0
지방,0,0,2,0,1,0,0,1
지수,2,3,3,1,0,6,0,0
지역민,0,0,0,1,0,0,1,1
지원,1,3,8,4,6,3,2,4
지원자들,0,0,0,0,0,1,0,0
직무,0,0,0,0,0,1,0,0
직접,2,1,2,0,0,2,1,0
진행하고,2,1,4,3,4,1,1,2
집단,0,0,0,0,0,1,0,0
차량,2,7,18,6,14,4,5,7
차량용,2,4,8,4,6,1,2,4
차별화,0,2,5,3,3,2,1,4
차세대,7,8,13,7,11,15,2,10
참가자들,0,0,1,0,0,1,1,0
참석한,2,1,4,5,4,1,2,5
참여자들,1,0,0,0,0,1,0,0
채널,0,0,0,0,0,1,1,0
채용,0,0,0,0,0,1,0,0
청소,2,1,2,0,0,2,1,0
체험,0,4,3,3,3,0,0,2
촬영.,0,0,0,0,0,2,0,0
최고,1,0,2,0,1,0,0,1
최다,0,0,0,0,0,0,1,0
최우진,0,0,0,0,0,0,1,0
최초로,1,2,4,4,4,1,2,3
추석,3,0,6,0,1,2,7,1
추월당할,0,1,5,2,4,2,2,2
출연,0,0,0,0,0,1,1,0
출하량,1,1,2,4,4,2,0,3
충남,0,0,2,0,1,0,0,1
충칭,0,1,3,2,5,1,0,2
충칭시,0,1,3,2,5,1,0,2
치료,0,0,0,0,0,2,2,0
치안,2,1,1,0,0,2,2,0
카드,1,0,0,0,0,1,0,0
카메라,0,0,0,0,0,2,0,0
카브리올레,1,0,2,0,1,0,0,1
캐릭터,4,4,4,0,3,6,2,1
캐시워크,1,0,0,0,0,1,0,0
커버,1,2,3,2,2,1,0,2
커지고,0,0,2,0,1,0,0,1
커피숍에서,0,0,0,0,0,2,0,0
컨슈머타임스,0,4,3,2,2,0,0,2
컬러,1,0,2,0,1,0,0,1
컴투스,3,3,2,0,1,0,3,0
케어,2,1,2,0,0,2,1,0
켈리,0,0,1,0,0,1,1,0
코덱,2,0,1,0,0,3,0,0
코미디,0,0,1,0,0,0,0,0
코미디언들,0,0,1,0,0,0,0,0
코스,0,0,1,0,0,3,1,0
코스피,0,0,1,0,1,0,2,1
콘서트,2,2,4,0,1,4,3,1
콘텐츠,3,5,9,3,4,5,2,4
쿠팡,1,0,0,0,0,0,1,0
쿠팡로지스틱스서비스,1,0,0,0,0,0,1,0
쿠페,1,0,2,0,1,0,0,1
쿡커,1,2,1,0,0,0,0,0
쿨링,0,0,0,0,1,1,0,0
퀄컴,3,2,4,1,2,4,1,2
퀴즈,2,0,0,0,0,1,2,0
크기,1,2,3,2,2,1,0,2
클라우드,3,2,4,1,2,4,1,2
클레녹스,0,0,1,8,0,3,0,0
킵스파마,2,1,4,3,4,1,1,2
타이레놀,1,1,0,0,0,3,1,0
타점,0,0,0,0,0,0,1,0
탄력,0,0,1,8,0,3,0,0
탈삼진,0,0,0,0,0,0,1,0
탑재한,2,1,5,4,3,2,0,2
태블릿,0,1,2,0,1,2,0,1
택시,2,0,0,0,0,6,0,0
탠덤,2,3,9,6,8,3,4,7
터크셀,0,0,0,1,0,1,1,1
테슬라,1,1,1,1,0,3,0,0
통한,0,2,5,3,3,2,1,4
통해,14,36,39,20,25,25,11,19
투명,1,3,6,4,6,1,2,4
투수,1,1,1,0,0,2,2,0
투자,9,12,34,26,34,11,9,31
튀르키예,0,0,0,1,0,1,1,1
트럼프,5,3,4,0,2,5,3,0
트렌드,1,0,0,0,0,0,1,0
트윈스,0,0,1,0,0,2,2,0
특강,0,1,1,0,0,1,0,0
특허,1,3,3,4,3,2,0,2
특허에,1,3,3,2,3,1,0,2
특히,5,2,5,0,3,5,0,2
팀장,1,0,2,0,0,1,0,0
판사,1,1,1,0,2,2,1,0
패널,5,12,31,24,31,11,6,27
패키지,1,0,0,0,1,1,1,0
팬들,0,0,0,0,0,1,1,0
팬들에게,1,0,0,0,0,1,0,0
퍼포먼스,1,0,2,0,1,0,0,1
펀드,2,1,2,0,1,3,1,0
펫푸드,1,0,2,0,0,1,0,0
편의,1,0,0,0,0,0,1,0
펼쳤다.,0,0,0,0,0,1,1,0
평가,0,0,1,0,0,2,2,0
평균,0,0,2,0,1,0,0,1
평균자책점,1,1,2,0,0,4,4,0
포브스,1,1,2,0,1,0,1,0
포상,0,2,4,3,4,1,2,3
포인트,0,0,0,0,0,0,1,0
포크스턴,0,0,1,0,0,1,1,0
폭력,1,1,0,0,0,0,1,0
폭발로,1,0,0,0,1,0,1,0
폭행,0,0,0,0,0,1,1,0
폰세,0,0,0,0,0,0,1,0
풀이된다.,0,0,1,0,1,0,2,1
풍부한,0,4,5,2,3,1,0,3
프로,0,1,4,2,7,1,0,3
프로그램,1,0,0,0,1,2,2,0
프로젝트,1,2,5,6,9,3,0,5
프로젝트에,0,2,4,4,10,2,0,6
프리미엄,4,3,9,10,7,5,3,4
플래토,0,0,0,0,0,2,0,0
플랫폼,5,3,8,5,6,6,3,5
플렉스,0,4,3,2,2,0,0,2
피부,1,0,2,10,0,4,0,0
피해자,0,0,0,0,0,1,1,0
필요하다.,0,0,0,0,0,1,2,0
하남,1,0,0,0,1,1,1,0
하남송년회,1,0,0,0,1,1,1,0
하는,0,0,0,0,0,2,0,0
하락했다.,1,1,1,1,0,3,0,0
하반기,7,7,16,17,20,4,5,25
하반기에,2,1,4,5,4,1,2,5
하이니켈,1,1,1,0,1,1,1,0
하지만,2,1,1,0,2,3,1,0
학생,0,0,0,1,0,0,1,1
학생들,0,1,1,0,0,1,0,0
한국,6,11,31,18,23,8,11,22
한국리틀야구연맹,1,1,1,0,0,0,2,0
한국여자야구연맹,1,1,1,0,0,0,2,0
한국인,2,2,3,0,2,3,4,0
한다,2,4,10,6,8,3,1,9
한다.,1,1,0,0,0,2,2,0
한라캐스트,0,2,8,2,6,3,3,2
한화,1,1,2,0,0,5,6,0
한화K방산조선원전,2,1,2,0,1,3,1,0
할아버지,0,0,0,0,0,2,0,0
함께,4,1,4,6,0,7,7,2
합작,1,1,1,0,0,0,2,0
합정역,0,0,0,0,0,2,0,0
해외주식,3,1,0,0,0,1,1,0
핵심,1,5,10,7,10,2,4,7
했다.,6,6,11,12,14,7,6,12
행안부,3,0,1,0,1,0,2,0
행운,0,0,0,0,0,2,3,0
향기,0,0,0,1,0,0,1,1
허페,2,6,14,10,25,6,1,15
헤드셋,1,1,2,4,4,2,0,3
혁신,0,3,7,3,5,2,1,5
현대모비스,0,1,2,0,2,0,0,1
현장에서,1,1,1,0,0,0,2,0
현재,0,0,2,0,1,2,0,0
협력,0,0,0,1,0,1,1,1
협력사,4,5,11,5,4,5,8,4
혜택,4,4,8,6,8,3,1,10
호환성,0,0,0,0,1,1,0,0
홈경기,1,0,0,0,0,1,0,0
홈런,0,0,0,0,0,0,1,0
홈케어,0,0,1,6,0,2,0,0
홈페이지,1,0,3,0,1,1,0,1
홍찬영,3,1,0,0,0,1,1,0
화면,0,1,2,0,1,2,0,1
화이트,1,3,1,1,0,2,0,0
화재,3,0,1,0,1,0,2,0
화재로,2,0,1,0,0,0,1,0
화질,2,5,11,11,10,1,4,10
확대될,4,3,6,8,6,4,0,4
확보에,0,1,2,0,2,0,0,1
환경,1,3,1,1,0,2,0,0
활동,0,0,0,0,0,1,1,0
활용할,0,0,0,0,0,0,1,0
활용해,0,1,1,0,0,1,0,0
효과,0,0,1,8,0,4,0,0
효과적인,0,0,0,2,0,1,0,0
효율,6,2,5,6,2,10,0,2
휴식,2,0,0,0,0,6,0,0
휴식공간,1,0,0,0,0,0,1,0
흐름,2,1,2,0,1,3,1,0
흑자,5,7,15,15,15,3,7,17
