org,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10
가을,6,1,4,2,2,0,3,2,1,8,4
가장,1,0,2,0,1,2,0,0,0,3,3
각각,2,5,4,4,2,5,3,1,1,4,5
각각각,2,5,4,4,2,5,3,1,1,4,5
같은,2,2,4,2,1,2,3,2,1,1,3
개발,7,10,9,6,5,8,5,2,2,6,10
갤럭시,19,7,14,14,27,14,19,18,35,20,21
거래,4,5,4,3,2,3,1,2,1,1,5
거래에서,1,1,1,2,1,0,5,2,1,2,3
거래일,2,5,4,4,2,5,3,1,1,4,5
검사장비,4,5,4,2,2,4,3,2,1,3,5
검증,2,2,1,1,1,0,1,5,1,2,3
것으로,13,13,18,12,12,9,16,11,6,9,21
것은,1,3,2,5,0,3,2,2,2,1,5
경쟁,0,3,3,2,2,4,2,0,1,2,4
경직된,2,1,4,3,1,2,2,2,0,2,4
경험,14,6,10,12,20,10,15,14,26,15,17
계기반,1,3,1,1,2,1,1,4,2,2,2
계약,1,1,1,2,1,0,5,2,1,2,3
계획,1,1,2,2,1,1,2,0,1,1,2
계획이다.,2,3,3,6,1,3,2,3,2,2,9
고객,6,3,6,5,3,2,4,10,2,6,8
고용,1,1,2,2,1,1,2,0,1,1,2
공간,2,1,2,1,2,1,2,2,2,2,3
공장,2,2,3,4,1,2,1,1,1,2,5
공정,4,5,4,2,2,4,3,2,1,3,5
관망,1,3,2,4,0,1,1,0,1,1,4
구글,2,2,4,2,1,2,3,2,1,1,3
구성원,2,2,1,1,1,0,1,5,1,2,3
구조,1,1,2,0,3,1,1,2,1,1,1
국가핵심기술,1,0,2,0,1,2,0,0,0,3,3
국민성장펀드,0,1,0,2,0,1,1,2,1,0,4
국제,0,1,0,2,0,0,1,1,1,0,2
권위,2,0,1,1,5,0,0,1,1,2,1
그룹,1,1,2,2,1,1,2,0,1,1,2
그리고,2,2,4,2,1,2,3,2,1,1,3
금리인하,1,4,2,5,0,3,2,1,2,1,4
금메달,2,2,4,2,1,2,3,2,1,1,3
금상,6,2,4,4,8,4,5,5,10,6,6
금융권,0,1,0,2,0,1,1,2,1,0,4
금융위,0,1,0,2,0,1,1,2,1,0,4
금지,3,1,2,1,1,0,2,1,1,4,2
급등,2,0,0,0,0,0,0,0,0,0,0
기기,3,4,6,2,3,2,5,2,1,1,7
기능,9,6,6,8,11,7,9,9,16,9,13
기대,1,3,2,5,1,3,1,1,2,2,5
기반,4,8,5,6,3,5,3,1,2,4,9
기업들,2,0,5,2,2,2,1,3,0,1,4
기업으로,3,5,5,4,3,4,2,0,1,3,5
기자,2,0,3,0,3,2,0,0,1,3,3
기자씨라이언,1,0,1,0,2,0,0,0,1,0,0
기준,4,6,7,6,4,7,4,3,4,4,9
기준으로,1,1,1,2,1,0,5,2,1,2,3
기지국,4,1,5,4,2,2,3,5,1,4,5
기판,1,2,3,4,2,4,3,1,1,0,4
김동아,1,0,2,0,1,2,0,0,0,3,3
김현경,1,0,2,0,1,2,0,0,0,3,3
남부,2,1,0,2,1,0,1,1,1,2,3
내년,1,1,2,2,2,1,1,1,1,3,4
내수시장,2,1,4,3,1,2,2,2,0,2,4
넘어,2,3,1,2,3,2,2,1,2,0,4
논란,1,3,2,4,0,1,1,0,1,1,4
뉴로핏,3,5,5,4,3,4,2,0,1,3,5
뉴시스,3,1,2,1,1,0,2,1,1,4,2
뉴욕,0,1,0,2,0,0,1,1,1,0,2
다.,2,5,4,4,2,5,3,1,1,4,5
다소,1,3,1,1,2,1,1,4,2,2,2
다양한,17,6,12,12,24,12,17,16,30,18,18
다음달,3,0,2,1,1,0,1,1,0,4,2
단계,1,1,3,1,1,1,1,1,0,1,4
달러,2,4,3,5,1,4,3,3,1,3,5
대기업들,1,1,2,2,1,1,2,0,1,1,2
대비,13,23,20,18,11,20,10,5,7,13,24
대사,0,1,0,2,0,0,1,1,1,0,2
대통령,2,5,3,7,0,4,3,3,2,2,7
대표,2,2,1,1,1,0,1,5,1,2,3
대한,1,3,2,4,0,1,1,0,1,1,4
대화,1,1,3,1,1,1,1,1,0,1,4
도로,2,0,3,1,1,1,1,0,0,1,1
독일,2,0,3,1,1,1,1,0,0,1,1
동부,2,1,0,2,1,0,1,1,1,2,3
듀얼모터,2,0,3,1,1,1,1,0,0,1,1
등을,2,5,4,4,2,5,3,1,1,4,5
디비디랩,2,2,1,1,1,0,1,5,1,2,3
디스플레,2,0,5,2,2,2,1,3,0,1,4
디자인,25,11,18,16,36,16,20,24,39,26,25
딜사이트경제TV,2,2,1,1,1,0,1,5,1,2,3
딥시크,2,4,3,5,0,4,2,2,1,2,5
따라,2,0,1,1,5,0,0,1,1,2,1
따르면,5,4,7,3,3,3,6,4,1,1,6
라고,4,4,5,3,2,2,4,7,2,3,6
랠리,2,0,0,0,0,0,0,0,0,0,0
럭스셰어,0,1,1,2,0,1,1,0,1,0,2
레버리지,1,3,2,5,1,3,1,1,2,2,5
레벨,1,3,2,5,1,3,1,1,2,2,5
로봇,4,7,4,7,4,6,5,4,3,3,9
로열티,3,1,4,2,1,2,2,3,0,1,3
롯데그룹,4,0,5,2,2,2,1,1,0,0,4
롯데호텔에서,4,0,5,2,2,2,1,1,0,0,4
리서치,2,2,1,1,1,0,1,5,1,2,3
리스크,2,4,3,5,0,4,2,2,1,2,5
리액터,2,1,0,2,1,0,1,1,1,2,3
마감했다.,4,5,4,3,2,3,1,2,1,1,5
말리,6,1,4,2,2,0,3,2,1,8,4
매수,1,3,2,4,0,1,1,0,1,1,4
매장,4,0,5,2,2,2,1,1,0,0,4
매출,2,3,1,2,3,2,2,1,2,0,4
메뉴,3,1,2,1,1,0,2,1,1,4,2
메리어트,3,1,2,1,1,0,2,1,1,4,2
메모리,2,2,3,4,3,1,6,3,2,5,7
메인넷,1,3,0,2,0,1,1,1,1,1,4
메타,1,1,3,1,1,1,1,1,0,1,4
모델,4,3,6,3,3,3,5,4,3,3,6
모두,6,8,9,14,2,8,7,8,5,6,14
모바일,16,6,12,12,23,12,17,16,30,17,18
모집,2,2,1,1,1,0,1,5,1,2,3
목표,1,1,2,2,2,1,1,1,1,3,4
목표가,1,1,2,2,2,1,1,1,1,3,4
몰락,2,1,4,3,1,2,2,2,0,2,4
무선,3,1,4,2,1,2,2,3,0,1,3
무한,2,3,3,1,2,1,4,1,1,0,3
미국,13,18,17,28,4,15,11,8,9,11,30
바디프랜드,2,3,1,2,3,2,2,1,2,0,4
박기범,1,0,1,0,2,0,0,0,1,0,0
반도체,13,24,23,20,11,30,16,9,6,19,33
반등,1,1,2,0,3,1,1,2,1,1,1
받고,2,4,4,6,3,8,6,2,2,1,8
밝혔습니다.,2,2,4,2,1,2,3,2,1,1,3
방침이다.,2,2,3,4,1,2,1,1,1,2,5
배터리,2,5,4,4,2,5,3,1,1,4,5
법적,3,1,4,2,1,2,2,3,0,1,3
벤처,0,1,0,2,0,1,1,2,1,0,4
변압기,2,1,0,2,1,0,1,1,1,2,3
변화에,2,1,4,3,1,2,2,2,0,2,4
보관금액,1,3,2,5,1,3,1,1,2,2,5
본보,3,0,2,1,1,0,1,1,0,4,2
본상,2,0,1,1,5,0,0,1,1,2,1
볼보,4,4,3,1,4,2,1,5,3,4,3
분석,3,5,5,4,3,4,2,0,1,3,5
분야,1,3,2,4,0,1,1,0,1,1,4
비올,4,5,4,3,2,3,1,2,1,1,5
비전,2,3,3,1,2,1,4,1,1,0,3
사업,9,16,17,12,12,17,11,5,5,9,19
사용자,4,4,4,4,6,2,2,3,2,4,9
사용한,2,2,4,2,1,2,3,2,1,1,3
사이드미러,1,3,1,1,2,1,1,4,2,2,2
사진,3,1,2,1,1,0,2,1,1,4,2
산업,1,0,2,0,1,2,0,0,0,3,3
산업기술,1,0,2,0,1,2,0,0,0,3,3
삼성,24,12,24,21,32,21,25,19,38,25,31
삼성전자,26,14,27,21,35,22,27,21,38,25,36
상보,2,0,0,0,0,0,0,0,0,0,0
상승,2,4,3,7,2,3,6,3,3,4,8
상승-리비안,1,0,0,0,0,0,0,0,0,0,0
상의,4,0,5,2,2,2,1,1,0,0,4
상향,1,2,2,4,2,2,2,3,2,3,8
색상,1,3,1,1,2,1,1,4,2,2,2
생산,6,7,7,6,3,6,4,3,2,5,10
생산능력,2,2,3,4,1,2,1,1,1,2,5
생산라인,2,0,5,2,2,2,1,3,0,1,4
생태계,1,4,0,4,0,2,2,3,2,1,8
샤또,3,0,2,1,1,0,1,1,0,4,2
샤프,2,1,4,3,1,2,2,2,0,2,4
서비스,3,5,5,4,3,4,2,0,1,3,5
선행,19,7,14,14,27,14,19,18,35,20,21
설계,2,1,0,2,1,0,1,1,1,2,3
설비,2,1,4,3,1,2,2,2,0,2,4
설정에,1,3,1,1,2,1,1,4,2,2,2
성능,4,4,3,1,4,2,1,5,3,4,3
성장,2,4,4,6,3,8,6,2,2,1,8
성적,2,2,4,2,1,2,3,2,1,1,3
세계,2,1,4,3,1,2,2,2,0,2,4
소니드,3,5,5,4,3,4,2,0,1,3,5
소송,3,1,4,2,1,2,2,3,0,1,3
소액결제,4,1,5,4,2,2,3,5,1,4,5
속도,1,3,0,2,0,1,1,1,1,1,4
솔루션,13,16,13,11,8,11,7,5,4,9,18
송전망,2,1,0,2,1,0,1,1,1,2,3
수익성,1,1,2,0,3,1,1,2,1,1,1
수입,4,1,5,3,2,2,2,1,1,2,4
스마트TV,3,1,4,2,1,2,2,3,0,1,3
스포티지,2,1,2,1,2,1,2,2,2,2,3
시간,2,0,3,1,1,1,1,0,0,1,1
시속,2,0,3,1,1,1,1,0,0,1,1
시스템,3,1,2,2,4,2,3,3,5,3,3
시연,1,1,3,1,1,1,1,1,0,1,4
시진핑,2,4,3,5,0,4,2,2,1,2,5
신고,2,4,3,5,1,4,3,3,1,3,5
신공장,2,2,3,4,1,2,1,1,1,2,5
신규,0,3,3,2,2,4,2,0,1,2,4
신동빈,4,0,5,2,2,2,1,1,0,0,4
신성이엔지,2,5,4,4,2,5,3,1,1,4,5
신임장,0,1,0,2,0,0,1,1,1,0,2
실적,3,5,6,6,6,9,7,4,3,2,9
싱글모터,2,0,3,1,1,1,1,0,0,1,1
아산캠퍼스,4,0,5,2,2,2,1,1,0,0,4
아우토반,2,0,3,1,1,1,1,0,0,1,1
아이콘,2,0,1,1,5,0,0,1,1,2,1
아이티켐,4,5,4,3,2,3,1,2,1,1,5
아이폰,8,2,10,7,4,4,5,6,2,6,9
안경,1,1,3,1,1,1,1,1,0,1,4
안보리,0,1,0,2,0,0,1,1,1,0,2
알리바바,4,1,5,4,2,2,3,5,1,4,5
애프터눈,6,1,4,2,2,0,3,2,1,8,4
애플,6,5,9,6,4,4,7,2,3,2,9
액셀,2,0,3,1,1,1,1,0,0,1,1
양국,1,4,2,5,0,3,2,1,2,1,4
양산,2,0,5,2,2,2,1,3,0,1,4
양자,1,3,2,4,0,1,1,0,1,1,4
어워드,2,0,1,1,5,0,0,1,1,2,1
업계,1,2,1,2,1,4,3,1,1,1,4
업데이트,1,3,0,2,0,1,1,1,1,1,4
업황,1,1,2,2,2,1,1,1,1,3,4
없었다.,2,0,3,1,1,1,1,0,0,1,1
에서,10,5,8,10,15,9,11,11,21,11,16
에이전트,2,2,4,2,1,2,3,2,1,1,3
에이팩트,1,2,1,2,1,4,3,1,1,1,4
엔비디아,4,8,6,10,1,8,5,5,2,5,10
역동적인,1,3,1,1,2,1,1,4,2,2,2
연간,2,2,3,4,1,2,1,1,1,2,5
연비,2,1,2,1,2,1,2,2,2,2,3
연이어,1,1,2,2,2,1,1,1,1,3,4
연준,2,7,4,10,0,6,4,3,4,2,9
열린,4,0,5,2,2,2,1,1,0,0,4
영업이익,2,2,4,2,5,2,2,3,2,4,5
예상된다.,1,1,1,2,1,0,5,2,1,2,3
예정이다.,0,1,0,2,0,1,1,2,1,0,4
오는,2,3,3,1,2,1,4,1,1,0,3
오르고,1,1,1,2,1,0,5,2,1,2,3
오른,4,5,4,3,2,3,1,2,1,1,5
오픈AI,2,2,4,2,1,2,3,2,1,1,3
올레드,4,0,5,2,2,2,1,1,0,0,4
올해,3,8,7,5,5,9,9,2,3,3,11
와이엠티,1,2,3,4,2,4,3,1,1,0,4
외관,3,1,2,0,2,1,0,1,1,2,1
외교,0,1,0,2,0,0,1,1,1,0,2
운전자,1,3,1,1,2,1,1,4,2,2,2
울산,2,2,3,4,1,2,1,1,1,2,5
위기,2,1,4,3,1,2,2,2,0,2,4
위해,0,1,0,2,0,1,1,2,1,0,4
위험,1,3,2,4,0,1,1,0,1,1,4
위험가중치,0,1,0,2,0,1,1,2,1,0,4
유엔,0,1,0,2,0,0,1,1,1,0,2
유출,1,0,2,0,1,2,0,0,0,3,3
윤석열,1,0,2,0,1,2,0,0,0,3,3
은상,10,4,8,8,15,8,10,9,20,11,12
응답,2,2,1,1,1,0,1,5,1,2,3
의료,3,5,5,4,3,4,2,0,1,3,5
의사결정,4,3,5,4,2,2,3,7,1,4,7
이날,4,5,4,3,2,3,1,2,1,1,5
이는,5,8,9,8,4,6,8,4,4,3,11
이런,2,2,4,2,1,2,3,2,1,1,3
이번,5,8,4,4,2,5,4,3,2,4,9
이상,2,4,3,7,1,3,7,4,3,3,8
이용,3,0,2,1,1,0,1,1,0,4,2
이익,1,1,2,2,2,1,1,1,1,3,4
이재명,0,1,0,2,0,0,1,1,1,0,2
이재용,4,0,5,2,2,2,1,1,0,0,4
이차전지,4,5,4,2,2,4,3,2,1,3,5
인간,2,2,4,2,1,2,3,2,1,1,3
인도,2,2,3,4,1,2,1,1,1,2,5
인증,1,3,0,2,0,1,1,1,1,1,4
인텔,4,8,6,10,1,8,5,5,2,5,10
일본,7,3,12,9,5,8,6,4,1,2,12
일제,2,0,0,0,0,0,0,0,0,0,0
있는,13,8,15,8,9,7,5,10,3,12,15
있다,2,3,4,3,2,5,4,2,1,2,8
있다.,42,32,57,42,37,42,32,27,16,32,64
있으며,1,1,3,0,2,3,0,0,0,1,2
자금,3,7,5,10,2,7,4,4,3,5,10
잡포스트,1,1,3,0,2,3,0,0,0,1,2
장비,7,11,11,6,6,12,6,3,2,8,12
장외,1,1,1,2,1,0,5,2,1,2,3
장을,4,5,4,3,2,3,1,2,1,1,5
재개,1,4,2,5,0,3,2,1,2,1,4
재판매,3,1,2,1,1,0,2,1,1,4,2
저시력자,9,3,6,6,12,6,9,9,15,9,9
저커버그,1,1,3,1,1,1,1,1,0,1,4
적자,1,2,1,2,1,4,3,1,1,1,4
전기차,2,0,0,0,0,0,0,0,0,0,0
전략,0,1,0,2,0,1,1,2,1,0,4
전력기기,2,1,0,2,1,0,1,1,1,2,3
전문가들,1,3,2,4,0,1,1,0,1,1,4
전장보다,4,5,4,3,2,3,1,2,1,1,5
전체,1,0,2,0,1,2,0,0,0,3,3
전환,4,5,7,8,2,6,5,5,1,5,9
절차,1,3,0,2,0,1,1,1,1,1,4
점유율,2,3,8,4,4,6,3,3,1,3,8
정부,3,8,5,11,1,5,5,4,3,4,11
정상회담,2,7,4,10,0,6,4,3,4,2,9
정석,2,1,2,1,2,1,2,2,2,2,3
정수기,2,0,1,1,5,0,0,1,1,2,1
정식,2,3,3,1,2,1,4,1,1,0,3
정책,3,7,5,10,2,7,4,4,3,5,10
제공,3,1,2,1,1,0,2,1,1,4,2
제공하,6,2,4,4,8,4,6,6,10,6,6
제공한다.,3,0,2,1,1,0,1,1,0,4,2
제로백,3,1,2,0,2,1,0,1,1,2,1
제조,5,6,7,2,4,7,3,2,1,4,7
제품,25,12,19,18,34,17,20,21,37,23,27
조작,1,3,1,1,2,1,1,4,2,2,2
종가,2,7,4,10,0,6,4,3,4,2,9
종합,4,3,1,2,3,2,2,1,2,0,4
주가,6,16,13,22,5,16,10,5,7,8,23
주가지수,1,3,2,5,0,3,2,2,2,1,5
주목,2,4,4,6,3,8,6,2,2,1,8
주문,1,1,1,2,1,0,5,2,1,2,3
주성엔지니어링,1,1,3,0,2,3,0,0,0,1,2
주식,0,1,0,2,0,1,1,2,1,0,4
주요,2,5,4,4,2,5,3,1,1,4,5
주택담보대출,0,1,0,2,0,1,1,2,1,0,4
주행,6,5,5,2,6,3,3,7,5,6,6
주행성능,2,0,3,1,1,1,1,0,0,1,1
중국,8,8,16,12,6,12,7,6,3,7,17
증가율,1,1,2,2,1,1,2,0,1,1,2
증강현실,1,1,3,1,1,1,1,1,0,1,4
증권사,1,1,2,2,2,1,1,1,1,3,4
지난,10,3,14,9,6,5,10,9,2,7,16
지상고,3,1,2,0,2,1,0,1,1,2,1
지속가능한,3,1,2,2,4,2,3,3,5,3,3
지수,7,15,10,18,3,12,6,6,7,5,19
지탱했다.,1,4,2,5,0,3,2,1,2,1,4
직관성,1,3,1,1,2,1,1,4,2,2,2
직관적인,2,0,1,1,5,0,0,1,1,2,1
직원,1,1,2,2,1,1,2,0,1,1,2
진단,3,5,5,4,3,4,2,0,1,3,5
차단기,2,1,0,2,1,0,1,1,1,2,3
차량,3,1,2,0,2,1,0,1,1,2,1
차의,2,0,3,1,1,1,1,0,0,1,1
채용,1,1,2,2,1,1,2,0,1,1,2
첨단,2,1,2,1,2,1,2,2,2,2,3
청년,1,1,2,2,1,1,2,0,1,1,2
체질,2,3,1,2,3,2,2,1,2,0,4
초고압변압기,2,1,0,2,1,0,1,1,1,2,3
초기,2,3,3,1,2,1,4,1,1,0,3
초대,0,1,0,2,0,0,1,1,1,0,2
총력,3,1,4,2,1,2,2,3,0,1,3
최고치,2,7,4,10,0,6,4,3,4,2,9
추석,6,1,4,2,2,0,3,2,1,8,4
출시,2,3,3,1,2,1,4,1,1,0,3
친환경,2,1,2,1,2,1,2,2,2,2,3
침해,7,2,9,5,3,4,4,4,1,3,7
컴퓨팅,1,3,2,4,0,1,1,0,1,1,4
케미컬,1,2,3,4,2,4,3,1,1,0,4
코웨,2,0,1,1,5,0,0,1,1,2,1
콘셉트,19,7,14,14,27,14,19,18,35,20,21
퀀텀,1,3,2,4,0,1,1,0,1,1,4
크게,1,1,2,0,3,1,1,2,1,1,1
크로스컨트리,3,1,2,0,2,1,0,1,1,2,1
키움증권,1,2,1,2,1,4,3,1,1,1,4
태양전지,1,1,3,0,2,3,0,0,0,1,2
테슬라,4,0,3,1,1,1,1,0,0,1,1
토큰,1,3,0,2,0,1,1,1,1,1,4
토털,2,1,0,2,1,0,1,1,1,2,3
통해,10,6,13,8,8,9,7,9,3,6,14
투자,11,20,19,29,9,21,14,13,9,9,35
투자심리,1,4,2,5,0,3,2,1,2,1,4
트럼프,3,7,5,10,0,7,4,4,3,3,10
트렌드포스,1,1,1,2,1,0,5,2,1,2,3
특허,7,2,9,5,3,4,4,4,1,3,7
특허침해,3,1,4,2,1,2,2,3,0,1,3
특히,3,1,2,0,2,1,0,1,1,2,1
파이네트워크,1,3,0,2,0,1,1,1,1,1,4
판매,4,4,8,6,5,6,2,2,2,6,11
패널,12,3,16,8,7,6,5,10,2,5,15
패스트트랙,1,3,0,2,0,1,1,1,1,1,4
패키지,3,1,2,1,1,0,2,1,1,4,2
패키징,3,7,5,6,3,9,6,2,2,5,9
퍼퓸,6,1,4,2,2,0,3,2,1,8,4
폐쇄적,2,1,4,3,1,2,2,2,0,2,4
폴스타,2,0,3,1,1,1,1,0,0,1,1
푸네,2,2,3,4,1,2,1,1,1,2,5
품질,2,2,1,1,1,0,1,5,1,2,3
프로,4,3,4,2,7,1,4,2,2,2,4
프로모션,3,0,2,1,1,0,1,1,0,4,2
플랫폼스,1,1,3,1,1,1,1,1,0,1,4
플렉시월드,3,1,4,2,1,2,2,3,0,1,3
피해,5,1,7,4,3,4,3,5,1,7,8
피해추산액,1,0,2,0,1,2,0,0,0,3,3
하는,1,3,1,1,2,1,1,4,2,2,2
하락,1,0,0,0,0,0,0,0,0,0,0
하락했다.,1,3,2,5,0,3,2,2,2,1,5
하이브리드,2,1,2,1,2,1,2,2,2,2,3
한국,2,5,3,7,0,4,3,3,2,2,7
함께,6,1,4,2,2,0,3,2,1,8,4
해외,3,3,3,2,4,4,2,1,2,3,7
해킹,2,4,3,5,1,4,3,3,1,3,5
핵심,2,4,3,5,1,4,3,3,1,3,5
핸들링,2,0,3,1,1,1,1,0,0,1,1
향후,2,2,3,4,1,2,1,1,1,2,5
헬스케어,2,3,1,2,3,2,2,1,2,0,4
혁신,7,5,7,7,8,6,6,5,7,5,11
현대차,3,3,5,6,2,3,3,1,2,3,7
현재,2,4,5,4,2,4,1,0,1,2,6
호텔,6,1,4,2,2,0,3,2,1,8,4
혼조,2,0,0,0,0,0,0,0,0,0,0
확대,2,3,1,2,3,2,2,1,2,0,4
확대에,1,3,0,2,0,1,1,1,1,1,4
환율,1,3,2,5,1,3,1,1,2,2,5
활동,0,1,0,2,0,0,1,1,1,0,2
회장,4,0,5,2,2,2,1,1,0,0,4
효과,1,1,2,0,3,1,1,2,1,1,1
효성중공업,2,1,0,2,1,0,1,1,1,2,3
효율,2,1,2,1,2,1,2,2,2,2,3
효율성,2,1,2,1,2,1,2,2,2,2,3
후공정,1,2,1,2,1,4,3,1,1,1,4
후성,4,5,4,2,2,4,3,2,1,3,5
훈련,2,4,3,5,0,4,2,2,1,2,5
흑자,2,3,3,2,4,5,4,3,2,2,5
희망퇴직,4,4,8,6,4,6,5,5,2,6,9
