term,cur,prev,diff,ma7,z_like,total
오라클,7,0,7,1.167,2.804,7
출고,6,0,6,1.0,2.5,6
시작,7,0,7,1.667,2.328,10
byd코리아,6,0,6,1.333,2.166,8
아마존,5,0,5,1.0,2.0,6
씨라이언,7,0,7,2.167,1.955,13
안경,4,0,4,0.667,1.835,4
주가,5,0,5,1.333,1.702,8
플랫폼,5,1,4,1.333,1.702,8
모빌리티,6,0,6,2.0,1.657,12
폭등,4,0,4,0.833,1.655,5
ar,3,0,3,0.5,1.464,3
경제자유구역,3,0,3,0.5,1.464,3
본격,3,0,3,0.5,1.464,3
부자,3,0,3,0.5,1.464,3
삼성sds,3,0,3,0.5,1.464,3
소비자용,3,0,3,0.5,1.464,3
이주형,3,0,3,0.5,1.464,3
lg,5,1,4,1.667,1.455,10
삼성d,3,0,3,0.667,1.285,4
2025,12,6,6,7.5,1.204,45
byd,4,0,4,1.5,1.124,9
100일,2,0,2,0.333,1.057,2
1위,2,0,2,0.333,1.057,2
33년,2,0,2,0.333,1.057,2
36,2,0,2,0.333,1.057,2
tech,2,0,2,0.333,1.057,2
고효율친환경건축대상,2,0,2,0.333,1.057,2
글래스,2,0,2,0.333,1.057,2
드라이빙,2,0,2,0.333,1.057,2
등극,2,0,2,0.333,1.057,2
메타,2,0,2,0.333,1.057,2
부사장,2,0,2,0.333,1.057,2
삼성디스플레이,2,0,2,0.333,1.057,2
서밋,2,0,2,0.333,1.057,2
시승기,2,0,2,0.333,1.057,2
엇갈린,2,0,2,0.333,1.057,2
입고,2,0,2,0.333,1.057,2
창업자,2,0,2,0.333,1.057,2
청년,2,0,2,0.333,1.057,2
최고의,2,0,2,0.333,1.057,2
탑재한,2,0,2,0.333,1.057,2
토요타,2,0,2,0.333,1.057,2
파주시,2,0,2,0.333,1.057,2
프리우스,2,0,2,0.333,1.057,2
관련주,2,0,2,0.5,0.879,3
국가,2,0,2,0.5,0.879,3
금융권,2,0,2,0.5,0.879,3
내년,2,0,2,0.5,0.879,3
도전,2,0,2,0.5,0.879,3
등과,2,0,2,0.5,0.879,3
만에,2,0,2,0.5,0.879,3
부품사,2,0,2,0.5,0.879,3
사람,2,0,2,0.5,0.879,3
성장,2,0,2,0.5,0.879,3
지정,2,0,2,0.5,0.879,3
최고,2,0,2,0.5,0.879,3
카카오,2,0,2,0.5,0.879,3
하반기,2,0,2,0.5,0.879,3
awd,2,1,1,0.5,0.879,3
착수,2,1,1,0.5,0.879,3
기반,3,1,2,1.333,0.774,8
경쟁,3,3,0,1.333,0.774,8
뉴욕증시,2,0,2,0.667,0.734,4
대통령,2,0,2,0.667,0.734,4
예방,2,0,2,0.667,0.734,4
트럼프,2,0,2,0.667,0.734,4
프리미엄,2,0,2,0.667,0.734,4
개발,2,1,1,0.667,0.734,4
도쿄,2,2,0,0.667,0.734,4
준비,2,2,0,0.667,0.734,4
kt,2,0,2,0.833,0.61,5
성료,2,1,1,0.833,0.61,5
10년간,1,0,1,0.167,0.592,1
11일,1,0,1,0.167,0.592,1
12월까지,1,0,1,0.167,0.592,1
13일,1,0,1,0.167,0.592,1
1만2000건,1,0,1,0.167,0.592,1
2025년도,1,0,1,0.167,0.592,1
2026년형,1,0,1,0.167,0.592,1
26개,1,0,1,0.167,0.592,1
26년형,1,0,1,0.167,0.592,1
29년,1,0,1,0.167,0.592,1
2위,1,0,1,0.167,0.592,1
30대,1,0,1,0.167,0.592,1
339조,1,0,1,0.167,0.592,1
35,1,0,1,0.167,0.592,1
360,1,0,1,0.167,0.592,1
3세,1,0,1,0.167,0.592,1
400조원대,1,0,1,0.167,0.592,1
40프레임,1,0,1,0.167,0.592,1
41,1,0,1,0.167,0.592,1
4년간,1,0,1,0.167,0.592,1
5000시,1,0,1,0.167,0.592,1
95,1,0,1,0.167,0.592,1
9개월,1,0,1,0.167,0.592,1
a2a의,1,0,1,0.167,0.592,1
ai가,1,0,1,0.167,0.592,1
apr,1,0,1,0.167,0.592,1
argb,1,0,1,0.167,0.592,1
awd도,1,0,1,0.167,0.592,1
bmw의,1,0,1,0.167,0.592,1
child,1,0,1,0.167,0.592,1
cj프레시웨이,1,0,1,0.167,0.592,1
