org,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10
기자,0,2,3,3,1,0,7,4,6,3,3
김성철,1,1,1,5,2,3,0,3,2,3,1
김정수,0,1,1,2,0,0,2,3,5,2,1
김포,0,0,3,1,1,0,3,4,5,3,3
김포시,0,0,3,1,1,0,3,4,5,3,3
나갈,0,1,1,2,0,0,2,3,5,2,1
내년,5,3,6,6,6,4,7,8,5,5,6
내년에도,5,4,2,4,5,2,4,4,2,4,2
다양한,3,9,5,3,6,6,6,7,5,6,5
대비,8,5,2,6,10,6,8,7,5,5,2
대표,1,1,1,5,2,3,0,3,2,3,1
대한,1,1,5,3,1,1,3,4,3,3,5
대형,8,5,2,6,10,6,8,7,5,5,2
도심,1,2,2,2,0,2,2,5,4,3,2
독일,2,4,2,2,3,3,1,3,2,2,2
동시에,0,2,3,3,2,5,5,3,3,2,3
디스플레,0,0,1,0,0,0,1,1,1,0,1
디자이너,1,0,1,1,1,0,2,3,1,1,1
디자인,4,1,4,2,2,1,2,1,1,0,4
또한,1,0,1,1,1,0,2,3,1,1,1
라운지,1,2,2,2,0,2,2,5,4,3,2
리모델링,0,0,3,1,1,0,3,4,5,3,3
매장,0,0,1,0,0,0,1,1,1,0,1
머그잔,0,0,3,1,1,0,3,4,5,3,3
메타버스,1,3,2,1,1,2,1,3,3,4,2
메트로신문,1,3,2,1,1,2,1,3,3,4,2
모니터,5,3,2,4,6,3,6,6,4,4,2
모빌리티,2,9,4,2,5,6,4,4,4,5,4
미래,0,5,2,0,2,3,3,1,2,3,2
반도체,1,1,5,3,1,1,3,4,3,3,5
밝혔다.,1,4,2,4,1,5,2,5,5,5,2
배터리,5,1,2,2,1,1,3,3,2,2,2
벤큐,1,0,1,1,1,0,2,3,1,1,1
보였다.,0,1,2,1,1,0,5,1,1,1,2
복합개발,0,1,1,2,0,0,2,3,5,2,1
부사장,0,5,2,0,2,3,3,1,2,3,2
부스,2,4,2,2,3,3,1,3,2,2,2
북한,0,0,3,1,1,0,3,4,5,3,3
분기,4,3,1,3,5,3,4,3,3,3,1
사업구조,1,1,1,5,2,3,0,3,2,3,1
사장,1,2,1,2,0,1,4,5,3,4,1
사전,4,1,4,2,2,1,2,1,1,0,4
사전예약,5,1,2,2,1,1,3,3,2,2,2
사진,1,4,2,4,1,5,2,5,5,5,2
삼성디스플레,5,9,4,4,7,5,7,5,4,7,4
삼성디스플레이,5,9,4,4,7,5,7,5,4,7,4
삼성전자,6,6,3,5,8,6,5,7,4,4,3
새로운,5,1,2,2,1,1,3,3,2,2,2
색상,1,0,1,1,1,0,2,3,1,1,1
생산,0,2,3,3,2,5,5,3,3,2,3
선보였다.,0,5,2,0,2,3,3,1,2,3,2
선임,1,2,1,2,0,1,4,5,3,4,1
설명했다.,1,1,5,3,1,1,3,4,3,3,5
설비,0,2,3,3,2,5,5,3,3,2,3
성과,1,4,2,4,1,5,2,5,5,5,2
세계,0,5,2,0,2,3,3,1,2,3,2
소재,0,2,3,3,2,5,5,3,3,2,3
소프트웨어,1,0,1,1,1,0,2,3,1,1,1
솔루션,0,5,2,0,2,3,3,1,2,3,2
수요,10,6,11,9,8,4,9,9,6,7,11
스마트싱스,2,4,2,2,3,3,1,3,2,2,2
스마트폰,4,3,1,3,5,3,4,3,3,3,1
스타벅스,0,0,3,1,1,0,3,4,5,3,3
시는,0,1,4,3,1,0,5,7,10,5,4
시리즈,9,2,6,4,3,2,5,4,3,2,6
신제품,5,1,2,2,1,1,3,3,2,2,2
싸이닉솔루션,1,1,5,3,1,1,3,4,3,3,5
아이폰,18,9,9,11,13,7,13,11,8,9,9
애기봉,0,0,3,1,1,0,3,4,5,3,3
애플,14,6,8,8,8,4,9,8,5,6,8
애플리케이션,2,4,2,2,3,3,1,3,2,2,2
양성,1,4,2,4,1,5,2,5,5,5,2
업계,5,4,2,4,5,2,4,4,2,4,2
에너지,2,4,2,2,3,3,1,3,2,2,2
에스켐,0,2,3,3,2,5,5,3,3,2,3
에어팟,5,1,2,2,1,1,3,3,2,2,2
연결,2,4,2,2,3,3,1,3,2,2,2
연구,1,4,2,4,1,5,2,5,5,5,2
영상,2,3,3,2,2,2,3,6,4,5,3
영상제,1,3,2,1,1,2,1,3,3,4,2
예약,4,1,4,2,2,1,2,1,1,0,4
오는,0,1,1,2,0,0,2,3,5,2,1
오픈AI,1,2,1,2,0,1,4,5,3,4,1
오픈AI코리아,1,2,1,2,0,1,4,5,3,4,1
오후,1,3,2,1,1,2,1,3,3,4,2
올해,6,4,7,11,8,7,7,11,7,8,7
운영,1,2,2,2,0,2,2,5,4,3,2
워치,5,1,2,2,1,1,3,3,2,2,2
웨스틴,1,2,2,2,0,2,2,5,4,3,2
웰니스,1,2,2,2,0,2,2,5,4,3,2
위한,0,1,1,2,0,0,2,3,5,2,1
유기발광다이오드,0,5,2,0,2,3,3,1,2,3,2
의료,0,1,1,2,0,0,2,3,5,2,1
이번,2,9,7,8,4,12,8,11,11,11,7
이어,1,1,5,3,1,1,3,4,3,3,5
이후,1,1,1,5,2,3,0,3,2,3,1
인사,1,2,1,2,0,1,4,5,3,4,1
있는,2,3,6,8,3,5,5,12,11,9,6
있다,0,5,2,0,2,3,3,1,2,3,2
있다.,11,9,14,14,10,11,24,20,14,14,14
전기차,2,4,2,2,3,3,1,3,2,2,2
전년,4,2,1,3,5,3,4,4,2,2,1
전략으로,0,1,1,2,0,0,2,3,5,2,1
전문가용,1,0,1,1,1,0,2,3,1,1,1
전체,4,2,1,3,5,3,4,4,2,2,1
전환,1,1,1,5,2,3,0,3,2,3,1
점유율,9,7,3,7,10,5,8,7,5,7,3
정제,0,2,3,3,2,5,5,3,3,2,3
정태영,0,1,2,1,1,0,5,1,1,1,2
정확도,1,0,1,1,1,0,2,3,1,1,1
제공,1,4,2,4,1,5,2,5,5,5,2
제공해,1,0,1,1,1,0,2,3,1,1,1
제약바이오,1,1,1,5,2,3,0,3,2,3,1
주요,1,1,1,5,2,3,0,3,2,3,1
중국,8,3,5,5,7,4,6,5,3,2,5
지난,1,4,2,4,1,5,2,5,5,5,2
지사장,1,2,1,2,0,1,4,5,3,4,1
지사장으로,1,2,1,2,0,1,4,5,3,4,1
지원,1,1,2,3,1,0,4,6,6,3,2
지정,0,1,1,2,0,0,2,3,5,2,1
진양곤,1,1,1,5,2,3,0,3,2,3,1
진행한다.,5,1,2,2,1,1,3,3,2,2,2
차량용,0,5,2,0,2,3,3,1,2,3,2
차별화된,1,2,2,2,0,2,2,5,4,3,2
창업,1,4,2,4,1,5,2,5,5,5,2
첨단,1,3,2,1,1,2,1,3,3,4,2
총장,1,4,2,4,1,5,2,5,5,5,2
최대주주,1,1,1,5,2,3,0,3,2,3,1
출신,1,2,1,2,0,1,4,5,3,4,1
출하량,8,5,2,6,10,6,8,7,5,5,2
충전,2,4,2,2,3,3,1,3,2,2,2
클럽,1,2,2,2,0,2,2,5,4,3,2
킵스파마,1,1,1,5,2,3,0,3,2,3,1
통해,1,6,5,7,3,10,7,8,8,7,5
투자,0,2,3,3,2,5,5,3,3,2,3
특화,0,0,3,1,1,0,3,4,5,3,3
파르나스,1,2,2,2,0,2,2,5,4,3,2
파르나스호텔,1,2,2,2,0,2,2,5,4,3,2
파주경제자유구역,0,1,1,2,0,0,2,3,5,2,1
판매,0,0,3,1,1,0,3,4,5,3,3
패널,9,7,3,7,10,5,8,7,5,7,3
포항,1,3,2,1,1,2,1,3,3,4,2
포항시,1,3,2,1,1,2,1,3,3,4,2
폰아레나,4,1,4,2,2,1,2,1,1,0,4
폴더블,5,4,2,4,5,2,4,4,2,4,2
프로,5,1,2,2,1,1,3,3,2,2,2
프리미엄,1,2,2,2,0,2,2,5,4,3,2
한국,1,2,1,2,0,1,4,5,3,4,1
함께,2,4,2,2,3,3,1,3,2,2,2
합리적인,1,0,1,1,1,0,2,3,1,1,1
헬스케어,0,2,3,3,2,5,5,3,3,2,3
현재,0,1,2,1,1,0,5,1,1,1,2
협력,1,4,2,4,1,5,2,5,5,5,2
혜택,5,1,2,2,1,1,3,3,2,2,2
호텔,1,2,2,2,0,2,2,5,4,3,2
확대,0,2,3,3,2,5,5,3,3,2,3
확보해,0,1,1,2,0,0,2,3,5,2,1
환경,2,4,2,2,3,3,1,3,2,2,2
회장,1,1,1,5,2,3,0,3,2,3,1
