term,cur,prev,diff,total,ma7,z_like
애플,5,11,-6,52,7.0,-0.549
아이폰,3,1,2,11,1.429,0.716
아이패드,1,0,1,4,0.571,0.244
맥북,1,0,1,6,0.714,0.155
lg전자,1,0,1,21,1.714,-0.309
현대차,1,0,1,18,1.714,-0.309
갤럭시,1,2,-1,20,2.286,-0.512
