term,cur,prev,diff,total,ma7,z_like
패널,2,0,2,9,0.714,0.697
엔비디아,1,0,1,8,0.143,0.622
아마존,1,0,1,4,0.429,0.345
byd,1,0,1,9,0.429,0.345
폴더블,2,2,0,13,1.714,0.124
아이폰,1,0,1,8,1.0,0.0
sk하이닉스,2,1,1,17,2.143,-0.058
갤럭시,2,0,2,19,2.143,-0.058
카카오,1,1,0,9,1.143,-0.069
메타,1,0,1,10,1.286,-0.134
한화,2,0,2,28,3.857,-0.627
