topic_id,word,prob
0,lg전자,0.18812038785363072
0,게이밍,0.17489550228155806
0,실적,0.09801845407678361
0,구조,0.08622588751425622
0,대신,0.07879897371070023
0,효과,0.07879887947539552
0,시장의,0.07879885867541885
0,프리미엄,0.07879770141226702
0,디스플레이,0.07796512593487051
0,크게,0.059580229065119276
1,디자인,0.3358417483045075
1,idea,0.1430076122084079
1,삼성전자,0.09230317489845896
1,design,0.08220827641689375
1,금상,0.07205249818972834
1,상을,0.06191574168198326
1,lg전자,0.054931396624563415
1,세계,0.05420829898210101
1,공모전,0.051765626346677945
1,디자인 공모전,0.051765626346677945
2,ai,0.19361803745744902
2,메타,0.18200438109865244
2,디스플레이,0.14357519866301352
2,반도체,0.1015602648120621
2,스마트폰,0.09909928118204409
2,사고,0.06133844888191586
2,주간,0.06133756036400118
2,열린,0.05704132665198075
2,바로,0.05128279626206772
2,기능,0.04914270462681332
3,OLED,0.2814383539188955
3,tv,0.11663306344006404
3,패널,0.10426139193646154
3,디스플레이,0.09965838046111102
3,중국,0.08607996838878795
3,boe,0.08607979632149707
3,애플,0.061660023880014
3,삼성,0.06127183574196108
3,lcd,0.05957217104974942
3,oled tv,0.0433450148614586
4,모습,0.1634744507684654
4,일상,0.13172787436648994
4,cbc뉴스,0.09920337260332525
4,넷플릭스,0.09485257220790753
4,온라인,0.08183856190899094
4,시간,0.08087841693818552
4,세계,0.06667815775766207
4,분야,0.06667805107732361
4,매력,0.06667769265487461
5,강의,0.18365384696270481
5,강사,0.0971153773565854
5,연애,0.06826921388995878
5,건강,0.058653890923429625
5,이도의,0.049038457895410725
5,모태솔로 연애,0.04903844104062377
5,모태솔로,0.04903844104062377
6,전기,0.1499732644894475
6,디자인,0.1286098534822305
6,은상,0.09694512750893207
6,온수기,0.09679136849322979
6,전기 온수기,0.09679136849322979
6,본상,0.09679133051811245
6,경동나비엔,0.09679130243430033
6,nwp500,0.08615495437299109
6,idea,0.07563281528274132
6,에너지,0.07551861492478516
7,디자인,0.23944129379252718
7,idea,0.11386363917208368
7,idea 디자인,0.10757284648315109
7,정수기,0.10128198742631256
7,본상,0.08870040327276627
7,아이콘 정수기,0.0887003817078782
7,아이콘,0.0887003817078782
7,코웨,0.06353715968379914
7,코웨이,0.05724634895491105
7,권위의,0.05095555779869257
8,lcd,0.11293734636594337
8,카메라,0.11061237249543139
8,문화,0.11061229307167222
8,선보이,0.11061196306917517
8,그대,0.11061196306917517
8,아티스트,0.0889242600182831
8,무대,0.08892385772394276
8,감성,0.0889234011133946
8,선사,0.08892328314470821
8,라고,0.08891925992827393
9,거래일,0.166054982968969
9,각각,0.12018361107683939
9,주가,0.10183482380934208
9,오른,0.10183482380908507
9,장을,0.09266056837271991
9,마감,0.08348636233718804
9,거래,0.08348620690658468
9,상승률,0.08348620690658468
9,주가 상승률,0.08348620690658468
9,장을 마감,0.08348620690610242
