term,cur,prev,diff,ma7,z_like,total
운세,13,0,13,2.167,4.382,13
명곡,12,1,11,2.167,3.978,13
불후의,12,1,11,2.167,3.978,13
신승훈,12,1,11,2.167,3.978,13
27세,11,0,11,1.833,3.894,11
모솔,11,0,11,1.833,3.894,11
손상,11,0,11,1.833,3.894,11
실명,11,0,11,1.833,3.894,11
중단,11,0,11,1.833,3.894,11
고백,11,2,9,2.167,3.573,13
위기,11,0,11,2.167,3.573,13
일상,10,1,9,2.0,3.314,12
결혼,10,3,7,2.167,3.169,13
16세,8,0,8,1.333,3.094,8
살림남,8,0,8,1.333,3.094,8
쇼호스트에,8,0,8,1.333,3.094,8
연하,8,0,8,1.333,3.094,8
지상렬,8,0,8,1.333,3.094,8
별자리,7,0,7,1.167,2.804,7
오늘의,7,0,7,1.167,2.804,7
변우석,8,2,6,1.667,2.764,10
09월,6,0,6,1.0,2.5,6
강사,6,0,6,1.0,2.5,6
김우진씨,6,0,6,1.0,2.5,6
바꿔줘,6,0,6,1.0,2.5,6
받았다,6,0,6,1.0,2.5,6
방광살리기,6,0,6,1.0,2.5,6
보냈,6,0,6,1.0,2.5,6
부친상,6,0,6,1.0,2.5,6
비트버니,6,0,6,1.0,2.5,6
사연,6,0,6,1.0,2.5,6
선택,6,0,6,1.0,2.5,6
성공적,6,0,6,1.0,2.5,6
수면장애,6,0,6,1.0,2.5,6
쏠퀴즈,6,0,6,1.0,2.5,6
야간뇨로,6,0,6,1.0,2.5,6
어필,6,0,6,1.0,2.5,6
원인,6,0,6,1.0,2.5,6
이후,6,0,6,1.0,2.5,6
인한,6,0,6,1.0,2.5,6
재미있었어,6,0,6,1.0,2.5,6
전립선,6,0,6,1.0,2.5,6
정답,6,0,6,1.0,2.5,6
정답은,6,0,6,1.0,2.5,6
제작진에,6,0,6,1.0,2.5,6
중요,6,0,6,1.0,2.5,6
지리,6,0,6,1.0,2.5,6
진태현,6,0,6,1.0,2.5,6
질환,6,0,6,1.0,2.5,6
출연,6,0,6,1.0,2.5,6
치료가,6,0,6,1.0,2.5,6
퀴즈,6,0,6,1.0,2.5,6
해시태,6,0,6,1.0,2.5,6
허각,6,0,6,1.0,2.5,6
ktx,6,1,5,1.167,2.324,7
경륜경정,6,1,5,1.167,2.324,7
광명역,6,1,5,1.167,2.324,7
대회서,6,1,5,1.167,2.324,7
마라톤,6,1,5,1.167,2.324,7
불법도박,6,1,5,1.167,2.324,7
수술,6,1,5,1.167,2.324,7
아내,6,1,5,1.167,2.324,7
예방,6,1,5,1.167,2.324,7
평화,6,1,5,1.167,2.324,7
스마트폰,7,4,3,1.833,2.195,11
강남구,5,0,5,0.833,2.178,5
고현정,5,0,5,0.833,2.178,5
고혈압,5,0,5,0.833,2.178,5
공개로,5,0,5,0.833,2.178,5
국악한마당,5,0,5,0.833,2.178,5
극비,5,0,5,0.833,2.178,5
김종국,5,0,5,0.833,2.178,5
도심,5,0,5,0.833,2.178,5
모솔연애,5,0,5,0.833,2.178,5
배경으로,5,0,5,0.833,2.178,5
보여서,5,0,5,0.833,2.178,5
산업용,5,0,5,0.833,2.178,5
손상으로,5,0,5,0.833,2.178,5
송가인,5,0,5,0.833,2.178,5
시무,5,0,5,0.833,2.178,5
실명위기,5,0,5,0.833,2.178,5
심쿵,5,0,5,0.833,2.178,5
에스피시스템스,5,0,5,0.833,2.178,5
여유로운,5,0,5,0.833,2.178,5
여전,5,0,5,0.833,2.178,5
온디바이스,5,0,5,0.833,2.178,5
울면서,5,0,5,0.833,2.178,5
웃음,5,0,5,0.833,2.178,5
인순이,5,0,5,0.833,2.178,5
최현욱,5,0,5,0.833,2.178,5
축하파티,5,0,5,0.833,2.178,5
카리스마,5,0,5,0.833,2.178,5
협동로봇,5,0,5,0.833,2.178,5
호소,5,0,5,0.833,2.178,5
40도,6,2,4,1.333,2.166,8
4년,6,0,6,1.333,2.166,8
건강하십니까,6,2,4,1.333,2.166,8
꺾인다,6,2,4,1.333,2.166,8
잡는,6,2,4,1.333,2.166,8
평균,6,2,4,1.333,2.166,8
23조원,6,3,3,1.5,2.023,9
sk하이닉스,6,3,3,1.5,2.023,9
간첩,6,3,3,1.5,2.023,9
계약학과,6,3,3,1.5,2.023,9
곳곳에,6,3,3,1.5,2.023,9
깔린,6,3,3,1.5,2.023,9
나라,6,3,3,1.5,2.023,9
달해,6,3,3,1.5,2.023,9
입시,6,3,3,1.5,2.023,9
줄어,6,3,3,1.5,2.023,9
취업,6,3,3,1.5,2.023,9
피해액만,6,3,3,1.5,2.023,9
학과는,6,3,3,1.5,2.023,9
드라마,5,0,5,1.0,2.0,6
로보스타,5,0,5,1.0,2.0,6
병원,5,0,5,1.0,2.0,6
제주반도체,5,0,5,1.0,2.0,6
공주시,6,4,2,1.667,1.891,10
교통안전,6,4,2,1.667,1.891,10
증가,6,4,2,1.667,1.891,10
청소년,6,4,2,1.667,1.891,10
캠페인,6,4,2,1.667,1.891,10
15만원,5,2,3,1.167,1.843,7
36만원,5,2,3,1.167,1.843,7
너무,5,2,3,1.167,1.843,7
무슨,5,2,3,1.167,1.843,7
비싸다했더니,5,2,3,1.167,1.843,7
특단,5,2,3,1.167,1.843,7
파격,5,2,3,1.167,1.843,7
한강,5,2,3,1.167,1.843,7
4위,4,0,4,0.667,1.835,4
나가,4,0,4,0.667,1.835,4
넷플릭스,4,0,4,0.667,1.835,4
동안,4,0,4,0.667,1.835,4
밖에,4,0,4,0.667,1.835,4
비결,4,0,4,0.667,1.835,4
소년의,4,0,4,0.667,1.835,4
시간,4,0,4,0.667,1.835,4
임윤아x이채민,4,0,4,0.667,1.835,4
자외선,4,0,4,0.667,1.835,4
차단,4,0,4,0.667,1.835,4
피부,4,0,4,0.667,1.835,4
2025년,6,4,2,1.833,1.77,11
레이밴,6,5,1,1.833,1.77,11
메타의,6,5,1,1.833,1.77,11
야심작,6,5,1,1.833,1.77,11
조치,5,2,3,1.333,1.702,8
12,6,6,0,2.0,1.657,12
lake,6,6,0,2.0,1.657,12
swan,6,6,0,2.0,1.657,12
경찰이,6,6,0,2.0,1.657,12
고3,6,6,0,2.0,1.657,12
글래스,6,6,0,2.0,1.657,12
까지,6,6,0,2.0,1.657,12
레스케이프,6,6,0,2.0,1.657,12
말리와,6,6,0,2.0,1.657,12
바다사자,6,6,0,2.0,1.657,12
바다표범,6,6,0,2.0,1.657,12
발레로,6,6,0,2.0,1.657,12
버추얼,6,6,0,2.0,1.657,12
복귀,6,6,0,2.0,1.657,12
분당,6,6,0,2.0,1.657,12
상륙,6,6,0,2.0,1.657,12
생물다양성,6,6,0,2.0,1.657,12
성남시,6,6,0,2.0,1.657,12
세트,6,6,0,2.0,1.657,12
애프터눈,6,6,0,2.0,1.657,12
율동공원서,6,6,0,2.0,1.657,12
조사했던,6,6,0,2.0,1.657,12
지문,6,6,0,2.0,1.657,12
채취해,6,6,0,2.0,1.657,12
탄핵박제,6,6,0,2.0,1.657,12
탐사,6,6,0,2.0,1.657,12
퍼퓸,6,6,0,2.0,1.657,12
포스트잇,6,6,0,2.0,1.657,12
학생을,6,6,0,2.0,1.657,12
협업한,6,6,0,2.0,1.657,12
공연,5,4,1,1.5,1.573,9
로봇,5,1,4,1.5,1.573,9
24일,6,7,-1,2.167,1.551,13
ai로,6,7,-1,2.167,1.551,13
byd,6,7,-1,2.167,1.551,13
ppt,6,7,-1,2.167,1.551,13
개봉,6,6,0,2.167,1.551,13
교사도,6,7,-1,2.167,1.551,13
뛰어넘는다,6,7,-1,2.167,1.551,13
만들어,6,7,-1,2.167,1.551,13
수업,6,7,-1,2.167,1.551,13
시각장애,6,7,-1,2.167,1.551,13
유튜버,6,7,-1,2.167,1.551,13
장애,6,7,-1,2.167,1.551,13
톡톡에듀,6,7,-1,2.167,1.551,13
health,3,0,3,0.5,1.464,3
내부,3,0,3,0.5,1.464,3
닥터,3,0,3,0.5,1.464,3
모두까기,3,0,3,0.5,1.464,3
성장은,3,0,3,0.5,1.464,3
안전할까,3,0,3,0.5,1.464,3
작심,3,0,3,0.5,1.464,3
학기,3,0,3,0.5,1.464,3
