org,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9
라이브,1,1,1,0,1,0,0,0,0,1
라인,1,1,4,10,0,0,0,0,2,1
라지,0,0,0,0,0,0,0,0,2,0
랜선인싸,1,2,0,0,2,0,1,1,1,0
레드닷,1,4,1,1,1,0,1,3,1,0
레이밴,0,0,7,2,1,0,1,0,1,1
레이싱,0,0,0,1,1,0,0,0,1,0
레이싱모델,0,0,0,1,1,0,0,0,1,0
레트로,0,1,1,0,0,0,1,1,2,0
렌즈,0,0,0,0,0,0,0,0,2,0
로고,2,1,0,0,1,0,2,1,0,0
로봇,2,2,3,2,0,0,2,1,1,5
롯데그룹,1,1,1,4,0,0,0,0,0,1
롯데호텔에서,1,1,1,4,0,0,0,0,0,1
리움미술관,0,0,1,0,1,0,0,0,1,0
마감했다.,2,1,4,2,0,0,0,0,0,5
마라톤,0,0,2,0,1,0,0,0,0,0
마루공원에서,0,0,0,0,0,0,0,0,1,0
마산회원구,0,0,0,0,0,0,0,0,1,0
마우스,0,0,1,0,0,1,0,0,0,1
마음,0,0,0,0,2,4,0,0,0,0
마이신한포인트,0,0,1,0,1,1,0,0,0,0
만남,0,0,0,1,0,0,0,0,0,0
만들,1,0,1,5,0,0,0,0,1,0
만에,0,0,0,0,2,1,0,0,1,0
많이,1,2,0,0,2,0,1,1,1,1
말리,0,0,1,1,0,0,0,0,1,0
매니저,0,0,0,1,1,5,0,0,0,0
매력,0,0,1,0,3,1,0,0,1,0
매장,1,1,1,4,0,0,0,0,0,1
맥북,0,0,1,4,0,0,0,0,1,1
메모리,0,0,1,0,0,0,0,0,0,0
메이크업,1,2,0,0,2,0,1,1,1,0
메타,0,0,7,2,1,0,1,0,1,1
멘로파크,0,0,4,1,0,0,0,0,0,1
명곡,0,0,0,2,0,0,0,0,4,3
모델,1,0,1,2,1,0,0,0,1,1
모두,3,1,2,4,1,0,0,0,1,3
모든,2,1,0,0,1,0,2,1,0,0
모바일,0,15,3,9,0,0,6,6,0,2
모범운전자회,0,0,1,0,1,0,0,0,1,0
모빌리티,0,0,2,3,0,0,0,0,2,0
모습,0,0,0,1,3,0,0,0,0,1
모의고사,1,0,0,0,1,4,0,0,1,0
모집,1,1,2,1,0,0,0,0,0,0
모태솔로지만,0,0,0,1,1,5,0,0,0,0
목사,0,0,0,0,0,2,0,0,0,1
목이,0,0,1,0,0,1,0,0,0,1
몰락,2,0,1,5,0,0,0,0,2,1
무대,0,0,0,3,3,0,0,0,4,4
무료,0,0,0,0,2,4,0,0,0,0
무쌍,1,2,0,0,2,0,1,1,1,0
문제,2,0,4,0,4,3,0,0,2,2
물류,2,2,3,2,0,0,2,1,1,5
미국,0,1,5,5,0,0,0,0,2,1
미니,1,1,1,0,1,0,0,0,0,1
바로,2,1,0,0,1,0,2,1,0,0
반도체,6,5,19,14,1,0,4,1,3,21
반등,4,2,2,3,0,0,2,1,1,1
받아,0,0,1,1,0,0,0,0,1,0
받았다.,1,4,1,2,2,0,1,3,1,0
발라드,0,0,0,2,0,0,0,0,4,3
발레,0,1,3,1,1,0,1,1,1,0
발인,0,0,1,1,0,0,0,0,0,0
발표했다.,0,0,1,4,0,0,0,0,1,1
밝혔다.,2,1,2,2,1,5,1,1,2,2
밥무새,0,0,1,0,1,0,0,0,0,0
방송,1,1,1,0,1,0,0,0,0,1
방송된,0,0,0,0,1,5,0,0,0,0
방식,0,0,1,0,1,0,0,0,1,0
배터리,0,2,6,7,0,0,2,1,4,6
밴드,0,0,3,1,1,0,1,0,1,0
버추얼,0,1,3,1,1,0,1,1,1,0
버튼식,0,2,1,1,0,0,1,5,1,0
변우석,0,0,1,0,3,1,0,0,1,0
변호사,0,0,1,0,1,0,0,0,0,0
변화,0,0,1,0,0,1,0,0,0,1
변화에,2,0,1,5,0,0,0,0,2,1
별세,0,0,1,1,0,0,0,0,0,0
보기,0,0,1,0,1,0,0,0,0,0
보상,1,0,1,0,0,1,0,0,0,0
본상,2,19,7,9,0,0,15,32,7,0
부담,0,0,0,1,0,0,0,0,0,0
부문,0,0,0,1,1,0,0,0,0,0
부문에서,1,4,1,1,1,0,1,3,1,0
부산,0,1,1,1,2,0,1,1,1,1
분비,0,0,1,1,1,1,0,0,0,1
분야,1,0,0,0,0,0,0,0,0,0
불법도박,0,0,2,0,1,0,0,0,0,0
불법도박에,0,0,2,0,1,0,0,0,0,0
불후,0,0,0,2,0,0,0,0,4,3
뷰티,1,2,0,0,2,0,1,1,1,0
뷰파인더,0,1,1,0,0,0,1,1,2,0
블루,1,1,1,0,1,0,0,0,0,1
비례,0,1,1,1,2,0,1,1,1,1
비올,2,1,4,2,0,0,0,0,0,5
비잉으로서,0,1,3,1,1,0,1,1,1,0
비트버니,1,0,1,0,0,1,0,0,0,0
사람,0,0,2,3,0,0,0,0,2,0
사랑,0,0,0,0,0,0,0,0,1,0
사마귀,0,0,1,0,2,0,0,0,0,0
사실,1,2,0,0,2,0,1,1,1,0
사업,10,5,10,11,1,0,5,2,4,12
사연,0,0,1,0,1,0,0,0,0,0
사용,1,0,3,4,1,0,0,0,1,1
사용시간,0,0,2,2,0,0,0,0,0,0
사용자,1,11,4,5,0,0,8,19,4,0
사용하면,0,0,1,0,0,1,0,0,0,1
사용할,0,0,1,0,0,1,0,0,0,1
사진,0,1,2,1,8,2,1,1,4,1
사회적,0,0,2,0,1,0,0,0,0,0
산업,1,0,3,7,0,0,1,0,1,0
산업기술,0,0,2,2,0,0,1,0,0,0
산업용,2,2,3,2,0,0,2,1,1,5
살롱,0,0,1,1,0,0,0,0,1,0
삼성,0,15,8,16,0,0,6,6,2,2
삼성디스플레,0,0,4,8,0,0,0,0,3,1
삼성디스플레이,0,0,1,4,0,0,0,0,1,1
삼성전자,1,18,10,18,1,0,6,6,1,9
상생,1,0,0,0,0,0,0,0,0,0
상을,1,4,1,1,1,0,1,3,1,0
상의,1,1,1,4,0,0,0,0,0,1
상점,0,0,0,1,3,0,0,0,0,1
상태,0,0,1,1,1,1,0,0,0,1
새로운,0,1,4,1,2,0,1,1,2,0
생기면,2,0,1,0,2,2,0,0,2,2
생산,1,1,6,7,0,0,1,0,2,6
생산능력,1,0,1,5,0,0,0,0,1,0
생산라인,1,0,1,4,0,0,0,0,0,2
생성형,0,0,1,0,0,0,0,0,0,0
생활가전,3,1,2,4,1,0,0,0,1,1
샤또,0,0,1,1,0,0,0,0,1,0
샤프,2,0,1,5,0,0,0,0,2,1
서로,0,0,1,0,1,0,0,0,1,0
서울시교육청,1,0,2,0,1,1,0,0,0,1
서한GP,0,0,0,1,1,0,0,0,1,0
선행,0,15,3,9,0,0,6,6,0,2
설립된,2,2,3,2,0,0,2,1,1,5
설명했다.,0,0,0,1,1,5,0,0,0,0
설비,2,0,1,5,0,0,0,0,2,1
설정,0,0,1,0,0,0,0,0,0,0
설치,1,3,1,2,0,0,5,4,1,0
성균관대,1,1,2,1,0,0,0,0,0,0
성남시,1,0,0,0,0,0,0,0,0,0
성능,0,0,3,2,0,0,0,0,0,0
성장,0,0,1,1,1,1,0,0,0,1
성장판,0,0,1,1,1,1,0,0,0,1
성장호르몬,0,0,1,1,1,1,0,0,0,1
세계,5,3,7,12,2,0,3,2,7,3
세단,0,1,1,2,0,0,2,1,3,1
세련된,0,0,1,1,4,1,0,0,2,0
세미나,0,1,3,5,0,0,0,0,1,1
센서,0,0,0,0,0,0,0,0,2,0
셰프,0,0,0,1,1,0,0,0,0,0
소년,0,0,0,1,1,0,0,0,0,0
소변,0,0,0,1,1,1,0,0,0,0
소아청소년,0,0,1,1,1,1,0,0,0,1
소액결제,2,1,2,4,1,0,0,0,1,3
소재,4,0,3,5,0,0,0,0,0,0
속도,0,0,1,0,0,0,0,0,0,0
손가락,0,0,3,1,1,0,1,0,1,0
손기정,0,0,0,1,1,1,0,0,0,0
손흥민,0,0,0,0,2,1,0,0,1,0
솔루션,5,3,10,6,0,0,3,1,2,15
수능,0,0,0,0,1,5,0,0,0,0
수도,2,0,1,0,2,2,0,0,2,2
수면,0,0,1,2,2,2,0,0,0,1
수상,2,4,2,4,0,0,10,5,2,0
수상하며,0,3,1,1,0,0,1,5,1,0
수술,0,0,0,0,2,1,0,0,1,0
수업,1,0,3,0,1,1,0,0,0,1
수익성,4,2,2,3,0,0,2,1,1,1
수입,0,0,3,5,0,0,0,0,2,0
숙면매트,1,1,1,2,0,0,5,2,1,0
숙면에,0,0,0,1,1,1,0,0,0,0
슈퍼레이스,0,0,0,1,1,0,0,0,1,0
스마트폰,1,1,3,0,0,2,1,1,2,1
스테인리스,3,0,3,5,0,0,0,0,0,0
스포츠,0,0,2,0,1,0,0,0,0,0
습관,0,0,1,1,1,1,0,0,0,1
시각장애,1,0,2,0,1,1,0,0,0,1
시간,0,0,0,2,2,1,0,0,0,1
시그마인텔,0,1,3,5,0,0,0,0,1,1
시네마,0,0,0,0,0,0,0,0,2,0
시대에,0,0,2,3,0,0,0,0,2,0
시리즈,2,1,2,2,0,0,1,1,1,2
시스템,2,7,5,5,0,0,4,3,1,6
시장에,0,1,1,2,0,0,2,1,3,1
시점,0,0,0,0,1,5,0,0,0,0
신동빈,1,1,1,4,0,0,0,0,0,1
신보람,0,0,0,1,0,0,0,0,0,0
신성이엔지,0,1,3,3,0,0,0,0,1,5
신승훈,0,0,0,2,0,0,0,0,4,3
신제품,2,1,2,2,0,0,1,1,1,2
신체,0,0,1,0,1,0,0,0,1,0
신한,0,0,1,0,1,1,0,0,0,0
실적,4,2,2,3,0,0,2,1,1,1
싫다,0,0,1,0,1,0,0,0,0,0
쏠퀴즈,0,0,1,0,1,1,0,0,0,0
아내,0,0,1,0,3,1,0,0,1,0
아니다.,2,1,0,0,1,0,2,1,0,0
아산캠퍼스,1,1,1,4,0,0,0,0,0,1
아시아,0,1,2,0,0,0,0,0,0,1
아이,0,0,1,1,1,1,0,0,0,1
아이콘,0,13,5,5,0,0,5,25,5,0
아이템,1,0,1,0,1,1,0,0,1,1
아이티켐,2,1,4,2,0,0,0,0,0,5
아이폰,2,1,5,9,1,0,0,0,3,3
아카이브,1,1,1,0,1,0,0,0,0,1
아티스트,0,0,0,2,0,0,0,0,4,3
안경,0,0,7,2,1,0,1,0,1,1
안디도,0,0,0,0,0,2,0,0,0,1
안전한,0,0,1,0,1,0,0,0,1,0
않는,0,0,0,1,0,0,0,0,2,2
않았다.,0,0,0,0,0,0,0,0,0,1
알리바바,2,1,2,4,1,0,0,0,1,3
앞에,0,0,0,1,3,0,0,0,0,1
애니메이션,0,0,1,0,0,0,0,0,0,0
애프터눈,0,0,1,1,0,0,0,0,1,0
애플,0,0,3,5,0,0,0,0,2,0
앱들,0,0,1,0,0,0,0,0,0,0
앱을,1,0,1,0,0,1,0,0,0,0
앱테크,1,0,2,0,1,2,0,0,0,0
야간뇨,0,0,0,1,1,1,0,0,0,0
야구,0,0,0,0,0,0,0,0,1,0
약정,1,0,1,2,1,0,0,0,1,1
양나래,0,0,1,0,1,0,0,0,0,0
양덕2동,0,0,0,0,0,0,0,0,1,0
양덕2동에,0,0,0,0,0,0,0,0,1,0
양산,1,0,1,4,0,0,0,0,0,2
어우러진,0,0,1,1,0,0,0,0,1,0
어워드,1,17,6,6,1,0,6,28,6,0
업계,0,1,3,0,1,0,0,0,0,5
업그레이드,0,0,2,2,0,0,0,0,0,0
업데이트,0,0,2,2,0,0,0,0,0,0
업종별,0,0,2,2,0,0,1,0,0,0
에너지,2,4,2,4,0,0,10,5,2,0
에는,0,0,0,0,1,5,0,0,0,0
에듀테크,1,0,2,0,1,1,0,0,0,1
에서,0,11,9,8,1,0,5,5,1,2
에어컨,1,1,1,2,0,0,5,2,1,0
에이팩트,0,1,3,0,1,0,0,0,0,5
에코백,2,1,0,0,1,0,2,1,0,0
엔비디아,0,1,2,0,0,0,0,0,0,1
엔젤로보틱스,2,2,3,2,0,0,2,1,1,5
여러,0,0,0,1,3,0,0,0,0,1
여름,2,1,0,0,1,0,2,1,0,0
역할,0,0,0,1,1,0,0,0,1,0
연상시키,0,0,1,1,0,0,0,0,1,0
연수,1,0,2,0,1,1,0,0,0,1
연애,1,0,0,1,2,9,0,0,1,0
연예,0,0,0,0,2,1,0,0,1,0
열린,1,1,7,8,0,0,0,0,2,2
영감,0,0,1,1,0,0,0,0,1,0
영상,2,2,1,2,3,0,1,1,4,1
영양,0,0,1,1,1,1,0,0,0,1
영업이익,4,2,2,3,0,0,2,1,1,1
영파씨,0,0,0,2,0,0,0,0,4,3
옆커폰,1,0,1,2,1,0,0,0,1,1
예능,0,0,0,1,1,5,0,0,0,0
예방,0,0,2,0,1,0,0,0,0,0
예술,0,0,1,0,1,0,0,0,1,0
예정이다.,2,1,1,0,2,4,0,0,1,1
오늘,1,0,1,0,0,1,0,0,0,0
오늘엔,1,0,0,0,1,1,0,0,1,1
오른,2,1,4,2,0,0,0,0,0,5
오전,0,0,1,1,0,0,0,0,0,0
오후,0,0,0,0,0,0,0,0,1,0
오후부터,0,0,1,1,0,0,0,0,0,0
온디바이스,0,1,3,0,1,0,0,0,0,5
온라인,0,0,1,0,1,0,0,0,0,0
온수,1,1,1,2,0,0,5,2,1,0
온수기,3,7,3,6,0,0,15,9,3,0
올레드,1,1,1,4,0,0,0,0,0,1
올렸다.,0,0,0,1,1,0,0,0,0,0
올해,2,1,3,6,0,0,0,0,1,0
옵션,0,0,1,0,0,0,0,0,0,0
요금제,1,0,1,2,1,0,0,0,1,1
우리,0,0,1,0,0,1,0,0,0,1
운영체제,0,0,2,2,0,0,0,0,0,0
울트라,0,0,2,2,0,0,0,0,0,0
울트라로,0,0,2,2,0,0,0,0,0,0
원UI,0,0,2,2,0,0,0,0,0,0
원가,3,1,6,10,0,0,0,0,1,1
원인,0,0,0,1,1,1,0,0,0,0
위기,2,0,1,5,0,0,0,0,2,1
위드인,0,0,1,0,1,0,0,0,1,0
위해,1,0,0,0,1,4,0,0,1,0
유다솜,0,0,0,1,1,0,0,0,1,0
유료,0,0,0,0,2,4,0,0,0,0
유리안,0,0,0,1,1,0,0,0,1,0
유출,0,0,2,2,0,0,1,0,0,0
유출된,0,0,2,2,0,0,1,0,0,0
윤서호,0,0,3,1,1,0,1,0,1,0
율동공원,1,0,0,0,0,0,0,0,0,0
은상,2,11,3,7,0,0,12,9,2,0
의사결정,2,0,1,5,0,0,0,0,2,1
이날,2,1,4,3,0,0,0,0,2,7
이데일리,0,0,2,3,0,0,0,0,2,0
이도,1,0,0,1,5,18,0,0,1,0
이런,0,0,0,0,0,2,0,0,0,1
이렇게,0,0,0,0,0,2,0,0,0,1
이름,0,0,0,1,1,0,0,0,0,0
이문영,0,0,1,0,0,0,0,0,0,0
이번,3,8,8,9,0,0,12,10,9,9
이벤트,1,1,2,0,2,1,0,0,0,1
이분씨,0,0,1,1,0,0,0,0,0,0
이슈,0,0,0,0,2,1,0,0,1,0
이어,0,1,1,2,0,0,2,1,3,1
이유,2,1,0,0,1,0,2,1,0,0
이율예,0,0,0,0,0,0,0,0,0,1
이재용,1,1,1,4,0,0,0,0,0,1
이제,0,0,0,0,0,2,0,0,0,1
이차전지,1,0,3,2,0,0,1,0,1,5
이하,0,0,0,0,1,5,0,0,0,0
인공지능,0,0,1,0,0,0,0,0,0,0
인바,3,0,3,5,0,0,0,0,0,0
인천,0,0,0,0,0,0,0,0,0,1
인텔,0,1,2,0,0,0,0,0,0,1
일들,2,0,1,0,2,2,0,0,2,2
일본,3,1,2,9,0,0,0,0,2,2
일상,0,0,1,1,6,1,0,0,1,1
일중한의원,0,0,0,1,1,1,0,0,0,0
있는,7,7,3,6,7,2,4,5,5,5
있는데,0,0,2,2,0,0,0,0,0,0
있다,2,2,3,8,4,4,1,1,4,0
있다.,25,24,55,61,17,6,15,26,28,37
있으니,2,0,1,0,2,2,0,0,2,2
자동,0,0,1,0,0,0,0,0,0,0
자동화,2,2,3,2,0,0,2,1,1,5
자료,0,0,1,0,0,0,0,0,0,0
자세,0,0,1,0,0,1,0,0,0,1
자율주행,0,0,2,3,0,0,0,0,2,0
자전거,0,0,1,0,1,0,0,0,1,0
작은,0,1,1,0,0,0,1,1,2,0
장례식장,0,0,1,1,0,0,0,0,0,0
장모상,0,0,1,1,0,0,0,0,0,0
장비,3,3,9,7,0,0,3,1,3,15
장애,1,0,2,0,1,1,0,0,0,1
장애인,1,0,2,0,1,1,0,0,0,1
장을,2,1,4,2,0,0,0,0,0,5
장점,0,0,2,2,0,0,0,0,0,0
재시작,0,0,1,0,0,0,0,0,0,0
재테크,1,0,1,0,0,1,0,0,0,0
