org,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7
뉴아틀라스,1,0,0,0,1,0,1,1
다.,0,4,3,1,0,10,2,1
다른,0,0,0,0,0,0,0,1
다리로,0,0,1,1,0,0,0,0
다양한,5,9,10,11,4,8,11,3
당시,0,0,1,1,0,0,0,0
대구보건대학교,0,1,0,0,0,1,0,0
대기업,0,1,1,0,0,1,1,0
대다수,0,0,1,2,0,0,0,0
대비,0,7,5,1,0,16,4,2
대상으로,0,0,0,1,0,0,0,1
대선,0,0,1,1,0,0,0,0
대해,0,0,1,1,0,0,0,0
대해서도,0,0,1,1,0,0,0,0
대형,0,1,0,0,0,1,0,1
댓글,0,1,1,0,0,0,0,0
더퍼블릭,5,1,1,0,2,0,3,0
데이터센터,0,2,4,1,0,1,1,1
도구,0,1,0,0,0,1,0,0
도심,0,0,1,5,0,0,0,0
도움,0,0,1,2,0,0,0,0
돋보이,0,1,1,0,0,0,0,0
되고,0,0,0,0,0,1,0,1
된다.,0,0,1,2,0,0,0,0
드라이버,0,3,5,1,0,2,0,0
들고,1,0,0,1,2,0,1,0
등을,0,2,3,0,0,5,1,0
등이,2,2,1,2,2,1,4,0
디바이스,0,0,0,0,0,0,0,1
디스플레,0,8,12,3,2,4,1,1
디자인,41,16,21,5,30,6,41,0
디저트,0,1,1,0,0,0,0,0
따라,15,5,5,1,6,0,8,0
따르면,0,1,4,0,0,0,0,0
때문에,0,1,0,1,0,1,0,0
때문이다.,0,2,4,1,0,1,1,1
라고,0,0,1,4,0,0,0,7
라며,0,0,1,1,0,0,0,0
라이브,0,2,0,2,0,1,1,1
라인,0,3,10,2,0,1,1,1
라지,0,1,0,1,0,0,0,0
랜선인싸,1,1,0,1,1,0,2,0
러닝메이트,0,0,1,1,0,0,0,0
런닝맨,0,1,1,3,0,1,0,1
레드닷,2,2,1,2,2,1,4,0
레이밴,0,3,1,2,1,1,0,0
레트로,1,0,0,0,1,0,1,1
렌즈,0,1,0,1,0,0,0,0
로고,1,0,0,1,2,0,1,0
로봇,1,4,2,1,2,5,2,0
롯데그룹,0,1,4,0,0,0,1,0
롯데호텔에서,0,1,4,0,0,0,1,0
리움미술관,0,0,0,0,0,0,0,1
마감했다.,0,2,2,0,0,5,1,0
마라톤,0,1,0,0,0,1,0,1
마우스,0,0,0,0,0,1,0,1
마음,0,0,0,1,0,0,0,4
마이신한포인트,0,1,0,2,0,0,0,1
만남,0,0,1,1,0,0,0,0
만들,0,1,5,1,0,0,0,0
만에,1,1,0,3,0,0,0,0
많이,1,1,0,1,1,0,2,0
말리,0,1,1,0,0,0,0,0
매니저,0,0,1,3,0,0,0,3
매력,0,0,0,4,0,0,0,2
매장,0,1,4,0,0,0,1,0
맥북,0,1,4,0,0,0,0,0
메모리,0,0,0,0,0,0,0,1
메이크업,1,1,0,1,1,0,2,0
메타,0,3,1,2,1,1,0,0
모델,0,2,2,1,0,0,0,0
모두,0,4,4,1,0,3,1,0
모든,1,0,0,1,2,0,1,0
모바일,6,3,9,3,3,5,15,0
모범운전자회,0,0,0,1,0,0,0,1
모빌리티,0,2,3,1,0,1,0,0
모습,0,0,1,5,0,0,0,0
모의고사,0,0,0,2,0,0,0,3
모집,0,1,1,0,0,1,1,0
모태솔로지만,0,0,1,3,0,0,0,3
목사,0,0,0,1,0,0,0,1
목이,0,0,0,0,0,1,0,1
몰락,0,1,5,2,0,0,0,0
무대,0,0,1,5,0,0,0,0
무료,0,0,0,1,0,0,0,4
무선,0,1,0,0,0,1,1,1
무쌍,1,1,0,1,1,0,2,0
문제,0,3,0,3,0,2,0,2
물류,1,4,2,1,2,5,2,0
미국,0,4,5,1,0,3,1,1
미니,0,2,0,2,0,1,1,1
민주당,0,0,1,1,0,0,0,0
바로,1,0,0,1,2,0,1,0
바이든,0,0,1,1,0,0,0,0
반도체,1,18,14,4,4,25,5,1
반등,1,2,3,1,2,1,2,1
받아,0,1,1,0,0,0,0,0
받았다.,2,2,2,4,2,1,4,1
발레,1,2,1,1,1,1,1,0
발인,0,1,1,0,0,0,0,0
발표했다.,0,1,4,0,0,0,0,0
밝혔다.,1,3,2,2,1,2,1,5
밥무새,0,1,0,0,0,1,0,0
방송,0,2,0,2,0,1,1,1
방송된,0,0,0,1,0,0,0,4
방식,0,0,0,0,0,0,0,1
배터리,1,5,7,0,2,5,2,1
밴드,0,3,1,2,1,1,0,0
버추얼,1,2,1,1,1,1,1,0
버튼식,5,1,1,0,2,0,2,0
변우석,0,0,0,6,0,0,0,3
변호사,0,1,0,0,0,1,0,0
변화,0,0,0,0,0,1,0,1
변화에,0,1,5,2,0,0,0,0
별세,0,1,1,0,0,0,0,0
보기,0,1,0,0,0,1,0,0
보상,0,1,0,0,0,0,0,1
본상,33,11,11,0,25,0,22,0
부담,0,0,1,1,0,0,0,0
부문,0,0,1,2,0,0,0,1
부문에서,2,2,1,2,2,1,4,0
부산,1,2,1,2,1,1,1,0
부통령,0,0,1,1,0,0,0,0
부티지지,0,0,1,1,0,0,0,0
분위기,0,0,0,2,0,0,0,1
불법도박,0,1,0,0,0,1,0,1
불법도박에,0,1,0,0,0,1,0,1
불후,0,0,2,2,0,0,0,0
뷰티,1,1,0,1,1,0,2,0
뷰파인더,1,0,0,0,1,0,1,1
블루,0,2,0,2,0,1,1,1
비례,1,2,1,2,1,1,1,0
비올,0,2,2,0,0,5,1,0
비잉으로서,1,2,1,1,1,1,1,0
비트버니,0,1,0,0,0,0,0,1
사람,0,2,3,1,0,1,0,0
사마귀,0,0,0,2,0,0,0,1
사실,1,1,0,1,1,0,2,0
사업,2,11,11,4,5,12,5,2
사연,0,1,0,0,0,1,0,0
사용,0,3,4,1,0,0,0,1
사용시간,0,1,2,0,0,0,0,1
사용자,18,5,5,0,11,0,11,0
사용하면,0,0,0,0,0,1,0,1
사용할,0,0,0,0,0,1,0,1
사진,2,1,1,12,1,0,1,3
사회적,0,1,0,0,0,1,0,1
산업,0,3,7,1,1,1,0,0
산업기술,0,2,2,0,1,1,0,0
산업용,1,4,2,1,2,5,2,0
살롱,0,1,1,0,0,0,0,0
삼성,6,6,16,4,3,6,15,2
삼성디스플레,0,4,8,1,0,1,0,0
삼성디스플레이,0,1,4,0,0,0,0,0
삼성전자,6,8,18,5,3,11,18,2
상을,2,2,1,2,2,1,4,0
상의,0,1,4,0,0,0,1,0
상점,0,0,1,5,0,0,0,0
새로운,1,2,1,1,1,1,1,1
생기면,0,1,0,1,0,1,0,0
생산,0,5,7,2,1,6,1,1
생산능력,0,1,5,1,0,0,0,0
생산라인,0,1,4,0,0,1,0,0
생성형,0,1,0,0,0,1,0,0
생활가전,0,2,4,1,0,1,1,1
샤또,0,1,1,0,0,0,0,0
샤프,0,1,5,2,0,0,0,0
서로,0,0,0,0,0,0,0,1
서울시교육청,0,1,0,1,0,1,0,2
선행,6,3,9,3,3,5,15,0
설립된,1,4,2,1,2,5,2,0
설명했다.,0,0,1,3,0,0,0,3
설비,0,1,5,2,0,0,0,0
설정,0,0,0,0,0,0,0,1
설치,3,2,2,0,5,0,3,0
성균관대,0,1,1,0,0,1,1,0
성능,0,1,2,0,0,0,0,2
세계,2,7,12,4,3,2,3,1
세단,1,2,2,0,2,0,1,0
세련된,0,0,0,4,0,0,0,2
세미나,0,2,5,1,0,1,1,1
센서,0,1,0,1,0,0,0,0
셔츠,0,0,0,2,0,0,0,1
셰프,0,0,1,2,0,0,0,1
소년,0,0,1,2,0,0,0,1
소변,0,0,1,2,0,0,0,0
소액결제,0,4,4,1,0,3,1,0
소음,0,1,0,0,0,1,1,1
소재,0,3,5,1,0,2,0,0
속도,0,0,0,0,0,0,0,1
손가락,0,3,1,2,1,1,0,0
손기정,0,0,1,2,0,0,0,0
손흥민,1,1,0,3,0,0,0,0
솔루션,1,9,6,2,3,15,3,0
수능,0,0,0,1,0,0,0,4
수도,0,1,0,1,0,1,0,0
수면,0,0,1,2,0,0,0,0
수상,3,4,4,0,10,0,4,0
수상하며,5,1,1,0,2,0,3,0
수술,1,1,0,3,0,0,0,0
수업,0,2,0,1,0,2,0,2
수익성,1,2,3,1,2,1,2,1
수입,0,2,5,1,0,1,0,1
숙면매트,4,4,4,0,10,0,4,0
숙면에,0,0,1,2,0,0,0,0
스마트폰,1,2,0,0,1,2,2,4
스테인리스,0,3,5,1,0,2,0,0
스포츠,0,1,0,0,0,1,0,1
시각장애,0,1,0,1,0,1,0,2
시간,0,0,2,4,0,0,0,1
시그마인텔,0,2,5,1,0,1,1,1
시네마,0,1,0,1,0,0,0,0
시대에,0,2,3,1,0,1,0,0
시리즈,1,3,2,1,1,2,1,1
시스템,3,5,5,2,3,7,7,1
시장에,1,2,2,0,2,0,1,0
시점,0,0,0,1,0,0,0,4
신동빈,0,1,4,0,0,0,1,0
신보람,0,0,1,1,0,0,0,0
신성이엔지,0,2,3,0,0,5,1,0
신제품,1,3,2,1,1,2,1,1
신체,0,0,0,0,0,0,0,1
신한,0,1,0,2,0,0,0,1
실적,1,2,3,1,2,1,2,1
싫다,0,1,0,0,0,1,0,0
쏠퀴즈,0,1,0,2,0,0,0,1
아내,1,2,0,3,0,1,0,0
아니다.,1,0,0,1,2,0,1,0
아산캠퍼스,0,1,4,0,0,0,1,0
아시아,0,2,0,0,0,2,1,0
아이콘,25,5,5,0,10,0,13,0
아이템,0,1,0,1,0,1,0,0
아이티켐,0,2,2,0,0,5,1,0
아이폰,0,6,9,2,0,4,1,1
아카이브,0,2,0,2,0,1,1,1
안경,0,3,1,2,1,1,0,0
안디도,0,0,0,1,0,0,0,1
안전한,0,0,0,1,0,0,0,1
알리바바,0,4,4,1,0,3,1,0
앞에,0,0,1,5,0,0,0,0
애니메이션,0,0,0,0,0,0,0,1
애프터눈,0,1,1,0,0,0,0,0
애플,0,3,5,1,0,2,1,2
액티브,0,1,0,0,0,1,1,1
앱들,0,0,0,0,0,0,0,1
앱을,0,1,0,0,0,0,0,1
앱테크,0,2,0,2,0,0,0,2
야간뇨,0,0,1,2,0,0,0,0
약정,0,2,2,1,0,0,0,0
양나래,0,1,0,0,0,1,0,0
양산,0,1,4,0,0,1,0,0
어떻게든,0,1,1,3,0,1,0,1
어우러진,0,1,1,0,0,0,0,0
어워드,30,9,8,2,17,1,20,0
업계,0,2,0,1,0,5,1,1
업그레이드,0,1,2,0,0,0,0,1
업데이트,0,1,2,0,0,0,0,1
업종별,0,2,2,0,1,1,0,0
없는,0,0,0,2,0,0,0,1
에너지,3,4,4,0,10,0,4,0
에는,0,0,0,1,0,0,0,4
에듀테크,0,1,0,1,0,1,0,2
에서,5,4,7,3,3,4,11,0
에어컨,4,4,4,0,10,0,4,0
에어팟,0,1,0,0,0,1,1,1
에이팩트,0,2,0,1,0,5,1,1
에코백,1,0,0,1,2,0,1,0
엔비디아,0,2,0,0,0,2,1,0
엔젤로보틱스,1,4,2,1,2,5,2,0
여러,0,0,1,5,0,0,0,0
여름,1,0,0,1,2,0,1,0
연상시키,0,1,1,0,0,0,0,0
연수,0,1,0,1,0,1,0,2
연애,0,0,1,5,0,0,0,6
연예,1,1,0,3,0,0,0,0
열린,0,3,7,1,0,1,1,0
영감,0,1,1,0,0,0,0,0
영상,1,4,2,3,1,0,2,0
영업이익,1,2,3,1,2,1,2,1
옆커폰,0,2,2,1,0,0,0,0
예능,0,0,1,2,0,0,0,4
예방,0,1,0,0,0,1,0,1
예술,0,0,0,0,0,0,0,1
예정이다.,0,2,0,4,0,1,1,4
오늘,0,1,0,0,0,0,0,1
오른,0,2,2,0,0,5,1,0
오전,0,1,1,0,0,0,0,0
오후부터,0,1,1,0,0,0,0,0
온디바이스,0,2,0,1,0,5,1,1
온라인,0,1,0,0,0,1,0,0
온수,1,2,2,0,5,0,1,0
온수기,9,8,8,0,20,0,10,0
올레드,0,1,4,0,0,0,1,0
올렸다.,0,0,1,2,0,0,0,1
올해,0,2,6,1,0,1,1,0
옵션,0,0,0,0,0,0,0,1
요금제,0,2,2,1,0,0,0,0
우리,0,0,0,0,0,1,0,1
운영체제,0,1,2,0,0,0,0,1
울트라,0,1,2,0,0,0,0,1
울트라로,0,1,2,0,0,0,0,1
원UI,0,1,2,0,0,0,0,1
원가,0,5,10,2,0,3,1,1
원인,0,0,1,2,0,0,0,0
위기,0,1,5,2,0,0,0,0
위드인,0,0,0,0,0,0,0,1
위해,0,0,0,2,0,0,0,3
유료,0,0,0,1,0,0,0,4
유출,0,2,2,0,1,1,0,0
유출된,0,2,2,0,1,1,0,0
윤서호,0,3,1,2,1,1,0,0
은상,10,7,9,1,16,1,14,0
의사결정,0,1,5,2,0,0,0,0
이날,0,2,2,0,0,5,1,0
이데일리,0,2,3,1,0,1,0,0
이도,0,0,1,7,0,0,0,14
이런,0,0,0,1,0,0,0,1
이렇게,0,0,0,1,0,0,0,1
이름,0,0,1,2,0,0,0,1
이문영,0,1,0,0,0,1,0,0
이번,8,10,7,1,13,7,8,0
이벤트,0,3,0,4,0,1,1,2
이병헌,1,1,0,3,0,0,0,0
이분씨,0,1,1,0,0,0,0,0
이슈,1,1,0,3,0,0,0,0
이어,1,2,2,0,2,0,1,0
이어졌다.,0,0,0,2,0,0,0,1
이어폰,0,1,0,0,0,1,1,1
이에,0,0,1,1,0,0,0,0
이유,1,0,0,1,2,0,1,0
이재용,0,1,4,0,0,0,1,0
이제,0,0,0,1,0,0,0,1
이차전지,0,3,2,1,1,5,0,0
이하,0,0,0,1,0,0,0,4
인공지능,0,1,0,0,0,1,0,0
인바,0,3,5,1,0,2,0,0
인텔,0,2,0,0,0,2,1,0
일들,0,1,0,1,0,1,0,0
일본,0,2,9,2,0,0,1,0
일상,0,0,1,9,0,0,0,2
일중한의원,0,0,1,2,0,0,0,0
있는,4,5,5,5,5,3,7,0
있는데,0,1,2,0,0,0,0,1
있다,1,4,8,4,1,1,2,4
있다.,26,48,57,26,19,35,24,12
있으니,0,1,0,1,0,1,0,0
자동,0,0,0,0,0,0,0,1
자동화,1,4,2,1,2,5,2,0
자료,0,1,0,0,0,1,0,0
자세,0,0,0,0,0,1,0,1
자연광,0,0,0,2,0,0,0,1
자율주행,0,2,3,1,0,1,0,0
자전거,0,0,0,1,0,0,0,1
작은,1,0,0,0,1,0,1,1
장관,0,0,1,1,0,0,0,0
장례식장,0,1,1,0,0,0,0,0
장모상,0,1,1,0,0,0,0,0
장비,1,9,7,2,3,15,3,0
장애,0,1,0,1,0,1,0,2
장애인,0,1,0,1,0,1,0,2
장을,0,2,2,0,0,5,1,0
장점,0,1,2,0,0,0,0,1
재시작,0,0,0,0,0,0,0,1
재테크,0,1,0,0,0,0,0,1
저녁,0,0,0,2,0,0,0,1
저시력자,2,1,3,1,1,2,5,0
저온,1,2,2,0,2,0,1,0
저장,0,2,2,1,0,0,0,0
저희,0,0,0,1,0,0,0,1
적용해,3,2,2,0,5,0,3,0
전기,10,10,10,0,22,0,11,0
전기차,1,2,2,0,2,0,1,0
전립선,0,0,1,2,0,0,0,0
전장보다,0,2,2,0,0,5,1,0
전지적,0,0,0,1,0,0,0,4
전참시,0,0,0,3,0,0,0,7
전체,0,2,4,1,0,1,1,1
전환,0,2,5,2,0,1,0,0
절반으로,0,3,5,1,0,2,0,0
점유율,0,1,4,0,0,1,0,0
접근성,0,1,0,1,0,1,0,2
정답,0,2,0,2,0,0,0,2
정보,0,3,1,2,1,1,0,0
정부,0,2,0,0,0,2,1,0
정수기,25,5,5,0,10,0,13,0
정이신,0,0,0,2,0,0,0,1
제가,1,1,0,1,1,0,2,0
제공하,2,1,3,1,1,2,5,0
제공한다.,4,5,4,1,6,2,4,1
제목,0,1,0,0,0,1,0,0
제작,0,1,0,0,0,1,0,0
제작진,0,1,1,3,0,1,0,1
제조,0,5,2,1,1,7,1,0
제조사,0,2,5,1,0,1,1,1
제주반도체,0,2,0,1,0,5,1,1
제품,43,20,25,5,36,11,44,1
조문,0,1,1,0,0,0,0,0
조화,3,2,2,0,5,0,3,0
좋은,0,1,0,1,0,1,0,0
주가,0,4,3,1,0,10,2,1
주요,0,2,3,0,0,5,1,0
주행,1,2,2,0,2,0,1,0
준비,0,0,0,2,0,0,0,3
중국,0,9,20,3,1,5,2,3
중형,1,2,2,0,2,0,1,0
지금,0,0,0,1,0,0,0,1
지난,0,6,13,3,0,3,2,1
지리,0,0,1,5,0,0,0,6
지리에,0,0,1,3,0,0,0,3
지상렬,0,0,1,1,0,0,0,0
지수,0,2,2,0,0,5,1,0
지원,0,3,3,1,0,1,1,0
지원자,0,1,1,0,0,1,1,0
지원한다.,0,1,0,0,0,1,1,1
직관적인,15,3,3,0,6,0,8,0
직접,0,3,1,2,1,1,0,0
진태현,1,1,0,3,0,0,0,0
집계됐다.,0,1,1,0,0,1,1,0
찍힌,1,0,0,1,2,0,1,0
차량,1,2,2,0,2,0,1,0
참견,0,0,0,1,0,0,0,4
참여,0,1,0,0,0,0,0,1
천옌순,0,1,5,1,0,0,0,0
철도학원,0,2,0,2,0,1,1,1
청량한,0,0,0,2,0,0,0,1
청소년,0,0,0,1,0,0,0,1
체감할,0,2,2,1,0,0,0,0
초점,0,1,0,1,0,0,0,0
촬영,1,1,0,1,1,0,1,1
최승현,0,0,0,1,0,0,0,1
최신,0,1,2,0,0,0,0,1
최원철,0,0,0,1,0,0,0,1
최현욱,0,0,1,5,0,0,0,0
추가,0,3,2,3,0,0,0,1
축하,0,1,1,3,0,1,0,1
출력,1,3,2,1,1,2,1,1
출석퀴즈,0,1,0,2,0,0,0,1
충남어머니안전지도자회,0,0,0,1,0,0,0,1
충전,2,2,2,0,3,0,2,1
취업,0,1,1,0,0,1,1,0
치어리더,1,1,0,3,0,0,0,0
침해,0,2,5,1,0,1,0,1
카메라,1,0,0,0,1,0,1,1
캐릭터,0,2,0,2,0,1,1,1
캐릭터로,0,2,0,2,0,1,1,1
캔슬링,0,1,0,0,0,1,1,1
캠페인,0,1,0,0,0,1,0,1
커뮤니케이션,2,2,1,2,2,1,4,0
커뮤니티,0,1,0,0,0,1,0,0
컴퓨터,0,0,0,0,0,1,0,1
케어,0,0,0,0,0,0,0,1
코닥,1,0,0,0,1,0,1,1
코웨,10,2,2,0,4,0,5,0
코웨이,15,3,3,0,6,0,7,0
콘덴싱,6,6,6,0,15,0,7,0
콘셉트,6,3,9,3,3,5,15,0
콘텐츠,1,1,0,1,1,0,2,0
퀴즈,0,2,0,2,0,0,0,2
퀴즈팡팡,0,1,0,2,0,0,0,1
크게,1,2,3,1,2,1,2,1
크기,1,0,0,0,1,0,1,1
크롬북,1,3,2,1,1,2,1,1
클라우드,0,2,0,1,0,5,1,1
키보드,0,0,0,0,0,1,0,1
키보토스,0,2,0,2,0,1,1,1
텐아시아,0,0,0,1,0,0,0,4
토트백,1,0,0,1,2,0,1,0
톡신,1,1,0,1,1,0,2,0
통해,5,17,14,6,13,10,8,2
투자,0,1,4,0,0,1,0,0
특별한,0,1,1,0,0,0,0,0
특허,0,2,5,1,0,1,0,1
특히,0,0,1,2,0,0,0,0
파운드리,0,2,0,0,0,2,1,0
파티,0,1,1,3,0,1,0,1
팔레드,0,1,1,0,0,0,0,0
패널,3,17,41,6,5,7,6,3
패키징,0,2,3,0,0,5,1,0
퍼퓸,0,1,1,0,0,0,0,0
편의성,3,2,2,0,5,0,3,0
편집,1,1,0,1,1,0,2,0
평가,0,0,1,1,0,0,0,0
평균,0,1,1,0,0,2,1,1
폐쇄적,0,1,5,2,0,0,0,0
포럼,0,0,0,0,0,0,0,1
포맷,1,4,2,2,1,2,1,1
포인트,0,2,0,2,0,0,0,2
폭군,0,0,1,2,0,0,0,1
프로,25,5,5,0,10,0,13,0
프로그램,0,2,2,1,0,0,0,0
프로맥스,0,2,2,1,0,0,0,0
프리미엄,0,2,4,1,0,1,1,1
피해,0,4,4,1,0,3,1,0
하고,1,1,1,6,1,0,2,8
하늘,0,0,0,2,0,0,0,1
하루,0,1,0,0,0,1,0,2
하이드로,6,6,6,0,15,0,7,0
하지만,1,0,0,1,2,0,1,0
학부모협의회,0,0,0,1,0,0,0,1
학생,0,1,0,1,0,1,0,2
한강,0,0,0,6,0,0,0,3
한국,1,2,2,0,2,0,1,0
한다.,0,1,0,1,0,1,0,0
한양대병원,0,1,1,0,0,0,0,0
한층,0,0,0,2,0,0,0,1
