term,cur,prev,diff,ma7,z_like,total
삼성전자,8,1,7,2.143,2.377,64
amd,3,0,3,0.571,1.383,4
에릭슨,2,0,2,0.286,1.117,2
화웨이,2,0,2,0.286,1.117,4
갤럭시,4,0,4,1.714,0.99,23
애플,11,1,10,7.857,0.826,64
boe,2,0,2,0.571,0.814,16
폴더블,4,2,2,2.143,0.754,20
구글,2,0,2,0.714,0.697,11
엔비디아,1,0,1,0.143,0.622,8
ar,3,0,3,1.857,0.484,31
퀄컴,1,0,1,0.286,0.465,10
lg전자,2,0,2,1.429,0.26,23
삼성,25,2,23,24.0,0.17,321
lg디스플레이,4,0,4,4.143,-0.047,66
sk하이닉스,1,0,1,1.143,-0.069,18
oled,4,2,2,5.429,-0.429,122
lg,5,1,4,26.286,-3.474,241
