org,topic,base_score,topic_share,company_focus,hybrid_score
HP,0,3.6544,0.0062,0.4033,3.6544
HP,3,3.5110,0.0105,0.3875,3.5110
HP,11,3.1383,0.0089,0.3464,3.1383
HP,9,3.0057,0.0049,0.3317,3.0057
HP,5,2.8148,0.0103,0.3106,2.8148
HP,2,2.1066,0.0032,0.2325,2.1066
HP,6,2.0794,0.0046,0.2295,2.0794
HP,1,1.4421,0.0024,0.1592,1.4421
HP,8,0.7410,0.0022,0.0818,0.7410
Harman,4,3.5575,0.0076,0.5053,3.5575
Harman,6,3.4657,0.0077,0.4923,3.4657
Harman,5,2.8148,0.0103,0.3998,2.8148
Harman,11,2.3537,0.0067,0.3343,2.3537
Harman,10,1.9469,0.0189,0.2765,1.9469
Harman,7,1.5692,0.0032,0.2229,1.5692
Harman,8,1.4820,0.0043,0.2105,1.4820
Harman,2,1.4044,0.0021,0.1995,1.4044
Harman,1,0.7211,0.0012,0.1024,0.7211
Harman,3,0.7022,0.0021,0.0997,0.7022
IoT,7,7.8458,0.0159,0.4798,7.8458
IoT,2,7.7242,0.0116,0.4724,7.7242
IoT,4,7.1150,0.0153,0.4351,7.1150
IoT,6,6.2383,0.0139,0.3815,6.2383
IoT,8,4.4460,0.0130,0.2719,4.4460
IoT,11,3.1383,0.0089,0.1919,3.1383
IoT,5,2.8148,0.0103,0.1721,2.8148
IoT,3,2.8088,0.0084,0.1718,2.8088
IoT,1,2.1632,0.0036,0.1323,2.1632
IoT,10,1.9469,0.0189,0.1191,1.9469
IoT,0,1.4618,0.0025,0.0894,1.4618
IoT,9,0.7514,0.0012,0.0460,0.7514
LG디스플레이,1,67.0582,0.1129,0.4983,67.0582
LG디스플레이,9,60.8647,0.0991,0.4523,60.8647
LG디스플레이,0,54.8166,0.0927,0.4073,54.8166
LG디스플레이,2,43.5362,0.0653,0.3235,43.5362
LG디스플레이,11,38.4445,0.1091,0.2857,38.4445
LG디스플레이,3,32.3011,0.0966,0.2400,32.3011
LG디스플레이,4,27.0369,0.0580,0.2009,27.0369
LG디스플레이,6,25.6464,0.0571,0.1906,25.6464
LG디스플레이,7,24.3220,0.0492,0.1807,24.3220
LG디스플레이,8,14.0791,0.0413,0.1046,14.0791
LG디스플레이,10,12.6548,0.1226,0.0940,12.6548
LG디스플레이,5,12.1975,0.0445,0.0906,12.1975
LG전자,5,62.8641,0.2295,0.5889,62.8641
LG전자,2,38.6208,0.0579,0.3618,38.6208
LG전자,4,34.8633,0.0748,0.3266,34.8633
LG전자,1,29.5633,0.0498,0.2770,29.5633
LG전자,9,27.8024,0.0453,0.2605,27.8024
LG전자,0,26.3120,0.0445,0.2465,26.3120
LG전자,7,24.3220,0.0492,0.2279,24.3220
LG전자,11,22.7529,0.0646,0.2132,22.7529
LG전자,6,22.1807,0.0494,0.2078,22.1807
LG전자,3,21.0659,0.0630,0.1974,21.0659
LG전자,8,17.7841,0.0522,0.1666,17.7841
LG전자,10,5.8407,0.0566,0.0547,5.8407
LG화학,2,14.0439,0.0211,0.5078,14.0439
LG화학,5,11.2592,0.0411,0.4071,11.2592
LG화학,7,10.9841,0.0222,0.3971,10.9841
LG화학,6,9.0109,0.0201,0.3258,9.0109
LG화학,4,7.8265,0.0168,0.2830,7.8265
LG화학,3,7.0220,0.0210,0.2539,7.0220
LG화학,1,6.4895,0.0109,0.2346,6.4895
LG화학,0,5.8471,0.0099,0.2114,5.8471
LG화학,8,4.4460,0.0130,0.1607,4.4460
LG화학,9,3.7571,0.0061,0.1358,3.7571
LG화학,11,3.1383,0.0089,0.1135,3.1383
LG화학,10,2.9203,0.0283,0.1056,2.9203
SID,3,9.1286,0.0273,0.6042,9.1286
SID,2,6.3198,0.0095,0.4183,6.3198
SID,0,5.8471,0.0099,0.3870,5.8471
SID,1,5.7684,0.0097,0.3818,5.7684
SID,9,3.7571,0.0061,0.2487,3.7571
SID,6,2.7726,0.0062,0.1835,2.7726
SID,8,2.2230,0.0065,0.1471,2.2230
SID,4,2.1345,0.0046,0.1413,2.1345
SID,10,1.9469,0.0189,0.1289,1.9469
SID,11,1.5692,0.0045,0.1039,1.5692
SK하이닉스,2,42.8340,0.0642,0.5316,42.8340
SK하이닉스,7,41.5828,0.0841,0.5161,41.5828
SK하이닉스,4,29.1713,0.0626,0.3621,29.1713
SK하이닉스,6,22.8739,0.0509,0.2839,22.8739
SK하이닉스,1,20.1896,0.0340,0.2506,20.1896
SK하이닉스,8,20.0071,0.0587,0.2483,20.0071
SK하이닉스,0,15.3486,0.0260,0.1905,15.3486
SK하이닉스,3,13.3417,0.0399,0.1656,13.3417
SK하이닉스,5,13.1358,0.0479,0.1630,13.1358
SK하이닉스,9,9.7684,0.0159,0.1212,9.7684
SK하이닉스,10,5.8407,0.0566,0.0725,5.8407
SK하이닉스,11,5.4921,0.0156,0.0682,5.4921
Semiconductor,6,2.7726,0.0062,0.6774,2.7726
Semiconductor,2,2.1066,0.0032,0.5147,2.1066
Semiconductor,7,1.5692,0.0032,0.3834,1.5692
Semiconductor,11,0.7846,0.0022,0.1917,0.7846
Semiconductor,8,0.7410,0.0022,0.1810,0.7410
Semiconductor,4,0.7115,0.0015,0.1738,0.7115
Semiconductor,3,0.7022,0.0021,0.1716,0.7022
TCL,11,6.2767,0.0178,0.4789,6.2767
TCL,9,6.0113,0.0098,0.4587,6.0113
TCL,0,5.1162,0.0087,0.3904,5.1162
TCL,1,5.0474,0.0085,0.3851,5.0474
TCL,2,4.2132,0.0063,0.3215,4.2132
TCL,6,3.4657,0.0077,0.2644,3.4657
TCL,8,2.2230,0.0065,0.1696,2.2230
TCL,4,2.1345,0.0046,0.1629,2.1345
TCL,7,1.5692,0.0032,0.1197,1.5692
TCL,3,1.4044,0.0042,0.1072,1.4044
TCL,5,0.9383,0.0034,0.0716,0.9383
TSMC,7,6.2767,0.0127,0.7834,6.2767
TSMC,8,2.2230,0.0065,0.2775,2.2230
TSMC,4,2.1345,0.0046,0.2664,2.1345
TSMC,2,2.1066,0.0032,0.2629,2.1066
TSMC,6,2.0794,0.0046,0.2595,2.0794
TSMC,0,1.4618,0.0025,0.1824,1.4618
TSMC,1,1.4421,0.0024,0.1800,1.4421
TSMC,10,0.9734,0.0094,0.1215,0.9734
TSMC,5,0.9383,0.0034,0.1171,0.9383
TSMC,3,0.7022,0.0021,0.0876,0.7022
Tianma,1,9.3737,0.0158,0.6866,9.3737
Tianma,2,4.9154,0.0074,0.3600,4.9154
Tianma,9,4.5085,0.0073,0.3302,4.5085
Tianma,7,3.9229,0.0079,0.2873,3.9229
Tianma,0,3.6544,0.0062,0.2677,3.6544
Tianma,6,3.4657,0.0077,0.2538,3.4657
Tianma,11,3.1383,0.0089,0.2299,3.1383
Tianma,4,1.4230,0.0031,0.1042,1.4230
Tianma,5,0.9383,0.0034,0.0687,0.9383
Tianma,8,0.7410,0.0022,0.0543,0.7410
V2X,2,6.3198,0.0095,0.5810,6.3198
V2X,7,6.2767,0.0127,0.5771,6.2767
V2X,4,3.5575,0.0076,0.3271,3.5575
V2X,8,2.9640,0.0087,0.2725,2.9640
V2X,6,2.7726,0.0062,0.2549,2.7726
V2X,3,2.1066,0.0063,0.1937,2.1066
V2X,0,1.4618,0.0025,0.1344,1.4618
V2X,1,1.4421,0.0024,0.1326,1.4421
V2X,11,0.7846,0.0022,0.0721,0.7846
V2X,9,0.7514,0.0012,0.0691,0.7514
Visionox,1,21.6317,0.0364,0.6316,21.6317
Visionox,9,15.0283,0.0245,0.4388,15.0283
Visionox,2,13.3417,0.0200,0.3896,13.3417
Visionox,0,10.9633,0.0185,0.3201,10.9633
Visionox,7,7.8458,0.0159,0.2291,7.8458
Visionox,11,7.8458,0.0223,0.2291,7.8458
Visionox,6,6.9315,0.0154,0.2024,6.9315
Visionox,8,2.2230,0.0065,0.0649,2.2230
Visionox,4,1.4230,0.0031,0.0415,1.4230
Visionox,3,1.4044,0.0042,0.0410,1.4044
Visionox,5,0.9383,0.0034,0.0274,0.9383
구글,2,25.2791,0.0379,0.4429,25.2791
구글,4,24.9024,0.0534,0.4363,24.9024
구글,6,23.5670,0.0525,0.4129,23.5670
구글,8,18.5251,0.0543,0.3246,18.5251
구글,7,16.4762,0.0333,0.2887,16.4762
구글,1,15.8632,0.0267,0.2779,15.8632
구글,9,13.5255,0.0220,0.2370,13.5255
구글,0,12.4251,0.0210,0.2177,12.4251
구글,5,10.3210,0.0377,0.1808,10.3210
구글,3,7.7242,0.0231,0.1353,7.7242
구글,11,7.0612,0.0200,0.1237,7.0612
구글,10,4.8672,0.0472,0.0853,4.8672
기아,2,30.1945,0.0453,0.6345,30.1945
기아,4,15.6529,0.0336,0.3289,15.6529
기아,1,15.1422,0.0255,0.3182,15.1422
기아,6,13.1698,0.0293,0.2767,13.1698
기아,0,13.1560,0.0222,0.2764,13.1560
기아,7,10.9841,0.0222,0.2308,10.9841
기아,3,10.5330,0.0315,0.2213,10.5330
기아,5,9.3827,0.0342,0.1972,9.3827
기아,8,8.8920,0.0261,0.1868,8.8920
기아,9,8.2656,0.0135,0.1737,8.2656
기아,11,7.8458,0.0223,0.1649,7.8458
기아,10,1.9469,0.0189,0.0409,1.9469
네이버,2,17.5549,0.0263,0.5379,17.5549
네이버,4,14.2299,0.0305,0.4360,14.2299
네이버,6,11.7835,0.0262,0.3611,11.7835
네이버,1,9.3737,0.0158,0.2872,9.3737
네이버,5,8.4444,0.0308,0.2588,8.4444
네이버,8,8.1510,0.0239,0.2498,8.1510
네이버,0,7.3089,0.0124,0.2240,7.3089
네이버,3,6.3198,0.0189,0.1937,6.3198
네이버,7,5.4921,0.0111,0.1683,5.4921
네이버,11,5.4921,0.0156,0.1683,5.4921
네이버,9,5.2599,0.0086,0.1612,5.2599
네이버,10,2.9203,0.0283,0.0895,2.9203
디지타임스,9,5.2599,0.0086,0.6660,5.2599
디지타임스,1,3.6053,0.0061,0.4565,3.6053
디지타임스,0,2.9236,0.0049,0.3702,2.9236
디지타임스,11,1.5692,0.0045,0.1987,1.5692
디지타임스,8,1.4820,0.0043,0.1876,1.4820
디지타임스,4,1.4230,0.0031,0.1802,1.4230
디지타임스,2,1.4044,0.0021,0.1778,1.4044
디지타임스,3,1.4044,0.0042,0.1778,1.4044
디지타임스,6,1.3863,0.0031,0.1755,1.3863
디지타임스,7,0.7846,0.0016,0.0993,0.7846
마이크로소프트,4,7.1150,0.0153,0.5432,7.1150
마이크로소프트,6,6.2383,0.0139,0.4762,6.2383
마이크로소프트,7,5.4921,0.0111,0.4193,5.4921
마이크로소프트,8,4.4460,0.0130,0.3394,4.4460
마이크로소프트,2,4.2132,0.0063,0.3216,4.2132
마이크로소프트,3,2.8088,0.0084,0.2144,2.8088
마이크로소프트,9,1.5028,0.0024,0.1147,1.5028
마이크로소프트,0,1.4618,0.0025,0.1116,1.4618
마이크로소프트,1,1.4421,0.0024,0.1101,1.4421
메타,8,12.5971,0.0370,0.8163,13.2269
메타,7,4.7075,0.0095,0.3050,4.9429
메타,4,4.2690,0.0092,0.2766,4.4824
메타,2,3.5110,0.0053,0.2275,3.6865
메타,6,3.4657,0.0077,0.2246,3.6390
메타,9,3.0057,0.0049,0.1948,3.1559
메타,1,2.1632,0.0036,0.1402,2.2713
메타,0,0.7309,0.0012,0.0474,0.7674
메타,3,0.7022,0.0021,0.0455,0.7373
미디어텍,7,7.8458,0.0159,0.4798,7.8458
미디어텍,2,7.7242,0.0116,0.4724,7.7242
미디어텍,4,7.1150,0.0153,0.4351,7.1150
미디어텍,6,6.2383,0.0139,0.3815,6.2383
미디어텍,8,4.4460,0.0130,0.2719,4.4460
미디어텍,11,3.1383,0.0089,0.1919,3.1383
미디어텍,5,2.8148,0.0103,0.1721,2.8148
미디어텍,3,2.8088,0.0084,0.1718,2.8088
미디어텍,1,2.1632,0.0036,0.1323,2.1632
미디어텍,10,1.9469,0.0189,0.1191,1.9469
미디어텍,0,1.4618,0.0025,0.0894,1.4618
미디어텍,9,0.7514,0.0012,0.0460,0.7514
벤츠,4,5.6920,0.0122,0.5090,5.6920
벤츠,3,4.9154,0.0147,0.4395,4.9154
벤츠,11,3.9229,0.0111,0.3508,3.9229
벤츠,6,3.4657,0.0077,0.3099,3.4657
벤츠,10,2.9203,0.0283,0.2611,2.9203
벤츠,5,2.8148,0.0103,0.2517,2.8148
벤츠,2,2.8088,0.0042,0.2512,2.8088
벤츠,9,2.2542,0.0037,0.2016,2.2542
벤츠,0,2.1927,0.0037,0.1961,2.1927
벤츠,1,2.1632,0.0036,0.1934,2.1632
벤츠,8,1.4820,0.0043,0.1325,1.4820
비보,9,15.7797,0.0257,0.7991,15.7797
비보,0,7.3089,0.0124,0.3701,7.3089
비보,1,5.7684,0.0097,0.2921,5.7684
비보,11,4.7075,0.0134,0.2384,4.7075
비보,2,3.5110,0.0053,0.1778,3.5110
비보,7,2.3537,0.0048,0.1192,2.3537
비보,8,2.2230,0.0065,0.1126,2.2230
비보,3,2.1066,0.0063,0.1067,2.1066
비보,6,2.0794,0.0046,0.1053,2.0794
비보,4,0.7115,0.0015,0.0360,0.7115
삼성디스플레이,0,84.7830,0.1434,0.5948,91.9895
삼성디스플레이,9,57.8590,0.0942,0.4059,62.7771
삼성디스플레이,1,55.5213,0.0934,0.3895,60.2406
삼성디스플레이,2,40.0252,0.0600,0.2808,43.4274
삼성디스플레이,6,34.6574,0.0772,0.2432,37.6032
삼성디스플레이,11,32.9524,0.0935,0.2312,35.7534
삼성디스플레이,3,32.3011,0.0966,0.2266,35.0467
삼성디스플레이,7,28.2449,0.0571,0.1982,30.6457
삼성디스플레이,4,24.1909,0.0519,0.1697,26.2471
삼성디스플레이,5,15.0123,0.0548,0.1053,16.2884
삼성디스플레이,8,11.8561,0.0348,0.0832,12.8638
삼성디스플레이,10,3.8938,0.0377,0.0273,4.2248
삼성전자,0,111.8258,0.1891,0.4391,111.8258
삼성전자,7,109.8414,0.2222,0.4313,109.8414
삼성전자,2,101.8186,0.1526,0.3998,101.8186
삼성전자,9,87.9157,0.1432,0.3452,87.9157
삼성전자,1,77.1530,0.1299,0.3030,77.1530
삼성전자,6,66.5421,0.1481,0.2613,66.5421
삼성전자,4,60.4772,0.1298,0.2375,60.4772
삼성전자,11,56.4899,0.1604,0.2218,56.4899
삼성전자,3,48.4516,0.1450,0.1903,48.4516
삼성전자,8,44.4602,0.1304,0.1746,44.4602
삼성전자,5,21.5802,0.0788,0.0847,21.5802
삼성전자,10,12.6548,0.1226,0.0497,12.6548
샤오미,9,23.2939,0.0379,0.6847,23.2939
샤오미,0,13.1560,0.0222,0.3867,13.1560
샤오미,1,10.8158,0.0182,0.3179,10.8158
샤오미,11,8.6304,0.0245,0.2537,8.6304
샤오미,4,7.8265,0.0168,0.2301,7.8265
샤오미,2,7.0220,0.0105,0.2064,7.0220
샤오미,6,6.9315,0.0154,0.2038,6.9315
샤오미,8,5.9280,0.0174,0.1743,5.9280
샤오미,7,4.7075,0.0095,0.1384,4.7075
샤오미,3,4.2132,0.0126,0.1238,4.2132
샤오미,10,2.9203,0.0283,0.0858,2.9203
샤오미,5,2.8148,0.0103,0.0827,2.8148
선익시스템,1,6.4895,0.0109,0.5718,6.4895
선익시스템,0,5.8471,0.0099,0.5152,5.8471
선익시스템,9,5.2599,0.0086,0.4635,5.2599
선익시스템,11,3.9229,0.0111,0.3457,3.9229
선익시스템,3,2.1066,0.0063,0.1856,2.1066
선익시스템,2,1.4044,0.0021,0.1237,1.4044
선익시스템,5,0.9383,0.0034,0.0827,0.9383
선익시스템,7,0.7846,0.0016,0.0691,0.7846
선익시스템,8,0.7410,0.0022,0.0653,0.7410
선익시스템,4,0.7115,0.0015,0.0627,0.7115
선익시스템,6,0.6931,0.0015,0.0611,0.6931
소니,4,4.2690,0.0092,0.6504,4.2690
소니,6,4.1589,0.0093,0.6336,4.1589
소니,3,2.1066,0.0063,0.3210,2.1066
소니,2,1.4044,0.0021,0.2140,1.4044
소니,11,0.7846,0.0022,0.1195,0.7846
소니,0,0.7309,0.0012,0.1114,0.7309
아마존,4,3.5575,0.0076,0.5053,3.9808
아마존,6,3.4657,0.0077,0.4923,3.8782
아마존,5,2.8148,0.0103,0.3998,3.1498
아마존,11,2.3537,0.0067,0.3343,2.6338
아마존,10,1.9469,0.0189,0.2765,2.1786
아마존,7,1.5692,0.0032,0.2229,1.7559
아마존,8,1.4820,0.0043,0.2105,1.6584
아마존,2,1.4044,0.0021,0.1995,1.5715
아마존,1,0.7211,0.0012,0.1024,0.8069
아마존,3,0.7022,0.0021,0.0997,0.7858
아이씨디,1,6.4895,0.0109,0.6046,6.4895
아이씨디,0,4.3853,0.0074,0.4086,4.3853
아이씨디,2,4.2132,0.0063,0.3925,4.2132
아이씨디,9,3.7571,0.0061,0.3500,3.7571
아이씨디,7,2.3537,0.0048,0.2193,2.3537
아이씨디,11,2.3537,0.0067,0.2193,2.3537
아이씨디,4,2.1345,0.0046,0.1989,2.1345
아이씨디,3,2.1066,0.0063,0.1963,2.1066
아이씨디,6,1.3863,0.0031,0.1292,1.3863
알파벳,8,11.1150,0.0326,0.8868,11.1150
알파벳,7,3.1383,0.0063,0.2504,3.1383
알파벳,2,2.8088,0.0042,0.2241,2.8088
알파벳,9,2.2542,0.0037,0.1798,2.2542
알파벳,1,2.1632,0.0036,0.1726,2.1632
알파벳,4,2.1345,0.0046,0.1703,2.1345
알파벳,0,0.7309,0.0012,0.0583,0.7309
알파벳,3,0.7022,0.0021,0.0560,0.7022
알파벳,6,0.6931,0.0015,0.0553,0.6931
애플,9,99.1869,0.1616,0.6077,130.8077
애플,1,56.2424,0.0947,0.3446,74.1724
애플,8,53.3522,0.1565,0.3269,70.3609
애플,0,52.6239,0.0890,0.3224,69.4004
애플,2,42.8340,0.0642,0.2624,56.4895
애플,7,38.4445,0.0778,0.2355,50.7006
애플,6,35.3505,0.0787,0.2166,46.6202
애플,11,33.7370,0.0958,0.2067,44.4924
애플,4,32.7288,0.0702,0.2005,43.1628
애플,3,27.3857,0.0819,0.1678,36.1162
애플,5,20.6419,0.0753,0.1265,27.2226
애플,10,8.7610,0.0849,0.0537,11.5541
엔비디아,7,12.5533,0.0254,0.6601,14.7426
엔비디아,6,6.2383,0.0139,0.3280,7.3263
엔비디아,8,5.9280,0.0174,0.3117,6.9619
엔비디아,4,5.6920,0.0122,0.2993,6.6847
엔비디아,5,5.6296,0.0205,0.2960,6.6114
엔비디아,2,5.6176,0.0084,0.2954,6.5973
엔비디아,0,3.6544,0.0062,0.1922,4.2918
엔비디아,1,3.6053,0.0061,0.1896,4.2340
엔비디아,9,2.2542,0.0037,0.1185,2.6474
엔비디아,3,1.4044,0.0042,0.0738,1.6493
엔비디아,10,0.9734,0.0094,0.0512,1.1432
오포,9,20.2882,0.0330,0.7859,20.2882
오포,0,9.5015,0.0161,0.3681,9.5015
오포,1,8.6527,0.0146,0.3352,8.6527
오포,11,6.2767,0.0178,0.2431,6.2767
오포,2,4.2132,0.0063,0.1632,4.2132
오포,7,3.9229,0.0079,0.1520,3.9229
오포,6,2.7726,0.0062,0.1074,2.7726
오포,8,2.2230,0.0065,0.0861,2.2230
오포,3,2.1066,0.0063,0.0816,2.1066
인텔,7,3.9229,0.0079,0.5710,3.9229
인텔,2,3.5110,0.0053,0.5110,3.5110
인텔,6,2.0794,0.0046,0.3027,2.0794
인텔,10,1.9469,0.0189,0.2834,1.9469
인텔,5,1.8765,0.0068,0.2731,1.8765
인텔,0,1.4618,0.0025,0.2128,1.4618
인텔,1,1.4421,0.0024,0.2099,1.4421
인텔,4,1.4230,0.0031,0.2071,1.4230
인텔,9,0.7514,0.0012,0.1094,0.7514
인텔,8,0.7410,0.0022,0.1079,0.7410
인텔,3,0.7022,0.0021,0.1022,0.7022
카카오,2,16.1505,0.0242,0.6499,16.1505
카카오,4,10.6724,0.0229,0.4295,10.6724
카카오,1,7.9316,0.0133,0.3192,7.9316
카카오,6,7.6246,0.0170,0.3068,7.6246
카카오,3,6.3198,0.0189,0.2543,6.3198
카카오,8,5.1870,0.0152,0.2087,5.1870
카카오,0,5.1162,0.0087,0.2059,5.1162
카카오,7,3.9229,0.0079,0.1579,3.9229
카카오,9,3.0057,0.0049,0.1210,3.0057
카카오,11,1.5692,0.0045,0.0631,1.5692
카카오,10,0.9734,0.0094,0.0392,0.9734
카카오,5,0.9383,0.0034,0.0378,0.9383
퀄컴,7,19.6145,0.0397,0.6145,19.6145
퀄컴,2,14.0439,0.0211,0.4400,14.0439
퀄컴,4,11.3839,0.0244,0.3567,11.3839
퀄컴,6,9.0109,0.0201,0.2823,9.0109
퀄컴,0,8.0398,0.0136,0.2519,8.0398
퀄컴,9,6.7627,0.0110,0.2119,6.7627
퀄컴,8,6.6690,0.0196,0.2089,6.6690
퀄컴,1,5.7684,0.0097,0.1807,5.7684
퀄컴,10,3.8938,0.0377,0.1220,3.8938
퀄컴,3,3.5110,0.0105,0.1100,3.5110
퀄컴,5,2.8148,0.0103,0.0882,2.8148
퀄컴,11,1.5692,0.0045,0.0492,1.5692
폭스바겐,6,3.4657,0.0077,0.5643,3.4657
폭스바겐,7,3.1383,0.0063,0.5110,3.1383
폭스바겐,4,2.8460,0.0061,0.4634,2.8460
폭스바겐,8,1.4820,0.0043,0.2413,1.4820
폭스바겐,2,1.4044,0.0021,0.2287,1.4044
폭스바겐,3,1.4044,0.0042,0.2287,1.4044
폭스바겐,9,0.7514,0.0012,0.1223,0.7514
폭스바겐,0,0.7309,0.0012,0.1190,0.7309
폭스바겐,1,0.7211,0.0012,0.1174,0.7211
하이센스,11,3.9229,0.0111,0.5533,3.9229
하이센스,9,3.0057,0.0049,0.4239,3.0057
하이센스,0,2.9236,0.0049,0.4123,2.9236
하이센스,1,2.8842,0.0049,0.4068,2.8842
하이센스,6,2.0794,0.0046,0.2933,2.0794
하이센스,8,1.4820,0.0043,0.2090,1.4820
하이센스,3,1.4044,0.0042,0.1981,1.4044
하이센스,2,0.7022,0.0011,0.0990,0.7022
하이얼,4,5.6920,0.0122,0.6479,5.6920
하이얼,6,4.1589,0.0093,0.4734,4.1589
하이얼,2,2.8088,0.0042,0.3197,2.8088
하이얼,3,2.8088,0.0084,0.3197,2.8088
하이얼,10,1.9469,0.0189,0.2216,1.9469
하이얼,5,1.8765,0.0068,0.2136,1.8765
하이얼,0,1.4618,0.0025,0.1664,1.4618
하이얼,7,0.7846,0.0016,0.0893,0.7846
하이얼,9,0.7514,0.0012,0.0855,0.7514
하이얼,8,0.7410,0.0022,0.0844,0.7410
하이얼,1,0.7211,0.0012,0.0821,0.7211
한미반도체,2,6.3198,0.0095,0.5810,6.3198
한미반도체,7,6.2767,0.0127,0.5771,6.2767
한미반도체,4,3.5575,0.0076,0.3271,3.5575
한미반도체,8,2.9640,0.0087,0.2725,2.9640
한미반도체,6,2.7726,0.0062,0.2549,2.7726
한미반도체,3,2.1066,0.0063,0.1937,2.1066
한미반도체,0,1.4618,0.0025,0.1344,1.4618
한미반도체,1,1.4421,0.0024,0.1326,1.4421
한미반도체,11,0.7846,0.0022,0.0721,0.7846
한미반도체,9,0.7514,0.0012,0.0691,0.7514
한화,5,23.4567,0.0856,0.9078,24.6296
한화,1,5.0474,0.0085,0.1953,5.2998
한화,3,4.9154,0.0147,0.1902,5.1611
한화,4,4.2690,0.0092,0.1652,4.4824
한화,0,3.6544,0.0062,0.1414,3.8372
한화,2,3.5110,0.0053,0.1359,3.6865
한화,6,2.7726,0.0062,0.1073,2.9112
한화,7,2.3537,0.0048,0.0911,2.4714
한화,9,2.2542,0.0037,0.0872,2.3670
한화,8,2.2230,0.0065,0.0860,2.3342
한화,11,0.7846,0.0022,0.0304,0.8238
한화솔루션,2,6.3198,0.0095,0.7039,6.3198
한화솔루션,1,2.8842,0.0049,0.3213,2.8842
한화솔루션,4,2.8460,0.0061,0.3170,2.8460
한화솔루션,8,2.2230,0.0065,0.2476,2.2230
한화솔루션,0,2.1927,0.0037,0.2442,2.1927
한화솔루션,3,2.1066,0.0063,0.2346,2.1066
한화솔루션,7,1.5692,0.0032,0.1748,1.5692
한화솔루션,11,1.5692,0.0045,0.1748,1.5692
한화솔루션,9,1.5028,0.0024,0.1674,1.5028
