org,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7
기반,7,4,4,2,4,2,4,3
기사,2,5,5,1,0,0,1,1
기업들,6,5,3,1,1,2,4,10
기자,4,7,5,1,1,1,3,6
김포,3,2,3,2,1,0,2,1
김포시,3,2,3,2,1,0,2,1
남양주시,0,3,4,1,1,2,5,2
내년,4,3,2,5,2,1,2,2
네오,3,2,3,2,2,0,0,1
노트북,3,2,3,2,2,0,0,1
뉴시스,0,1,2,0,1,5,2,1
다나,1,1,2,1,0,0,0,0
다나와,1,1,2,1,0,0,0,0
다이닝,1,5,4,0,1,0,1,3
단자,3,2,3,2,2,0,0,1
대비,4,3,2,5,2,1,2,2
대응,0,1,3,0,0,5,1,1
대표,0,2,3,0,1,1,3,0
대한,3,3,4,0,0,2,2,2
대형,4,3,2,5,2,1,2,2
댓글,0,1,2,0,1,5,2,1
더보기,3,3,2,1,1,1,2,5
더파워,3,3,2,1,1,1,2,5
데이터,3,7,14,0,3,22,9,6
데일리카,1,4,3,0,0,0,1,1
동시에,5,3,3,4,3,1,2,3
두산밥캣,3,3,3,3,3,1,2,3
두산에너빌리티,3,3,3,3,3,1,2,3
두산퓨얼셀,3,3,3,3,3,1,2,3
디스플레,5,3,3,2,2,1,3,3
디자인,5,5,5,4,3,1,4,3
디자인하우스,3,4,3,1,0,1,1,3
딜러,1,4,3,0,0,0,1,1
라운지,1,5,4,0,1,0,1,3
말했다.,5,5,5,4,3,1,4,3
맞춤형,3,3,4,0,0,2,2,2
매수,3,3,3,3,3,1,2,3
매출,8,5,6,4,3,1,5,4
맥스,2,1,0,0,0,0,0,0
머그잔,3,2,3,2,1,0,2,1
메타버스,1,4,5,3,1,1,2,1
메트로신문,1,4,5,3,1,1,2,1
모델,6,6,7,5,4,1,4,4
물론,3,2,3,2,1,0,2,1
미디어,2,1,1,0,2,1,1,0
미래,2,4,5,1,3,3,6,2
민진,3,3,2,1,1,1,2,5
반도체,9,9,6,2,1,3,5,13
발전,0,1,3,0,0,5,1,1
밝혔다.,8,15,19,7,9,15,18,12
배터리,2,1,0,0,0,0,0,0
베이비뉴스,1,1,2,1,0,0,0,0
보험,3,3,4,0,0,2,2,2
보험사,3,3,4,0,0,2,2,2
보험산업,3,3,4,0,0,2,2,2
부문,3,3,3,3,3,1,2,3
부사장,5,5,5,4,3,1,4,3
블루,2,1,0,0,0,0,0,0
사례,3,3,4,0,0,2,2,2
사업,3,6,7,4,4,3,7,5
사전예약,1,1,2,1,0,0,0,0
사진,4,6,7,3,4,2,5,6
사피엔반도체,5,3,3,2,2,1,3,3
산업,5,5,6,2,3,2,6,3
삼성전자,7,6,5,8,5,2,4,5
새로운,2,1,0,0,0,0,0,0
생산,8,6,6,7,6,2,4,6
생태계,2,1,1,0,2,1,1,0
설루션,2,1,1,0,2,1,1,0
설비,5,3,3,4,3,1,2,3
성과,3,5,5,2,3,2,5,5
성능,4,3,5,3,3,0,0,2
성장,5,3,3,2,2,1,3,3
세계,3,4,3,1,0,1,1,3
소니,2,1,1,0,2,1,1,0
소부장,6,5,3,1,1,2,4,10
소식,3,4,3,1,0,1,1,3
소재,11,8,6,5,4,3,6,13
소프트웨어,2,1,1,0,2,1,1,0
손쉽게,1,1,2,1,0,0,0,0
손잡고,1,5,4,0,1,0,1,3
수명,2,1,0,0,0,0,0,0
수요,3,3,3,3,3,1,2,3
수출,6,5,3,1,1,2,4,10
스마트글래스,5,3,3,2,2,1,3,3
스타벅스,3,2,3,2,1,0,2,1
스타트업,0,2,3,0,1,1,3,0
시는,0,3,4,1,1,2,5,2
시리즈,1,1,2,1,0,0,0,0
신뢰,3,3,4,0,0,2,2,2
싸이닉솔루션,3,4,3,1,0,1,1,3
씨라이언,1,4,3,0,0,0,1,1
아이폰,3,2,2,1,1,0,0,1
애기봉,3,2,3,2,1,0,2,1
애기봉평화생태공원,3,2,3,2,1,0,2,1
애플,2,1,0,0,0,0,0,0
양산,3,4,3,1,0,1,1,3
양성,3,5,5,2,3,2,5,5
에버켐텍,6,5,3,1,1,2,4,10
에스켐,5,3,3,4,3,1,2,3
에어,2,1,0,0,0,0,0,0
에어팟,2,1,0,0,0,0,0,0
연구,3,8,12,2,5,17,10,8
열린,5,5,5,4,3,1,4,3
영농부산물,0,3,4,1,1,2,5,2
영상,2,5,7,4,2,1,2,2
영상제,1,4,5,3,1,1,2,1
오후,1,4,5,3,1,1,2,1
온라인,1,1,2,1,0,0,0,0
올해,4,3,2,5,2,1,2,2
울트라,3,2,3,2,2,0,0,1
워치,2,1,0,0,0,0,0,0
웨스틴,1,5,4,0,1,0,1,3
웰니스,1,5,4,0,1,0,1,3
위원회,0,2,3,0,1,1,3,0
위해,5,10,12,5,5,4,12,5
유일,3,4,3,1,0,1,1,3
의미,3,2,3,2,1,0,2,1
이번,14,21,25,14,12,12,20,15
이슈,0,1,3,0,1,5,2,1
이후,3,2,1,0,0,1,2,5
인텔,3,2,3,2,2,0,0,1
인프라,0,2,3,0,1,1,3,0
일본,6,5,3,1,1,2,4,10
있는,4,10,10,1,1,6,3,7
있다,8,8,9,4,3,3,6,5
있다.,33,26,25,21,14,7,16,26
장비,3,2,1,0,0,1,2,5
전기,1,4,3,0,0,0,1,1
전년,4,3,2,5,2,1,2,2
전시장,1,4,3,0,0,0,1,1
전체,4,3,2,5,2,1,2,2
정제,5,3,3,4,3,1,2,3
정책,0,5,8,1,3,12,9,4
정책적,0,2,6,0,1,10,3,2
제공,3,5,5,2,3,2,5,5
제작,2,1,1,0,2,1,1,0
제주,0,2,3,0,1,1,3,0
제주혁신센터,0,2,3,0,1,1,3,0
제품,5,3,3,2,2,1,3,3
조건,1,1,2,1,0,0,0,0
조정원,0,3,7,0,2,15,5,3
종속기업,3,3,3,3,3,1,2,3
주인공,1,4,3,0,0,0,1,1
주제로,3,7,14,0,3,22,9,6
중국,4,3,2,5,2,1,2,2
중형,1,4,3,0,0,0,1,1
지난,8,10,10,6,6,3,9,8
지원한다.,1,1,2,1,0,0,0,0
직업능력개발,0,0,1,0,1,0,1,0
차세대,8,7,6,3,2,2,4,6
창업,3,7,8,2,4,3,8,5
첨단,1,4,5,3,1,1,2,1
총장,3,5,5,2,3,2,5,5
최고,2,1,0,0,0,0,0,0
최신,2,1,1,0,2,1,1,0
출고..첫,1,4,3,0,0,0,1,1
출시된다.,2,1,0,0,0,0,0,0
출하량,4,3,2,5,2,1,2,2
칩은,1,1,2,1,1,0,0,1
카메라,3,2,2,1,1,0,0,1
카카오,0,2,3,0,1,1,3,0
코어시스템,3,3,4,0,0,2,2,2
콘텐츠,2,1,1,0,2,1,1,0
클라우드,2,1,1,0,2,1,1,0
클럽,1,5,4,0,1,0,1,3
통합,2,1,1,0,2,1,1,0
통해,12,15,15,8,8,3,10,12
투자,5,3,3,4,3,1,2,3
파르나스,1,5,4,0,1,0,1,3
파르나스호텔,1,5,4,0,1,0,1,3
파쇄,0,3,4,1,1,2,5,2
파이낸셜뉴스,0,1,3,0,1,5,2,1
판매,3,2,3,2,1,0,2,1
패널,3,2,3,2,2,0,0,1
포항,1,4,5,3,1,1,2,1
포항시,1,4,5,3,1,1,2,1
프레데터,3,2,3,2,2,0,0,1
프로,2,1,0,0,0,0,0,0
프로그램,1,5,4,0,1,0,1,3
플랫폼,1,7,7,0,2,1,4,3
하드웨어,2,1,1,0,2,1,1,0
하모니오토모빌,1,4,3,0,0,0,1,1
학계,0,1,2,0,1,5,2,1
학술대회,0,4,10,0,3,20,7,4
한국,3,2,1,0,0,1,2,5
함께,5,7,10,4,5,11,8,5
해외,3,3,3,3,3,1,2,3
핵심,6,5,3,1,1,2,4,10
행정,0,3,4,1,1,2,5,2
헬리오스,3,2,3,2,2,0,0,1
헬스케어,5,3,3,4,3,1,2,3
혁신,3,5,7,0,1,3,5,2
현장,5,5,5,4,3,1,4,3
현재,3,3,2,1,1,1,2,5
협력,3,5,5,2,3,2,5,5
호텔,1,5,4,0,1,0,1,3
확대,10,6,6,6,5,2,5,6
활용한,3,3,4,0,0,2,2,2
