org,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7
팩토리,0,0,3,1,2,0,2,0
팬들,1,0,0,0,0,2,0,2
퍼포먼스,1,1,1,1,1,0,0,0
페스티벌,0,0,0,0,0,3,0,0
평균,2,2,1,1,3,0,0,0
포기하지,0,0,1,0,0,1,0,0
포상,2,4,4,3,4,0,3,0
포수,0,0,1,0,0,1,0,0
풀이된다.,2,2,2,1,1,0,0,0
품질,1,0,2,0,2,0,0,0
풍부한,4,5,4,3,6,0,2,4
프로,2,3,4,3,5,0,3,0
프로젝트,5,4,6,5,6,0,6,0
프로젝트에,2,4,4,8,6,3,6,0
프리미엄,4,7,7,4,5,2,11,1
플랫폼,7,4,5,4,6,0,6,4
플레이,0,0,2,0,2,2,0,2
플렉스,2,3,3,2,2,0,2,4
피부,0,0,2,0,5,2,10,0
피엠티,2,3,3,2,5,0,2,0
피크,2,2,2,2,1,1,2,0
필터,2,4,4,2,10,0,1,0
하반기,14,24,23,30,18,4,14,0
하반기에,2,4,4,5,3,2,4,0
한국,15,33,28,31,23,4,15,0
한다,6,9,9,9,5,1,4,1
한다.,0,0,1,0,0,1,0,0
한라캐스트,2,2,3,1,5,0,2,0
한온시스템,1,1,2,0,4,0,0,0
한전,0,0,3,1,2,0,2,0
한화,0,0,3,0,0,3,0,2
함께,0,0,0,0,1,2,4,0
핵심,8,12,13,9,17,2,9,0
했다.,6,7,10,8,8,7,6,3
행사,4,2,2,1,3,1,0,5
향후,2,3,3,2,5,0,2,0
허페,5,10,13,20,18,3,15,0
헤드셋,4,2,3,3,2,0,3,0
혁신,1,2,2,1,3,1,0,0
현대모비스,1,2,2,1,3,1,0,0
현장,2,1,2,1,4,2,1,5
현지,5,4,4,3,4,1,2,8
협력사,5,6,8,5,6,0,5,6
혜택,6,7,6,10,4,0,4,0
홈케어,0,0,1,0,3,1,6,0
홈팬들,1,0,0,0,0,1,0,2
홈페이지,3,1,2,1,2,0,0,0
화면,2,2,2,2,1,1,2,0
화재,0,0,1,0,0,1,0,0
화질,2,4,4,5,3,1,3,0
확대,2,3,3,1,2,1,0,0
확대될,7,4,6,4,6,0,10,0
확보,1,1,2,0,4,0,0,0
확보에,1,2,2,1,3,1,0,0
확산,2,5,4,5,4,0,2,0
효과,0,0,1,0,3,2,8,0
효과적인,0,0,0,0,1,1,2,0
효율,8,2,5,2,8,2,6,0
흑자,11,23,20,25,18,3,11,0
