org,topic,base_score,topic_share,company_focus,hybrid_score
LG화학,1,0.7932,0.0022,0.0276,0.7932
Nitto,7,1.4793,0.0012,0.6142,1.4793
Nitto,4,1.4312,0.0011,0.5942,1.4312
Nitto,5,0.7567,0.0019,0.3141,0.7567
Nitto,3,0.7156,0.0009,0.2971,0.7156
Nitto,0,0.6931,0.0004,0.2878,0.6931
SID,0,3.4657,0.0022,0.8206,3.4657
SID,3,1.4312,0.0019,0.3389,1.4312
SID,2,1.2685,0.0047,0.3004,1.2685
SID,5,0.7567,0.0019,0.1792,0.7567
SID,7,0.7397,0.0006,0.1751,0.7397
SID,6,0.7315,0.0006,0.1732,0.7315
SID,4,0.7156,0.0006,0.1694,0.7156
SK하이닉스,7,60.6527,0.0510,0.6122,60.6527
SK하이닉스,0,55.4518,0.0347,0.5597,55.4518
SK하이닉스,4,37.9279,0.0296,0.3828,37.9279
SK하이닉스,6,26.3328,0.0205,0.2658,26.3328
SK하이닉스,3,22.8998,0.0296,0.2311,22.8998
SK하이닉스,1,16.6578,0.0452,0.1681,16.6578
SK하이닉스,5,11.3499,0.0291,0.1146,11.3499
Semiconductor,0,8.3178,0.0052,0.8466,8.3178
Semiconductor,4,3.5781,0.0028,0.3642,3.5781
Semiconductor,6,2.1944,0.0017,0.2234,2.1944
Semiconductor,3,2.1469,0.0028,0.2185,2.1469
Semiconductor,5,1.5133,0.0039,0.1540,1.5133
Semiconductor,7,1.4793,0.0012,0.1506,1.4793
Semiconductor,1,0.7932,0.0022,0.0807,0.7932
TCL,4,44.3684,0.0346,0.6063,44.3684
TCL,6,40.2306,0.0314,0.5498,40.2306
TCL,0,36.7368,0.0230,0.5021,36.7368
TCL,7,14.0537,0.0118,0.1921,14.0537
TCL,3,13.5968,0.0176,0.1858,13.5968
TCL,5,5.2966,0.0136,0.0724,5.2966
TCL,1,2.3797,0.0065,0.0325,2.3797
TCL,2,1.2685,0.0047,0.0173,1.2685
TSMC,0,12.4766,0.0078,0.5994,12.4766
TSMC,7,11.8347,0.0099,0.5686,11.8347
TSMC,4,7.8718,0.0061,0.3782,7.8718
TSMC,6,5.8517,0.0046,0.2811,5.8517
TSMC,1,5.5526,0.0151,0.2668,5.5526
TSMC,3,2.8625,0.0037,0.1375,2.8625
TSMC,5,1.5133,0.0039,0.0727,1.5133
Tianma,4,27.1936,0.0212,0.5736,27.1936
Tianma,6,25.6013,0.0200,0.5400,25.6013
Tianma,0,22.1807,0.0139,0.4678,22.1807
Tianma,7,14.0537,0.0118,0.2964,14.0537
Tianma,3,10.0187,0.0130,0.2113,10.0187
Tianma,5,7.5666,0.0194,0.1596,7.5666
Tianma,1,2.3797,0.0065,0.0502,2.3797
Toray,0,3.4657,0.0022,0.7978,3.4657
Toray,3,2.1469,0.0028,0.4942,2.1469
Toray,1,0.7932,0.0022,0.1826,0.7932
Toray,5,0.7567,0.0019,0.1742,0.7567
Toray,6,0.7315,0.0006,0.1684,0.7315
Toray,4,0.7156,0.0006,0.1647,0.7156
UDC,0,3.4657,0.0022,0.7757,3.4657
UDC,6,2.1944,0.0017,0.4912,2.1944
UDC,3,1.4312,0.0019,0.3204,1.4312
UDC,5,0.7567,0.0019,0.1694,0.7567
UDC,4,0.7156,0.0006,0.1602,0.7156
UL,0,2.7726,0.0017,0.6165,2.7726
UL,3,2.1469,0.0028,0.4774,2.1469
UL,1,1.5865,0.0043,0.3528,1.5865
UL,7,1.4793,0.0012,0.3289,1.4793
UL,6,1.4629,0.0011,0.3253,1.4629
UL,5,0.7567,0.0019,0.1682,0.7567
UL,4,0.7156,0.0006,0.1591,0.7156
Visionox,6,27.7957,0.0217,0.6760,27.7957
Visionox,0,21.4876,0.0135,0.5226,21.4876
Visionox,4,15.0280,0.0117,0.3655,15.0280
Visionox,3,11.4499,0.0148,0.2785,11.4499
Visionox,7,8.8760,0.0075,0.2159,8.8760
Visionox,5,4.5400,0.0117,0.1104,4.5400
구글,0,41.5888,0.0261,0.6458,43.6683
구글,7,33.2850,0.0280,0.5169,34.9493
구글,6,24.8698,0.0194,0.3862,26.1133
구글,4,19.3217,0.0151,0.3000,20.2878
구글,3,14.3124,0.0185,0.2223,15.0280
구글,1,8.7255,0.0237,0.1355,9.1618
구글,5,6.0533,0.0155,0.0940,6.3559
기아,0,28.4190,0.0178,0.7725,28.4190
기아,4,13.5968,0.0106,0.3696,13.5968
기아,7,11.0950,0.0093,0.3016,11.0950
기아,3,10.7343,0.0139,0.2918,10.7343
기아,6,8.7776,0.0068,0.2386,8.7776
기아,5,5.2966,0.0136,0.1440,5.2966
기아,1,3.9662,0.0108,0.1078,3.9662
기아,2,1.2685,0.0047,0.0345,1.2685
기아자동차,4,8.5874,0.0067,0.6087,8.5874
기아자동차,0,6.9315,0.0043,0.4913,6.9315
기아자동차,3,5.7250,0.0074,0.4058,5.7250
기아자동차,6,4.3888,0.0034,0.3111,4.3888
기아자동차,5,3.0266,0.0078,0.2145,3.0266
기아자동차,7,2.9587,0.0025,0.2097,2.9587
기아자동차,1,2.3797,0.0065,0.1687,2.3797
기아자동차,2,1.2685,0.0047,0.0899,1.2685
네이버,7,11.0950,0.0093,0.6218,11.0950
네이버,0,9.7041,0.0061,0.5438,9.7041
네이버,4,7.1562,0.0056,0.4010,7.1562
네이버,6,4.3888,0.0034,0.2459,4.3888
네이버,3,4.2937,0.0056,0.2406,4.2937
네이버,1,3.1729,0.0086,0.1778,3.1729
네이버,2,1.2685,0.0047,0.0711,1.2685
네이버,5,0.7567,0.0019,0.0424,0.7567
두산로보틱스,0,2.0794,0.0013,0.7884,2.0794
두산로보틱스,2,1.2685,0.0047,0.4809,1.2685
두산로보틱스,3,0.7156,0.0009,0.2713,0.7156
두산로보틱스,4,0.7156,0.0006,0.2713,0.7156
디지타임스,6,8.0461,0.0063,0.7062,8.0461
디지타임스,0,6.2383,0.0039,0.5475,6.2383
디지타임스,4,3.5781,0.0028,0.3141,3.5781
디지타임스,3,2.8625,0.0037,0.2512,2.8625
디지타임스,5,2.2700,0.0058,0.1992,2.2700
레노버,1,0.7932,0.0022,0.5401,0.7932
레노버,6,0.7315,0.0006,0.4981,0.7315
레노버,4,0.7156,0.0006,0.4873,0.7156
레노버,0,0.6931,0.0004,0.4720,0.6931
마이크로소프트,0,16.6355,0.0104,0.6252,16.6355
마이크로소프트,4,13.5968,0.0106,0.5110,13.5968
마이크로소프트,7,9.6157,0.0081,0.3614,9.6157
마이크로소프트,6,9.5091,0.0074,0.3574,9.5091
마이크로소프트,1,5.5526,0.0151,0.2087,5.5526
마이크로소프트,3,4.2937,0.0056,0.1614,4.2937
마이크로소프트,5,3.7833,0.0097,0.1422,3.7833
메타,0,53.3723,0.0334,0.8208,53.3723
메타,6,20.4810,0.0160,0.3150,20.4810
메타,7,19.2313,0.0162,0.2957,19.2313
메타,4,15.0280,0.0117,0.2311,15.0280
메타,3,14.3124,0.0185,0.2201,14.3124
메타,1,9.5188,0.0258,0.1464,9.5188
메타,5,8.3233,0.0214,0.1280,8.3233
미디어텍,0,6.9315,0.0043,0.7109,6.9315
미디어텍,4,4.2937,0.0033,0.4403,4.2937
미디어텍,7,2.9587,0.0025,0.3034,2.9587
미디어텍,6,2.9259,0.0023,0.3001,2.9259
미디어텍,3,2.8625,0.0037,0.2936,2.8625
미디어텍,1,1.5865,0.0043,0.1627,1.5865
미디어텍,5,0.7567,0.0019,0.0776,0.7567
벤츠,4,6.4406,0.0050,0.6094,6.4406
벤츠,0,6.2383,0.0039,0.5903,6.2383
벤츠,3,4.2937,0.0056,0.4063,4.2937
벤츠,5,2.2700,0.0058,0.2148,2.2700
벤츠,7,2.2190,0.0019,0.2100,2.2190
벤츠,6,1.4629,0.0011,0.1384,1.4629
벤츠,1,0.7932,0.0022,0.0751,0.7932
비보,6,32.1845,0.0251,0.8558,32.1845
비보,0,11.0904,0.0069,0.2949,11.0904
비보,4,10.0187,0.0078,0.2664,10.0187
비보,7,8.8760,0.0075,0.2360,8.8760
비보,3,7.8718,0.0102,0.2093,7.8718
비보,5,3.7833,0.0097,0.1006,3.7833
삼성디스플레이,0,93.5749,0.0586,0.5182,93.5749
삼성디스플레이,4,85.1588,0.0664,0.4716,85.1588
삼성디스플레이,6,84.1186,0.0656,0.4658,84.1186
삼성디스플레이,7,79.1444,0.0665,0.4383,79.1444
삼성디스플레이,3,47.9465,0.0620,0.2655,47.9465
삼성디스플레이,5,29.5098,0.0757,0.1634,29.5098
삼성디스플레이,1,9.5188,0.0258,0.0527,9.5188
삼성디스플레이,2,1.2685,0.0047,0.0070,1.2685
삼성전자,7,301.7842,0.2536,0.6302,316.8734
삼성전자,4,209.6767,0.1634,0.4379,220.1605
삼성전자,0,202.3990,0.1268,0.4227,212.5189
삼성전자,6,169.7001,0.1324,0.3544,178.1851
삼성전자,2,100.2124,0.3709,0.2093,105.2230
삼성전자,3,98.0399,0.1267,0.2047,102.9419
삼성전자,5,51.4529,0.1320,0.1075,54.0256
삼성전자,1,46.8006,0.1269,0.0977,49.1406
샤오미,6,70.9522,0.0554,0.7169,70.9522
샤오미,0,49.2134,0.0308,0.4972,49.2134
샤오미,4,35.0654,0.0273,0.3543,35.0654
샤오미,7,22.1900,0.0186,0.2242,22.1900
샤오미,3,22.1842,0.0287,0.2241,22.1842
샤오미,5,9.8366,0.0252,0.0994,9.8366
샤오미,1,4.7594,0.0129,0.0481,4.7594
샤오미,2,2.5370,0.0094,0.0256,2.5370
샤오펑,4,4.2937,0.0033,0.6327,4.2937
샤오펑,0,4.1589,0.0026,0.6128,4.1589
샤오펑,6,2.1944,0.0017,0.3233,2.1944
샤오펑,7,1.4793,0.0012,0.2180,1.4793
샤오펑,2,1.2685,0.0047,0.1869,1.2685
샤오펑,1,0.7932,0.0022,0.1169,0.7932
샤오펑,5,0.7567,0.0019,0.1115,0.7567
샤오펑,3,0.7156,0.0009,0.1054,0.7156
샤프,4,13.5968,0.0106,0.6611,13.5968
샤프,6,11.7035,0.0091,0.5691,11.7035
샤프,0,7.6246,0.0048,0.3707,7.6246
샤프,3,5.0093,0.0065,0.2436,5.0093
샤프,5,3.0266,0.0078,0.1472,3.0266
샤프,7,2.9587,0.0025,0.1439,2.9587
선익시스템,0,10.3972,0.0065,0.7492,10.3972
선익시스템,7,6.6570,0.0056,0.4797,6.6570
선익시스템,6,3.6573,0.0029,0.2636,3.6573
선익시스템,3,3.5781,0.0046,0.2578,3.5781
선익시스템,4,2.8625,0.0022,0.2063,2.8625
선익시스템,5,2.2700,0.0058,0.1636,2.2700
선익시스템,1,0.7932,0.0022,0.0572,0.7932
소니,4,11.4499,0.0089,0.5596,11.4499
소니,0,11.0904,0.0069,0.5421,11.0904
소니,6,10.9720,0.0086,0.5363,10.9720
소니,3,5.7250,0.0074,0.2798,5.7250
소니,7,2.2190,0.0019,0.1085,2.2190
소니,1,1.5865,0.0043,0.0775,1.5865
소니,5,1.5133,0.0039,0.0740,1.5133
소니,2,1.2685,0.0047,0.0620,1.2685
아마존,7,17.7520,0.0149,0.6262,22.6054
아마존,0,13.8629,0.0087,0.4890,17.6531
아마존,4,11.4499,0.0089,0.4039,14.5803
아마존,6,9.5091,0.0074,0.3354,12.1088
아마존,3,5.0093,0.0065,0.1767,6.3789
아마존,1,4.7594,0.0129,0.1679,6.0606
아마존,5,4.5400,0.0117,0.1601,5.7812
아마존,2,2.5370,0.0094,0.0895,3.2306
아이씨디,0,5.5452,0.0035,0.8012,5.5452
아이씨디,7,2.2190,0.0019,0.3206,2.2190
아이씨디,6,2.1944,0.0017,0.3171,2.1944
아이씨디,3,2.1469,0.0028,0.3102,2.1469
아이씨디,5,1.5133,0.0039,0.2187,1.5133
아이씨디,4,0.7156,0.0006,0.1034,0.7156
알파벳,0,9.0109,0.0056,0.5830,9.0109
알파벳,4,7.8718,0.0061,0.5093,7.8718
알파벳,6,7.3147,0.0057,0.4732,7.3147
알파벳,7,5.1777,0.0044,0.3350,5.1777
알파벳,1,2.3797,0.0065,0.1540,2.3797
알파벳,5,2.2700,0.0058,0.1469,2.2700
알파벳,3,2.1469,0.0028,0.1389,2.1469
애플,6,138.2471,0.1079,0.6116,145.1594
애플,0,118.5282,0.0743,0.5243,124.4546
애플,7,83.5824,0.0702,0.3697,87.7615
애플,4,81.5807,0.0636,0.3609,85.6597
애플,3,52.9559,0.0685,0.2343,55.6037
애플,5,34.0497,0.0874,0.1506,35.7522
애플,1,18.2443,0.0495,0.0807,19.1565
애플,2,1.2685,0.0047,0.0056,1.3319
엔비디아,7,36.2437,0.0305,0.7078,36.2437
엔비디아,0,26.3396,0.0165,0.5144,26.3396
엔비디아,4,17.8905,0.0139,0.3494,17.8905
엔비디아,6,11.7035,0.0091,0.2286,11.7035
엔비디아,3,8.5874,0.0111,0.1677,8.5874
엔비디아,1,7.9323,0.0215,0.1549,7.9323
엔비디아,5,3.7833,0.0097,0.0739,3.7833
엔비디아,2,2.5370,0.0094,0.0495,2.5370
오포,6,32.9160,0.0257,0.8470,32.9160
오포,7,11.0950,0.0093,0.2855,11.0950
오포,0,11.0904,0.0069,0.2854,11.0904
오포,4,10.7343,0.0084,0.2762,10.7343
오포,3,7.1562,0.0093,0.1841,7.1562
오포,5,3.7833,0.0097,0.0974,3.7833
원익IPS,0,15.2492,0.0096,0.7321,15.2492
원익IPS,7,8.1363,0.0068,0.3906,8.1363
원익IPS,3,7.8718,0.0102,0.3779,7.8718
원익IPS,4,6.4406,0.0050,0.3092,6.4406
원익IPS,5,4.5400,0.0117,0.2180,4.5400
원익IPS,6,2.9259,0.0023,0.1405,2.9259
원익IPS,1,1.5865,0.0043,0.0762,1.5865
인텔,0,13.1698,0.0083,0.7499,13.1698
인텔,7,6.6570,0.0056,0.3791,6.6570
인텔,6,5.1203,0.0040,0.2916,5.1203
인텔,3,5.0093,0.0065,0.2853,5.0093
인텔,4,4.2937,0.0033,0.2445,4.2937
인텔,1,3.9662,0.0108,0.2258,3.9662
인텔,5,2.2700,0.0058,0.1293,2.2700
카카오,0,6.9315,0.0043,0.7496,6.9315
카카오,7,4.4380,0.0037,0.4800,4.4380
카카오,4,2.8625,0.0022,0.3096,2.8625
카카오,3,2.1469,0.0028,0.2322,2.1469
카카오,6,1.4629,0.0011,0.1582,1.4629
카카오,2,1.2685,0.0047,0.1372,1.2685
카카오,1,0.7932,0.0022,0.0858,0.7932
카카오,5,0.7567,0.0019,0.0818,0.7567
퀄컴,0,17.3287,0.0109,0.6704,17.3287
퀄컴,4,11.4499,0.0089,0.4429,11.4499
퀄컴,7,9.6157,0.0081,0.3720,9.6157
퀄컴,3,7.1562,0.0093,0.2768,7.1562
퀄컴,6,5.8517,0.0046,0.2264,5.8517
퀄컴,1,5.5526,0.0151,0.2148,5.5526
퀄컴,5,5.2966,0.0136,0.2049,5.2966
폭스바겐,0,2.7726,0.0017,0.8407,2.7726
폭스바겐,4,1.4312,0.0011,0.4340,1.4312
폭스바겐,1,0.7932,0.0022,0.2405,0.7932
폭스바겐,3,0.7156,0.0009,0.2170,0.7156
하이센스,4,32.2029,0.0251,0.6062,32.2029
하이센스,0,28.4190,0.0178,0.5350,28.4190
하이센스,6,26.3328,0.0205,0.4957,26.3328
하이센스,3,11.4499,0.0148,0.2155,11.4499
하이센스,7,10.3553,0.0087,0.1949,10.3553
하이센스,2,5.0740,0.0188,0.0955,5.0740
하이센스,5,3.7833,0.0097,0.0712,3.7833
하이센스,1,2.3797,0.0065,0.0448,2.3797
하이얼,0,5.5452,0.0035,0.7895,5.5452
하이얼,3,2.8625,0.0037,0.4076,2.8625
하이얼,4,2.1469,0.0017,0.3057,2.1469
하이얼,1,1.5865,0.0043,0.2259,1.5865
하이얼,6,1.4629,0.0011,0.2083,1.4629
하이얼,5,0.7567,0.0019,0.1077,0.7567
하이얼,7,0.7397,0.0006,0.1053,0.7397
한미반도체,0,8.3178,0.0052,0.7180,8.3178
한미반도체,7,5.9173,0.0050,0.5108,5.9173
한미반도체,3,4.2937,0.0056,0.3707,4.2937
한미반도체,4,2.1469,0.0017,0.1853,2.1469
한미반도체,1,1.5865,0.0043,0.1370,1.5865
한미반도체,5,1.5133,0.0039,0.1306,1.5133
한미반도체,6,1.4629,0.0011,0.1263,1.4629
한화,1,57.1126,0.1548,0.7689,57.1126
한화,3,31.4873,0.0407,0.4239,31.4873
한화,0,27.7259,0.0174,0.3733,27.7259
한화,7,15.5330,0.0131,0.2091,15.5330
한화,2,10.1481,0.0376,0.1366,10.1481
한화,4,9.3031,0.0073,0.1253,9.3031
한화,6,6.5832,0.0051,0.0886,6.5832
한화,5,4.5400,0.0117,0.0611,4.5400
한화솔루션,0,6.2383,0.0039,0.6923,6.2383
한화솔루션,3,3.5781,0.0046,0.3971,3.5781
한화솔루션,4,3.5781,0.0028,0.3971,3.5781
한화솔루션,7,2.9587,0.0025,0.3283,2.9587
한화솔루션,5,2.2700,0.0058,0.2519,2.2700
한화솔루션,6,1.4629,0.0011,0.1623,1.4629
한화솔루션,1,0.7932,0.0022,0.0880,0.7932
한화시스템,1,52.3532,0.1419,0.8970,52.3532
한화시스템,0,22.1807,0.0139,0.3800,22.1807
한화시스템,7,9.6157,0.0081,0.1648,9.6157
한화시스템,2,8.8796,0.0329,0.1521,8.8796
한화시스템,6,1.4629,0.0011,0.0251,1.4629
현대모비스,0,10.3972,0.0065,0.7483,10.3972
현대모비스,7,5.1777,0.0044,0.3727,5.1777
현대모비스,3,5.0093,0.0065,0.3605,5.0093
현대모비스,4,4.2937,0.0033,0.3090,4.2937
현대모비스,5,3.0266,0.0078,0.2178,3.0266
현대모비스,6,2.1944,0.0017,0.1579,2.1944
현대모비스,1,0.7932,0.0022,0.0571,0.7932
현대자동차,0,23.5670,0.0148,0.7160,23.5670
현대자동차,3,12.8812,0.0167,0.3913,12.8812
현대자동차,4,12.8812,0.0100,0.3913,12.8812
현대자동차,6,8.7776,0.0068,0.2667,8.7776
현대자동차,5,7.5666,0.0194,0.2299,7.5666
현대자동차,7,7.3967,0.0062,0.2247,7.3967
현대자동차,1,2.3797,0.0065,0.0723,2.3797
현대자동차,2,1.2685,0.0047,0.0385,1.2685
현대차,0,30.4985,0.0191,0.7351,32.7798
현대차,4,17.8905,0.0139,0.4312,19.2287
현대차,7,13.3140,0.0112,0.3209,14.3099
현대차,3,12.1655,0.0157,0.2932,13.0755
현대차,6,8.7776,0.0068,0.2116,9.4342
현대차,5,7.5666,0.0194,0.1824,8.1326
현대차,1,3.1729,0.0086,0.0765,3.4103
현대차,2,1.2685,0.0047,0.0306,1.3634
화웨이,6,12.4349,0.0097,0.7282,12.4349
화웨이,0,8.3178,0.0052,0.4871,8.3178
화웨이,7,5.1777,0.0044,0.3032,5.1777
화웨이,4,5.0093,0.0039,0.2934,5.0093
화웨이,3,2.8625,0.0037,0.1676,2.8625
화웨이,5,2.2700,0.0058,0.1329,2.2700
화웨이,1,1.5865,0.0043,0.0929,1.5865
