term,cur,prev,diff,ma7,z_like,total
lg디스플레이,10,1,9,2.429,2.959,79
메타버스,6,0,6,0.857,2.67,8
lg전자,10,0,10,3.857,2.073,48
kaist,4,0,4,0.571,1.953,4
lg,10,3,7,5.571,1.318,274
아마존,2,0,2,0.286,1.117,5
차세대,3,0,3,0.857,1.113,42
비전프로,2,0,2,0.429,0.95,5
맥북,2,0,2,0.571,0.814,11
아이패드,2,1,1,0.571,0.814,9
tcl,1,0,1,0.143,0.622,1
갤럭시,3,0,3,1.714,0.557,31
삼성,14,4,10,12.0,0.448,376
공급망,1,0,1,0.429,0.345,7
현대차,2,1,1,1.714,0.124,30
폴더블,2,0,2,1.857,0.06,29
tsmc,1,0,1,1.143,-0.069,18
구글,1,0,1,1.143,-0.069,17
oled,3,3,0,3.286,-0.102,136
아이폰,1,0,1,2.0,-0.414,29
애플,3,0,3,6.429,-0.97,98
삼성전자,7,0,7,18.857,-2.219,187
