term,cur,prev,diff,ma7,z_like,total
20일,14,0,14,2.0,4.971,14
롯데카드,14,0,14,2.0,4.971,14
16년,13,0,13,1.857,4.716,13
무쌍,12,0,12,1.714,4.454,12
수리온,12,0,12,1.714,4.454,12
오후,12,0,12,1.714,4.454,12
헬기,12,0,12,1.714,4.454,12
감성,11,0,11,1.571,4.184,11
boe,12,1,11,2.143,4.001,15
장비,12,1,11,2.143,4.001,15
메타,10,0,10,1.571,3.74,11
김병만,9,0,9,1.286,3.615,9
않는,9,0,9,1.286,3.615,9
에이팩트,9,0,9,1.286,3.615,9
재평가,9,0,9,1.286,3.615,9
에서,10,0,10,1.714,3.588,12
가을,9,1,8,1.429,3.449,10
초점,9,0,9,1.429,3.449,10
햇살,9,1,8,1.429,3.449,10
vs,10,3,7,1.857,3.446,13
55,8,0,8,1.143,3.314,8
6세대,8,0,8,1.143,3.314,8
eterna,8,0,8,1.143,3.314,8
gf,8,0,8,1.143,3.314,8
gfx,8,0,8,1.143,3.314,8
hpsp,8,0,8,1.143,3.314,8
kizunaai,8,0,8,1.143,3.314,8
sfa반도체,8,0,8,1.143,3.314,8
가전산업의,8,0,8,1.143,3.314,8
굳건,8,0,8,1.143,3.314,8
김우진,8,0,8,1.143,3.314,8
남편,8,0,8,1.143,3.314,8
눈물이,8,0,8,1.143,3.314,8
라지,8,0,8,1.143,3.314,8
렌즈,8,0,8,1.143,3.314,8
맹추격,8,0,8,1.143,3.314,8
몰락,8,0,8,1.143,3.314,8
부고,8,0,8,1.143,3.314,8
샤프,8,0,8,1.143,3.314,8
시네마,8,0,8,1.143,3.314,8
신동빈,8,0,8,1.143,3.314,8
액정,8,0,8,1.143,3.314,8
왕국,8,0,8,1.143,3.314,8
인텍플러스,8,0,8,1.143,3.314,8
일본,8,0,8,1.143,3.314,8
장모상,8,0,8,1.143,3.314,8
재계,8,0,8,1.143,3.314,8
제품,8,0,8,1.143,3.314,8
주룩,8,0,8,1.143,3.314,8
청신호,8,0,8,1.143,3.314,8
총수들의,8,0,8,1.143,3.314,8
타임빌라스,8,0,8,1.143,3.314,8
포맷,8,0,8,1.143,3.314,8
피에스,8,0,8,1.143,3.314,8
홍보부장,8,0,8,1.143,3.314,8
효과에,8,0,8,1.143,3.314,8
후지필름,8,0,8,1.143,3.314,8
휩쓸었다,8,0,8,1.143,3.314,8
포럼,10,0,10,2.0,3.314,14
2차전지,8,0,8,1.286,3.146,9
kt,8,0,8,1.286,3.146,9
덩실덩실,8,0,8,1.286,3.146,9
봄날의,8,1,7,1.286,3.146,9
신형,8,0,8,1.286,3.146,9
체질,8,0,8,1.286,3.146,9
추락,8,1,7,1.286,3.146,9
해킹,8,0,8,1.286,3.146,9
4개,7,0,7,1.0,3.0,7
boe를,7,0,7,1.0,3.0,7
pc마켓,7,0,7,1.0,3.0,7
강력,7,0,7,1.0,3.0,7
개통,7,0,7,1.0,3.0,7
기다린,7,0,7,1.0,3.0,7
놓지,7,0,7,1.0,3.0,7
대업,7,0,7,1.0,3.0,7
대중화,7,0,7,1.0,3.0,7
마우스,7,0,7,1.0,3.0,7
베꼈는데,7,0,7,1.0,3.0,7
보안주,7,0,7,1.0,3.0,7
블루,7,0,7,1.0,3.0,7
사고에,7,0,7,1.0,3.0,7
