term,cur,prev,diff,total,ma7,z_like
lg디스플레이,4,1,3,73,1.571,1.078
tcl,1,0,1,1,0.143,0.622
비전프로,1,0,1,3,0.143,0.622
아이패드,1,1,0,7,0.286,0.465
맥북,1,0,1,9,0.286,0.465
현대차,1,1,0,25,1.0,0.0
폴더블,1,0,1,26,1.429,-0.195
