org,topic,base_score,topic_share,company_focus,hybrid_score
Innolux,5,22.4259,0.0326,0.4053,22.4259
Innolux,8,20.7837,0.0236,0.3756,20.7837
Innolux,2,18.8473,0.0180,0.3406,18.8473
Innolux,3,13.6771,0.0258,0.2472,13.6771
Innolux,6,12.7557,0.0123,0.2305,12.7557
Innolux,0,5.7334,0.0059,0.1036,5.7334
Innolux,9,4.1658,0.0184,0.0753,4.1658
Innolux,7,1.3531,0.0035,0.0245,1.3531
IoT,4,13.3154,0.0101,0.5076,13.3154
IoT,1,12.6146,0.0091,0.4809,12.6146
IoT,5,11.2130,0.0163,0.4275,11.2130
IoT,8,10.7502,0.0122,0.4098,10.7502
IoT,2,6.5241,0.0062,0.2487,6.5241
IoT,0,5.7334,0.0059,0.2186,5.7334
IoT,6,4.9606,0.0048,0.1891,4.9606
IoT,3,3.0394,0.0057,0.1159,3.0394
IoT,9,1.0415,0.0046,0.0397,1.0415
JDI,2,13.0481,0.0125,0.4879,13.0481
JDI,1,12.6146,0.0091,0.4717,12.6146
JDI,4,11.9138,0.0091,0.4455,11.9138
JDI,6,11.3384,0.0110,0.4240,11.3384
JDI,0,8.6001,0.0089,0.3216,8.6001
JDI,3,4.5590,0.0086,0.1705,4.5590
JDI,8,4.3001,0.0049,0.1608,4.3001
JDI,5,1.4016,0.0020,0.0524,1.4016
LG디스플레이,4,158.3831,0.1207,0.5535,158.3831
LG디스플레이,2,151.5032,0.1447,0.5294,151.5032
LG디스플레이,6,114.0929,0.1104,0.3987,114.0929
LG디스플레이,1,104.4207,0.0754,0.3649,104.4207
LG디스플레이,0,64.5010,0.0669,0.2254,64.5010
LG디스플레이,8,62.3510,0.0709,0.2179,62.3510
LG디스플레이,5,38.5446,0.0560,0.1347,38.5446
LG디스플레이,3,18.9960,0.0358,0.0664,18.9960
LG디스플레이,9,6.2487,0.0276,0.0218,6.2487
LG전자,7,94.7200,0.2422,0.5321,94.7200
LG전자,4,65.1753,0.0497,0.3661,65.1753
LG전자,0,62.3510,0.0646,0.3503,62.3510
LG전자,1,59.5689,0.0430,0.3346,59.5689
LG전자,8,55.1842,0.0628,0.3100,55.1842
LG전자,5,51.8599,0.0753,0.2913,51.8599
LG전자,2,50.0178,0.0478,0.2810,50.0178
LG전자,6,42.5191,0.0412,0.2388,42.5191
LG전자,3,28.8739,0.0544,0.1622,28.8739
LG전자,9,12.4974,0.0553,0.0702,12.4974
LG화학,1,13.3154,0.0096,0.8849,13.3154
LG화학,2,3.6245,0.0035,0.2409,3.6245
LG화학,0,3.5834,0.0037,0.2382,3.5834
LG화학,4,3.5041,0.0027,0.2329,3.5041
LG화학,6,2.1260,0.0021,0.1413,2.1260
LG화학,3,1.5197,0.0029,0.1010,1.5197
LG화학,8,1.4334,0.0016,0.0953,1.4334
LG화학,5,1.4016,0.0020,0.0932,1.4016
Nitto,2,2.1747,0.0021,0.6185,2.1747
Nitto,0,1.4334,0.0015,0.4077,1.4334
Nitto,8,1.4334,0.0016,0.4077,1.4334
Nitto,4,1.4016,0.0011,0.3986,1.4016
Nitto,3,0.7598,0.0014,0.2161,0.7598
Nitto,1,0.7008,0.0005,0.1993,0.7008
Nitto,5,0.7008,0.0010,0.1993,0.7008
SID,2,5.0743,0.0048,0.5118,5.0743
SID,1,4.9057,0.0035,0.4948,4.9057
SID,6,4.2519,0.0041,0.4288,4.2519
SID,5,4.2049,0.0061,0.4241,4.2049
SID,4,2.8032,0.0021,0.2827,2.8032
SID,3,1.5197,0.0029,0.1533,1.5197
SID,8,1.4334,0.0016,0.1446,1.4334
SID,0,0.7167,0.0007,0.0723,0.7167
SK하이닉스,0,67.3677,0.0698,0.6252,67.3677
SK하이닉스,1,51.8599,0.0374,0.4813,51.8599
SK하이닉스,8,37.9839,0.0432,0.3525,37.9839
SK하이닉스,3,31.9132,0.0601,0.2962,31.9132
SK하이닉스,6,24.0941,0.0233,0.2236,24.0941
SK하이닉스,4,21.7251,0.0166,0.2016,21.7251
SK하이닉스,2,21.0220,0.0201,0.1951,21.0220
SK하이닉스,5,16.8194,0.0244,0.1561,16.8194
SK하이닉스,7,10.8251,0.0277,0.1005,10.8251
SK하이닉스,9,5.2073,0.0230,0.0483,5.2073
Semiconductor,1,11.2130,0.0081,0.7117,11.2130
Semiconductor,8,5.7334,0.0065,0.3639,5.7334
Semiconductor,5,5.6065,0.0081,0.3559,5.6065
Semiconductor,4,4.9057,0.0037,0.3114,4.9057
Semiconductor,0,4.3001,0.0045,0.2729,4.3001
Semiconductor,2,2.8996,0.0028,0.1840,2.8996
Semiconductor,3,2.2795,0.0043,0.1447,2.2795
Semiconductor,6,1.4173,0.0014,0.0900,1.4173
TCL,4,53.9624,0.0411,0.6788,53.9624
TCL,2,34.7950,0.0332,0.4377,34.7950
TCL,1,28.0324,0.0202,0.3526,28.0324
TCL,6,25.5114,0.0247,0.3209,25.5114
TCL,8,18.6336,0.0212,0.2344,18.6336
TCL,0,14.3336,0.0149,0.1803,14.3336
TCL,5,11.9138,0.0173,0.1499,11.9138
TCL,3,7.5984,0.0143,0.0956,7.5984
TCL,7,2.7063,0.0069,0.0340,2.7063
TSMC,1,4.2049,0.0030,0.6688,4.2049
TSMC,3,3.0394,0.0057,0.4834,3.0394
TSMC,8,2.1500,0.0024,0.3419,2.1500
TSMC,0,1.4334,0.0015,0.2280,1.4334
TSMC,6,1.4173,0.0014,0.2254,1.4173
TSMC,4,1.4016,0.0011,0.2229,1.4016
TSMC,5,1.4016,0.0020,0.2229,1.4016
Tianma,4,29.4340,0.0224,0.6037,29.4340
Tianma,2,21.0220,0.0201,0.4312,21.0220
Tianma,1,18.9219,0.0137,0.3881,18.9219
Tianma,6,15.5903,0.0151,0.3198,15.5903
Tianma,8,15.0502,0.0171,0.3087,15.0502
Tianma,5,10.5122,0.0153,0.2156,10.5122
Tianma,0,8.6001,0.0089,0.1764,8.6001
Tianma,3,6.8385,0.0129,0.1403,6.8385
Tianma,9,3.1244,0.0138,0.0641,3.1244
Toray,1,4.2049,0.0030,0.7420,4.2049
Toray,2,2.8996,0.0028,0.5116,2.8996
Toray,4,1.4016,0.0011,0.2473,1.4016
Toray,5,1.4016,0.0020,0.2473,1.4016
Toray,9,1.0415,0.0046,0.1838,1.0415
Toray,8,0.7167,0.0008,0.1265,0.7167
Toray,6,0.7087,0.0007,0.1250,0.7087
UDC,1,3.5041,0.0025,0.6171,3.5041
UDC,6,2.8346,0.0027,0.4992,2.8346
UDC,5,2.8032,0.0041,0.4937,2.8032
UDC,2,1.4498,0.0014,0.2553,1.4498
UDC,4,1.4016,0.0011,0.2469,1.4016
Visionox,6,23.3855,0.0226,0.5380,23.3855
Visionox,4,23.1267,0.0176,0.5320,23.1267
Visionox,1,18.9219,0.0137,0.4353,18.9219
Visionox,2,18.1224,0.0173,0.4169,18.1224
Visionox,0,7.8835,0.0082,0.1814,7.8835
Visionox,8,6.4501,0.0073,0.1484,6.4501
Visionox,5,3.5041,0.0051,0.0806,3.5041
Visionox,3,2.2795,0.0043,0.0524,2.2795
구글,1,37.8437,0.0273,0.6219,37.8437
구글,6,23.3855,0.0226,0.3843,23.3855
구글,0,20.0670,0.0208,0.3298,20.0670
구글,4,19.6227,0.0149,0.3225,19.6227
구글,8,18.6336,0.0212,0.3062,18.6336
구글,2,15.9477,0.0152,0.2621,15.9477
구글,5,13.3154,0.0193,0.2188,13.3154
구글,3,12.1574,0.0229,0.1998,12.1574
구글,9,3.1244,0.0138,0.0513,3.1244
기아,1,29.4340,0.0213,0.6732,29.4340
기아,8,15.7669,0.0179,0.3606,15.7669
기아,0,15.0502,0.0156,0.3442,15.0502
기아,4,13.3154,0.0101,0.3046,13.3154
기아,5,11.2130,0.0163,0.2565,11.2130
기아,3,10.6377,0.0200,0.2433,10.6377
기아,2,9.4236,0.0090,0.2155,9.4236
기아,6,7.7952,0.0075,0.1783,7.7952
기아,9,2.0829,0.0092,0.0476,2.0829
기아자동차,8,12.1835,0.0139,0.6768,12.1835
기아자동차,5,7.0081,0.0102,0.3893,7.0081
기아자동차,1,6.3073,0.0046,0.3504,6.3073
기아자동차,4,5.6065,0.0043,0.3114,5.6065
기아자동차,6,4.2519,0.0041,0.2362,4.2519
기아자동차,3,3.7992,0.0072,0.2110,3.7992
기아자동차,2,2.8996,0.0028,0.1611,2.8996
기아자동차,0,2.8667,0.0030,0.1592,2.8667
기아자동차,9,2.0829,0.0092,0.1157,2.0829
기아자동차,7,1.3531,0.0035,0.0752,1.3531
네이버,5,11.9138,0.0173,0.5289,11.9138
네이버,7,10.8251,0.0277,0.4806,10.8251
네이버,1,9.8113,0.0071,0.4356,9.8113
네이버,0,7.8835,0.0082,0.3500,7.8835
네이버,8,7.1668,0.0081,0.3182,7.1668
네이버,3,4.5590,0.0086,0.2024,4.5590
네이버,6,3.5433,0.0034,0.1573,3.5433
네이버,2,1.4498,0.0014,0.0644,1.4498
네이버,4,1.4016,0.0011,0.0622,1.4016
네이버,9,1.0415,0.0046,0.0462,1.0415
두산로보틱스,1,2.8032,0.0020,0.6496,2.8032
두산로보틱스,8,2.1500,0.0024,0.4983,2.1500
두산로보틱스,3,1.5197,0.0029,0.3522,1.5197
두산로보틱스,7,1.3531,0.0035,0.3136,1.3531
두산로보틱스,0,0.7167,0.0007,0.1661,0.7167
두산로보틱스,6,0.7087,0.0007,0.1642,0.7087
두산로보틱스,4,0.7008,0.0005,0.1624,0.7008
두산로보틱스,5,0.7008,0.0010,0.1624,0.7008
디지타임스,6,7.7952,0.0075,0.6249,7.7952
디지타임스,1,5.6065,0.0040,0.4494,5.6065
디지타임스,4,5.6065,0.0043,0.4494,5.6065
디지타임스,2,4.3494,0.0042,0.3487,4.3494
디지타임스,5,2.8032,0.0041,0.2247,2.8032
디지타임스,8,2.1500,0.0024,0.1724,2.1500
디지타임스,3,0.7598,0.0014,0.0609,0.7598
레노버,5,1.4016,0.0020,0.6232,1.4016
레노버,9,1.0415,0.0046,0.4630,1.0415
레노버,2,0.7249,0.0007,0.3223,0.7249
레노버,6,0.7087,0.0007,0.3151,0.7087
레노버,1,0.7008,0.0005,0.3116,0.7008
레노버,4,0.7008,0.0005,0.3116,0.7008
마이크로소프트,1,13.3154,0.0096,0.5098,13.3154
마이크로소프트,8,12.9002,0.0147,0.4939,12.9002
마이크로소프트,4,9.8113,0.0075,0.3756,9.8113
마이크로소프트,0,8.6001,0.0089,0.3292,8.6001
마이크로소프트,3,7.5984,0.0143,0.2909,7.5984
마이크로소프트,2,7.2490,0.0069,0.2775,7.2490
마이크로소프트,6,7.0865,0.0069,0.2713,7.0865
마이크로소프트,5,2.8032,0.0041,0.1073,2.8032
메타,1,47.6551,0.0344,0.7425,47.6551
메타,0,19.3503,0.0201,0.3015,19.3503
메타,6,19.1336,0.0185,0.2981,19.1336
메타,5,18.9219,0.0275,0.2948,18.9219
메타,4,18.2211,0.0139,0.2839,18.2211
메타,2,15.2228,0.0145,0.2372,15.2228
메타,3,9.8779,0.0186,0.1539,9.8779
메타,8,9.3168,0.0106,0.1452,9.3168
메타,9,1.0415,0.0046,0.0162,1.0415
미디어텍,1,5.6065,0.0040,0.5625,5.6065
미디어텍,3,4.5590,0.0086,0.4574,4.5590
미디어텍,4,3.5041,0.0027,0.3516,3.5041
미디어텍,5,3.5041,0.0051,0.3516,3.5041
미디어텍,0,2.8667,0.0030,0.2876,2.8667
미디어텍,8,2.8667,0.0033,0.2876,2.8667
미디어텍,6,2.1260,0.0021,0.2133,2.1260
미디어텍,9,1.0415,0.0046,0.1045,1.0415
미디어텍,2,0.7249,0.0007,0.0727,0.7249
벤츠,8,9.3168,0.0106,0.6639,9.3168
벤츠,1,6.3073,0.0046,0.4494,6.3073
벤츠,5,6.3073,0.0092,0.4494,6.3073
벤츠,2,2.8996,0.0028,0.2066,2.8996
벤츠,6,2.8346,0.0027,0.2020,2.8346
벤츠,4,2.8032,0.0021,0.1997,2.8032
벤츠,0,2.1500,0.0022,0.1532,2.1500
벤츠,9,1.0415,0.0046,0.0742,1.0415
벤츠,3,0.7598,0.0014,0.0541,0.7598
비보,6,21.9682,0.0213,0.7177,21.9682
비보,4,16.8194,0.0128,0.5495,16.8194
비보,2,9.4236,0.0090,0.3079,9.4236
비보,1,5.6065,0.0040,0.1832,5.6065
비보,0,5.0167,0.0052,0.1639,5.0167
비보,5,4.2049,0.0061,0.1374,4.2049
비보,8,2.8667,0.0033,0.0937,2.8667
삼성디스플레이,4,91.1053,0.0694,0.4907,91.1053
삼성디스플레이,1,84.7980,0.0612,0.4567,84.7980
삼성디스플레이,2,78.2888,0.0748,0.4217,78.2888
삼성디스플레이,6,65.9046,0.0638,0.3550,65.9046
삼성디스플레이,0,65.2177,0.0676,0.3513,65.2177
삼성디스플레이,8,53.0341,0.0603,0.2857,53.0341
삼성디스플레이,5,29.4340,0.0427,0.1585,29.4340
삼성디스플레이,3,23.5550,0.0443,0.1269,23.5550
삼성디스플레이,9,4.1658,0.0184,0.0224,4.1658
삼성전자,0,186.3362,0.1932,0.4830,195.6530
삼성전자,1,161.1863,0.1164,0.4178,169.2456
삼성전자,4,151.3750,0.1153,0.3924,158.9437
삼성전자,2,123.2323,0.1177,0.3194,129.3939
삼성전자,6,114.8015,0.1111,0.2976,120.5416
삼성전자,8,110.3684,0.1255,0.2861,115.8868
삼성전자,7,105.5451,0.2699,0.2736,110.8223
삼성전자,5,81.9948,0.1190,0.2125,86.0945
삼성전자,3,81.3027,0.1531,0.2108,85.3679
삼성전자,9,13.5389,0.0599,0.0351,14.2158
샤오미,4,58.8680,0.0448,0.5665,58.8680
샤오미,6,53.1489,0.0514,0.5114,53.1489
샤오미,1,45.5527,0.0329,0.4383,45.5527
샤오미,2,33.3452,0.0319,0.3209,33.3452
샤오미,8,22.2170,0.0253,0.2138,22.2170
샤오미,0,20.7837,0.0215,0.2000,20.7837
샤오미,5,17.5203,0.0254,0.1686,17.5203
샤오미,3,9.1181,0.0172,0.0877,9.1181
샤오미,7,2.7063,0.0069,0.0260,2.7063
샤오펑,4,4.9057,0.0037,0.6713,4.9057
샤오펑,1,3.5041,0.0025,0.4795,3.5041
샤오펑,2,2.1747,0.0021,0.2976,2.1747
샤오펑,0,2.1500,0.0022,0.2942,2.1500
샤오펑,8,2.1500,0.0024,0.2942,2.1500
샤오펑,6,1.4173,0.0014,0.1940,1.4173
샤오펑,3,0.7598,0.0014,0.1040,0.7598
샤오펑,5,0.7008,0.0010,0.0959,0.7008
샤프,4,14.7170,0.0112,0.6227,14.7170
샤프,2,13.7730,0.0132,0.5827,13.7730
샤프,6,7.7952,0.0075,0.3298,7.7952
샤프,8,6.4501,0.0073,0.2729,6.4501
샤프,5,4.9057,0.0071,0.2076,4.9057
샤프,1,4.2049,0.0030,0.1779,4.2049
샤프,0,2.8667,0.0030,0.1213,2.8667
선익시스템,1,11.9138,0.0086,0.7264,11.9138
선익시스템,0,6.4501,0.0067,0.3933,6.4501
선익시스템,4,5.6065,0.0043,0.3418,5.6065
선익시스템,2,4.3494,0.0042,0.2652,4.3494
선익시스템,8,3.5834,0.0041,0.2185,3.5834
선익시스템,6,3.5433,0.0034,0.2160,3.5433
선익시스템,3,3.0394,0.0057,0.1853,3.0394
선익시스템,5,0.7008,0.0010,0.0427,0.7008
소니,4,15.4178,0.0117,0.5507,15.4178
소니,1,11.9138,0.0086,0.4256,11.9138
소니,8,11.4668,0.0130,0.4096,11.4668
소니,6,9.2125,0.0089,0.3291,9.2125
소니,2,8.6988,0.0083,0.3107,8.6988
소니,5,8.4097,0.0122,0.3004,8.4097
소니,0,4.3001,0.0045,0.1536,4.3001
소니,3,3.7992,0.0072,0.1357,3.7992
소니,7,2.7063,0.0069,0.0967,2.7063
소니,9,1.0415,0.0046,0.0372,1.0415
아마존,8,8.6001,0.0098,0.5562,10.1000
아마존,3,6.8385,0.0129,0.4423,8.0312
아마존,1,6.3073,0.0046,0.4079,7.4073
아마존,4,4.9057,0.0037,0.3173,5.7612
아마존,0,3.5834,0.0037,0.2318,4.2083
아마존,6,3.5433,0.0034,0.2292,4.1612
아마존,5,3.5041,0.0051,0.2266,4.1152
아마존,2,2.8996,0.0028,0.1875,3.4053
아마존,7,2.7063,0.0069,0.1750,3.1783
아마존,9,1.0415,0.0046,0.0674,1.2231
아이씨디,1,6.3073,0.0046,0.7021,6.3073
아이씨디,4,4.2049,0.0032,0.4681,4.2049
아이씨디,2,2.8996,0.0028,0.3228,2.8996
아이씨디,0,2.1500,0.0022,0.2393,2.1500
아이씨디,8,2.1500,0.0024,0.2393,2.1500
아이씨디,6,2.1260,0.0021,0.2367,2.1260
아이씨디,3,0.7598,0.0014,0.0846,0.7598
아이씨디,5,0.7008,0.0010,0.0780,0.7008
알파벳,8,9.3168,0.0106,0.5048,9.3168
알파벳,1,8.4097,0.0061,0.4557,8.4097
알파벳,4,7.7089,0.0059,0.4177,7.7089
알파벳,2,5.7992,0.0055,0.3142,5.7992
알파벳,6,5.6692,0.0055,0.3072,5.6692
알파벳,3,5.3189,0.0100,0.2882,5.3189
알파벳,0,5.0167,0.0052,0.2718,5.0167
알파벳,5,2.1024,0.0031,0.1139,2.1024
애플,6,128.2659,0.1241,0.5191,134.6792
애플,4,112.1296,0.0854,0.4538,117.7361
애플,1,103.0191,0.0744,0.4169,108.1700
애플,2,93.5116,0.0893,0.3784,98.1871
애플,0,76.6845,0.0795,0.3103,80.5187
애플,8,50.8841,0.0579,0.2059,53.4283
애플,5,49.0567,0.0712,0.1985,51.5095
애플,3,41.7911,0.0787,0.1691,43.8807
애플,9,6.2487,0.0276,0.0253,6.5612
애플,7,4.0594,0.0104,0.0164,4.2624
엔비디아,0,30.8171,0.0319,0.5459,30.8171
엔비디아,3,22.7952,0.0429,0.4038,22.7952
엔비디아,1,22.4259,0.0162,0.3972,22.4259
엔비디아,8,20.7837,0.0236,0.3682,20.7837
엔비디아,6,17.7163,0.0171,0.3138,17.7163
엔비디아,4,14.7170,0.0112,0.2607,14.7170
엔비디아,5,11.2130,0.0163,0.1986,11.2130
엔비디아,2,10.8734,0.0104,0.1926,10.8734
엔비디아,7,2.7063,0.0069,0.0479,2.7063
엔비디아,9,1.0415,0.0046,0.0184,1.0415
오포,6,28.3461,0.0274,0.7129,28.3461
오포,4,21.7251,0.0166,0.5464,21.7251
오포,2,13.7730,0.0132,0.3464,13.7730
오포,1,7.0081,0.0051,0.1763,7.0081
오포,0,6.4501,0.0067,0.1622,6.4501
오포,8,3.5834,0.0041,0.0901,3.5834
오포,5,3.5041,0.0051,0.0881,3.5041
원익IPS,1,17.5203,0.0127,0.7269,17.5203
원익IPS,0,8.6001,0.0089,0.3568,8.6001
원익IPS,8,7.8835,0.0090,0.3271,7.8835
원익IPS,2,7.2490,0.0069,0.3008,7.2490
원익IPS,4,6.3073,0.0048,0.2617,6.3073
원익IPS,3,6.0787,0.0114,0.2522,6.0787
원익IPS,6,2.8346,0.0027,0.1176,2.8346
원익IPS,5,0.7008,0.0010,0.0291,0.7008
인텔,6,3.5433,0.0034,0.5609,3.5433
인텔,1,3.5041,0.0025,0.5547,3.5041
인텔,5,2.8032,0.0041,0.4438,2.8032
인텔,2,1.4498,0.0014,0.2295,1.4498
인텔,0,1.4334,0.0015,0.2269,1.4334
인텔,4,1.4016,0.0011,0.2219,1.4016
인텔,3,0.7598,0.0014,0.1203,0.7598
인텔,8,0.7167,0.0008,0.1135,0.7167
카카오,7,24.3566,0.0623,0.7049,24.3566
카카오,5,14.0162,0.0203,0.4056,14.0162
카카오,1,13.3154,0.0096,0.3853,13.3154
카카오,8,8.6001,0.0098,0.2489,8.6001
카카오,0,7.8835,0.0082,0.2281,7.8835
카카오,3,5.3189,0.0100,0.1539,5.3189
카카오,6,4.9606,0.0048,0.1436,4.9606
카카오,9,4.1658,0.0184,0.1206,4.1658
카카오,4,3.5041,0.0027,0.1014,3.5041
카카오,2,2.8996,0.0028,0.0839,2.8996
퀄컴,1,13.3154,0.0096,0.5859,13.3154
퀄컴,5,9.1105,0.0132,0.4009,9.1105
퀄컴,0,8.6001,0.0089,0.3784,8.6001
퀄컴,8,8.6001,0.0098,0.3784,8.6001
퀄컴,3,8.3582,0.0157,0.3678,8.3582
퀄컴,4,4.2049,0.0032,0.1850,4.2049
퀄컴,2,2.8996,0.0028,0.1276,2.8996
퀄컴,6,2.8346,0.0027,0.1247,2.8346
퀄컴,9,2.0829,0.0092,0.0916,2.0829
폭스바겐,1,4.2049,0.0030,0.5483,4.2049
폭스바겐,8,3.5834,0.0041,0.4672,3.5834
폭스바겐,5,3.5041,0.0051,0.4569,3.5041
폭스바겐,0,2.8667,0.0030,0.3738,2.8667
폭스바겐,3,2.2795,0.0043,0.2972,2.2795
폭스바겐,9,1.0415,0.0046,0.1358,1.0415
폭스바겐,2,0.7249,0.0007,0.0945,0.7249
폭스바겐,6,0.7087,0.0007,0.0924,0.7087
폭스바겐,4,0.7008,0.0005,0.0914,0.7008
하이센스,4,38.5446,0.0294,0.6661,38.5446
하이센스,2,26.0963,0.0249,0.4510,26.0963
하이센스,1,19.6227,0.0142,0.3391,19.6227
하이센스,6,17.7163,0.0171,0.3062,17.7163
하이센스,8,12.9002,0.0147,0.2229,12.9002
하이센스,0,12.1835,0.0126,0.2106,12.1835
하이센스,5,11.9138,0.0173,0.2059,11.9138
하이센스,7,4.0594,0.0104,0.0702,4.0594
하이센스,3,3.0394,0.0057,0.0525,3.0394
한미반도체,1,9.8113,0.0071,0.7241,9.8113
한미반도체,0,5.0167,0.0052,0.3702,5.0167
한미반도체,8,5.0167,0.0057,0.3702,5.0167
한미반도체,3,3.7992,0.0072,0.2804,3.7992
한미반도체,2,3.6245,0.0035,0.2675,3.6245
한미반도체,6,2.1260,0.0021,0.1569,2.1260
한미반도체,4,2.1024,0.0016,0.1552,2.1024
한미반도체,5,0.7008,0.0010,0.0517,0.7008
한화,9,62.4872,0.2765,0.8511,62.4872
한화,1,22.4259,0.0162,0.3054,22.4259
한화,3,15.1968,0.0286,0.2070,15.1968
한화,8,15.0502,0.0171,0.2050,15.0502
한화,0,12.9002,0.0134,0.1757,12.9002
한화,5,11.9138,0.0173,0.1623,11.9138
한화,6,10.6298,0.0103,0.1448,10.6298
한화,7,6.7657,0.0173,0.0921,6.7657
한화,4,6.3073,0.0048,0.0859,6.3073
한화,2,4.3494,0.0042,0.0592,4.3494
한화솔루션,1,6.3073,0.0046,0.6698,6.3073
한화솔루션,8,3.5834,0.0041,0.3805,3.5834
한화솔루션,3,3.0394,0.0057,0.3228,3.0394
한화솔루션,0,2.8667,0.0030,0.3044,2.8667
한화솔루션,5,2.8032,0.0041,0.2977,2.8032
한화솔루션,2,2.1747,0.0021,0.2309,2.1747
한화솔루션,4,2.1024,0.0016,0.2233,2.1024
한화솔루션,9,1.0415,0.0046,0.1106,1.0415
한화솔루션,6,0.7087,0.0007,0.0753,0.7087
한화시스템,9,57.2800,0.2535,0.9421,57.2800
한화시스템,1,14.0162,0.0101,0.2305,14.0162
한화시스템,3,9.1181,0.0172,0.1500,9.1181
한화시스템,8,6.4501,0.0073,0.1061,6.4501
한화시스템,5,6.3073,0.0092,0.1037,6.3073
