org,topic,base_score,topic_share,company_focus,hybrid_score
기아,2,11.7130,0.0135,0.3806,11.7130
기아,5,9.9146,0.0077,0.3222,9.9146
기아,8,9.9146,0.0080,0.3222,9.9146
기아,1,7.2392,0.0088,0.2353,7.2392
기아,4,6.5153,0.0095,0.2117,6.5153
기아,7,6.5153,0.0087,0.2117,6.5153
기아,6,6.3737,0.0083,0.2071,6.3737
기아,0,2.0861,0.0123,0.0678,2.0861
기아자동차,1,5.0674,0.0062,0.5246,5.0674
기아자동차,5,4.2491,0.0033,0.4399,4.2491
기아자동차,9,3.5798,0.0045,0.3706,3.5798
기아자동차,8,3.5409,0.0029,0.3666,3.5409
기아자동차,3,3.5029,0.0023,0.3626,3.5029
기아자동차,2,2.1962,0.0025,0.2273,2.1962
기아자동차,6,2.1246,0.0028,0.2199,2.1246
기아자동차,7,1.4478,0.0019,0.1499,1.4478
기아자동차,4,0.7239,0.0011,0.0749,0.7239
네이버,3,14.7122,0.0099,0.5167,14.7122
네이버,8,12.0391,0.0097,0.4228,12.0391
네이버,4,9.4109,0.0137,0.3305,9.4109
네이버,6,9.2064,0.0120,0.3233,9.2064
네이버,1,8.6870,0.0106,0.3051,8.6870
네이버,5,8.4982,0.0066,0.2984,8.4982
네이버,2,8.0527,0.0093,0.2828,8.0527
네이버,9,6.4437,0.0081,0.2263,6.4437
네이버,0,4.1722,0.0247,0.1465,4.1722
네이버,7,2.1718,0.0029,0.0763,2.1718
도우인시스,6,2.8327,0.0037,0.7374,2.8327
도우인시스,7,2.1718,0.0029,0.5653,2.1718
도우인시스,4,0.7239,0.0011,0.1884,0.7239
도우인시스,5,0.7082,0.0006,0.1843,0.7082
도우인시스,8,0.7082,0.0006,0.1843,0.7082
도우인시스,3,0.7006,0.0005,0.1824,0.7006
두산로보틱스,3,3.5029,0.0023,0.5460,3.5029
두산로보틱스,1,2.8957,0.0035,0.4514,2.8957
두산로보틱스,4,2.8957,0.0042,0.4514,2.8957
두산로보틱스,6,2.1246,0.0028,0.3312,2.1246
두산로보틱스,8,2.1246,0.0017,0.3312,2.1246
두산로보틱스,9,1.4319,0.0018,0.2232,1.4319
두산로보틱스,2,0.7321,0.0008,0.1141,0.7321
두산로보틱스,5,0.7082,0.0006,0.1104,0.7082
디지타임스,3,5.6047,0.0038,0.4728,5.6047
디지타임스,5,4.9573,0.0039,0.4182,4.9573
디지타임스,1,4.3435,0.0053,0.3664,4.3435
디지타임스,7,4.3435,0.0058,0.3664,4.3435
디지타임스,8,4.2491,0.0034,0.3584,4.2491
디지타임스,6,3.5409,0.0046,0.2987,3.5409
디지타임스,4,2.8957,0.0042,0.2443,2.8957
디지타임스,9,2.1479,0.0027,0.1812,2.1479
디지타임스,2,1.4641,0.0017,0.1235,1.4641
디지타임스,0,1.0430,0.0062,0.0880,1.0430
레노버,1,2.8957,0.0035,0.4408,2.8957
레노버,4,2.8957,0.0042,0.4408,2.8957
레노버,9,2.8638,0.0036,0.4359,2.8638
레노버,5,2.1246,0.0017,0.3234,2.1246
레노버,8,2.1246,0.0017,0.3234,2.1246
레노버,3,2.1017,0.0014,0.3199,2.1017
레노버,2,1.4641,0.0017,0.2229,1.4641
레노버,7,1.4478,0.0019,0.2204,1.4478
레노버,6,0.7082,0.0009,0.1078,0.7082
리벨리온,3,5.6047,0.0038,0.7630,5.6047
리벨리온,2,2.9283,0.0034,0.3986,2.9283
리벨리온,1,2.1718,0.0026,0.2957,2.1718
리벨리온,4,1.4478,0.0021,0.1971,1.4478
리벨리온,7,1.4478,0.0019,0.1971,1.4478
리벨리온,9,1.4319,0.0018,0.1949,1.4319
리벨리온,5,1.4164,0.0011,0.1928,1.4164
리벨리온,6,0.7082,0.0009,0.0964,0.7082
리벨리온,8,0.7082,0.0006,0.0964,0.7082
마이크로소프트,3,15.4128,0.0103,0.4661,15.4128
마이크로소프트,2,13.9092,0.0160,0.4206,13.9092
마이크로소프트,9,12.8873,0.0162,0.3897,12.8873
마이크로소프트,8,11.3310,0.0091,0.3427,11.3310
마이크로소프트,5,10.6228,0.0083,0.3213,10.6228
마이크로소프트,6,9.2064,0.0120,0.2784,9.2064
마이크로소프트,7,8.6870,0.0115,0.2627,8.6870
마이크로소프트,1,7.2392,0.0088,0.2189,7.2392
마이크로소프트,4,6.5153,0.0095,0.1970,6.5153
메타,3,35.7297,0.0240,0.6008,35.7297
메타,8,28.3274,0.0229,0.4763,28.3274
메타,1,20.9936,0.0255,0.3530,20.9936
메타,9,18.6150,0.0234,0.3130,18.6150
메타,5,15.5801,0.0121,0.2620,15.5801
메타,2,13.1771,0.0152,0.2216,13.1771
메타,6,12.7473,0.0166,0.2143,12.7473
메타,4,7.9631,0.0116,0.1339,7.9631
메타,7,4.3435,0.0058,0.0730,4.3435
메타,0,3.1291,0.0185,0.0526,3.1291
미디어텍,3,11.2093,0.0075,0.5120,11.2093
미디어텍,2,9.5168,0.0110,0.4347,9.5168
미디어텍,1,9.4109,0.0114,0.4299,9.4109
미디어텍,8,9.2064,0.0074,0.4205,9.2064
미디어텍,9,5.7277,0.0072,0.2616,5.7277
미디어텍,6,5.6655,0.0074,0.2588,5.6655
미디어텍,5,4.2491,0.0033,0.1941,4.2491
미디어텍,4,2.1718,0.0032,0.0992,2.1718
미디어텍,7,1.4478,0.0019,0.0661,1.4478
벤츠,0,31.2913,0.1852,0.8880,31.2913
벤츠,9,8.5915,0.0108,0.2438,8.5915
벤츠,4,7.9631,0.0116,0.2260,7.9631
벤츠,3,7.0058,0.0047,0.1988,7.0058
벤츠,5,5.6655,0.0044,0.1608,5.6655
벤츠,1,4.3435,0.0053,0.1233,4.3435
벤츠,8,4.2491,0.0034,0.1206,4.2491
벤츠,2,2.1962,0.0025,0.0623,2.1962
벤츠,6,1.4164,0.0018,0.0402,1.4164
벤츠,7,0.7239,0.0010,0.0205,0.7239
비보,7,18.0980,0.0240,0.5896,18.0980
비보,5,16.2883,0.0127,0.5306,16.2883
비보,8,14.1637,0.0114,0.4614,14.1637
비보,4,7.2392,0.0105,0.2358,7.2392
비보,3,7.0058,0.0047,0.2282,7.0058
비보,6,5.6655,0.0074,0.1846,5.6655
비보,1,3.6196,0.0044,0.1179,3.6196
비보,9,1.4319,0.0018,0.0466,1.4319
삼성디스플레이,3,88.2734,0.0592,0.5098,88.2734
삼성디스플레이,5,83.5658,0.0651,0.4826,83.5658
삼성디스플레이,8,61.6121,0.0497,0.3558,61.6121
삼성디스플레이,4,49.2265,0.0715,0.2843,49.2265
삼성디스플레이,7,49.2265,0.0654,0.2843,49.2265
삼성디스플레이,6,48.1566,0.0628,0.2781,48.1566
삼성디스플레이,2,45.3879,0.0524,0.2621,45.3879
삼성디스플레이,9,35.7981,0.0450,0.2067,35.7981
삼성디스플레이,1,29.6807,0.0361,0.1714,29.6807
삼성디스플레이,0,5.2152,0.0309,0.0301,5.2152
삼성전자,3,179.3490,0.1203,0.4902,224.9037
삼성전자,8,160.7580,0.1298,0.4393,201.5905
삼성전자,5,147.3025,0.1148,0.4026,184.7173
삼성전자,6,109.7687,0.1431,0.3000,137.6499
삼성전자,2,100.2926,0.1157,0.2741,125.7669
삼성전자,1,95.5573,0.1161,0.2612,119.8288
삼성전자,9,91.6431,0.1151,0.2505,114.9205
삼성전자,7,83.9746,0.1115,0.2295,105.3041
삼성전자,4,82.5267,0.1199,0.2255,103.4885
삼성전자,0,26.0761,0.1543,0.0713,32.6994
샤오미,8,42.4911,0.0343,0.5433,52.6890
샤오미,5,41.0747,0.0320,0.5252,50.9327
샤오미,7,36.1959,0.0481,0.4628,44.8830
샤오미,3,23.8198,0.0160,0.3045,29.5365
샤오미,4,15.9262,0.0231,0.2036,19.7485
샤오미,6,13.4555,0.0175,0.1720,16.6848
샤오미,9,12.8873,0.0162,0.1648,15.9803
샤오미,1,10.1349,0.0123,0.1296,12.5672
샤오미,2,5.1244,0.0059,0.0655,6.3543
샤오미,0,4.1722,0.0247,0.0533,5.1735
샤오펑,3,6.3052,0.0042,0.5247,6.3052
샤오펑,9,5.7277,0.0072,0.4766,5.7277
샤오펑,8,5.6655,0.0046,0.4715,5.6655
샤오펑,5,4.2491,0.0033,0.3536,4.2491
샤오펑,2,3.6603,0.0042,0.3046,3.6603
샤오펑,1,1.4478,0.0018,0.1205,1.4478
샤오펑,4,1.4478,0.0021,0.1205,1.4478
샤오펑,7,1.4478,0.0019,0.1205,1.4478
샤오펑,6,1.4164,0.0018,0.1179,1.4164
샤프,5,16.9964,0.0132,0.7897,16.9964
샤프,7,7.9631,0.0106,0.3700,7.9631
샤프,4,5.7914,0.0084,0.2691,5.7914
샤프,8,5.6655,0.0046,0.2632,5.6655
샤프,3,4.9041,0.0033,0.2278,4.9041
샤프,1,3.6196,0.0044,0.1682,3.6196
샤프,6,2.1246,0.0028,0.0987,2.1246
샤프,9,1.4319,0.0018,0.0665,1.4319
샤프,0,1.0430,0.0062,0.0485,1.0430
샤프,2,0.7321,0.0008,0.0340,0.7321
선익시스템,3,7.0058,0.0047,0.7173,7.0058
선익시스템,2,3.6603,0.0042,0.3748,3.6603
선익시스템,4,2.8957,0.0042,0.2965,2.8957
선익시스템,5,2.8327,0.0022,0.2900,2.8327
선익시스템,1,2.1718,0.0026,0.2224,2.1718
선익시스템,7,2.1718,0.0029,0.2224,2.1718
선익시스템,8,2.1246,0.0017,0.2175,2.1246
선익시스템,9,1.4319,0.0018,0.1466,1.4319
선익시스템,6,0.7082,0.0009,0.0725,0.7082
소니,5,11.3310,0.0088,0.5277,11.3310
소니,1,8.6870,0.0106,0.4046,8.6870
소니,3,8.4070,0.0056,0.3916,8.4070
소니,8,7.7900,0.0063,0.3628,7.7900
소니,7,5.7914,0.0077,0.2697,5.7914
소니,9,5.7277,0.0072,0.2668,5.7277
소니,2,5.1244,0.0059,0.2387,5.1244
소니,4,4.3435,0.0063,0.2023,4.3435
소니,0,3.1291,0.0185,0.1457,3.1291
소니,6,2.1246,0.0028,0.0990,2.1246
아마존,1,9.4109,0.0114,0.4767,9.4109
아마존,8,9.2064,0.0074,0.4663,9.2064
아마존,9,7.8756,0.0099,0.3989,7.8756
아마존,3,7.7064,0.0052,0.3903,7.7064
아마존,5,5.6655,0.0044,0.2870,5.6655
아마존,6,5.6655,0.0074,0.2870,5.6655
아마존,2,4.3924,0.0051,0.2225,4.3924
아마존,7,2.8957,0.0038,0.1467,2.8957
아마존,4,1.4478,0.0021,0.0733,1.4478
아마존,0,1.0430,0.0062,0.0528,1.0430
아이씨디,3,7.0058,0.0047,0.7173,7.0058
아이씨디,2,3.6603,0.0042,0.3748,3.6603
아이씨디,4,2.8957,0.0042,0.2965,2.8957
아이씨디,5,2.8327,0.0022,0.2900,2.8327
아이씨디,1,2.1718,0.0026,0.2224,2.1718
아이씨디,7,2.1718,0.0029,0.2224,2.1718
아이씨디,8,2.1246,0.0017,0.2175,2.1246
아이씨디,9,1.4319,0.0018,0.1466,1.4319
아이씨디,6,0.7082,0.0009,0.0725,0.7082
알파벳,9,9.3075,0.0117,0.4670,9.3075
알파벳,8,7.7900,0.0063,0.3908,7.7900
알파벳,3,7.7064,0.0052,0.3866,7.7064
알파벳,5,7.0819,0.0055,0.3553,7.0819
알파벳,6,6.3737,0.0083,0.3198,6.3737
알파벳,2,5.8565,0.0068,0.2938,5.8565
알파벳,7,5.7914,0.0077,0.2906,5.7914
알파벳,1,4.3435,0.0053,0.2179,4.3435
알파벳,4,3.6196,0.0053,0.1816,3.6196
애플,8,131.0142,0.1058,0.4900,131.0142
애플,5,116.8505,0.0911,0.4370,116.8505
애플,3,107.1891,0.0719,0.4009,107.1891
애플,7,86.1463,0.1144,0.3222,86.1463
애플,6,80.7331,0.1053,0.3019,80.7331
애플,1,73.1158,0.0888,0.2734,73.1158
애플,9,59.4248,0.0746,0.2222,59.4248
애플,4,59.3613,0.0862,0.2220,59.3613
애플,2,52.7085,0.0608,0.1971,52.7085
애플,0,8.3443,0.0494,0.0312,8.3443
엔비디아,3,28.7239,0.0193,0.4910,28.7239
엔비디아,8,24.7865,0.0200,0.4237,24.7865
엔비디아,9,21.4789,0.0270,0.3671,21.4789
엔비디아,1,20.9936,0.0255,0.3588,20.9936
엔비디아,6,19.8292,0.0259,0.3389,19.8292
엔비디아,2,18.3016,0.0211,0.3128,18.3016
엔비디아,5,14.8719,0.0116,0.2542,14.8719
엔비디아,7,9.4109,0.0125,0.1609,9.4109
엔비디아,4,5.7914,0.0084,0.0990,5.7914
엔비디아,0,3.1291,0.0185,0.0535,3.1291
오포,7,25.3372,0.0337,0.6171,25.3372
오포,5,20.5374,0.0160,0.5002,20.5374
오포,8,19.1210,0.0154,0.4657,19.1210
오포,4,10.1349,0.0147,0.2469,10.1349
오포,3,9.1076,0.0061,0.2218,9.1076
오포,6,7.0819,0.0092,0.1725,7.0819
오포,1,4.3435,0.0053,0.1058,4.3435
오포,0,1.0430,0.0062,0.0254,1.0430
오포,9,0.7160,0.0009,0.0174,0.7160
원익IPS,3,18.2151,0.0122,0.6897,18.2151
원익IPS,2,9.5168,0.0110,0.3603,9.5168
원익IPS,4,8.6870,0.0126,0.3289,8.6870
원익IPS,5,7.7900,0.0061,0.2950,7.7900
원익IPS,9,7.1596,0.0090,0.2711,7.1596
원익IPS,6,5.6655,0.0074,0.2145,5.6655
원익IPS,8,5.6655,0.0046,0.2145,5.6655
원익IPS,1,4.3435,0.0053,0.1645,4.3435
원익IPS,7,2.1718,0.0029,0.0822,2.1718
인텔,3,20.3169,0.0136,0.6760,20.3169
인텔,2,12.4451,0.0144,0.4141,12.4451
인텔,5,9.2064,0.0072,0.3063,9.2064
인텔,9,7.8756,0.0099,0.2621,7.8756
인텔,6,7.0819,0.0092,0.2356,7.0819
인텔,1,6.5153,0.0079,0.2168,6.5153
인텔,4,6.5153,0.0095,0.2168,6.5153
인텔,8,6.3737,0.0051,0.2121,6.3737
인텔,7,3.6196,0.0048,0.1204,3.6196
카카오,3,8.4070,0.0056,0.7491,8.4070
카카오,2,4.3924,0.0051,0.3914,4.3924
카카오,1,3.6196,0.0044,0.3225,3.6196
카카오,8,2.8327,0.0023,0.2524,2.8327
카카오,9,2.1479,0.0027,0.1914,2.1479
카카오,6,2.1246,0.0028,0.1893,2.1246
카카오,4,1.4478,0.0021,0.1290,1.4478
카카오,5,1.4164,0.0011,0.1262,1.4164
카카오,0,1.0430,0.0062,0.0929,1.0430
