date,count
2025-08-08,1
2025-08-19,1
2025-08-20,3
2025-08-21,1
2025-08-22,1
2025-08-28,6
2025-09-04,2
2025-09-05,6
2025-09-07,4
2025-09-08,2
2025-09-09,8
2025-09-10,6
2025-09-12,62
2025-09-13,2
2025-09-15,28
2025-09-16,408
2025-09-17,91
2025-09-18,143
2025-09-19,186
2025-09-20,335
2025-09-21,77
2025-09-22,232
2025-09-23,566
