term,cur,prev,diff,ma7,z_like,total
업데이트,15,0,15,3.75,3.831,15
10,13,0,13,3.25,3.479,13
기아,13,0,13,3.25,3.479,13
pv5,12,0,12,3.0,3.294,12
공식,12,0,12,3.0,3.294,12
올인원,12,0,12,3.0,3.294,12
강화,12,0,12,3.25,3.122,13
버전,11,0,11,2.75,3.103,11
인도,11,0,11,2.75,3.103,11
택시,10,0,10,2.5,2.906,10
전망,11,0,11,3.25,2.765,13
lgd,9,0,9,2.25,2.7,9
one,9,0,9,2.25,2.7,9
리포트,9,0,9,2.25,2.7,9
추진,10,1,9,3.0,2.562,12
코스피,9,0,9,2.5,2.518,10
생산시설,8,0,8,2.0,2.485,8
증설,8,0,8,2.0,2.485,8
첨단산업,8,0,8,2.0,2.485,8
친환경,8,0,8,2.0,2.485,8
켐트로닉스,8,0,8,2.0,2.485,8
한켐,8,0,8,2.0,2.485,8
혁신의,8,0,8,2.0,2.485,8
희망퇴직,8,0,8,2.0,2.485,8
18일,7,0,7,1.75,2.26,7
hb테크놀러지,7,0,7,1.75,2.26,7
sus,7,0,7,1.75,2.26,7
계획,7,0,7,1.75,2.26,7
교량,7,0,7,1.75,2.26,7
금속봉지,7,0,7,1.75,2.26,7
기판,7,0,7,1.75,2.26,7
긴장에,7,0,7,1.75,2.26,7
동반,7,0,7,1.75,2.26,7
미소천사,7,0,7,1.75,2.26,7
방산주,7,0,7,1.75,2.26,7
변경,7,0,7,1.75,2.26,7
세미나,7,0,7,1.75,2.26,7
세울,7,0,7,1.75,2.26,7
시그마인텔,7,0,7,1.75,2.26,7
시장조사업체,7,0,7,1.75,2.26,7
아시아,7,0,7,1.75,2.26,7
인바,7,0,7,1.75,2.26,7
자매결연,7,0,7,1.75,2.26,7
중동,7,0,7,1.75,2.26,7
질주,7,0,7,1.75,2.26,7
텔랑가나,7,0,7,1.75,2.26,7
피아이이,7,0,7,1.75,2.26,7
하이데라바드,7,0,7,1.75,2.26,7
한국과,7,0,7,1.75,2.26,7
화성시,7,0,7,1.75,2.26,7
신규,9,1,8,3.0,2.196,12
운영,8,0,8,2.5,2.131,10
강세,7,0,7,2.0,2.071,8
유리,7,0,7,2.0,2.071,8
협약,7,1,6,2.0,2.071,8
소재,9,0,9,3.25,2.052,13
35,6,0,6,1.5,2.023,6
군살,6,0,6,1.5,2.023,6
나선,6,0,6,1.5,2.023,6
대상으로,6,0,6,1.5,2.023,6
마케팅,6,0,6,1.5,2.023,6
부장급,6,0,6,1.5,2.023,6
빼기,6,0,6,1.5,2.023,6
삼성디스플레이의,6,0,6,1.5,2.023,6
스마트폰서,6,0,6,1.5,2.023,6
양성,6,0,6,1.5,2.023,6
이상,6,0,6,1.5,2.023,6
자동차까지,6,0,6,1.5,2.023,6
저성과자,6,0,6,1.5,2.023,6
전시,6,0,6,1.5,2.023,6
천안시,6,0,6,1.5,2.023,6
최신,6,0,6,1.5,2.023,6
턴어라운드,6,0,6,1.5,2.023,6
tv,7,2,5,2.25,1.9,9
소식에,7,0,7,2.25,1.9,9
the,6,0,6,1.75,1.83,7
48선,5,0,5,1.25,1.771,5
