keyword,score
교육,3.8401709667171264
디지털,3.3804826769181013
보안,2.7563380607487615
밝혔다,2.7037354723221547
대상으로,2.49946841112578
경북,2.463873055592236
프로,2.2108350698813473
서비스,2.1971102701313474
미래,2.180504848112693
글로벌,2.163752971720151
인공지능,2.1373808865118784
연수,1.9477537699509568
특징주,1.9204607550620185
있는,1.9137180439639998
의료제품,1.8865896639626971
수업,1.8523421633926813
기술,1.8222198235836955
전문,1.8099549620588116
진행,1.806816511114639
따르면,1.7854923507108715
