org,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10
울트라로,0,0,0,0,0,0,1,1,0,2,1
웃음,4,2,1,1,0,0,0,0,0,0,0
원UI,0,0,0,0,0,0,1,1,0,2,1
원가,0,3,0,2,0,0,5,8,0,8,2
원에,0,2,1,1,0,0,1,0,0,0,0
웨이퍼,0,1,0,1,1,0,1,2,0,3,0
위기,0,0,1,1,0,0,1,2,0,3,1
위한,1,2,1,0,0,0,4,0,0,4,0
위해,9,5,2,2,0,0,2,1,0,1,0
유세윤,0,0,0,0,0,0,1,1,0,0,0
육군,1,0,0,0,0,0,2,0,0,0,0
은상,0,2,16,0,17,10,3,2,0,8,13
은지원,0,0,0,0,0,0,1,1,0,0,0
의사결정,0,0,1,1,0,0,1,2,0,3,1
이는,0,0,0,1,0,0,1,0,0,2,0
이데일리,0,1,0,0,0,0,1,1,1,4,1
이도,29,11,5,5,0,0,5,0,0,2,0
이동형,0,3,0,2,0,0,3,1,0,1,2
이들,4,2,1,1,0,0,0,0,0,0,0
이번,1,5,18,1,15,11,4,1,0,12,8
이상,0,0,1,0,0,0,2,0,0,3,0
이야기,1,4,2,2,1,0,1,1,0,0,0
이유영,0,1,0,1,0,0,2,1,0,0,0
이재명,0,2,1,1,0,0,1,0,0,0,0
이재용,0,2,0,2,0,0,2,1,0,2,2
이지혜,0,0,0,0,0,0,1,1,0,0,0
이차전지,0,2,1,1,1,0,2,1,0,5,1
이혜영,0,0,0,0,0,0,1,1,0,0,0
이후,0,0,1,1,0,0,1,1,0,0,0
인도네시아,0,0,1,1,0,0,1,1,0,0,0
인바,0,2,0,1,0,0,2,4,0,4,0
인재,0,1,3,0,2,2,2,0,0,3,2
인천공항,0,1,5,0,2,3,0,0,0,1,2
인천국제공항공사,0,1,5,0,2,3,0,0,0,1,2
인터페이스,0,1,0,1,1,0,1,2,0,3,0
일본,0,2,1,3,0,0,3,3,0,5,3
일상,25,9,4,4,0,0,5,0,0,2,0
일체형,1,3,1,2,0,0,5,1,1,2,2
임영규,1,4,2,2,1,0,1,1,0,0,0
있냐,4,2,1,1,0,0,0,0,0,0,0
있는,1,7,3,6,1,0,3,3,0,4,1
있는데,0,0,0,0,0,0,1,1,0,2,1
있다,1,2,4,1,2,2,5,3,2,11,3
있다.,3,34,34,28,19,28,29,33,2,57,28
있습니다.,0,0,1,0,0,0,2,0,0,0,0
자원,0,1,0,0,0,0,2,2,1,1,0
자율주행,0,1,0,0,0,0,1,1,1,4,1
자족도시,1,0,0,0,1,0,1,1,0,2,0
자회사,0,1,0,1,1,0,1,2,0,3,0
작은,0,3,2,1,1,1,0,0,0,1,1
작품,1,4,2,2,1,0,1,1,0,0,0
장비,0,3,1,2,2,0,3,3,0,8,1
장점,0,0,0,0,0,0,1,1,0,2,1
재정,0,2,1,1,0,0,1,0,0,0,0
재판부,0,0,1,1,0,0,1,1,0,0,0
저변,1,2,0,0,0,0,2,0,0,1,0
저시력자,0,0,3,0,2,2,3,2,0,2,5
저장,1,2,0,1,0,0,0,1,0,2,0
적용해,0,0,5,0,5,3,0,0,0,2,3
전기,0,3,17,0,20,9,0,0,0,8,9
전망,0,0,0,1,0,0,1,0,0,2,0
전무,1,0,1,0,0,0,2,0,1,1,0
전월,0,0,0,1,0,0,1,0,0,2,0
전장,0,2,0,0,1,0,1,2,1,2,2
전쟁,0,1,0,1,0,0,0,0,0,0,0
전지적,5,2,1,1,0,0,0,0,0,0,0
전직,0,0,1,1,0,0,1,1,0,0,0
전참시,5,2,1,1,0,0,0,0,0,0,0
전체,0,1,1,1,0,0,4,5,1,3,2
전현무,19,8,4,4,0,0,4,0,0,2,0
전환,0,0,1,1,0,0,1,2,0,3,1
절반으로,0,2,0,1,0,0,2,4,0,4,0
점유율,0,3,1,4,0,0,1,1,0,2,1
접수,1,2,0,0,0,0,2,0,0,1,0
접수된,0,0,0,0,0,0,1,1,0,0,0
정부,0,2,1,1,0,0,1,0,0,0,0
정부부채,0,2,1,1,0,0,1,0,0,0,0
정수기,0,0,39,0,17,40,0,0,0,16,16
정식,0,1,0,1,0,0,2,1,0,0,0
정심상,0,1,0,0,0,0,0,1,0,0,0
정심회장,0,1,0,0,0,0,0,1,0,0,0
제36회,0,1,0,0,0,0,0,1,0,0,0
제가,1,4,2,2,1,0,1,1,0,0,0
제공하,1,2,4,0,2,2,5,3,0,3,7
제공한다.,0,3,6,3,6,4,2,2,0,4,4
제약,0,3,0,2,0,0,3,1,0,1,2
제조,0,2,2,1,1,0,4,1,0,8,1
제조사,0,1,0,1,0,0,3,4,0,4,2
제조업,0,0,1,1,0,0,3,0,0,5,0
제품,0,6,56,1,40,46,9,6,0,27,37
조종사,1,0,0,0,0,0,2,0,0,0,0
조지영,5,1,0,0,0,0,1,0,0,0,0
조화,0,0,5,0,5,3,0,0,0,2,3
주도권,0,1,0,2,0,0,1,2,0,3,0
주요,0,1,0,0,0,0,1,0,0,1,0
중국,0,4,1,3,0,0,8,10,1,9,5
중이다.,1,0,0,0,0,0,2,0,0,0,0
지급,0,1,1,1,0,0,1,1,0,0,0
지난,1,7,9,9,2,3,6,3,1,7,5
지리,25,9,4,4,0,0,5,0,0,2,0
지수,0,0,0,1,0,0,1,0,0,2,0
지원,1,2,0,1,0,0,0,1,0,2,0
직관적인,0,0,25,0,10,25,0,0,0,10,10
질문에,4,2,1,1,0,0,0,0,0,0,0
차량용,0,2,0,0,1,0,1,2,1,2,2
참견,5,2,1,1,0,0,0,0,0,0,0
참여,2,1,0,0,0,0,2,2,3,1,0
