term,cur,prev,diff,ma7,z_like,total
idea,125,105,20,38.333,12.051,230
디자인,116,96,20,35.333,11.616,212
2025,100,86,14,32.5,10.073,195
이도,41,0,41,6.833,9.454,41
전참시,35,0,35,5.833,8.54,35
코웨이,51,39,12,15.0,7.388,90
21일,33,8,25,6.833,7.24,41
본상,43,27,16,11.667,7.096,70
강의,23,0,23,3.833,6.48,23
프로,40,31,9,11.833,6.344,71
아이콘,38,31,7,11.5,6.035,69
정수기,38,31,7,11.5,6.035,69
각막,20,0,20,3.333,5.898,20
삼성전자,43,41,2,14.667,5.866,88
경동나비엔,36,35,1,11.833,5.443,71
실명,16,0,16,2.667,5.064,16
운세,16,0,16,2.667,5.064,16
카메라,27,18,9,7.833,5.045,47
oled,37,35,2,13.667,4.968,82
디스플레이,37,41,-4,14.0,4.851,84
모솔연애,15,0,15,2.5,4.843,15
중단,15,0,15,2.5,4.843,15
lg전자,29,29,0,10.333,4.429,62
손상,13,0,13,2.167,4.382,13
인천공항,13,0,13,2.167,4.382,13
위기,14,0,14,2.667,4.304,16
연속,21,17,4,6.333,4.171,38
관련주,27,21,6,9.833,4.151,59
47개,27,32,-5,9.833,4.151,59
명곡,12,1,11,2.167,3.978,13
불후의,12,1,11,2.167,3.978,13
신승훈,12,1,11,2.167,3.978,13
27세,11,0,11,1.833,3.894,11
모솔,11,0,11,1.833,3.894,11
지리,11,0,11,1.833,3.894,11
일상,12,1,11,2.333,3.825,14
삼성,31,30,1,13.333,3.798,80
별자리,10,0,10,1.667,3.637,10
오늘의,10,0,10,1.667,3.637,10
고백,11,2,9,2.167,3.573,13
boe,18,16,2,5.833,3.562,35
16년,18,17,1,5.833,3.562,35
lg이노텍,9,0,9,1.5,3.371,9
tv,24,26,-2,10.0,3.364,60
아이폰17,20,19,1,7.5,3.343,45
삼성d,18,20,-2,6.5,3.24,39
2개,18,21,-3,6.5,3.24,39
금상,18,21,-3,6.5,3.24,39
덩실덩실,14,10,4,4.167,3.233,25
9월,21,26,-5,8.5,3.192,51
결혼,10,3,7,2.167,3.169,13
포함,18,21,-3,6.667,3.164,40
공모전,18,22,-4,6.667,3.164,40
hpsp,13,10,3,3.833,3.099,23
16세,8,0,8,1.333,3.094,8
강사,8,0,8,1.333,3.094,8
모듈,8,0,8,1.333,3.094,8
살림남,8,0,8,1.333,3.094,8
쇼호스트에,8,0,8,1.333,3.094,8
연하,8,0,8,1.333,3.094,8
지상렬,8,0,8,1.333,3.094,8
활동,12,7,5,3.333,3.067,20
3대,12,8,4,3.333,3.067,20
에이팩트,13,11,2,4.0,3.0,24
세계,13,8,5,4.167,2.905,25
부고,12,10,2,3.667,2.859,22
제품,12,10,2,3.667,2.859,22
홍보부장,12,10,2,3.667,2.859,22
필요,11,8,3,3.167,2.818,19
변우석,8,2,6,1.667,2.764,10
스마트폰,9,4,5,2.167,2.764,13
캠페인,9,4,5,2.167,2.764,13
이재용,18,18,0,7.667,2.742,46
원가,11,9,2,3.333,2.713,20
2차,7,1,6,1.333,2.63,8
예방,7,1,6,1.333,2.63,8
개최,14,11,3,5.333,2.619,32
롯데카드,14,18,-4,5.333,2.619,32
1위,11,8,3,3.5,2.612,21
지원,17,26,-9,7.333,2.607,44
시대,11,9,2,3.667,2.516,22
09월,6,0,6,1.0,2.5,6
김우진씨,6,0,6,1.0,2.5,6
바꿔줘,6,0,6,1.0,2.5,6
받았다,6,0,6,1.0,2.5,6
방광살리기,6,0,6,1.0,2.5,6
보냈,6,0,6,1.0,2.5,6
부친상,6,0,6,1.0,2.5,6
비트버니,6,0,6,1.0,2.5,6
사연,6,0,6,1.0,2.5,6
선택,6,0,6,1.0,2.5,6
성공적,6,0,6,1.0,2.5,6
소비쿠폰,6,0,6,1.0,2.5,6
수면장애,6,0,6,1.0,2.5,6
쏠퀴즈,6,0,6,1.0,2.5,6
야간뇨로,6,0,6,1.0,2.5,6
어필,6,0,6,1.0,2.5,6
원인,6,0,6,1.0,2.5,6
이후,6,0,6,1.0,2.5,6
인한,6,0,6,1.0,2.5,6
재미있었어,6,0,6,1.0,2.5,6
전립선,6,0,6,1.0,2.5,6
정답,6,0,6,1.0,2.5,6
정답은,6,0,6,1.0,2.5,6
제작진에,6,0,6,1.0,2.5,6
중요,6,0,6,1.0,2.5,6
진태현,6,0,6,1.0,2.5,6
질환,6,0,6,1.0,2.5,6
출연,6,0,6,1.0,2.5,6
치료가,6,0,6,1.0,2.5,6
퀴즈,6,0,6,1.0,2.5,6
해시태,6,0,6,1.0,2.5,6
허각,6,0,6,1.0,2.5,6
강화,12,10,2,4.333,2.488,26
