org,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11
예비,0,1,0,0,1,0,2,0,1,1,0,0
오른,0,0,2,1,1,1,0,0,1,0,0,1
오세근,0,1,0,0,0,0,0,0,0,0,0,0
오전,0,0,0,0,0,1,1,1,0,0,0,0
오픈,0,1,2,0,0,3,0,0,0,0,0,2
오피스텔,0,0,1,0,1,1,2,0,1,0,0,0
온열,0,0,0,1,2,0,3,0,1,0,1,0
올해,30,23,16,28,11,24,10,9,10,30,0,12
와인,0,1,0,0,1,0,2,0,1,1,0,0
와일드카드,0,1,2,0,0,0,0,0,0,0,0,0
완성차,0,0,2,1,4,2,3,0,0,0,1,2
완전,0,0,0,0,0,1,1,1,0,0,0,0
외교,0,1,5,1,5,3,1,1,0,0,1,1
외국인,4,2,1,3,1,2,1,1,0,2,0,1
용인,0,1,0,0,1,2,2,1,0,0,0,0
우려,2,1,1,2,1,1,1,1,0,1,0,1
우리,0,1,3,1,4,2,2,1,1,0,0,1
우수한,0,0,3,1,4,2,1,0,1,0,1,2
우승,0,0,2,0,0,1,0,0,0,0,4,0
우천,0,1,2,0,0,0,0,0,0,0,0,0
운동,0,0,0,1,2,0,3,0,1,0,1,0
원을,2,1,0,1,0,1,0,0,0,1,0,0
원자재,1,1,0,1,1,2,1,0,0,2,2,1
웨어러블,6,6,3,9,5,6,8,6,14,6,0,7
웨이브,5,4,3,4,8,6,2,3,3,3,5,5
위안,6,6,3,13,1,6,3,15,3,12,0,3
위한,21,17,13,18,12,17,9,4,4,21,0,8
위해,1,1,1,3,4,9,2,2,3,1,2,4
윈드쉴드,1,1,1,2,4,1,1,0,0,1,0,0
유공자,5,2,0,4,2,2,1,2,1,3,0,1
유기발광다이오드,9,5,4,10,4,2,1,3,3,10,0,1
유라테크,0,0,2,1,4,2,3,0,0,0,1,2
유럽,0,0,2,1,5,1,1,0,0,0,0,0
유로,0,0,2,0,2,3,0,0,1,0,1,1
유물,1,1,0,1,0,1,0,1,1,1,0,0
유비리서치,6,6,5,10,5,9,11,4,19,6,0,11
유비리서치에,2,2,2,4,2,5,6,0,10,2,0,6
유성구,0,0,0,0,0,1,1,1,0,0,0,0
유저들,1,1,3,2,2,2,0,0,1,1,5,4
윤석열,0,0,5,0,1,0,0,0,0,0,1,1
의약품,2,2,1,4,1,2,0,2,2,2,0,2
이날,0,0,2,1,1,1,0,0,1,0,0,1
이는,2,2,3,5,2,2,1,3,2,2,0,2
이런,0,0,2,0,2,3,0,0,1,0,1,1
이를,1,1,1,2,2,2,3,2,0,1,0,0
이번,8,6,10,9,15,11,4,4,5,5,11,12
이벤트,2,5,2,2,1,2,1,1,2,2,4,3
이상일,0,1,0,0,1,2,2,1,0,0,0,0
이석원,0,0,0,0,1,1,0,0,0,0,0,0
이슈,0,0,2,0,0,1,0,0,0,0,4,0
이야기,0,0,2,1,5,1,1,0,0,0,0,0
이어,4,3,4,5,1,2,0,2,3,5,0,2
이유,2,2,0,3,1,0,2,1,2,2,0,0
이재도,0,1,0,0,0,0,0,0,0,0,0,0
이차전지,1,1,1,2,2,2,3,2,0,1,0,0
이청,13,9,10,14,5,4,1,6,5,15,0,3
인구,1,1,0,1,0,2,0,0,0,1,0,0
인도,0,0,0,0,1,1,0,0,0,0,0,0
인수,0,0,0,1,1,3,0,0,2,0,0,2
인재,0,0,0,1,1,3,0,0,2,0,0,2
인천,0,1,1,0,1,2,0,0,0,0,0,0
인프라,0,1,0,0,1,2,2,1,0,0,0,0
인플루언서,2,5,2,2,1,2,1,1,2,2,4,3
일곱,1,2,2,1,1,2,0,0,1,1,5,3
일본,9,16,8,12,8,12,2,4,8,9,27,12
일정,0,1,2,0,0,0,0,0,0,0,0,0
있는,34,36,33,42,44,29,16,18,20,27,38,18
있다,57,36,28,62,22,24,12,20,21,58,1,10
있다.,51,46,53,67,57,60,36,30,41,48,12,39
있도록,0,0,0,1,2,0,5,0,3,0,0,0
있습니다.,0,0,2,0,2,3,0,0,1,0,1,1
있어,5,3,1,5,1,2,1,1,1,5,0,0
있었다.,0,0,0,1,1,3,0,0,2,0,0,2
자동차,1,2,6,4,13,6,6,2,1,1,1,3
자동차에,0,0,2,1,5,1,1,0,0,0,0,0
자사주,2,1,0,1,0,1,0,0,0,1,0,0
자신감,10,6,5,10,3,4,3,3,3,10,0,0
작업,0,0,0,0,0,1,1,1,0,0,0,0
작은,2,2,0,3,1,0,2,1,2,2,0,0
잡포스트,0,1,2,0,0,0,0,0,0,0,0,0
장관,0,1,1,1,1,4,0,0,0,0,0,2
장벽,0,0,0,1,3,1,15,0,9,0,0,1
장비,11,12,8,25,7,13,7,27,7,21,0,7
장시호,0,0,5,0,1,0,0,0,0,0,1,1
재계,1,1,0,1,1,4,1,0,0,2,3,1
재난영화,0,0,0,0,1,1,0,0,0,0,0,0
적용해,0,0,0,1,2,0,3,0,1,0,1,0
전국적으로,1,1,0,1,0,2,0,0,0,1,0,0
전기차,3,2,6,4,6,4,3,2,1,2,1,4
전동화,1,1,3,3,8,3,4,0,0,1,1,2
전략,3,3,10,5,8,6,7,2,1,3,3,12
전력,0,1,3,1,4,2,2,1,1,0,0,1
전망이다.,2,2,0,3,2,2,3,2,5,2,0,2
전면,0,0,0,1,0,1,1,0,0,0,0,0
전문기자,0,0,0,0,1,1,0,0,0,0,0,0
전승절,0,1,5,1,5,3,1,1,0,0,1,1
전시,1,1,0,1,0,1,0,1,1,1,0,0
전시회,1,1,0,2,1,0,0,0,0,1,0,2
전월대비,0,0,2,1,1,1,0,0,1,0,0,1
전일,0,0,2,1,1,1,0,0,1,0,0,1
전장,1,2,2,2,4,3,2,2,1,1,0,1
전체,4,3,0,4,1,1,1,2,3,4,0,0
전투,1,2,2,1,1,2,0,0,1,1,5,3
전환,5,3,3,5,1,3,1,1,1,5,0,1
전환에,5,3,2,5,2,2,1,2,2,5,0,0
점에서,3,2,4,3,2,2,0,2,1,2,0,2
점유율,5,3,4,4,1,2,1,1,1,4,0,2
점화부품,0,0,2,1,4,2,3,0,0,0,1,2
점화시스템,0,0,2,1,4,2,3,0,0,0,1,2
정규시즌,0,1,2,0,0,0,0,0,0,0,0,0
정부,39,25,28,40,13,13,6,13,9,38,0,8
정철동,10,7,6,8,4,6,3,3,2,10,0,2
제16회,5,3,1,5,1,2,2,1,3,5,0,1
제1회,0,1,1,0,1,2,0,0,0,0,0,0
제네시스,2,2,1,4,3,1,3,1,1,2,0,2
제로,2,2,1,4,5,3,1,0,3,3,9,0
제작,1,2,2,2,3,1,1,0,0,1,0,2
제조사,4,2,2,5,2,5,1,1,1,4,0,1
제조업,2,3,6,5,6,5,1,3,2,2,1,3
제품,0,0,0,2,3,0,9,0,6,0,0,0
조기,1,1,0,1,1,2,1,0,0,2,2,1
조성,0,1,0,0,1,2,2,1,0,0,0,0
조작,0,0,5,0,1,0,0,0,0,0,1,1
종목,2,1,1,2,1,1,1,1,0,1,0,1
주가,2,2,1,4,1,2,0,2,2,2,0,2
주간,2,1,0,1,0,1,0,0,0,1,0,0
주민,0,1,0,0,1,2,2,1,0,0,0,0
주민들,0,1,0,0,1,2,2,1,0,0,0,0
주신,1,1,0,1,0,1,0,1,1,1,0,0
주요,6,6,6,11,6,9,4,7,8,9,10,8
중구,0,1,1,0,1,2,0,0,0,0,0,0
중국,64,44,43,79,28,41,18,40,21,70,2,18
중국에,4,2,4,4,1,3,1,2,1,2,0,0
중심,0,0,2,1,1,1,0,0,1,0,0,1
중인,0,1,1,1,1,4,0,0,0,0,0,2
즐길,8,13,1,9,3,2,0,6,3,6,12,3
증액,0,0,3,1,4,2,1,0,1,0,1,2
증착기,4,2,2,5,2,5,1,1,1,4,0,1
지급,1,1,0,1,1,2,1,0,0,2,2,1
지급한다.,1,1,0,1,1,2,1,0,0,2,2,1
지난,12,10,13,13,7,11,3,4,4,12,1,10
지방,1,1,0,1,0,2,0,0,0,1,0,0
지분,0,0,2,0,1,0,0,0,0,0,0,1
지사장,1,0,2,1,1,3,0,0,2,1,0,2
지수,0,0,2,1,1,1,0,0,1,0,0,1
지원,11,8,7,12,4,8,6,5,4,9,0,1
지하실,0,0,1,1,3,2,1,0,0,0,1,2
진압,0,0,0,0,0,1,1,1,0,0,0,0
진행된다.,0,1,2,0,0,0,0,0,0,0,0,0
진행하고,2,2,1,4,1,2,0,2,2,2,0,2
집값,0,0,1,0,1,1,2,0,1,0,0,0
차량,8,7,6,11,13,7,7,4,3,6,1,3
차량용,6,4,3,7,5,3,4,2,2,4,1,2
차별화된,0,1,0,0,1,0,2,0,1,1,0,0
차세대,10,7,5,12,6,6,0,4,6,9,1,6
참가자들,0,1,1,0,1,2,0,0,0,0,0,0
참석한,5,3,1,5,1,2,2,1,3,5,0,1
참여,0,0,0,0,0,2,0,0,0,0,1,0
창업,1,1,2,1,2,3,2,0,3,2,0,2
처인구,0,1,0,0,1,2,2,1,0,0,0,0
첨단,1,1,1,2,2,2,3,2,0,1,0,0
청약,0,0,1,0,1,1,2,0,1,0,0,0
체험,3,5,0,4,1,1,0,2,2,2,5,0
체험할,2,2,0,2,0,1,0,1,1,2,3,0
최강야구,0,0,1,1,3,2,1,0,0,0,1,2
최고,1,1,1,1,0,0,2,0,1,1,0,0
최초로,4,2,0,4,3,3,0,3,2,3,0,2
추석,1,1,0,1,1,2,1,0,0,2,2,1
추월당할,4,2,4,4,1,3,1,2,1,2,0,0
출품했다.,2,5,2,2,1,2,1,1,2,2,4,3
출하량,3,3,1,3,0,4,1,1,2,3,0,2
충남,1,1,0,1,0,2,0,0,0,1,0,0
충칭,2,2,1,4,1,1,1,3,1,2,0,1
충칭시,2,2,1,4,1,1,1,3,1,2,0,1
치열한,0,0,1,1,3,2,1,0,0,0,1,2
친환경,4,2,3,4,6,4,3,1,3,2,1,3
카브리올레,1,1,1,1,0,0,2,0,1,1,0,0
칼럼,0,0,5,0,1,0,0,0,0,0,1,1
캐릭터,3,4,2,3,1,3,0,1,2,3,8,3
커버,2,2,0,3,1,0,2,1,2,2,0,0
커지고,1,1,0,1,0,2,0,0,0,1,0,0
컨슈머타임스,3,4,0,3,1,0,0,2,1,2,4,0
컬러,1,1,1,1,0,0,2,0,1,1,0,0
컴투스,2,5,2,2,1,2,1,1,2,2,4,3
케랄라,0,0,0,0,1,1,0,0,0,0,0,0
코스피,4,2,1,3,1,2,1,1,0,2,0,1
콘서트,1,2,2,2,3,1,1,0,0,1,0,2
콘텐츠,2,3,3,4,5,2,1,0,1,3,4,2
쿠페,1,1,1,1,0,0,2,0,1,1,0,0
쿡커,0,0,0,1,2,0,3,0,1,0,1,0
쿨링,0,0,0,1,0,1,1,0,0,0,0,0
퀄컴,2,2,4,2,2,2,3,1,0,2,2,5
크기,2,2,0,3,1,0,2,1,2,2,0,0
크릿벤처스,1,0,2,1,1,3,0,0,2,1,0,2
클라우드,2,2,4,2,2,2,3,1,0,2,2,5
클레녹스,0,0,0,1,4,1,19,0,12,0,0,1
킵스파마,2,2,1,4,1,2,0,2,2,2,0,2
탁류,0,0,1,1,3,2,1,0,0,0,1,2
탄력,0,0,0,1,4,1,19,0,12,0,0,1
탑재한,2,2,2,3,1,2,2,2,4,2,0,2
태블릿,0,0,5,0,1,0,0,0,0,0,1,1
탠덤,8,4,2,9,5,8,1,4,3,7,0,3
테슬라,0,0,2,1,5,1,1,0,0,0,0,0
톨허스트,0,0,2,0,0,1,0,0,0,0,4,0
통신사,2,2,4,2,2,2,3,1,0,2,2,5
통해,20,22,7,19,13,11,8,12,8,15,18,12
투명,5,3,1,6,7,4,1,3,2,4,0,2
투수,0,1,1,0,0,1,0,0,0,0,0,0
투자,42,27,24,49,18,28,10,24,18,45,0,12
투자자들,2,1,1,2,1,1,1,1,0,1,0,1
트럼프,0,0,3,1,4,2,1,0,1,0,1,2
특허,2,2,1,4,4,1,7,1,4,2,0,2
특허에,2,2,1,4,3,1,3,1,1,2,0,2
특히,2,2,4,3,2,4,1,1,1,2,0,5
티빙,0,0,1,1,3,2,1,0,0,0,1,2
팀장,4,2,1,3,2,2,0,1,3,2,0,1
파트너,1,0,2,1,1,3,0,0,2,1,0,2
패널,26,18,10,36,13,15,7,18,13,29,0,10
퍼포먼스,1,1,1,1,0,0,2,0,1,1,0,0
페이스북,0,0,0,1,1,3,0,0,2,0,0,2
평균,1,1,0,1,0,2,0,0,0,1,0,0
포상,5,2,0,4,2,2,1,2,1,3,0,1
포스터,0,0,0,0,1,1,0,0,0,0,0,0
포스트시즌,0,1,2,0,0,0,0,0,0,0,0,0
포테그라,0,0,2,0,1,0,0,0,0,0,0,1
풀이된다.,2,1,0,1,0,1,0,0,0,1,0,0
풍부한,4,5,0,4,1,3,0,2,1,3,4,1
프랑스,0,0,2,0,2,3,0,0,1,0,1,1
프로,3,3,1,6,1,1,1,3,1,3,0,1
프로젝트,5,5,2,7,1,5,2,4,3,5,0,3
프로젝트에,4,4,2,8,0,4,2,10,2,8,0,2
프리미엄,6,4,2,6,5,5,14,3,12,4,1,3
플랫폼,6,9,7,8,4,6,4,4,4,6,6,10
플렉스,3,4,0,3,1,0,0,2,1,2,4,0
피부,0,0,0,2,5,1,23,0,15,0,0,1
필터,1,1,1,2,2,2,3,2,0,1,0,0
하늘구름광장에서,0,1,1,0,1,2,0,0,0,0,0,0
하반기,29,18,13,30,6,11,7,6,8,30,0,4
하반기에,5,3,1,5,1,2,2,1,3,5,0,1
하지만,0,0,2,0,2,3,0,0,1,0,1,1
한국,34,23,26,31,17,24,11,11,9,31,1,9
한국시리즈,0,1,1,0,0,1,0,0,0,0,0,0
한다,9,6,7,9,3,4,1,3,2,9,0,4
한다.,0,1,3,1,4,2,2,1,1,0,0,1
한동훈,0,0,5,0,1,0,0,0,0,0,1,1
한라캐스트,1,2,2,2,4,3,2,2,1,1,0,1
한인,1,0,2,1,1,3,0,0,2,1,0,2
한화,0,1,3,0,0,2,0,0,0,0,4,0
함께,0,0,0,0,1,1,9,0,6,0,0,0
해당,0,0,3,1,4,2,1,0,1,0,1,2
해외,0,0,2,0,1,0,0,0,0,0,0,1
핵심,10,5,1,11,10,9,2,5,5,7,0,5
했다.,9,5,3,9,4,5,2,4,3,8,0,2
행사,1,1,3,2,2,4,0,0,1,1,6,4
행안부,0,0,0,0,0,1,1,1,0,0,0,0
행정부,0,0,3,1,4,2,1,0,1,0,1,2
허깅페이스,0,0,2,0,0,3,0,0,0,0,0,2
허페,10,10,6,23,3,10,5,25,6,20,0,6
헤드셋,3,3,1,3,0,4,1,1,2,3,0,2
혁신,1,1,1,2,4,1,1,0,0,1,0,0
현대모비스,1,1,1,2,4,1,1,0,0,1,0,0
현장,1,1,0,2,3,2,1,0,2,1,5,0
현지,3,3,3,4,2,3,0,1,2,3,8,4
협력,0,1,1,1,1,4,0,0,0,0,0,2
협력사,6,5,2,4,6,6,2,3,3,5,6,4
혜택,8,6,5,10,3,0,0,3,2,10,0,2
호환성,0,0,0,1,0,1,1,0,0,0,0,0
홈케어,0,0,0,1,3,1,14,0,9,0,0,0
홈페이지,1,1,0,2,1,0,0,0,0,1,0,2
홍보,0,0,0,0,0,2,0,0,0,0,1,0
화재,4,4,1,8,3,6,6,8,7,6,0,4
화재로,0,0,0,0,0,1,1,1,0,0,0,0
화질,5,3,2,5,3,2,1,2,2,5,0,0
확대,2,1,1,2,1,1,1,1,0,1,0,1
확대될,4,4,1,6,4,4,6,4,10,4,0,5
확보에,1,1,1,2,4,1,1,0,0,1,0,0
확산,5,3,3,5,1,3,1,1,1,5,0,1
확충,0,1,0,0,1,2,2,1,0,0,0,0
효과,0,0,0,1,4,1,19,0,12,0,0,1
효과적인,0,0,0,0,1,0,4,0,3,0,0,0
효율,2,2,2,4,2,5,6,0,10,2,0,6
흑자,25,18,14,22,9,16,8,6,6,25,0,7
희토류,0,1,5,1,5,3,1,1,0,0,1,1
