org,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10
LAKE,3,0,2,1,1,1,2,0,0,1,0
LCD,17,1,20,25,15,2,13,18,8,10,3
LCK,2,1,1,0,0,3,0,0,2,0,0
LG,1,0,3,3,4,1,1,1,0,2,0
LG디스플레,1,0,3,1,2,0,3,2,1,2,1
LG디스플레이,1,0,3,1,2,0,3,2,1,2,1
LG전자,9,2,13,3,6,3,7,13,9,2,4
LTPO,2,0,2,0,0,0,3,5,2,0,0
MBC,0,4,0,0,0,1,0,0,0,0,0
NCT,1,0,0,0,0,0,0,0,0,0,0
NC다이노스,1,0,0,0,0,1,0,0,0,0,0
NWS,3,0,1,1,1,1,1,1,0,1,1
OLED,21,3,22,0,3,6,19,41,23,0,9
ProRes,1,0,1,0,0,2,0,0,0,0,0
protected,1,1,1,0,0,2,1,1,0,0,1
Samsung,6,0,5,6,15,3,3,9,6,6,2
SBS,1,1,1,0,0,2,1,1,0,0,1
SK하이닉스,1,1,3,0,1,1,2,0,0,0,0
SWAN,3,0,2,1,1,1,2,0,0,1,0
TIGER,2,1,3,0,1,0,3,1,2,0,5
TSMC,2,1,2,0,1,1,1,0,0,0,1
UI,0,0,0,0,0,0,1,0,0,0,0
var,3,0,1,1,1,1,1,1,0,1,1
Web,3,0,1,1,1,1,1,1,0,1,1
XX,3,0,0,0,0,0,1,0,0,0,0
가격,12,1,11,0,3,1,12,17,8,0,2
가능,1,0,1,0,0,0,1,0,0,0,0
가능성,3,0,0,0,0,0,1,0,0,0,0
가능한,0,0,1,1,1,0,1,0,0,1,0
가방,2,0,0,1,1,1,0,0,0,2,0
가진,2,1,0,0,0,2,2,0,0,0,1
각각,4,2,7,1,3,2,4,3,1,2,10
각각각,2,1,3,0,1,1,2,2,1,0,5
각종,3,0,0,0,0,0,2,0,0,0,0
감각,3,0,0,0,0,0,1,0,0,0,0
감성,0,0,1,1,1,0,1,0,0,1,0
강남구,0,0,1,0,0,0,0,0,0,0,0
강사,1,7,0,0,0,3,0,0,0,0,0
강의,3,15,1,0,0,6,0,1,0,0,0
강조했다.,4,0,1,0,0,1,2,2,2,0,0
개발,4,2,7,1,2,2,4,2,1,3,10
개인,1,0,0,0,0,0,0,0,0,0,0
개청,0,0,1,0,0,0,0,0,0,0,0
개통,2,0,1,0,0,2,1,1,1,0,1
개포동,0,0,1,0,0,0,0,0,0,0,0
갤럭시,8,0,6,6,17,6,6,9,6,6,3
거래,2,1,3,0,1,0,3,1,2,0,5
거래일,4,2,5,0,2,2,4,2,1,0,10
건강,2,8,1,0,0,3,0,1,0,0,0
검사,0,1,1,0,0,1,1,1,0,0,1
검사장비,2,1,3,0,0,1,2,1,1,1,5
것으로,10,4,13,1,5,1,12,12,7,3,9
것이,2,1,1,0,0,1,2,1,0,0,0
것이다.,4,1,0,1,1,2,1,0,1,2,1
게이밍,2,0,0,1,1,2,3,2,3,1,2
게임,2,1,1,0,0,3,0,0,2,0,0
결혼,3,2,2,0,0,5,1,1,2,0,1
경동나비엔,5,0,6,11,9,0,3,3,3,15,1
경륜경정총괄본부,3,0,0,0,0,0,2,0,0,0,0
경북,3,0,1,1,1,1,1,1,0,1,1
경쟁률,1,1,3,0,1,1,2,0,0,0,0
경직된,1,0,3,0,0,2,1,5,2,0,1
경험,2,0,2,2,5,1,1,3,2,2,1
계약학,1,1,3,0,1,1,2,0,0,0,0
고개,1,1,0,0,0,0,2,0,0,0,1
고객,4,1,6,3,5,3,3,5,5,2,3
고려대,1,1,3,0,1,1,2,0,0,0,0
고유무기,0,0,1,0,1,2,1,0,0,0,1
고현정,1,0,1,0,0,2,1,0,0,0,0
고혈압,1,1,1,0,0,2,1,1,0,0,1
곳에서,2,1,0,0,0,1,1,0,1,0,1
공개된다.,1,3,0,0,0,2,0,0,0,0,0
공연,0,0,1,0,0,0,0,0,0,0,0
공정,5,1,7,0,0,1,4,5,3,1,5
공주경찰서,0,0,0,0,0,2,1,0,1,0,0
공주교육지원청,0,0,0,0,0,2,1,0,1,0,0
공주시,0,0,0,0,0,2,1,0,1,0,0
공주중학교,0,0,0,0,0,2,1,0,1,0,0
관세,2,1,3,0,1,0,2,4,2,0,1
관해,2,4,1,0,0,2,0,1,0,0,0
광고,0,1,0,0,0,1,1,0,0,0,0
광학,1,0,1,0,0,2,0,0,0,0,0
교사,2,1,0,0,0,2,2,0,0,0,1
교사들,2,1,0,0,0,2,2,0,0,0,1
교수,2,0,0,0,0,0,1,0,0,0,0
교원,2,1,0,0,0,2,2,0,0,0,1
교육,2,0,0,1,1,2,3,2,3,1,2
교인들,2,2,0,0,0,2,0,0,2,0,1
교통안전,0,0,0,0,0,2,1,0,1,0,0
교회,2,2,0,0,0,2,0,0,2,0,1
구름,1,1,1,0,0,4,1,0,0,0,0
구조,1,0,3,1,2,0,3,2,1,2,1
국가핵심기술,1,1,2,0,0,0,1,1,0,1,0
국악,0,0,1,0,0,0,0,0,0,0,0
국악한마당,0,0,1,0,0,0,0,0,0,0,0
국제뉴스,2,0,0,0,0,0,1,0,0,0,0
권위,8,0,8,20,10,0,4,0,0,8,0
귀인,2,1,0,0,0,1,1,0,1,0,1
그냥,3,0,0,0,0,0,1,0,0,0,0
그녀,1,3,0,0,0,2,0,0,0,0,0
그래서,2,2,0,0,0,2,0,0,2,0,1
그러나,2,1,0,0,0,1,1,0,1,0,1
그러면,2,2,0,0,0,2,0,0,2,0,1
그런,2,2,0,0,0,2,0,0,2,0,1
그룹장,4,0,1,0,0,1,2,2,2,0,0
그의,2,0,2,0,0,4,0,1,0,0,1
극의,1,0,1,0,0,2,1,0,0,0,0
근데,2,2,0,0,0,2,0,0,2,0,1
근절,3,0,0,0,0,0,2,0,0,0,0
금지,1,1,1,0,0,2,1,1,0,0,1
기간,4,1,4,1,1,1,3,1,0,2,0
기기,2,1,2,0,1,1,2,0,0,0,5
기능,9,0,4,4,11,5,6,6,4,5,1
기반,2,0,0,1,1,2,3,2,3,1,2
기업들,1,0,1,0,0,1,1,4,2,0,2
기자,9,4,3,5,3,2,4,1,0,2,0
기존,2,0,2,5,2,0,1,0,0,2,0
기준,2,0,0,1,1,2,3,2,3,1,2
기지국,3,1,3,0,1,2,2,4,5,0,3
기탁,1,0,0,0,0,1,0,0,0,0,0
기회,1,1,1,0,0,2,1,1,0,0,1
긴장감,1,0,1,0,0,2,1,0,0,0,0
김동아,1,1,2,0,0,0,1,1,0,1,0
김성언,0,1,1,0,0,1,1,1,0,0,1
김영일,2,0,2,5,3,0,1,0,0,2,0
김우진,1,0,1,0,0,0,1,0,0,0,0
김종국,6,2,2,0,0,5,3,1,2,0,1
김종국에게,1,1,1,0,0,2,1,1,0,0,1
꼽힌다.,2,0,2,5,3,0,1,0,0,2,0
나눔,1,0,0,0,0,1,0,0,0,0,0
나비엔,2,0,4,6,4,0,2,2,2,10,1
남금주,2,4,1,0,0,2,0,1,0,0,0
남편,3,0,0,0,0,0,1,0,0,0,0
내수시장,1,0,3,0,0,2,1,5,2,0,1
너머,3,0,0,0,0,0,1,0,0,0,0
너무,3,1,0,1,2,1,0,0,1,1,0
네이버,0,1,1,0,0,0,0,0,0,0,0
넷플릭스,1,0,2,0,0,1,0,1,0,0,0
노래,2,0,4,0,0,1,0,2,0,0,3
노이즈,2,0,0,0,1,1,2,0,0,0,0
녹색어머니회,0,0,0,0,0,2,1,0,1,0,0
높였으며,2,0,4,5,4,0,2,2,2,10,0
누나,2,4,1,0,0,2,0,1,0,0,0
뉴럴,3,0,1,0,0,2,2,0,0,1,0
뉴스,6,0,1,0,0,2,3,0,0,1,0
뉴시스,4,1,1,0,0,2,2,1,0,0,1
뉴아틀라스,0,0,1,1,1,0,1,0,0,1,0
다.,4,2,5,0,2,2,4,2,1,0,10
다른,3,0,0,0,0,0,1,0,0,0,0
다리로,1,0,1,0,0,0,0,1,0,0,0
다양한,13,1,7,5,11,12,9,9,7,6,6
단순히,0,1,1,0,0,1,1,1,0,0,1
대구보건대학교,2,0,0,0,0,0,1,0,0,0,0
대기업,1,1,3,0,1,1,2,0,0,0,0
대다수,2,1,1,0,0,1,1,1,0,0,0
대비,8,3,8,0,4,3,9,3,3,0,15
대상으로,0,0,0,0,0,2,1,0,1,0,0
대운산업개발,1,0,0,0,0,1,0,0,0,0,0
대형,3,0,0,0,0,0,2,0,0,0,0
댓글,1,0,1,0,0,0,1,0,0,0,0
더퍼블릭,2,0,2,5,3,0,1,0,0,2,0
데뷔,1,0,2,0,0,0,0,1,0,0,1
데이터센터,2,1,3,0,1,0,2,4,2,0,1
도구,2,0,0,0,0,0,1,0,0,0,0
도심,2,0,2,0,0,4,0,1,0,0,1
도움,2,1,1,0,0,1,1,1,0,0,0
돋보이,1,0,1,0,0,0,1,0,0,0,0
되고,1,1,0,0,0,0,2,0,0,0,1
된다.,2,1,1,0,0,1,1,1,0,0,0
드라이버,3,0,4,0,0,0,2,4,2,0,0
들고,2,0,0,1,1,1,0,0,0,2,0
등을,2,1,3,0,1,1,2,2,1,0,5
등이,1,0,3,3,4,1,1,1,0,2,0
디바이스,0,0,0,0,0,0,1,0,0,0,0
디스플레,8,1,6,0,1,3,7,9,4,2,3
디자인,22,0,24,45,41,4,12,13,9,33,3
디저트,1,0,1,0,0,0,1,0,0,0,0
따라,8,0,7,15,8,2,4,1,1,6,1
따르면,1,1,1,0,0,0,1,4,2,0,1
때문에,2,1,0,0,0,1,1,0,1,0,1
때문이다.,2,1,3,0,1,0,2,4,2,0,1
라고,3,8,3,0,0,4,0,2,0,0,2
라며,3,0,5,0,0,1,0,3,0,0,3
라이브,0,0,1,0,1,2,1,0,0,0,1
라이즈,1,0,0,0,0,0,0,0,0,0,0
라인,4,0,4,0,1,0,5,9,4,0,1
라지,1,0,1,0,0,2,0,0,0,0,0
랜선인싸,3,1,0,1,2,1,0,0,1,1,0
런닝맨,1,1,1,0,0,2,1,1,0,0,1
레드닷,1,0,3,3,4,1,1,1,0,2,0
레이밴,3,0,1,0,0,2,2,0,0,1,0
레트로,0,0,1,1,1,0,1,0,0,1,0
렌즈,1,0,1,0,0,2,0,0,0,0,0
로고,2,0,0,1,1,1,0,0,0,2,0
로봇,2,1,4,1,2,1,2,1,0,2,5
롯데그룹,1,1,1,0,1,0,1,3,3,0,1
롯데호텔에서,1,1,1,0,1,0,1,3,3,0,1
리움미술관,3,0,0,0,0,0,1,0,0,0,0
마감했다.,2,1,3,0,1,0,3,1,2,0,5
마라톤,3,0,0,0,0,0,2,0,0,0,0
마루공원에서,0,0,1,0,0,0,0,0,0,0,0
마산회원구,1,0,0,0,0,1,0,0,0,0,0
마우스,1,1,0,0,0,0,2,0,0,0,1
마음,0,4,0,0,0,1,0,0,0,0,0
마이신한포인트,1,1,0,0,0,2,1,0,0,0,0
만남,1,0,1,0,0,0,0,1,0,0,0
만들,1,0,2,0,0,0,2,5,2,0,0
만에,2,1,1,0,0,3,0,0,2,0,0
많이,3,1,0,1,2,1,0,0,1,1,0
말리,1,0,1,0,0,0,1,0,0,0,0
매니저,2,4,1,0,0,2,0,1,0,0,0
매력,1,1,1,0,0,4,1,0,0,0,0
매장,1,1,1,0,1,0,1,3,3,0,1
맥북,1,1,1,0,0,0,1,4,2,0,1
메모리,0,0,0,0,0,0,1,0,0,0,0
메이크업,3,1,0,1,2,1,0,0,1,1,0
메타,3,0,1,0,0,2,2,0,0,1,0
명곡,2,0,4,0,0,1,0,2,0,0,3
모델,2,0,1,0,0,2,1,1,1,0,1
모두,3,2,4,0,1,2,2,4,5,0,3
모든,2,0,0,1,1,1,0,0,0,2,0
모바일,6,0,5,6,15,3,3,9,6,6,2
모범운전자회,0,0,0,0,0,2,1,0,1,0,0
모빌리티,4,0,1,0,0,1,2,2,2,0,0
모습,2,0,2,0,0,4,0,1,0,0,1
모의고사,1,3,0,0,0,2,0,0,0,0,0
모집,1,1,3,0,1,1,2,0,0,0,0
모태솔로지만,2,4,1,0,0,2,0,1,0,0,0
목사,2,2,0,0,0,2,0,0,2,0,1
목이,1,1,0,0,0,0,2,0,0,0,1
몰락,1,0,3,0,0,2,1,5,2,0,1
무대,4,0,6,0,0,5,0,3,0,0,4
무료,0,4,0,0,0,1,0,0,0,0,0
무선,2,0,0,0,1,1,2,0,0,0,0
무쌍,3,1,0,1,2,1,0,0,1,1,0
문제,6,2,0,0,0,3,4,0,1,0,1
물류,2,1,4,1,2,1,2,1,0,2,5
미국,4,1,4,0,1,1,4,5,2,0,1
미니,0,0,1,0,1,2,1,0,0,0,1
바로,2,0,0,1,1,1,0,0,0,2,0
반도체,14,6,20,1,5,5,12,9,4,4,21
반등,1,0,3,1,2,0,3,2,1,2,1
받아,1,0,1,0,0,0,1,0,0,0,0
받았다.,2,0,5,3,4,2,1,2,0,2,0
발라드,2,0,4,0,0,1,0,2,0,0,3
발레,3,0,2,1,1,1,2,0,0,1,0
발인,1,0,1,0,0,0,1,0,0,0,0
발표했다.,1,1,1,0,0,0,1,4,2,0,1
밝혔다.,2,4,1,1,1,3,3,2,3,1,2
밥무새,3,0,0,0,0,0,1,0,0,0,0
방송,0,0,1,0,1,2,1,0,0,0,1
방송된,0,4,0,0,0,1,0,0,0,0,0
방식,3,0,0,0,0,0,1,0,0,0,0
방탄소년단,1,0,0,0,0,0,0,0,0,0,0
배터리,7,1,6,1,2,2,5,4,2,2,6
밴드,3,0,1,0,0,2,2,0,0,1,0
버추얼,3,0,2,1,1,1,2,0,0,1,0
버튼식,2,0,2,5,2,0,1,0,0,2,0
변우석,1,1,1,0,0,4,1,0,0,0,0
변호사,3,0,0,0,0,0,1,0,0,0,0
변화,1,1,0,0,0,0,2,0,0,0,1
변화에,1,0,3,0,0,2,1,5,2,0,1
별세,1,0,1,0,0,0,1,0,0,0,0
보기,3,0,0,0,0,0,1,0,0,0,0
보상,0,1,0,0,0,1,1,0,0,0,0
보이그룹,1,0,0,0,0,0,0,0,0,0,0
본상,15,0,16,36,22,0,8,3,3,25,1
부담,1,0,1,0,0,0,0,1,0,0,0
부문,1,0,2,0,0,1,0,1,0,0,0
부문에서,1,0,3,3,4,1,1,1,0,2,0
부산,3,0,1,1,1,1,1,1,0,1,1
분비,0,1,1,0,0,1,1,1,0,0,1
분석됐다.,1,0,0,0,0,0,0,0,0,0,0
분야,0,1,1,0,0,0,0,0,0,0,0
불법도박,3,0,0,0,0,0,2,0,0,0,0
불법도박에,3,0,0,0,0,0,2,0,0,0,0
불후,2,0,4,0,0,1,0,2,0,0,3
뷰티,3,1,0,1,2,1,0,0,1,1,0
뷰파인더,0,0,1,1,1,0,1,0,0,1,0
브랜드평판,1,0,0,0,0,0,0,0,0,0,0
브랜드평판지수,1,0,0,0,0,0,0,0,0,0,0
블루,0,0,1,0,1,2,1,0,0,0,1
비례,3,0,1,1,1,1,1,1,0,1,1
비올,2,1,3,0,1,0,3,1,2,0,5
비잉으로서,3,0,2,1,1,1,2,0,0,1,0
비트버니,0,1,0,0,0,1,1,0,0,0,0
빅데이터,1,0,0,0,0,0,0,0,0,0,0
사람,4,0,1,0,0,1,2,2,2,0,0
사랑,1,0,0,0,0,1,0,0,0,0,0
사마귀,1,0,1,0,0,2,1,0,0,0,0
사실,3,1,0,1,2,1,0,0,1,1,0
사업,7,3,13,2,5,2,9,8,4,5,12
사연,3,0,0,0,0,0,1,0,0,0,0
사용,5,0,2,0,0,3,3,2,2,0,1
사용시간,3,0,1,0,0,1,2,1,1,0,0
사용자,9,0,8,19,11,0,4,1,1,11,0
사용하면,1,1,0,0,0,0,2,0,0,0,1
사용할,1,1,0,0,0,0,2,0,0,0,1
사진,5,2,5,1,1,11,2,1,2,1,1
사회적,3,0,0,0,0,0,2,0,0,0,0
산업,2,1,4,0,0,0,3,6,2,1,0
산업기술,1,1,2,0,0,0,1,1,0,1,0
산업용,2,1,4,1,2,1,2,1,0,2,5
살롱,1,0,1,0,0,0,1,0,0,0,0
삼성,11,0,8,6,15,4,8,15,9,6,2
삼성디스플레,6,1,3,0,0,1,4,6,4,0,1
삼성디스플레이,1,1,1,0,0,0,1,4,2,0,1
삼성전자,12,2,10,6,18,4,9,16,11,6,9
상생,0,1,1,0,0,0,0,0,0,0,0
상을,1,0,3,3,4,1,1,1,0,2,0
상의,1,1,1,0,1,0,1,3,3,0,1
상점,2,0,2,0,0,4,0,1,0,0,1
상태,0,1,1,0,0,1,1,1,0,0,1
새로운,6,0,2,1,1,1,3,0,0,1,0
생기면,2,1,0,0,0,1,1,0,1,0,1
생산,5,1,5,0,1,1,5,5,3,1,6
생산능력,1,0,2,0,0,0,2,5,2,0,0
생산라인,1,0,1,0,0,1,1,4,2,0,2
생성형,2,0,0,0,0,0,1,0,0,0,0
생활가전,2,1,3,0,1,0,2,4,2,0,1
샤또,1,0,1,0,0,0,1,0,0,0,0
샤프,1,0,3,0,0,2,1,5,2,0,1
서로,3,0,0,0,0,0,1,0,0,0,0
서울시교육청,2,1,0,0,0,2,2,0,0,0,1
선행,6,0,5,6,15,3,3,9,6,6,2
설립된,2,1,4,1,2,1,2,1,0,2,5
설명했다.,2,4,1,0,0,2,0,1,0,0,0
설비,1,0,3,0,0,2,1,5,2,0,1
설정,0,0,0,0,0,0,1,0,0,0,0
설치,3,0,2,4,3,0,1,1,1,5,0
성균관대,1,1,3,0,1,1,2,0,0,0,0
성남시,0,1,1,0,0,0,0,0,0,0,0
성능,3,0,1,0,0,1,3,1,1,0,0
성장,0,1,1,0,0,1,1,1,0,0,1
성장판,0,1,1,0,0,1,1,1,0,0,1
성장호르몬,0,1,1,0,0,1,1,1,0,0,1
세계,8,1,10,2,3,3,6,10,4,3,3
세단,2,0,2,1,1,0,1,1,0,2,1
세련된,1,1,1,0,0,4,1,0,0,0,0
세미나,3,0,2,0,1,0,3,4,2,0,1
세븐틴,1,0,0,0,0,0,0,0,0,0,0
센서,1,0,1,0,0,2,0,0,0,0,0
셰프,1,0,2,0,0,1,0,1,0,0,0
소년,1,0,2,0,0,1,0,1,0,0,0
소변,2,1,1,0,0,1,1,1,0,0,0
소아청소년,0,1,1,0,0,1,1,1,0,0,1
소액결제,3,1,3,0,1,2,2,4,5,0,3
소음,2,0,0,0,1,1,2,0,0,0,0
소재,3,1,5,0,0,0,2,4,2,0,0
속도,0,0,0,0,0,0,1,0,0,0,0
손가락,3,0,1,0,0,2,2,0,0,1,0
손기정,2,1,1,0,0,1,1,1,0,0,0
손흥민,2,1,1,0,0,3,0,0,2,0,0
솔루션,6,3,10,1,3,2,7,3,3,3,15
수능,0,4,0,0,0,1,0,0,0,0,0
수도,2,1,0,0,0,1,1,0,1,0,1
수면,2,2,2,0,0,2,2,2,0,0,1
수상,2,0,4,5,4,0,2,2,2,10,0
수상하며,2,0,2,5,3,0,1,0,0,2,0
수술,2,1,1,0,0,3,0,0,2,0,0
수업,4,1,0,0,0,2,3,0,0,0,1
수익성,1,0,3,1,2,0,3,2,1,2,1
수입,2,0,2,0,0,0,3,5,2,0,0
숙면매트,2,0,4,6,4,0,2,2,2,10,1
숙면에,2,1,1,0,0,1,1,1,0,0,0
슈퍼주니어,1,0,0,0,0,0,0,0,0,0,0
스마트폰,3,2,1,1,2,2,6,0,0,1,1
스테인리스,3,0,4,0,0,0,2,4,2,0,0
스포츠,3,0,0,0,0,0,2,0,0,0,0
습관,0,1,1,0,0,1,1,1,0,0,1
시각장애,2,1,0,0,0,2,2,0,0,0,1
시간,3,1,3,0,0,2,1,2,0,0,0
시그마인텔,3,0,2,0,1,0,3,4,2,0,1
시네마,1,0,1,0,0,2,0,0,0,0,0
시대에,4,0,1,0,0,1,2,2,2,0,0
시리즈,2,0,0,1,1,2,3,2,3,1,2
시스템,4,1,6,3,7,2,4,4,2,4,6
시장에,2,0,2,1,1,0,1,1,0,2,1
시점,0,4,0,0,0,1,0,0,0,0,0
신동빈,1,1,1,0,1,0,1,3,3,0,1
신보람,1,0,1,0,0,0,0,1,0,0,0
신성이엔지,2,1,3,0,1,1,2,2,1,0,5
신승훈,2,0,4,0,0,1,0,2,0,0,3
신제품,2,0,0,1,1,2,3,2,3,1,2
신체,3,0,0,0,0,0,1,0,0,0,0
신한,1,1,0,0,0,2,1,0,0,0,0
실적,1,0,3,1,2,0,3,2,1,2,1
싫다,3,0,0,0,0,0,1,0,0,0,0
쏠퀴즈,1,1,0,0,0,2,1,0,0,0,0
아내,5,1,1,0,0,3,1,0,2,0,0
아니다.,2,0,0,1,1,1,0,0,0,2,0
아산캠퍼스,1,1,1,0,1,0,1,3,3,0,1
아시아,2,1,2,0,1,1,1,0,0,0,1
아이,0,1,1,0,0,1,1,1,0,0,1
아이콘,10,0,10,25,13,0,5,0,0,10,0
아이템,2,1,0,0,0,1,1,0,1,0,1
아이티켐,2,1,3,0,1,0,3,1,2,0,5
아이폰,5,1,5,0,1,2,5,9,7,0,3
아카이브,0,0,1,0,1,2,1,0,0,0,1
아티스트,2,0,4,0,0,1,0,2,0,0,3
안경,3,0,1,0,0,2,2,0,0,1,0
안디도,2,2,0,0,0,2,0,0,2,0,1
안전한,0,0,0,0,0,2,1,0,1,0,0
않는,1,0,2,0,0,1,0,1,0,0,2
알리바바,3,1,3,0,1,2,2,4,5,0,3
앞에,2,0,2,0,0,4,0,1,0,0,1
애니메이션,0,0,0,0,0,0,1,0,0,0,0
애프터눈,1,0,1,0,0,0,1,0,0,0,0
애플,4,0,2,0,1,1,5,5,2,0,0
액티브,2,0,0,0,1,1,2,0,0,0,0
앱들,0,0,0,0,0,0,1,0,0,0,0
앱을,0,1,0,0,0,1,1,0,0,0,0
앱테크,1,2,0,0,0,3,2,0,0,0,0
야간뇨,2,1,1,0,0,1,1,1,0,0,0
야구,1,0,0,0,0,1,0,0,0,0,0
약정,2,0,1,0,0,2,1,1,1,0,1
양나래,3,0,0,0,0,0,1,0,0,0,0
양덕2동,1,0,0,0,0,1,0,0,0,0,0
양덕2동에,1,0,0,0,0,1,0,0,0,0,0
양산,1,0,1,0,0,1,1,4,2,0,2
어떻게든,1,1,1,0,0,2,1,1,0,0,1
어우러진,1,0,1,0,0,0,1,0,0,0,0
어워드,12,0,15,32,20,1,7,2,1,17,1
업계,2,1,2,0,1,1,2,0,0,0,5
업그레이드,3,0,1,0,0,1,2,1,1,0,0
업데이트,3,0,1,0,0,1,2,1,1,0,0
업종별,1,1,2,0,0,0,1,1,0,1,0
에너지,2,0,4,5,4,0,2,2,2,10,0
에는,0,4,0,0,0,1,0,0,0,0,0
에듀테크,2,1,0,0,0,2,2,0,0,0,1
에서,7,0,5,5,11,3,4,6,4,5,1
에어컨,2,0,4,6,4,0,2,2,2,10,1
에어팟,2,0,0,0,1,1,2,0,0,0,0
에이팩트,2,1,2,0,1,1,2,0,0,0,5
에코백,2,0,0,1,1,1,0,0,0,2,0
엔비디아,2,1,2,0,1,1,1,0,0,0,1
엔젤로보틱스,2,1,4,1,2,1,2,1,0,2,5
여러,2,0,2,0,0,4,0,1,0,0,1
여름,2,0,0,1,1,1,0,0,0,2,0
연상시키,1,0,1,0,0,0,1,0,0,0,0
연수,2,1,0,0,0,2,2,0,0,0,1
연애,3,7,1,0,0,4,0,1,0,0,0
연예,2,1,1,0,0,3,0,0,2,0,0
열린,5,1,2,0,1,1,3,5,5,0,1
영감,1,0,1,0,0,0,1,0,0,0,0
영상,6,1,2,1,2,5,1,1,2,1,1
영양,0,1,1,0,0,1,1,1,0,0,1
영업이익,1,0,3,1,2,0,3,2,1,2,1
영파씨,2,0,4,0,0,1,0,2,0,0,3
옆커폰,2,0,1,0,0,2,1,1,1,0,1
예능,1,4,1,0,0,1,0,1,0,0,0
예방,3,0,0,0,0,0,2,0,0,0,0
예술,3,0,0,0,0,0,1,0,0,0,0
예정이다.,1,3,1,0,1,4,1,0,0,0,1
오늘,0,1,0,0,0,1,1,0,0,0,0
오른,2,1,3,0,1,0,3,1,2,0,5
오전,1,0,1,0,0,0,1,0,0,0,0
오후,0,0,1,0,0,0,0,0,0,0,0
오후부터,1,0,1,0,0,0,1,0,0,0,0
온디바이스,2,1,2,0,1,1,2,0,0,0,5
온라인,3,0,0,0,0,0,1,0,0,0,0
온수,1,0,2,2,1,0,1,1,1,5,0
온수기,6,0,8,13,10,0,4,4,4,20,1
올레드,1,1,1,0,1,0,1,3,3,0,1
올렸다.,1,0,2,0,0,1,0,1,0,0,0
올해,2,1,5,0,1,1,4,5,2,0,0
옵션,0,0,0,0,0,0,1,0,0,0,0
요금제,2,0,1,0,0,2,1,1,1,0,1
우리,1,1,0,0,0,0,2,0,0,0,1
운영체제,3,0,1,0,0,1,2,1,1,0,0
울트라,3,0,1,0,0,1,2,1,1,0,0
