org,topic,base_score,topic_share,company_focus,hybrid_score
Visionox,4,1.3863,0.0075,0.2464,1.3863
Visionox,5,0.6799,0.0057,0.1209,0.6799
구글,1,10.9484,0.0637,0.6308,10.9484
구글,6,9.2640,0.0579,0.5337,9.2640
구글,4,6.2383,0.0340,0.3594,6.2383
구글,7,4.2416,0.0242,0.2444,4.2416
구글,0,3.6816,0.0269,0.2121,3.6816
구글,5,3.3995,0.0284,0.1959,3.3995
구글,3,3.0080,0.0191,0.1733,3.0080
구글,2,2.1208,0.0146,0.1222,2.1208
기아,2,4.2416,0.0291,0.5800,4.2416
기아,4,3.4657,0.0189,0.4739,3.4657
기아,1,3.3687,0.0196,0.4606,3.3687
기아,5,2.7196,0.0227,0.3719,2.7196
기아,0,1.4726,0.0108,0.2014,1.4726
기아,7,1.4139,0.0081,0.1933,1.4139
기아,3,0.7520,0.0048,0.1028,0.7520
마이크로소프트,4,2.7726,0.0151,0.5119,2.7726
마이크로소프트,3,2.2560,0.0144,0.4165,2.2560
마이크로소프트,2,2.1208,0.0146,0.3916,2.1208
마이크로소프트,7,2.1208,0.0121,0.3916,2.1208
마이크로소프트,1,1.6844,0.0098,0.3110,1.6844
마이크로소프트,0,1.4726,0.0108,0.2719,1.4726
마이크로소프트,5,1.3598,0.0114,0.2511,1.3598
마이크로소프트,6,0.8422,0.0053,0.1555,0.8422
메타,1,7.5796,0.0441,0.5022,7.5796
메타,4,6.9315,0.0377,0.4593,6.9315
메타,6,5.8953,0.0368,0.3906,5.8953
메타,7,4.9486,0.0282,0.3279,4.9486
메타,3,4.5119,0.0287,0.2989,4.5119
메타,5,4.0794,0.0341,0.2703,4.0794
메타,0,3.6816,0.0269,0.2439,3.6816
메타,2,3.5347,0.0243,0.2342,3.5347
비보,3,3.0080,0.0191,0.5347,3.0080
비보,2,2.8278,0.0194,0.5027,2.8278
비보,0,2.2090,0.0161,0.3927,2.2090
비보,7,2.1208,0.0121,0.3770,2.1208
비보,6,1.6844,0.0105,0.2994,1.6844
비보,4,1.3863,0.0075,0.2464,1.3863
비보,5,0.6799,0.0057,0.1209,0.6799
삼성디스플레이,3,12.7838,0.0813,0.5504,12.7838
삼성디스플레이,7,11.3110,0.0645,0.4870,11.3110
삼성디스플레이,6,8.4218,0.0526,0.3626,8.4218
삼성디스플레이,2,7.7763,0.0534,0.3348,7.7763
삼성디스플레이,4,6.9315,0.0377,0.2984,6.9315
삼성디스플레이,0,5.1542,0.0376,0.2219,5.1542
삼성디스플레이,1,5.0531,0.0294,0.2175,5.0531
삼성디스플레이,5,4.0794,0.0341,0.1756,4.0794
삼성전자,7,27.5707,0.1573,0.4278,27.5707
삼성전자,1,26.9498,0.1569,0.4182,26.9498
삼성전자,4,24.2602,0.1321,0.3764,24.2602
삼성전자,3,24.0636,0.1531,0.3734,24.0636
삼성전자,6,23.5811,0.1474,0.3659,23.5811
삼성전자,2,19.0874,0.1311,0.2962,19.0874
삼성전자,5,19.0373,0.1591,0.2954,19.0373
삼성전자,0,14.7264,0.1075,0.2285,14.7264
샤오미,3,3.0080,0.0191,0.5347,3.0080
샤오미,2,2.8278,0.0194,0.5027,2.8278
샤오미,0,2.2090,0.0161,0.3927,2.2090
샤오미,7,2.1208,0.0121,0.3770,2.1208
샤오미,6,1.6844,0.0105,0.2994,1.6844
샤오미,4,1.3863,0.0075,0.2464,1.3863
샤오미,5,0.6799,0.0057,0.1209,0.6799
샤프,7,5.6555,0.0323,0.6152,5.6555
샤프,6,4.2109,0.0263,0.4580,4.2109
샤프,3,3.0080,0.0191,0.3272,3.0080
샤프,0,2.9453,0.0215,0.3204,2.9453
샤프,4,2.7726,0.0151,0.3016,2.7726
샤프,5,2.7196,0.0227,0.2958,2.7196
샤프,2,1.4139,0.0097,0.1538,1.4139
아마존,4,2.7726,0.0151,0.5119,2.7726
아마존,3,2.2560,0.0144,0.4165,2.2560
아마존,2,2.1208,0.0146,0.3916,2.1208
아마존,7,2.1208,0.0121,0.3916,2.1208
아마존,1,1.6844,0.0098,0.3110,1.6844
아마존,0,1.4726,0.0108,0.2719,1.4726
아마존,5,1.3598,0.0114,0.2511,1.3598
아마존,6,0.8422,0.0053,0.1555,0.8422
알파벳,4,2.7726,0.0151,0.5119,2.7726
알파벳,3,2.2560,0.0144,0.4165,2.2560
알파벳,2,2.1208,0.0146,0.3916,2.1208
알파벳,7,2.1208,0.0121,0.3916,2.1208
알파벳,1,1.6844,0.0098,0.3110,1.6844
알파벳,0,1.4726,0.0108,0.2719,1.4726
알파벳,5,1.3598,0.0114,0.2511,1.3598
알파벳,6,0.8422,0.0053,0.1555,0.8422
애플,0,21.3533,0.1559,0.4769,21.3533
애플,6,20.2124,0.1263,0.4514,20.2124
애플,3,17.2957,0.1100,0.3862,17.2957
애플,7,15.5527,0.0887,0.3473,15.5527
애플,2,14.8458,0.1019,0.3315,14.8458
애플,4,13.1698,0.0717,0.2941,13.1698
애플,1,12.6327,0.0735,0.2821,12.6327
애플,5,6.7990,0.0568,0.1518,6.7990
엔비디아,1,9.2640,0.0539,0.5981,9.2640
엔비디아,4,6.2383,0.0340,0.4028,6.2383
엔비디아,6,5.8953,0.0368,0.3806,5.8953
엔비디아,0,5.8906,0.0430,0.3803,5.8906
엔비디아,7,4.9486,0.0282,0.3195,4.9486
엔비디아,3,3.0080,0.0191,0.1942,3.0080
엔비디아,2,2.8278,0.0194,0.1826,2.8278
엔비디아,5,2.0397,0.0170,0.1317,2.0397
오포,3,3.0080,0.0191,0.5347,3.0080
오포,2,2.8278,0.0194,0.5027,2.8278
오포,0,2.2090,0.0161,0.3927,2.2090
오포,7,2.1208,0.0121,0.3770,2.1208
오포,6,1.6844,0.0105,0.2994,1.6844
오포,4,1.3863,0.0075,0.2464,1.3863
오포,5,0.6799,0.0057,0.1209,0.6799
원익IPS,1,5.0531,0.0294,0.5995,5.0531
원익IPS,4,4.8520,0.0264,0.5757,4.8520
원익IPS,3,2.2560,0.0144,0.2677,2.2560
원익IPS,0,2.2090,0.0161,0.2621,2.2090
원익IPS,2,2.1208,0.0146,0.2516,2.1208
원익IPS,5,2.0397,0.0170,0.2420,2.0397
원익IPS,6,1.6844,0.0105,0.1998,1.6844
원익IPS,7,0.7069,0.0040,0.0839,0.7069
카카오,2,4.2416,0.0291,0.5800,4.2416
카카오,4,3.4657,0.0189,0.4739,3.4657
카카오,1,3.3687,0.0196,0.4606,3.3687
카카오,5,2.7196,0.0227,0.3719,2.7196
카카오,0,1.4726,0.0108,0.2014,1.4726
카카오,7,1.4139,0.0081,0.1933,1.4139
카카오,3,0.7520,0.0048,0.1028,0.7520
하이센스,2,0.7069,0.0049,0.5886,0.7069
하이센스,4,0.6931,0.0038,0.5771,0.6931
하이센스,5,0.6799,0.0057,0.5661,0.6799
한미반도체,2,4.2416,0.0291,0.5800,4.2416
한미반도체,4,3.4657,0.0189,0.4739,3.4657
한미반도체,1,3.3687,0.0196,0.4606,3.3687
한미반도체,5,2.7196,0.0227,0.3719,2.7196
한미반도체,0,1.4726,0.0108,0.2014,1.4726
한미반도체,7,1.4139,0.0081,0.1933,1.4139
한미반도체,3,0.7520,0.0048,0.1028,0.7520
현대자동차,1,4.2109,0.0245,0.8119,4.2109
현대자동차,4,2.0794,0.0113,0.4010,2.0794
현대자동차,6,1.6844,0.0105,0.3248,1.6844
현대자동차,0,0.7363,0.0054,0.1420,0.7363
현대자동차,2,0.7069,0.0049,0.1363,0.7069
현대자동차,7,0.7069,0.0040,0.1363,0.7069
현대자동차,5,0.6799,0.0057,0.1311,0.6799
현대차,2,4.2416,0.0291,0.5800,4.2416
현대차,4,3.4657,0.0189,0.4739,3.4657
현대차,1,3.3687,0.0196,0.4606,3.3687
현대차,5,2.7196,0.0227,0.3719,2.7196
현대차,0,1.4726,0.0108,0.2014,1.4726
현대차,7,1.4139,0.0081,0.1933,1.4139
현대차,3,0.7520,0.0048,0.1028,0.7520
