date,count,ma7
2025-08-29,1,1.0
2025-08-30,0,0.5
2025-08-31,0,0.3333333333333333
2025-09-01,0,0.25
2025-09-02,0,0.2
2025-09-03,0,0.16666666666666666
2025-09-04,0,0.14285714285714285
2025-09-05,1,0.14285714285714285
2025-09-06,0,0.14285714285714285
2025-09-07,0,0.14285714285714285
2025-09-08,215,30.857142857142858
2025-09-09,54,38.57142857142857
2025-09-10,127,56.714285714285715
2025-09-11,129,75.14285714285714
2025-09-12,56,83.0
