org,topic,base_score,topic_share,company_focus,hybrid_score
AMD,1,27.0327,0.0222,0.5706,27.0327
AMD,2,20.5762,0.0146,0.4343,20.5762
AMD,8,20.1013,0.0124,0.4243,20.1013
AMD,3,14.7122,0.0157,0.3105,14.7122
AMD,7,11.5827,0.0183,0.2445,11.5827
AMD,9,10.2489,0.0102,0.2163,10.2489
AMD,4,9.2064,0.0073,0.1943,9.2064
AMD,5,9.1076,0.0076,0.1922,9.1076
AMD,6,7.8222,0.0381,0.1651,7.8222
AMD,0,1.3437,0.0074,0.0284,1.3437
AUO,8,26.3396,0.0162,0.5458,26.3396
AUO,4,19.1210,0.0152,0.3962,19.1210
AUO,1,18.0218,0.0148,0.3734,18.0218
AUO,2,16.4610,0.0117,0.3411,16.4610
AUO,9,13.9092,0.0138,0.2882,13.9092
AUO,7,13.7545,0.0218,0.2850,13.7545
AUO,5,13.3111,0.0111,0.2758,13.3111
AUO,3,10.5087,0.0112,0.2177,10.5087
AUO,6,1.9556,0.0095,0.0405,1.9556
BMW,8,11.7835,0.0073,0.6155,11.7835
BMW,2,9.6022,0.0068,0.5016,9.6022
BMW,9,5.8565,0.0058,0.3059,5.8565
BMW,3,5.6047,0.0060,0.2928,5.6047
BMW,5,5.6047,0.0047,0.2928,5.6047
BMW,1,5.5452,0.0045,0.2897,5.5452
BMW,4,2.1246,0.0017,0.1110,2.1246
BMW,7,1.4478,0.0023,0.0756,1.4478
BMW,6,0.9778,0.0048,0.0511,0.9778
BOE,5,77.0640,0.0644,0.4838,77.0640
BOE,8,70.0079,0.0431,0.4395,70.0079
BOE,4,69.4021,0.0550,0.4357,69.4021
BOE,1,54.0655,0.0443,0.3394,54.0655
BOE,9,49.7803,0.0493,0.3125,49.7803
BOE,2,39.7807,0.0283,0.2497,39.7807
BOE,3,37.8314,0.0403,0.2375,37.8314
BOE,7,35.4720,0.0561,0.2227,35.4720
BOE,6,6.8444,0.0333,0.0430,6.8444
BYD,8,9.7041,0.0060,0.4724,9.7041
BYD,9,8.7848,0.0087,0.4276,8.7848
BYD,4,8.4982,0.0067,0.4137,8.4982
BYD,1,8.3178,0.0068,0.4049,8.3178
BYD,5,7.7064,0.0064,0.3751,7.7064
BYD,2,5.4870,0.0039,0.2671,5.4870
BYD,3,4.2035,0.0045,0.2046,4.2035
BYD,7,1.4478,0.0023,0.0705,1.4478
CES,4,3.5409,0.0028,0.4891,3.5409
CES,3,3.5029,0.0037,0.4839,3.5029
CES,2,3.4294,0.0024,0.4737,3.4294
CES,9,2.9283,0.0029,0.4045,2.9283
CES,1,2.0794,0.0017,0.2873,2.0794
CES,8,1.3863,0.0009,0.1915,1.3863
CES,7,0.7239,0.0011,0.1000,0.7239
CES,5,0.7006,0.0006,0.0968,0.7006
CSOT,5,52.5437,0.0439,0.5435,52.5437
CSOT,4,42.4911,0.0337,0.4395,42.4911
CSOT,8,38.8162,0.0239,0.4015,38.8162
CSOT,9,32.9428,0.0327,0.3407,32.9428
CSOT,1,29.1122,0.0239,0.3011,29.1122
CSOT,3,23.8198,0.0254,0.2464,23.8198
CSOT,2,21.9480,0.0156,0.2270,21.9480
CSOT,7,16.6501,0.0263,0.1722,16.6501
CSOT,6,3.9111,0.0190,0.0405,3.9111
Counterpoint,7,0.7239,0.0011,0.5163,0.7239
Counterpoint,3,0.7006,0.0007,0.4997,0.7006
Counterpoint,1,0.6931,0.0006,0.4944,0.6931
Counterpoint,2,0.6859,0.0005,0.4892,0.6859
HMI,8,3.4657,0.0021,0.7678,3.4657
HMI,2,2.0576,0.0015,0.4558,2.0576
HMI,9,1.4641,0.0015,0.3244,1.4641
HMI,7,0.7239,0.0011,0.1604,0.7239
HMI,3,0.7006,0.0007,0.1552,0.7006
HMI,5,0.7006,0.0006,0.1552,0.7006
HMI,1,0.6931,0.0006,0.1536,0.6931
Harman,2,4.1152,0.0029,0.7943,4.1152
Harman,4,2.1246,0.0017,0.4101,2.1246
Harman,3,1.4012,0.0015,0.2705,1.4012
Harman,1,1.3863,0.0011,0.2676,1.3863
Harman,9,0.7321,0.0007,0.1413,0.7321
Harman,5,0.7006,0.0006,0.1352,0.7006
Harman,8,0.6931,0.0004,0.1338,0.6931
IMID,5,1.4012,0.0012,0.4489,1.4012
IMID,1,1.3863,0.0011,0.4442,1.3863
IMID,8,1.3863,0.0009,0.4442,1.3863
IMID,2,1.3717,0.0010,0.4395,1.3717
IMID,9,0.7321,0.0007,0.2346,0.7321
IMID,7,0.7239,0.0011,0.2319,0.7239
IMID,4,0.7082,0.0006,0.2269,0.7082
IMID,3,0.7006,0.0007,0.2245,0.7006
Innolux,8,31.8848,0.0196,0.5667,31.8848
Innolux,1,22.8739,0.0188,0.4065,22.8739
Innolux,4,20.5374,0.0163,0.3650,20.5374
Innolux,2,19.2045,0.0137,0.3413,19.2045
Innolux,9,17.5695,0.0174,0.3123,17.5695
Innolux,7,15.2023,0.0241,0.2702,15.2023
Innolux,5,14.7122,0.0123,0.2615,14.7122
Innolux,3,8.4070,0.0090,0.1494,8.4070
Innolux,6,2.9333,0.0143,0.0521,2.9333
IoT,8,18.0218,0.0111,0.6039,18.0218
IoT,2,17.1469,0.0122,0.5746,17.1469
IoT,3,7.7064,0.0082,0.2583,7.7064
IoT,5,7.7064,0.0064,0.2583,7.7064
IoT,1,7.6246,0.0063,0.2555,7.6246
IoT,9,7.3206,0.0073,0.2453,7.3206
IoT,4,6.3737,0.0051,0.2136,6.3737
IoT,7,0.7239,0.0011,0.0243,0.7239
JDI,8,12.4766,0.0077,0.5987,12.4766
JDI,4,9.9146,0.0079,0.4758,9.9146
JDI,2,8.9164,0.0063,0.4279,8.9164
JDI,3,5.6047,0.0060,0.2690,5.6047
JDI,5,4.9041,0.0041,0.2353,4.9041
