org,topic,base_score,topic_share,company_focus,hybrid_score
BOE,6,373.6063,0.0432,0.3420,373.6063
BOE,3,338.0954,0.0467,0.3095,338.0954
BOE,2,193.2089,0.0304,0.1769,193.2089
BOE,5,185.3035,0.0327,0.1696,185.3035
BOE,9,152.0339,0.0268,0.1392,152.0339
BOE,8,144.7136,0.0277,0.1325,144.7136
BOE,4,110.9766,0.0242,0.1016,110.9766
BOE,0,98.5995,0.0231,0.0903,98.5995
BYD,7,83.1587,0.0068,0.5424,83.1587
BYD,1,78.2670,0.0067,0.5105,78.2670
BYD,2,53.6309,0.0084,0.3498,53.6309
BYD,3,51.7344,0.0072,0.3374,51.7344
BYD,6,49.9066,0.0058,0.3255,49.9066
BYD,9,31.2593,0.0055,0.2039,31.2593
BYD,5,28.1830,0.0050,0.1838,28.1830
BYD,4,20.5784,0.0045,0.1342,20.5784
BYD,0,11.8616,0.0028,0.0774,11.8616
BYD,8,9.3133,0.0018,0.0607,9.3133
Bosch,0,1.4827,0.0003,0.4740,1.4827
Bosch,4,1.4699,0.0003,0.4699,1.4699
Bosch,8,1.4328,0.0003,0.4581,1.4328
Bosch,6,1.3863,0.0002,0.4432,1.3863
Bosch,1,0.6988,0.0001,0.2234,0.6988
Bosch,7,0.6988,0.0001,0.2234,0.6988
Bosch,2,0.6876,0.0001,0.2198,0.6876
CES,5,217.7139,0.0384,0.5595,217.7139
CES,1,216.6320,0.0185,0.5567,216.6320
CES,7,139.7626,0.0114,0.3592,139.7626
CES,6,121.3008,0.0140,0.3117,121.3008
CES,8,71.6404,0.0137,0.1841,71.6404
CES,2,69.4452,0.0109,0.1785,69.4452
CES,0,68.2041,0.0160,0.1753,68.2041
CES,9,60.3873,0.0107,0.1552,60.3873
CES,3,53.1917,0.0074,0.1367,53.1917
CES,4,41.8918,0.0091,0.1077,41.8918
CSOT,7,505.2417,0.0412,0.7612,505.2417
CSOT,1,239.6928,0.0205,0.3611,239.6928
CSOT,6,214.1825,0.0248,0.3227,214.1825
CSOT,3,190.1787,0.0263,0.2865,190.1787
CSOT,5,124.7099,0.0220,0.1879,124.7099
CSOT,2,85.2594,0.0134,0.1285,85.2594
CSOT,8,81.6701,0.0156,0.1231,81.6701
CSOT,4,74.9643,0.0164,0.1129,74.9643
CSOT,9,74.5961,0.0132,0.1124,74.5961
CSOT,0,71.1695,0.0167,0.1072,71.1695
Corning,1,3.4941,0.0003,0.6504,3.4941
Corning,6,2.7726,0.0003,0.5161,2.7726
Corning,7,2.0964,0.0002,0.3903,2.0964
Corning,5,1.4092,0.0002,0.2623,1.4092
Corning,0,0.7413,0.0002,0.1380,0.7413
Corning,4,0.7349,0.0002,0.1368,0.7349
Corning,8,0.7164,0.0001,0.1334,0.7164
Corning,9,0.7104,0.0001,0.1323,0.7104
Corning,2,0.6876,0.0001,0.1280,0.6876
Counterpoint,6,2.7726,0.0003,0.5850,2.7726
Counterpoint,8,2.1492,0.0004,0.4535,2.1492
Counterpoint,0,1.4827,0.0003,0.3128,1.4827
Counterpoint,4,1.4699,0.0003,0.3101,1.4699
Counterpoint,1,1.3976,0.0001,0.2949,1.3976
Counterpoint,7,1.3976,0.0001,0.2949,1.3976
Counterpoint,2,1.3752,0.0002,0.2901,1.3752
Dell,1,60.0979,0.0051,0.5915,60.0979
Dell,7,53.8086,0.0044,0.5296,53.8086
Dell,6,43.6683,0.0051,0.4298,43.6683
Dell,5,31.0013,0.0055,0.3051,31.0013
Dell,2,22.6900,0.0036,0.2233,22.6900
Dell,3,14.5731,0.0020,0.1434,14.5731
Dell,8,11.4625,0.0022,0.1128,11.4625
Dell,9,7.1044,0.0013,0.0699,7.1044
Dell,0,4.4481,0.0010,0.0438,4.4481
Dell,4,4.4097,0.0010,0.0434,4.4097
ETRI,1,35.6395,0.0030,0.6892,35.6395
ETRI,7,26.5549,0.0022,0.5135,26.5549
ETRI,6,18.7150,0.0022,0.3619,18.7150
ETRI,5,14.7961,0.0026,0.2861,14.7961
ETRI,2,6.8758,0.0011,0.1330,6.8758
ETRI,8,5.7312,0.0011,0.1108,5.7312
ETRI,3,5.1006,0.0007,0.0986,5.1006
ETRI,0,3.7067,0.0009,0.0717,3.7067
ETRI,4,2.2048,0.0005,0.0426,2.2048
ETRI,9,2.1313,0.0004,0.0412,2.1313
HMI,1,13.9763,0.0012,0.7249,13.9763
HMI,7,7.6869,0.0006,0.3987,7.6869
HMI,6,6.2383,0.0007,0.3235,6.2383
HMI,2,4.8130,0.0008,0.2496,4.8130
HMI,9,4.2626,0.0008,0.2211,4.2626
HMI,5,4.2275,0.0007,0.2193,4.2275
HMI,0,2.2240,0.0005,0.1153,2.2240
HMI,4,2.2048,0.0005,0.1144,2.2048
HMI,3,2.1860,0.0003,0.1134,2.1860
HMI,8,2.1492,0.0004,0.1115,2.1492
HP,7,129.9792,0.0106,0.5964,129.9792
HP,1,115.3041,0.0098,0.5291,115.3041
HP,6,94.9612,0.0110,0.4357,94.9612
HP,5,64.1164,0.0113,0.2942,64.1164
HP,2,47.4428,0.0075,0.2177,47.4428
HP,3,27.6888,0.0038,0.1271,27.6888
HP,8,23.6413,0.0045,0.1085,23.6413
HP,9,18.4714,0.0033,0.0848,18.4714
HP,4,14.6989,0.0032,0.0674,14.6989
HP,0,6.6721,0.0016,0.0306,6.6721
Harman,1,16.7715,0.0014,0.5908,16.7715
Harman,7,11.1810,0.0009,0.3939,11.1810
Harman,2,10.3136,0.0016,0.3633,10.3136
Harman,8,10.0297,0.0019,0.3533,10.0297
Harman,6,9.0109,0.0010,0.3174,9.0109
Harman,5,6.3412,0.0011,0.2234,6.3412
Harman,4,5.8796,0.0013,0.2071,5.8796
Harman,9,5.6835,0.0010,0.2002,5.6835
Harman,0,1.4827,0.0003,0.0522,1.4827
Harman,3,1.4573,0.0002,0.0513,1.4573
IEC,1,35.6395,0.0030,0.5808,35.6395
IEC,6,27.0327,0.0031,0.4405,27.0327
IEC,8,20.7757,0.0040,0.3386,20.7757
IEC,2,18.5646,0.0029,0.3025,18.5646
IEC,7,17.4703,0.0014,0.2847,17.4703
IEC,9,15.6297,0.0028,0.2547,15.6297
IEC,5,15.5007,0.0027,0.2526,15.5007
IEC,0,10.3789,0.0024,0.1691,10.3789
IEC,4,8.8193,0.0019,0.1437,8.8193
IEC,3,3.6433,0.0005,0.0594,3.6433
IEEE,1,10.4822,0.0009,0.7242,10.4822
IEEE,6,6.2383,0.0007,0.4310,6.2383
IEEE,2,5.5006,0.0009,0.3800,5.5006
IEEE,5,3.5229,0.0006,0.2434,3.5229
IEEE,8,2.8656,0.0005,0.1980,2.8656
IEEE,0,2.2240,0.0005,0.1537,2.2240
IEEE,7,2.0964,0.0002,0.1448,2.0964
IEEE,9,0.7104,0.0001,0.0491,0.7104
IMID,7,55.2062,0.0045,0.6021,55.2062
IMID,1,50.3145,0.0043,0.5487,50.3145
IMID,6,42.2820,0.0049,0.4611,42.2820
IMID,5,19.7281,0.0035,0.2152,19.7281
IMID,2,17.8770,0.0028,0.1950,17.8770
IMID,8,12.1789,0.0023,0.1328,12.1789
IMID,3,9.4725,0.0013,0.1033,9.4725
IMID,0,5.9308,0.0014,0.0647,5.9308
IMID,9,5.6835,0.0010,0.0620,5.6835
IMID,4,5.1446,0.0011,0.0561,5.1446
ITU,8,40.8350,0.0078,0.6083,40.8350
ITU,1,25.1573,0.0021,0.3748,25.1573
ITU,6,24.9533,0.0029,0.3717,24.9533
ITU,7,21.6632,0.0018,0.3227,21.6632
ITU,2,15.8143,0.0025,0.2356,15.8143
ITU,5,15.5007,0.0027,0.2309,15.5007
ITU,9,14.9192,0.0026,0.2222,14.9192
ITU,4,14.6989,0.0032,0.2190,14.6989
ITU,0,12.6029,0.0030,0.1877,12.6029
ITU,3,5.1006,0.0007,0.0760,5.1006
IoT,1,227.1142,0.0194,0.6471,227.1142
IoT,6,131.0048,0.0152,0.3733,131.0048
IoT,2,110.6998,0.0174,0.3154,110.6998
IoT,5,100.7544,0.0178,0.2871,100.7544
IoT,7,99.2314,0.0081,0.2827,99.2314
IoT,8,83.1029,0.0159,0.2368,83.1029
IoT,0,77.1003,0.0181,0.2197,77.1003
IoT,9,68.2021,0.0120,0.1943,68.2021
IoT,4,58.7955,0.0128,0.1675,58.7955
IoT,3,34.9754,0.0048,0.0997,34.9754
JDI,7,30.7478,0.0025,0.6353,30.7478
JDI,1,23.7596,0.0020,0.4909,23.7596
JDI,6,19.4081,0.0022,0.4010,19.4081
JDI,5,15.5007,0.0027,0.3202,15.5007
JDI,3,8.0152,0.0011,0.1656,8.0152
JDI,8,7.8804,0.0015,0.1628,7.8804
JDI,4,5.8796,0.0013,0.1215,5.8796
JDI,0,4.4481,0.0010,0.0919,4.4481
JDI,9,4.2626,0.0008,0.0881,4.2626
JDI,2,4.1255,0.0006,0.0852,4.1255
KAIST,1,51.7122,0.0044,0.7441,51.7122
KAIST,6,24.9533,0.0029,0.3591,24.9533
KAIST,5,21.8419,0.0039,0.3143,21.8419
KAIST,7,21.6632,0.0018,0.3117,21.6632
KAIST,2,19.2521,0.0030,0.2770,19.2521
KAIST,8,9.3133,0.0018,0.1340,9.3133
KAIST,9,7.8148,0.0014,0.1125,7.8148
KAIST,0,5.9308,0.0014,0.0853,5.9308
KAIST,3,4.3719,0.0006,0.0629,4.3719
KAIST,4,3.6747,0.0008,0.0529,3.6747
LG디스플레이,7,1146.0532,0.0935,0.6740,1146.0532
LG디스플레이,1,761.7061,0.0650,0.4479,761.7061
LG디스플레이,6,588.4820,0.0681,0.3461,588.4820
LG디스플레이,5,555.9104,0.0981,0.3269,555.9104
LG디스플레이,3,364.3269,0.0504,0.2143,364.3269
LG디스플레이,2,252.3404,0.0397,0.1484,252.3404
LG디스플레이,8,224.9509,0.0430,0.1323,224.9509
LG디스플레이,4,185.9409,0.0406,0.1093,185.9409
LG디스플레이,9,182.5827,0.0322,0.1074,182.5827
LG디스플레이,0,166.0622,0.0389,0.0977,166.0622
LG전자,0,1599.8318,0.3749,0.5463,1599.8318
LG전자,7,1187.9820,0.0969,0.4057,1187.9820
LG전자,1,1085.9553,0.0927,0.3708,1085.9553
LG전자,6,920.4995,0.1065,0.3143,920.4995
LG전자,8,817.4170,0.1563,0.2791,817.4170
LG전자,4,773.1614,0.1688,0.2640,773.1614
LG전자,2,721.2674,0.1135,0.2463,721.2674
LG전자,5,555.2058,0.0980,0.1896,555.2058
LG전자,9,502.9906,0.0887,0.1718,502.9906
LG전자,3,480.9116,0.0665,0.1642,480.9116
LG화학,7,169.1127,0.0138,0.5510,169.1127
LG화학,1,162.1246,0.0138,0.5282,162.1246
LG화학,3,87.4385,0.0121,0.2849,87.4385
LG화학,6,83.1777,0.0096,0.2710,83.1777
LG화학,2,82.5091,0.0130,0.2688,82.5091
LG화학,9,70.3334,0.0124,0.2291,70.3334
LG화학,5,66.2301,0.0117,0.2158,66.2301
LG화학,0,55.6012,0.0130,0.1811,55.6012
LG화학,4,52.9160,0.0116,0.1724,52.9160
LG화학,8,52.2975,0.0100,0.1704,52.2975
MWC,1,9.0846,0.0008,0.5023,9.0846
MWC,7,8.3858,0.0007,0.4637,8.3858
MWC,6,7.6246,0.0009,0.4216,7.6246
MWC,9,6.3939,0.0011,0.3536,6.3939
MWC,5,4.9320,0.0009,0.2727,4.9320
MWC,2,4.8130,0.0008,0.2661,4.8130
MWC,3,3.6433,0.0005,0.2015,3.6433
MWC,0,2.2240,0.0005,0.1230,2.2240
MWC,4,2.2048,0.0005,0.1219,2.2048
MWC,8,2.1492,0.0004,0.1188,2.1492
Merck,6,4.1589,0.0005,0.6594,4.1589
Merck,7,3.4941,0.0003,0.5540,3.4941
Merck,1,2.7953,0.0002,0.4432,2.7953
Merck,5,1.4092,0.0002,0.2234,1.4092
Merck,2,0.6876,0.0001,0.1090,0.6876
Metaverse,1,6.9881,0.0006,0.6827,6.9881
Metaverse,2,5.5006,0.0009,0.5373,5.5006
Metaverse,5,4.2275,0.0007,0.4130,4.2275
Metaverse,6,2.0794,0.0002,0.2031,2.0794
Metaverse,7,1.3976,0.0001,0.1365,1.3976
Metaverse,3,0.7287,0.0001,0.0712,0.7287
Metaverse,8,0.7164,0.0001,0.0700,0.7164
Metaverse,9,0.7104,0.0001,0.0694,0.7104
Nitto,2,1.3752,0.0002,0.8038,1.3752
Nitto,3,0.7287,0.0001,0.4259,0.7287
Nitto,9,0.7104,0.0001,0.4153,0.7104
SID,5,188.1218,0.0332,0.7302,188.1218
SID,1,132.7745,0.0113,0.5154,132.7745
SID,7,98.5326,0.0080,0.3825,98.5326
SID,6,56.8381,0.0066,0.2206,56.8381
SID,3,13.8444,0.0019,0.0537,13.8444
SID,2,12.3764,0.0019,0.0480,12.3764
SID,8,5.0148,0.0010,0.0195,5.0148
SID,0,4.4481,0.0010,0.0173,4.4481
SID,4,3.6747,0.0008,0.0143,3.6747
SID,9,3.5522,0.0006,0.0138,3.5522
SK하이닉스,1,383.6483,0.0327,0.6547,383.6483
SK하이닉스,7,215.9332,0.0176,0.3685,215.9332
SK하이닉스,3,175.6056,0.0243,0.2997,175.6056
SK하이닉스,9,168.3740,0.0297,0.2874,168.3740
SK하이닉스,6,167.0485,0.0193,0.2851,167.0485
SK하이닉스,2,151.9543,0.0239,0.2593,151.9543
SK하이닉스,8,126.8035,0.0242,0.2164,126.8035
SK하이닉스,5,112.7321,0.0199,0.1924,112.7321
SK하이닉스,4,92.6030,0.0202,0.1580,92.6030
SK하이닉스,0,44.4810,0.0104,0.0759,44.4810
Semiconductor,1,27.2537,0.0023,0.7043,27.2537
Semiconductor,7,13.2774,0.0011,0.3431,13.2774
Semiconductor,6,12.4766,0.0014,0.3224,12.4766
Semiconductor,5,10.5686,0.0019,0.2731,10.5686
Semiconductor,9,9.9461,0.0018,0.2570,9.9461
Semiconductor,2,8.2509,0.0013,0.2132,8.2509
Semiconductor,3,8.0152,0.0011,0.2071,8.0152
Semiconductor,8,7.1640,0.0014,0.1851,7.1640
Semiconductor,4,4.4097,0.0010,0.1140,4.4097
Semiconductor,0,2.9654,0.0007,0.0766,2.9654
TCL,7,431.8664,0.0352,0.5974,431.8664
TCL,1,256.4643,0.0219,0.3548,256.4643
TCL,6,227.3523,0.0263,0.3145,227.3523
TCL,0,226.1115,0.0530,0.3128,226.1115
TCL,3,217.8675,0.0301,0.3014,217.8675
TCL,8,197.7275,0.0378,0.2735,197.7275
TCL,2,158.8301,0.0250,0.2197,158.8301
TCL,4,144.0491,0.0314,0.1993,144.0491
TCL,9,138.5355,0.0244,0.1916,138.5355
TCL,5,125.4145,0.0221,0.1735,125.4145
TSMC,1,123.6899,0.0106,0.6047,123.6899
TSMC,3,112.2127,0.0155,0.5486,112.2127
TSMC,2,67.3825,0.0106,0.3294,67.3825
TSMC,7,52.4110,0.0043,0.2562,52.4110
TSMC,6,49.2134,0.0057,0.2406,49.2134
TSMC,9,44.7576,0.0079,0.2188,44.7576
TSMC,5,35.9334,0.0063,0.1757,35.9334
TSMC,8,25.7905,0.0049,0.1261,25.7905
TSMC,4,16.1688,0.0035,0.0791,16.1688
TSMC,0,3.7067,0.0009,0.0181,3.7067
Tianma,7,43.3264,0.0035,0.8038,43.3264
Tianma,1,18.8679,0.0016,0.3500,18.8679
Tianma,3,18.2163,0.0025,0.3379,18.2163
Tianma,6,16.6355,0.0019,0.3086,16.6355
Tianma,5,4.2275,0.0007,0.0784,4.2275
Tianma,4,3.6747,0.0008,0.0682,3.6747
Tianma,0,2.9654,0.0007,0.0550,2.9654
Tianma,8,2.8656,0.0005,0.0532,2.8656
Tianma,9,2.8418,0.0005,0.0527,2.8418
Tianma,2,2.7503,0.0004,0.0510,2.7503
Toray,3,5.8292,0.0008,0.5841,5.8292
Toray,1,4.8917,0.0004,0.4902,4.8917
Toray,7,4.1929,0.0003,0.4202,4.1929
Toray,9,2.8418,0.0005,0.2848,2.8418
Toray,4,2.2048,0.0005,0.2209,2.2048
Toray,5,2.1137,0.0004,0.2118,2.1137
Toray,2,2.0627,0.0003,0.2067,2.0627
Toray,6,1.3863,0.0002,0.1389,1.3863
Toray,8,0.7164,0.0001,0.0718,0.7164
UDC,7,15.3739,0.0013,0.5836,15.3739
UDC,1,11.1810,0.0010,0.4245,11.1810
UDC,6,11.0904,0.0013,0.4210,11.0904
UDC,3,8.0152,0.0011,0.3043,8.0152
UDC,9,7.1044,0.0013,0.2697,7.1044
UDC,5,5.6366,0.0010,0.2140,5.6366
UDC,4,4.4097,0.0010,0.1674,4.4097
UDC,2,4.1255,0.0006,0.1566,4.1255
UDC,0,3.7067,0.0009,0.1407,3.7067
UDC,8,3.5820,0.0007,0.1360,3.5820
UL,1,51.0133,0.0044,0.4474,51.0133
UL,8,49.4319,0.0095,0.4335,49.4319
UL,7,48.2181,0.0039,0.4229,48.2181
UL,6,43.6683,0.0051,0.3830,43.6683
UL,9,26.2862,0.0046,0.2305,26.2862
UL,5,26.0693,0.0046,0.2286,26.0693
UL,2,25.4403,0.0040,0.2231,25.4403
UL,0,25.2059,0.0059,0.2211,25.2059
UL,4,24.9881,0.0055,0.2191,24.9881
UL,3,21.1310,0.0029,0.1853,21.1310
V2X,1,23.7596,0.0020,0.6533,23.7596
V2X,3,14.5731,0.0020,0.4007,14.5731
V2X,9,12.0775,0.0021,0.3321,12.0775
V2X,7,10.4822,0.0009,0.2882,10.4822
V2X,5,9.1595,0.0016,0.2519,9.1595
V2X,2,8.9385,0.0014,0.2458,8.9385
V2X,6,7.6246,0.0009,0.2097,7.6246
V2X,8,6.4476,0.0012,0.1773,6.4476
V2X,4,5.1446,0.0011,0.1415,5.1446
Visionox,7,71.9777,0.0059,0.6907,71.9777
Visionox,1,55.2062,0.0047,0.5298,55.2062
Visionox,6,38.8162,0.0045,0.3725,38.8162
Visionox,3,21.8596,0.0030,0.2098,21.8596
Visionox,5,17.6144,0.0031,0.1690,17.6144
Visionox,2,13.0639,0.0021,0.1254,13.0639
Visionox,8,7.8804,0.0015,0.0756,7.8804
Visionox,4,7.3494,0.0016,0.0705,7.3494
Visionox,9,6.3939,0.0011,0.0614,6.3939
Visionox,0,2.9654,0.0007,0.0285,2.9654
구글,1,251.5727,0.0215,0.5029,272.9563
구글,2,216.5865,0.0341,0.4330,234.9963
구글,6,203.0921,0.0235,0.4060,220.3550
구글,3,185.8067,0.0257,0.3715,201.6003
구글,7,146.7507,0.0120,0.2934,159.2245
구글,9,125.7476,0.0222,0.2514,136.4362
구글,5,104.9818,0.0185,0.2099,113.9053
구글,8,93.8489,0.0179,0.1876,101.8261
구글,4,68.3498,0.0149,0.1366,74.1596
구글,0,48.9291,0.0115,0.0978,53.0880
기아,1,155.8353,0.0133,0.6187,170.3280
기아,2,96.9482,0.0153,0.3849,105.9644
기아,6,90.1091,0.0104,0.3577,98.4893
기아,7,83.8576,0.0068,0.3329,91.6563
기아,3,64.1215,0.0089,0.2546,70.0848
기아,5,59.1844,0.0104,0.2350,64.6885
기아,9,58.9664,0.0104,0.2341,64.4503
기아,4,44.0967,0.0096,0.1751,48.1976
기아,0,28.9126,0.0068,0.1148,31.6015
기아,8,27.2234,0.0052,0.1081,29.7551
기아차,2,4.1255,0.0006,0.8719,4.1255
기아차,6,2.0794,0.0002,0.4395,2.0794
기아차,0,0.7413,0.0002,0.1567,0.7413
기아차,5,0.7046,0.0001,0.1489,0.7046
네이버,1,109.0148,0.0093,0.4856,109.0148
네이버,6,91.4954,0.0106,0.4075,91.4954
네이버,2,89.3849,0.0141,0.3981,89.3849
네이버,7,77.5682,0.0063,0.3455,77.5682
네이버,9,63.9395,0.0113,0.2848,63.9395
네이버,3,58.2923,0.0081,0.2596,58.2923
네이버,5,54.2523,0.0096,0.2417,54.2523
네이버,8,46.5663,0.0089,0.2074,46.5663
네이버,4,43.3617,0.0095,0.1931,43.3617
네이버,0,40.7742,0.0096,0.1816,40.7742
니오,6,2.0794,0.0002,0.6691,2.0794
니오,1,1.3976,0.0001,0.4497,1.3976
니오,2,1.3752,0.0002,0.4425,1.3752
니오,9,0.7104,0.0001,0.2286,0.7104
니오,5,0.7046,0.0001,0.2267,0.7046
니오,7,0.6988,0.0001,0.2249,0.6988
도우인시스,1,6.9881,0.0006,0.5799,6.9881
도우인시스,7,5.5905,0.0005,0.4640,5.5905
도우인시스,6,4.1589,0.0005,0.3451,4.1589
도우인시스,9,3.5522,0.0006,0.2948,3.5522
도우인시스,5,3.5229,0.0006,0.2924,3.5229
도우인시스,3,2.9146,0.0004,0.2419,2.9146
도우인시스,4,2.2048,0.0005,0.1830,2.2048
도우인시스,8,2.1492,0.0004,0.1784,2.1492
도우인시스,2,2.0627,0.0003,0.1712,2.0627
도우인시스,0,0.7413,0.0002,0.0615,0.7413
두산로보틱스,1,45.4228,0.0039,0.7006,45.4228
두산로보틱스,2,22.0024,0.0035,0.3394,22.0024
두산로보틱스,9,18.4714,0.0033,0.2849,18.4714
두산로보틱스,6,15.9424,0.0018,0.2459,15.9424
두산로보틱스,3,15.3017,0.0021,0.2360,15.3017
두산로보틱스,8,14.3281,0.0027,0.2210,14.3281
두산로보틱스,7,13.9763,0.0011,0.2156,13.9763
두산로보틱스,5,12.6824,0.0022,0.1956,12.6824
두산로보틱스,0,12.6029,0.0030,0.1944,12.6029
두산로보틱스,4,10.2892,0.0022,0.1587,10.2892
디지타임스,1,10.4822,0.0009,0.6314,10.4822
디지타임스,7,9.7834,0.0008,0.5893,9.7834
디지타임스,6,6.2383,0.0007,0.3758,6.2383
디지타임스,3,3.6433,0.0005,0.2194,3.6433
디지타임스,2,3.4379,0.0005,0.2071,3.4379
디지타임스,5,2.1137,0.0004,0.1273,2.1137
디지타임스,4,0.7349,0.0002,0.0443,0.7349
디지타임스,8,0.7164,0.0001,0.0432,0.7164
디지타임스,9,0.7104,0.0001,0.0428,0.7104
레노버,7,23.7596,0.0019,0.6291,23.7596
레노버,6,13.8629,0.0016,0.3670,13.8629
레노버,2,13.7515,0.0022,0.3641,13.7515
레노버,1,12.5786,0.0011,0.3330,12.5786
레노버,3,11.6585,0.0016,0.3087,11.6585
레노버,5,8.4549,0.0015,0.2239,8.4549
레노버,9,7.1044,0.0013,0.1881,7.1044
레노버,4,5.8796,0.0013,0.1557,5.8796
레노버,8,5.0148,0.0010,0.1328,5.0148
레노버,0,2.2240,0.0005,0.0589,2.2240
리벨리온,1,10.4822,0.0009,0.4511,10.4822
리벨리온,6,9.7041,0.0011,0.4176,9.7041
리벨리온,9,9.2357,0.0016,0.3975,9.2357
리벨리온,7,9.0846,0.0007,0.3910,9.0846
리벨리온,2,8.2509,0.0013,0.3551,8.2509
리벨리온,4,6.6145,0.0014,0.2847,6.6145
리벨리온,8,5.7312,0.0011,0.2467,5.7312
리벨리온,5,4.2275,0.0007,0.1819,4.2275
리벨리온,0,2.2240,0.0005,0.0957,2.2240
리벨리온,3,0.7287,0.0001,0.0314,0.7287
리오토,7,7.6869,0.0006,0.6976,7.6869
리오토,3,4.3719,0.0006,0.3968,4.3719
리오토,6,4.1589,0.0005,0.3774,4.1589
리오토,1,2.7953,0.0002,0.2537,2.7953
리오토,8,2.1492,0.0004,0.1950,2.1492
리오토,9,2.1313,0.0004,0.1934,2.1313
리오토,2,2.0627,0.0003,0.1872,2.0627
리오토,4,1.4699,0.0003,0.1334,1.4699
리오토,5,1.4092,0.0002,0.1279,1.4092
리오토,0,0.7413,0.0002,0.0673,0.7413
마이크로소프트,3,236.0839,0.0326,0.7753,236.0839
마이크로소프트,1,113.9065,0.0097,0.3741,113.9065
마이크로소프트,2,96.2607,0.0151,0.3161,96.2607
마이크로소프트,7,69.8813,0.0057,0.2295,69.8813
마이크로소프트,9,60.3873,0.0107,0.1983,60.3873
마이크로소프트,6,52.6792,0.0061,0.1730,52.6792
마이크로소프트,5,45.7974,0.0081,0.1504,45.7974
마이크로소프트,8,31.5218,0.0060,0.1035,31.5218
마이크로소프트,0,17.0510,0.0040,0.0560,17.0510
마이크로소프트,4,8.0844,0.0018,0.0265,8.0844
메타,3,435.0064,0.0601,0.8027,435.0064
메타,1,187.2819,0.0160,0.3456,187.2819
메타,2,158.8301,0.0250,0.2931,158.8301
메타,7,128.5816,0.0105,0.2373,128.5816
메타,9,96.6197,0.0170,0.1783,96.6197
메타,6,92.1886,0.0107,0.1701,92.1886
메타,5,71.1622,0.0126,0.1313,71.1622
메타,8,62.3272,0.0119,0.1150,62.3272
메타,4,24.2532,0.0053,0.0448,24.2532
메타,0,15.5683,0.0036,0.0287,15.5683
미디어텍,1,22.3620,0.0019,0.4761,22.3620
미디어텍,6,20.1013,0.0023,0.4280,20.1013
미디어텍,7,16.0727,0.0013,0.3422,16.0727
미디어텍,2,15.1267,0.0024,0.3221,15.1267
미디어텍,9,14.9192,0.0026,0.3176,14.9192
미디어텍,8,14.3281,0.0027,0.3050,14.3281
미디어텍,4,12.4941,0.0027,0.2660,12.4941
미디어텍,5,10.5686,0.0019,0.2250,10.5686
미디어텍,3,8.0152,0.0011,0.1706,8.0152
