topic_id,word,prob
0,ai,1.0
0,산업,0.5987912402852953
0,반도체,0.35395290357801745
0,전문,0.3144424220941914
0,지역,0.2783733194896895
0,기업,0.26528227115549535
0,특히,0.24499355230263636
0,핵심,0.2020515159679001
0,정부,0.1904758799088871
0,인공지능,0.18750810708238763
1,기반,1.0
1,기업,0.8010210074895074
1,관련,0.7941063410936627
1,ai,0.567073894811979
1,핵심,0.4865171501243123
1,플랫폼,0.30800205885111254
1,2차,0.273743657898487
1,공식,0.2311447354055938
1,기술을,0.23109152110518358
1,운영,0.2052278534399943
2,등을,1.0
2,지역,0.9725450379924429
2,대비,0.9401310157071057
2,사업,0.8340184808196326
2,했다,0.7780635710510051
2,ai,0.7613296789012587
2,강화,0.702040414483243
2,산업,0.6657330086815415
2,지난,0.6005154217466857
2,개선,0.5683702177173456
3,tv,1.0
3,oled,0.45309572540741067
3,에서,0.3438471003848306
3,시장에서,0.34372878917491073
3,같은,0.2344270137904358
3,대비,0.23437925045324232
3,사업,0.23434403092701953
3,따라,0.12505391973237123
3,기술을,0.12499428185770375
3,사업을,0.12499218014696709
4,디스플레이,1.0
4,반도체,0.9175237007255554
4,대비,0.5881992829442161
4,각각,0.42348019081807436
4,오는,0.34116452450675144
4,지난,0.3411509481015863
4,기술을,0.2588136051288199
4,사업을,0.258812250868313
4,등의,0.2588096342067432
4,개발,0.2588094535697857
5,정부,1.0
5,추진,0.6687246512359114
5,등을,0.6476220558796357
5,육성,0.5986962987318653
5,주제로,0.5103008390906051
5,향후,0.35100399978751906
5,인공지능,0.3149346792903482
5,ai,0.2886632786702126
5,미래,0.2720649723189792
5,협력을,0.2720227642226629
6,oled,1.0
6,디스플레이,0.5018758521235736
6,스마트폰,0.13677713035563863
6,하반기,0.1311921881757199
6,에서,0.11797199101645825
6,지난,0.11796398970875653
6,tv,0.11794522016950464
6,개발,0.11793499738371162
6,기술,0.10970339403580986
6,오는,0.08949112831357668
