term,cur,prev,diff,total,ma7,z_like
삼성전자,9,7,2,92,5.571,1.02
삼성,9,10,-1,342,9.857,-0.207
폴더블,5,0,5,25,1.857,1.33
한미반도체,4,0,4,4,0.571,1.953
아이폰,4,1,3,22,1.857,0.907
샤오미,2,0,2,5,0.429,0.95
퀄컴,2,0,2,15,0.857,0.593
현대모비스,2,0,2,18,1.571,0.19
애플,2,2,0,73,4.286,-0.744
byd,1,0,1,6,0.143,0.622
tsmc,1,0,1,12,0.429,0.345
현대차,1,1,0,23,0.714,0.155
sk하이닉스,1,2,-1,23,1.0,0.0
lg전자,1,2,-1,35,2.143,-0.464
