rank,keyword,score
1,디스플레,10.63701169998445
2,삼성,5.334182831818545
3,스마트,3.989573236355012
4,인공지능,3.70650243514446
5,일에,3.1692673116189205
6,탑재,3.145830165856255
7,갤럭시,3.042531305527055
8,모집학과,2.765787235726011
9,기술,2.7122261451149616
10,쿠페,2.594703692882177
11,환경,2.404349774384566
12,콘텐츠,2.397135998861207
13,혁신,2.3424482956284756
14,주행,2.3224818701013477
15,인치,2.044035743579214
16,반도체,1.9500290387397947
