date,type,title,url,source
,LAUNCH,"이청 삼성디스플레이 사장 ""내년 2~3분기 8.6세대 IT  OLED  양산""",https://biz.newdaily.co.kr/site/data/html/2025/09/26/2025092600380.html,
,INVEST,"이청 삼성디스플레이 사장 ""내년 2~3분기 8.6세대 IT  OLED  양산""",https://biz.newdaily.co.kr/site/data/html/2025/09/26/2025092600380.html,
,LAUNCH,"삼성·LG디스플레이 모두 ""실적 개선""…삼성D ""내년 3분기 8.6세대 양산""",https://view.asiae.co.kr/article/2025092618353533070,
,INVEST,"삼성·LG디스플레이 모두 ""실적 개선""…삼성D ""내년 3분기 8.6세대 양산""",https://view.asiae.co.kr/article/2025092618353533070,
,LAUNCH,“이제 성수기”⋯ 하반기 자신감 드러낸 ‘삼성D·LGD‘,https://www.viva100.com/article/20250926500778,
,INVEST,“이제 성수기”⋯ 하반기 자신감 드러낸 ‘삼성D·LGD‘,https://www.viva100.com/article/20250926500778,
,LAUNCH,이청 삼성D 사장 “8.6세대 내년 3Q 양산 예정…일관된 정부 세제 혜택 ...,https://www.etoday.co.kr/news/view/2510800,
,INVEST,이청 삼성D 사장 “8.6세대 내년 3Q 양산 예정…일관된 정부 세제 혜택 ...,https://www.etoday.co.kr/news/view/2510800,
,ORDER,이청 삼성D 사장 “8.6세대 내년 3Q 양산 예정…일관된 정부 세제 혜택 ...,https://www.etoday.co.kr/news/view/2510800,
,LAUNCH,"삼성·LG 디스플레이 양대 수장, 실적 반등 자신…中 추격엔 “기술·제...",https://www.mk.co.kr/article/11430457,
,INVEST,"삼성·LG 디스플레이 양대 수장, 실적 반등 자신…中 추격엔 “기술·제...",https://www.mk.co.kr/article/11430457,
,INVEST,[제16회 디스플레이의 날] 국무총리표창 - 이철성 에스에프에이 전무,https://www.etnews.com/20250926000092,
,ORDER,[제16회 디스플레이의 날] 국무총리표창 - 이철성 에스에프에이 전무,https://www.etnews.com/20250926000092,
,LAUNCH,"한국 양대 디스플레이 수장 ""하반기 실적 긍정적""",https://www.dailian.co.kr/news/view/1554601/?sc=Naver,
,INVEST,"한국 양대 디스플레이 수장 ""하반기 실적 긍정적""",https://www.dailian.co.kr/news/view/1554601/?sc=Naver,
