org,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11
모바일,2,2,2,3,0,2,2,1,4,0,2,1
모빌리티,11,18,8,6,5,10,12,10,6,2,8,0
모황암귀,0,2,1,2,0,1,1,2,1,0,1,3
몽상천공,0,2,3,1,1,2,0,1,1,0,2,2
무한,3,1,5,1,1,1,2,2,1,3,3,2
물었고,0,0,0,1,0,0,1,0,0,0,1,0
미국,6,4,4,3,1,5,9,8,4,3,8,1
미니LED든,4,0,0,0,1,0,1,1,0,2,0,1
미디어,0,2,1,2,0,1,1,2,1,0,1,3
미래,11,10,5,3,4,5,8,7,4,7,3,3
미션,0,0,1,3,0,1,0,1,0,0,1,1
미쓰,0,0,0,1,1,0,0,5,1,0,0,0
민원,0,1,0,1,0,1,0,5,1,0,1,0
민주당,0,0,0,0,0,0,0,1,0,0,1,0
밀도,1,3,0,10,2,0,1,3,0,6,3,0
바이오,3,3,2,1,3,1,2,2,1,3,1,1
바탕으로,2,3,2,3,1,5,3,3,3,0,1,0
박소현,1,2,0,2,0,0,1,0,1,0,2,0
반도체,14,15,10,7,12,13,18,12,9,10,8,3
받았다고,0,0,0,1,1,0,0,5,1,0,0,0
발언,0,0,0,0,0,0,0,1,0,0,1,0
발전,5,1,1,1,1,1,2,2,0,2,1,1
발키리,0,0,0,0,0,1,0,2,1,0,0,0
밝기,4,1,2,1,2,1,2,1,1,3,1,1
밝혔다.,10,5,3,13,6,5,8,13,4,12,6,6
방법,4,1,1,1,2,0,2,1,2,3,2,5
방산,4,5,1,4,3,2,3,4,3,3,3,1
방식,1,1,0,1,0,1,1,0,1,0,0,0
방안,1,0,0,1,0,1,3,3,0,0,1,0
방치형,0,2,3,1,1,2,0,1,1,0,2,2
배터리,4,5,1,4,3,2,3,4,3,3,3,1
백팩,0,0,0,0,1,0,0,2,1,0,0,0
버거,0,0,1,3,0,1,0,1,0,0,1,1
번째로,0,1,1,1,0,2,2,1,0,0,0,1
베트남,0,1,0,2,0,1,0,2,0,0,0,0
변화,3,1,1,1,2,3,3,2,2,3,3,1
병원,2,3,2,3,1,5,3,3,3,0,1,0
보는,3,0,2,4,1,0,2,2,2,0,1,0
보도자료,0,1,0,3,1,0,0,1,0,2,1,0
보안,1,1,0,1,0,0,1,0,1,0,1,0
보였다.,3,1,1,0,3,0,1,2,1,4,1,1
보완,3,1,5,1,1,1,2,2,1,3,3,2
보톡스,0,0,0,1,0,0,0,3,1,0,1,0
부르,0,0,0,1,1,0,0,5,1,0,0,0
부사장,4,4,2,1,2,2,3,3,1,4,0,1
부스,2,2,5,2,1,1,1,2,2,0,2,3
부장,3,0,0,0,0,0,2,0,0,0,1,0
부품,13,20,8,9,8,12,13,13,9,5,10,1
분야,2,3,1,1,0,0,2,1,0,0,1,0
분야에서,2,3,1,1,0,0,2,1,0,0,1,0
뷰잉파티,0,0,0,3,0,0,0,2,1,0,1,0
브레이커스,24,4,9,8,14,0,12,12,12,13,7,30
블랙,4,3,1,1,3,1,2,1,2,3,0,1
비롯해,14,3,9,6,9,0,8,7,7,6,5,15
비전옥스,10,12,8,2,20,11,13,5,6,12,1,4
비중,1,0,0,2,0,0,2,2,2,0,1,0
비즈월드,1,1,1,3,1,1,1,0,0,0,0,0
비트코인,1,1,0,1,0,1,1,0,1,0,0,0
빠른,4,1,2,1,3,0,2,2,2,2,1,5
사람,0,0,0,3,2,2,0,6,1,0,0,0
사업,14,15,8,8,10,9,11,17,10,9,10,4
사용자,1,1,2,2,0,1,1,1,3,0,2,1
사장,56,15,16,13,26,11,32,34,19,56,19,15
사피엔반도체,5,4,4,2,1,4,5,3,4,3,5,1
사회공헌활동,0,1,0,2,0,1,0,2,0,0,0,0
산업,39,24,13,12,16,17,23,20,19,23,17,12
산업용,3,5,3,1,3,4,4,3,2,0,3,0
산업통상자원부,5,1,1,1,1,1,2,2,0,2,1,1
삼성,3,1,0,1,1,0,2,1,3,2,1,1
삼성디스플레,18,2,5,7,9,2,10,10,7,13,5,12
삼성디스플레이,57,13,19,14,30,5,31,32,22,47,18,38
삼성전자,8,2,7,3,5,1,4,4,3,7,5,9
삼현,6,10,4,4,2,6,6,6,4,2,4,0
상무,7,5,1,2,6,1,4,1,3,5,3,2
상반기,5,1,2,1,3,1,3,3,1,5,1,1
상법,0,1,0,2,1,0,1,2,2,0,4,0
상황,0,1,0,1,0,1,0,5,1,0,1,0
새로운,3,1,5,9,1,2,4,3,2,2,5,1
생산,9,4,4,3,6,3,7,6,5,5,4,2
생산라인,14,13,9,3,23,13,16,8,8,16,2,5
생산성,3,2,0,1,3,0,2,0,1,2,3,1
샤오미,1,0,0,0,0,0,1,0,1,0,0,0
선경전설,0,2,3,1,1,2,0,1,1,0,2,2
선물,0,0,0,2,0,0,0,1,0,0,0,0
선물세트,1,3,1,5,1,4,3,3,4,0,3,0
선보인다.,0,0,0,2,0,0,0,1,0,0,0,0
선수권,0,0,0,0,0,1,0,2,1,0,0,0
성능,7,5,7,6,2,2,7,4,10,3,5,3
성분,2,2,0,6,1,0,2,2,0,4,1,0
성우,0,0,2,3,1,2,1,1,1,0,2,1
성장할,4,1,2,1,2,1,2,1,1,3,1,1
성형,0,0,0,1,0,0,0,3,1,0,1,0
세계,16,8,8,6,4,5,11,11,7,10,4,2
세제,4,0,0,1,1,1,2,1,0,4,2,1
세트,0,0,0,2,0,0,0,1,0,0,0,0
센서,3,5,2,2,1,3,3,3,2,1,2,0
소각,0,1,0,2,1,0,1,2,2,0,4,0
소비자,0,0,0,4,2,0,0,3,2,0,1,0
소비자들,0,0,0,0,1,0,0,2,1,0,0,0
소식통,1,0,0,1,0,1,3,3,0,0,1,0
소재,4,3,1,1,3,1,2,1,2,3,0,1
속도감,4,1,2,1,3,0,2,2,2,2,1,5
솔루션,3,5,3,1,3,4,4,3,2,0,3,0
송승헌,0,0,0,1,1,0,0,5,1,0,0,0
송출,0,1,0,1,0,1,0,5,1,0,1,0
수도,1,1,3,2,0,0,1,2,2,0,3,1
수도권,0,1,0,1,0,1,0,5,1,0,1,0
수명,4,1,2,1,2,1,2,1,1,3,1,1
수요,2,4,2,2,2,5,2,2,3,0,2,0
수익,1,0,0,2,0,0,2,2,2,0,1,0
수익률,1,0,0,2,0,0,2,2,2,0,1,0
수입액,2,3,2,3,1,5,3,3,3,0,1,0
수주,3,3,2,0,5,4,4,1,2,3,1,1
수출,4,2,0,1,2,3,2,2,2,3,3,1
스냅드래곤,4,4,7,5,1,2,5,3,7,1,4,2
스마트워치,14,7,9,7,6,6,15,9,7,13,11,3
스마트팩토리,3,2,0,1,3,0,2,0,1,2,3,1
스마트폰,3,4,6,4,1,3,6,4,4,1,2,2
스타,0,0,0,1,1,0,0,5,1,0,0,0
스타머,1,0,0,4,2,5,2,2,0,0,1,0
스트레처블,4,4,2,1,2,2,3,3,1,4,0,1
스티커,0,1,1,1,0,2,2,1,0,0,0,1
스포츠,0,0,0,3,0,0,0,2,1,0,1,0
시대에,1,2,0,2,0,0,1,0,1,0,2,0
시리즈,0,1,3,3,0,0,1,2,1,0,2,1
시술,0,0,0,1,0,0,0,3,1,0,1,0
시스템,3,7,4,3,3,5,5,5,3,0,4,3
시장에,7,3,6,5,3,3,8,6,3,7,6,3
시즌,0,1,3,3,0,0,1,2,1,0,2,1
신규,4,6,4,1,10,6,6,3,2,6,0,2
신분증,2,1,0,5,2,6,3,2,1,0,1,0
신상,0,0,0,0,1,0,0,2,1,0,0,0
신시장,5,2,0,1,1,2,3,0,2,4,1,1
신작,10,5,8,7,5,2,6,7,7,5,6,16
신작게임,4,1,2,1,3,0,2,2,2,2,1,5
실물,1,1,0,1,0,1,1,0,1,0,0,0
실적,26,8,9,4,13,6,14,17,10,25,8,8
씨가,0,0,0,1,0,0,1,0,0,0,1,0
아너스,0,0,0,1,1,0,0,3,1,0,0,0
아니다.,0,0,0,1,0,0,1,0,0,0,1,0
아니라,3,2,3,6,1,1,3,4,3,0,2,3
아래,3,1,0,1,1,0,2,1,3,2,1,1
아레스,0,0,2,3,1,2,1,1,1,0,2,1
아머사우루스,0,1,3,3,0,0,1,2,1,0,2,1
아스트온,0,0,0,0,0,1,0,2,1,0,0,0
아웃백,1,3,1,5,1,4,3,3,4,0,3,0
아직,4,4,4,4,0,0,6,4,3,4,5,0
아테나,0,0,2,3,1,2,1,1,1,0,2,1
아티스트,3,0,2,4,1,0,2,2,2,0,1,0
안랩,5,5,2,4,4,2,3,2,4,4,3,5
안은혜,0,0,0,0,0,0,1,2,0,0,2,0
안전교육,0,0,0,1,1,0,0,3,1,0,0,0
안정적인,1,1,1,3,1,1,1,0,0,0,0,0
않았냐.,0,0,0,1,0,0,1,0,0,0,1,0
암호화폐,1,1,0,1,0,1,1,0,1,0,0,0
앞서,8,2,2,1,6,1,4,5,2,9,2,2
앞에서,0,0,0,0,0,0,0,1,0,0,1,0
애니매이션,4,1,2,2,3,0,2,2,2,2,1,5
애니메이션,2,4,6,4,1,2,2,4,3,0,3,6
애플,5,2,2,1,2,0,2,2,3,3,3,1
액션,2,2,5,2,1,1,1,2,2,0,2,3
야외에서도,2,2,2,2,0,0,3,2,1,2,2,0
약세,0,0,0,0,0,0,2,2,2,0,1,0
양산,14,3,2,3,5,4,8,4,3,13,4,3
어워즈,2,0,3,2,0,0,2,1,1,0,2,0
엄정화,0,0,0,1,1,0,0,5,1,0,0,0
업계,23,7,10,5,8,2,12,14,8,15,11,6
업계에서,4,2,4,0,0,0,3,4,1,2,2,0
업그레이드,3,1,0,1,1,0,2,1,3,2,1,1
업종,3,3,2,1,3,1,2,2,1,3,1,1
업체,7,2,4,2,4,3,6,3,2,6,3,2
업체인,1,1,0,1,0,0,1,0,1,0,1,0
에서,5,1,1,2,2,0,2,8,2,2,1,1
에스엠벡셀,4,5,1,4,3,2,3,4,3,3,3,1
에이전틱,1,1,2,2,0,1,1,1,3,0,2,1
엔씨,4,0,1,2,2,0,2,2,2,2,1,5
엔씨소프트,20,4,8,6,12,0,10,10,10,11,6,25
엘리트,1,1,2,2,0,1,1,1,3,0,2,1
엣지파운드리,7,10,3,6,4,5,6,7,5,4,5,1
여전히,5,1,1,1,1,0,2,3,1,2,1,1
역량,1,2,0,2,0,0,1,0,1,0,2,0
역임하며,5,2,0,1,1,2,3,0,2,4,1,1
역할,7,4,0,2,5,3,4,2,3,5,6,2
연간,8,4,3,1,5,3,4,5,4,7,3,3
연수에,0,0,0,1,0,0,1,0,0,0,1,0
연출,2,2,5,2,1,1,1,2,2,0,2,3
열린,5,3,2,1,2,3,3,3,3,3,2,2
영국,1,0,0,4,2,5,2,2,0,0,1,0
영국에,1,0,0,4,2,5,2,2,0,0,1,0
영국에서,1,0,0,4,2,5,2,2,0,0,1,0
영업비밀,4,1,1,1,1,1,3,2,1,4,2,1
영업이익,9,4,4,2,3,4,5,6,6,6,4,4
영웅으로,0,0,2,3,1,2,1,1,1,0,2,1
영화관에서,0,0,0,3,0,0,0,2,1,0,1,0
예방,0,1,0,1,0,1,0,5,1,0,1,0
오는,1,4,4,8,1,4,4,5,5,0,5,1
온디바이스에서,1,1,2,2,0,1,1,1,3,0,2,1
올해,11,5,5,3,7,3,6,7,6,10,4,4
와이프,0,0,0,1,1,0,0,5,1,0,0,0
외국인,0,0,0,0,0,0,3,4,2,0,3,0
우아한청년들,0,0,0,1,1,0,0,3,1,0,0,0
운영,1,1,1,3,1,1,1,0,0,0,0,0
운전,0,0,0,1,0,0,1,0,0,0,1,0
원가,3,2,0,1,3,0,2,0,1,2,3,1
원작,0,2,1,2,0,1,1,2,1,0,1,3
웨어러블,10,3,5,3,6,6,9,5,4,9,6,3
웨이브,5,5,2,4,4,2,3,2,4,4,3,5
위상,4,2,0,1,2,3,2,2,2,3,3,1
위안,7,9,6,2,15,8,10,5,4,9,0,3
위원장,0,0,0,0,0,0,0,1,0,0,1,0
위한,15,11,5,6,6,4,10,7,8,8,10,5
위해,2,1,0,2,0,1,4,3,1,0,2,0
윈드쉴드,2,3,1,1,0,0,2,1,0,0,1,0
윈윈,0,0,0,1,1,0,0,3,1,0,0,0
유기발광다이오드,4,1,1,1,3,1,2,2,2,4,1,1
유동성,1,1,1,3,1,1,1,0,0,0,0,0
유비리서치,11,6,8,6,4,3,12,7,5,10,8,2
유비리서치에,4,4,4,4,0,0,6,4,3,4,5,0
유저,1,1,3,2,0,0,1,2,2,0,3,1
유저들,1,1,3,2,0,0,1,2,2,0,3,1
유진,0,0,0,1,0,0,0,3,1,0,1,0
유출,1,1,0,1,0,0,1,0,1,0,1,0
윤석열,0,0,0,0,0,0,0,1,0,0,1,0
음료,2,4,2,2,2,5,2,2,3,0,2,0
의료,2,3,2,3,1,5,3,3,3,0,1,0
의료기기,2,3,2,3,1,5,3,3,3,0,1,0
의약품,3,3,2,1,3,1,2,2,1,3,1,1
의원,0,0,0,0,0,0,0,1,0,0,1,0
의원들,0,0,0,0,0,0,0,1,0,0,1,0
이날,0,0,0,0,0,0,1,2,0,0,2,0
이는,3,2,2,1,4,2,2,1,2,2,0,1
이더리움,1,1,0,1,0,1,1,0,1,0,0,0
이더리움클래식,1,1,0,1,0,1,1,0,1,0,0,0
이름,0,0,0,4,2,0,0,3,2,0,1,0
이명희,5,4,4,2,1,4,5,3,4,3,5,1
이번,6,9,6,15,5,6,7,9,10,4,9,6
이벤트,0,0,2,7,3,2,1,4,3,0,3,1
이보미,4,0,0,1,1,1,2,1,0,4,2,1
이상,3,3,0,3,4,0,3,2,3,2,7,1
이어,4,2,4,0,0,0,3,4,1,2,2,0
이에,0,0,0,1,0,0,1,0,0,0,1,0
이유,3,1,0,1,1,0,2,1,3,2,1,1
이주선,4,0,1,1,1,0,2,3,2,2,1,5
이청,13,3,3,2,7,1,7,9,3,15,3,3
이후,0,0,0,0,0,1,2,4,3,0,1,0
인공지능,2,0,3,2,0,0,2,1,1,0,2,0
인구,2,3,2,3,1,5,3,3,3,0,1,0
인기,0,2,3,1,1,2,0,1,1,0,2,2
인도네시아,4,7,4,5,3,10,5,5,6,0,3,0
인용해,1,0,0,1,0,1,3,3,0,0,1,0
인정받았다.,4,3,1,1,3,1,2,1,2,3,0,1
인증,1,1,0,1,0,1,1,0,1,0,0,0
인페르노,0,2,1,2,0,1,1,2,1,0,1,3
인프라,0,1,0,2,0,1,0,2,0,0,0,0
일곱,2,2,5,2,1,1,1,2,2,0,2,3
일본,2,4,6,4,1,2,2,4,3,0,3,6
입술,0,0,0,1,0,0,0,3,1,0,1,0
있는,48,21,23,38,30,17,33,45,33,28,28,40
있는지,1,0,0,4,2,5,2,2,0,0,1,0
있다,38,12,10,12,18,7,26,28,12,36,19,9
있다.,69,65,46,57,39,50,66,68,55,43,57,25
있다고,1,0,0,1,0,1,3,3,0,0,1,0
있도록,2,2,1,7,1,1,2,1,0,2,1,0
있습니다.,5,2,2,3,2,2,3,4,2,5,2,1
있으며,7,10,4,5,6,6,7,7,5,3,6,1
있을,3,1,1,0,3,0,1,2,1,4,1,1
자금,2,1,1,5,1,1,3,2,2,0,1,0
자동차,10,15,5,8,5,8,9,10,7,5,7,1
자동화,6,7,3,2,6,4,6,3,3,2,6,1
자료,2,3,2,3,1,5,3,3,3,0,1,0
자본시장,0,1,0,2,1,0,1,2,2,0,4,0
자사주,0,1,0,2,1,0,1,2,2,0,4,0
자산,1,0,0,2,0,0,2,2,2,0,1,0
자산배분,1,0,0,2,0,0,2,2,2,0,1,0
자율주행,3,5,3,1,3,4,4,3,2,0,3,0
작은,3,1,0,1,1,0,2,1,3,2,1,1
작품,2,0,3,3,1,0,2,6,2,0,2,0
장벽,1,2,1,9,1,0,1,3,0,6,3,0
장비,29,33,17,12,33,28,30,19,19,23,9,7
장윤정,0,0,0,1,0,0,1,0,0,0,1,0
저가,4,2,4,0,0,0,3,4,1,2,2,0
적도,0,0,0,0,0,0,0,1,0,0,1,0
전동화,2,3,1,1,0,0,2,1,0,0,1,0
전략,3,3,5,3,1,1,4,2,4,1,2,1
전망이다.,3,1,1,1,2,3,3,2,2,3,3,1
전무,4,2,0,1,2,3,2,2,2,3,3,1
전시,2,0,3,2,0,0,2,1,1,0,2,0
전시회,3,0,2,0,0,1,2,0,0,0,0,0
전용,1,0,0,2,0,0,2,2,2,0,1,0
전장,6,10,4,4,2,6,6,6,4,2,4,0
전체,1,0,0,2,0,0,2,2,2,0,1,0
전투,2,4,6,4,1,2,2,4,3,0,3,6
정동훈,0,1,3,3,0,0,1,2,1,0,2,1
정보,1,1,0,1,0,1,1,0,1,0,0,0
정부,11,5,3,8,5,5,9,11,6,7,10,2
정책,4,3,4,2,1,0,4,6,3,2,6,0
정철동,12,2,3,2,5,1,5,7,4,10,3,4
제15회,5,0,1,3,2,1,3,2,2,4,2,1
제16회,4,1,1,1,3,0,2,3,1,5,1,1
제공한다.,0,0,0,2,0,0,0,1,0,0,0,0
제네시스,3,2,1,3,1,1,3,2,2,2,1,1
