org,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7
디자인상,0,1,1,0,1,1,2,1
디트로이트,5,1,4,1,0,0,0,1
따라,2,3,3,4,10,5,16,2
따르면,5,1,7,4,0,2,1,2
때문이다.,3,2,3,4,1,2,1,2
뜨겁고,2,0,1,0,2,1,0,0
라고,3,0,2,2,2,1,0,0
라이브,0,2,1,0,0,0,1,2
라이즈,0,0,2,0,0,0,0,1
라인,7,3,8,9,1,5,1,6
라인업,1,0,0,0,1,1,0,3
라지,4,0,2,2,10,6,2,3
라프텔,2,0,2,0,1,0,0,4
랜선인싸,2,2,2,0,1,2,2,0
럭셔리,2,2,2,0,4,1,2,4
레드닷,1,2,3,2,1,0,5,0
레이벤,2,1,0,0,1,2,2,1
레트로,1,1,0,1,2,3,2,0
렌즈,4,0,2,2,10,6,2,3
로고,1,1,2,0,0,1,1,1
롯데그룹,1,1,2,2,0,2,1,3
롯데호텔에서,1,1,2,2,0,2,1,3
르포,0,0,0,0,0,0,0,2
리움미술관,3,0,1,0,2,2,0,3
리포트,2,0,1,0,2,1,0,0
마감했다.,4,2,2,2,1,0,1,1
마누팍투어,2,2,2,0,4,1,2,4
마산회원구,1,0,0,0,1,0,0,0
마이바흐,2,2,2,0,4,1,2,4
만들,2,0,2,4,0,2,0,1
많이,2,2,2,0,1,2,2,0
말했다.,5,0,6,1,1,1,0,3
매장,1,1,2,2,0,2,1,3
맥북,2,1,3,3,0,1,1,1
메모리,3,2,0,0,0,3,1,0
메이크업,2,2,2,0,1,2,2,0
메타,2,1,0,0,1,2,2,1
메트로신문,1,0,2,0,1,0,0,2
모니터,4,3,1,0,5,4,0,0
모델,2,0,0,1,4,3,1,0
모두,3,2,4,2,1,0,1,5
모든,1,1,2,0,0,1,1,1
모바일,3,15,6,9,9,3,9,3
모빌리티,2,2,1,3,2,2,1,0
모습,2,0,0,0,0,0,0,0
목사,5,0,1,0,0,1,0,2
몰락,1,1,4,4,0,2,0,0
무쌍,2,2,2,0,1,2,2,0
문화,4,1,3,1,5,2,1,7
미국,16,10,16,11,2,7,4,6
미니,0,2,1,0,0,0,1,2
미만,1,0,0,0,0,0,0,0
바로,1,1,2,0,0,1,1,1
박성준,4,0,1,0,2,1,0,4
박수,1,0,0,0,1,0,0,0
반도체,10,7,6,11,3,7,3,3
반등,2,2,1,3,0,0,2,0
받았다.,1,2,3,2,1,0,5,0
받은,2,2,2,0,4,1,2,4
발생,1,0,0,0,0,0,0,0
발표했다.,2,1,3,3,0,1,1,1
밝혔다.,4,4,1,2,5,7,3,2
밥무새,2,1,0,0,1,2,0,0
방송,0,2,1,0,0,0,1,2
방식,3,0,1,0,2,2,0,3
방탄소년단,0,0,2,0,0,0,0,1
배우,5,0,1,1,1,0,0,0
배터리,4,5,1,4,1,3,2,0
백남준,3,1,2,0,3,0,1,5
버스데,0,1,1,0,1,1,2,1
버튼식,0,1,1,1,1,0,5,0
번째,5,1,4,1,0,0,0,1
법인세,2,0,2,1,0,0,0,2
베스트바,2,1,5,2,0,2,1,2
베트남,0,0,1,1,1,1,0,0
변호사,2,1,0,0,1,2,0,0
변화에,1,1,4,4,0,2,0,0
별세,0,1,0,0,0,0,0,0
보기,2,1,0,0,1,2,0,0
보는,3,1,2,0,3,0,1,5
보이그룹,0,0,2,0,0,0,0,1
보일러,2,1,1,2,2,0,5,0
본상,5,8,8,12,12,3,40,0
부문에서,1,2,3,2,1,0,5,0
부터,3,1,2,0,3,0,1,5
북돋움,2,0,2,0,1,0,0,2
분석됐다.,0,0,2,0,0,0,0,1
분위기,2,0,0,0,0,0,0,0
분쟁,2,0,2,1,0,0,0,2
뷰티,2,2,2,0,1,2,2,0
뷰파인더,1,1,0,1,2,3,2,0
브랜드센터,2,2,2,0,4,1,2,4
브랜드평판,0,0,2,0,0,0,0,1
브랜드평판지수,0,0,2,0,0,0,0,1
블루,0,2,1,0,0,0,1,2
비로컬,2,0,2,0,1,0,0,4
비올,4,2,2,2,1,0,1,1
비용,1,0,2,0,1,0,0,2
비자,3,0,4,1,0,1,0,1
비행,4,0,1,0,2,1,0,4
빅데이터,0,0,2,0,0,0,0,1
사과,1,0,2,0,1,0,0,2
사람,3,2,1,3,2,2,1,0
사람들,2,1,0,0,1,2,2,1
사랑,1,0,0,0,1,0,0,0
사랑꾼,4,2,3,2,0,0,0,2
사실,2,2,2,0,1,2,2,0
사업,11,10,9,13,5,6,6,5
사연,2,1,0,0,1,2,0,0
사용,4,3,0,2,4,5,2,0
사용시간,2,3,0,1,0,2,1,0
사용자,4,4,4,6,8,2,20,0
사용하,1,0,0,0,0,0,0,0
사이즈,0,1,1,0,1,1,2,1
사진,1,1,1,2,3,4,2,0
산업,2,0,2,4,0,2,0,1
살인자,2,0,1,0,2,1,0,0
삼성,12,24,14,16,12,11,12,7
삼성디스플레,4,4,4,6,2,3,2,1
삼성디스플레이,2,1,3,3,0,1,1,1
삼성전자,9,19,17,17,9,9,12,9
상업용,2,1,1,2,2,0,5,0
상을,1,2,3,2,1,0,5,0
상의,1,1,2,2,0,2,1,3
새로운,3,0,1,0,2,2,0,3
샐러드,2,0,1,0,2,1,0,0
생산,5,4,5,7,1,3,2,2
생산능력,2,0,2,4,0,2,0,1
생산라인,3,1,1,2,0,0,1,2
생성형,2,1,0,0,0,1,0,0
생활가전,3,2,3,4,1,2,1,2
샤프,1,1,4,4,0,2,0,0
서로,3,0,1,0,2,2,0,3
서비스,2,2,2,0,4,1,2,4
서울시,2,0,2,0,1,0,0,2
서울시교육청,4,1,2,0,1,0,0,3
선발,5,1,4,1,0,0,0,1
선생님,1,0,0,0,1,1,0,3
선행,3,15,6,9,9,3,9,3
설비,1,1,4,4,0,2,0,0
설정,5,5,0,0,3,6,1,0
설치,2,1,1,2,1,0,5,0
성능,5,5,0,1,0,5,2,0
세계,4,3,7,8,1,4,1,2
세금,1,0,0,0,1,1,0,3
세로,2,3,0,0,3,3,0,0
세미나,3,2,4,4,0,2,1,1
세븐틴,0,0,2,0,0,0,0,1
센서,2,0,1,1,5,3,1,1
소속사,0,0,1,1,1,1,0,0
소액결제,3,2,4,2,1,0,1,5
소재,2,1,2,4,1,4,1,1
속도,3,2,0,0,0,3,1,0
손흥민,9,2,6,2,0,0,0,2
솔루션,10,9,5,8,4,7,5,2
수리온,4,0,1,0,2,1,0,6
수상,0,2,1,4,0,0,7,0
수상하며,0,1,1,1,3,1,5,0
수술,3,0,4,1,0,1,0,1
수업,6,2,2,0,1,1,0,3
수익성,2,2,1,3,0,0,2,0
수입,3,2,3,4,0,1,1,2
숙면,2,1,1,2,2,0,5,0
숙면매트,1,2,1,4,1,0,7,0
숨었나,2,0,2,0,1,0,0,2
슈퍼주니어,0,0,2,0,0,0,0,1
스마트농업,1,0,2,0,1,0,0,2
스마트폰,3,1,0,1,3,3,2,0
스타트럭코리아,2,1,0,0,0,3,1,0
스탠,1,0,1,1,2,2,0,2
스테인리스,2,1,2,4,1,4,1,1
시각장애,4,1,2,0,1,0,0,3
시간,3,1,2,0,3,0,1,5
시그마인텔,3,2,4,4,0,2,1,1
시네마,4,0,2,2,10,6,2,3
시대에,2,2,1,3,2,2,1,0
시리즈,2,3,1,2,5,4,2,2
시마무라,0,1,1,0,1,1,2,1
시뮬레이터,4,0,1,0,2,1,0,4
시선,2,0,0,0,0,0,0,0
시설,1,0,2,0,1,0,0,2
시스템,4,7,2,3,3,4,4,1
시야각,2,1,0,0,1,2,2,1
시즌,5,1,4,1,0,0,0,1
신동빈,1,1,2,2,0,2,1,3
신발,0,1,1,0,1,1,2,1
신상품,1,0,0,0,1,1,0,3
신성이엔지,2,2,1,3,1,1,1,0
신소율,3,0,1,1,1,0,0,0
신제품,2,3,1,2,5,4,2,2
신체,3,0,1,0,2,2,0,3
실적,2,2,1,3,0,0,2,0
실제,4,0,1,0,2,1,0,4
싫다,2,1,0,0,1,2,0,0
씨의,1,0,0,0,1,0,0,0
아내,6,2,2,1,1,2,0,1
아니,0,0,1,1,1,1,0,0
아니다.,1,1,2,0,0,1,1,1
아산캠퍼스,1,1,2,2,0,2,1,3
아시아,4,2,2,1,0,1,0,1
아이,2,0,2,0,1,0,0,2
아이들,0,1,1,1,0,0,0,1
아이콘,0,4,4,4,8,3,20,0
아이티켐,4,2,2,2,1,0,1,1
아이폰,6,4,7,6,1,1,2,7
아카이브,0,2,1,0,0,0,1,2
악트로스,2,1,0,0,0,3,1,0
안경,2,1,0,0,1,2,2,1
안디도,5,0,1,0,0,1,0,2
안자,1,0,0,0,1,1,0,3
안전하게,1,0,0,0,1,0,0,0
안정환,3,0,1,1,1,0,0,0
앉아,1,0,0,0,0,0,0,0
알리바바,3,2,4,2,1,0,1,5
알케론,2,0,2,0,1,0,0,4
애니메이션,3,2,0,0,0,3,1,0
애플,3,2,3,4,0,1,1,2
앱들,3,2,0,0,0,3,1,0
야구,1,0,0,0,1,0,0,0
약정,2,0,0,1,4,3,1,0
양나래,2,1,0,0,1,2,0,0
양덕2동,1,0,0,0,1,0,0,0
양덕2동에,1,0,0,0,1,0,0,0
양사,2,4,2,3,2,3,2,0
양산,3,1,1,2,0,0,1,2
어린,0,1,1,0,1,1,2,1
어워드,2,7,8,8,10,3,30,0
엄마,2,0,2,0,1,0,0,2
업그레이드,2,3,0,1,0,2,1,0
업데이트,2,3,0,1,0,2,1,0
에너지,2,6,3,7,2,3,9,0
에듀테크,4,1,2,0,1,0,0,3
에서,6,12,7,8,6,2,6,4
에어컨,3,3,2,6,3,0,12,0
에코백,1,1,2,0,0,1,1,1
엔가젯,2,1,0,0,1,2,2,1
엔비디아,4,2,2,1,0,1,0,1
엔씨패밀리존,2,0,2,0,1,0,0,4
여름,3,1,3,0,2,2,1,1
여자,4,0,4,1,1,1,0,1
연결된,2,3,0,0,3,3,0,0
연구팀,1,0,0,0,0,0,0,0
연비,2,1,0,0,0,3,1,0
연수,4,1,2,0,1,0,0,3
연예,4,1,2,1,0,0,0,1
연합뉴스TV,2,1,2,1,1,1,0,4
열렸습니다.,2,1,2,1,1,1,0,4
열린,3,3,3,5,2,4,2,3
열애설,0,0,1,1,1,1,0,0
영감,2,2,2,0,4,1,2,4
영상,8,2,4,3,15,11,5,3
영업이익,2,2,1,3,0,0,2,0
영주시,1,0,2,0,1,0,0,2
영향,1,0,0,0,0,0,0,0
영화,2,0,1,0,2,1,0,0
옆커폰,2,0,0,1,4,3,1,0
예비부모,2,0,2,0,1,0,0,2
예술,3,0,1,0,2,2,0,3
예약,2,0,2,0,1,0,0,4
예정이다.,0,2,1,0,0,0,1,2
오는,2,0,2,0,1,0,0,4
오른,4,2,2,2,1,0,1,1
오타와관광청,1,0,1,1,2,2,0,2
오후,2,0,0,0,0,0,0,0
오후부터,0,1,0,0,0,0,0,0
오히려,3,0,1,1,1,0,0,0
온라인,2,1,0,0,1,2,0,0
온수,0,1,0,2,0,0,2,0
온수기,5,5,4,10,4,0,22,0
온타리오주,1,0,1,1,2,2,0,2
온타리오주관광청,1,0,1,1,2,2,0,2
올레드,1,1,2,2,0,2,1,3
올해,4,1,4,5,1,3,0,5
옵션,3,2,0,0,0,3,1,0
외국인,2,0,2,0,1,0,0,4
요금제,2,0,0,1,4,3,1,0
운영체제,2,3,0,1,0,2,1,0
울트라,2,3,0,1,0,2,1,0
울트라로,2,3,0,1,0,2,1,0
워너원,0,0,2,0,0,0,0,1
원UI,4,6,0,1,3,5,1,0
원가,5,3,6,8,1,6,2,2
위기,1,1,4,4,0,2,0,0
위드인,3,0,1,0,2,2,0,3
위에,2,0,0,0,0,0,0,0
위원회,1,0,1,1,2,2,0,2
위한,1,0,2,0,1,0,0,2
위험,1,0,0,0,0,0,0,0
유럽,2,2,2,0,4,1,2,4
유진,3,0,1,1,1,0,0,0
육군,4,0,1,0,2,1,0,4
육아,2,0,2,0,1,0,0,2
은상,6,9,6,11,7,1,23,1
의사결정,1,1,4,4,0,2,0,0
의혹,0,0,1,1,1,1,0,0
이날,12,3,10,4,1,1,1,3
이는,2,1,0,0,1,2,2,1
이데일리,2,2,1,3,2,2,1,0
이런,5,0,1,0,0,1,0,2
이렇게,5,0,1,0,0,1,0,2
이문영,2,1,0,0,0,1,0,0
이민영,3,0,1,1,1,0,0,0
이번,10,12,9,13,7,7,15,6
이벤트,0,2,1,0,0,0,1,2
이분씨,0,1,0,0,0,0,0,0
이상,1,0,0,0,0,0,0,0
이유,1,1,2,0,0,1,1,1
이재명,3,0,4,1,0,1,0,1
이재용,1,1,2,2,0,2,1,3
이제,5,0,1,0,0,1,0,2
이차전지,2,2,1,3,1,1,1,1
이혜미,0,0,1,1,1,1,0,0
인공지능,2,1,0,0,0,1,0,0
인기,2,0,2,0,1,0,0,4
인도,2,0,2,1,0,0,0,2
인바,2,1,2,4,1,4,1,1
인스타그램에,2,0,1,0,2,1,0,0
인터뷰,4,1,2,1,0,0,0,1
인텔,4,2,2,1,0,1,0,1
일본,4,2,8,6,1,4,1,7
일상,2,0,0,0,0,0,0,0
있는,20,10,22,8,9,9,12,18
있는데,2,3,0,1,0,2,1,0
있다,6,4,5,7,3,6,3,1
있다.,60,37,48,48,46,48,43,44
있었다.,4,0,1,0,2,1,0,4
자동,3,2,0,0,0,3,1,0
자료,2,1,0,0,0,1,0,0
자연스러운,2,0,0,0,0,0,0,0
자율주행,2,2,1,3,2,2,1,0
자주,0,1,1,0,1,1,2,1
작업,2,3,0,0,3,3,0,0
작업했던,2,0,1,0,2,1,0,0
작은,1,1,0,1,2,3,2,0
장관,1,0,1,1,2,2,0,2
장례식장,0,1,0,0,0,0,0,0
장모상,0,1,0,0,0,0,0,0
장비,4,4,2,6,2,2,2,1
장애,4,1,2,0,1,0,0,3
장애인,4,1,2,0,1,0,0,3
장을,4,2,2,2,1,0,1,1
장점,2,3,0,1,0,2,1,0
재배,1,0,2,0,1,0,0,2
재시작,3,2,0,0,0,3,1,0
잽싸게,0,0,0,0,0,0,0,2
저가,2,1,5,2,0,2,1,2
저소득,1,0,0,0,1,0,0,0
저시력자,1,5,2,3,3,1,3,1
저장,2,0,0,1,4,3,1,0
저희,5,0,1,0,0,1,0,2
적용해,2,1,1,2,1,0,5,0
전기,5,5,4,10,4,0,22,0
전시,3,1,2,0,3,0,1,5
전용,2,2,2,0,4,1,2,4
전장보다,4,2,2,2,1,0,1,1
전체,5,5,3,4,4,5,1,2
전환,3,2,4,4,0,3,0,0
절반으로,2,1,2,4,1,4,1,1
점유율,5,2,6,4,0,2,2,4
접근성,4,1,2,0,1,0,0,3
정부,9,2,8,3,0,2,0,4
정수기,0,4,4,4,8,3,20,0
제가,2,2,2,0,1,2,2,0
제공하,1,5,2,3,3,1,3,1
제공한다.,4,4,2,4,6,4,7,2
제목,2,1,0,0,1,2,0,0
제작,2,1,0,0,0,1,0,0
제조,6,4,3,4,1,2,1,2
제조사,3,2,4,4,0,2,1,1
제품,18,32,25,30,27,14,64,8
조문,0,1,0,0,0,0,0,0
조선,4,2,3,2,0,0,0,2
조여정,2,0,1,0,2,1,0,0
조종사,4,0,1,0,2,1,0,4
조화,4,2,2,4,3,0,10,0
조희대,3,0,4,1,0,1,0,1
존재감,2,0,1,0,2,1,0,0
주가,2,2,1,3,1,1,1,0
주요,2,2,1,3,1,1,1,0
주우재,2,0,0,0,0,0,0,0
중계진,5,1,4,1,0,0,0,1
중국,15,8,16,16,2,7,5,9
즉시,1,0,0,0,1,0,0,0
지금,5,0,1,0,0,1,0,2
지난,11,4,17,8,2,4,3,13
지수,4,2,2,2,1,0,1,1
지역사회,1,0,0,0,1,0,0,0
지원,2,0,0,1,4,3,1,0
지원사업,1,0,0,0,1,0,0,0
직관적인,0,2,2,2,5,2,10,0
직원,1,0,0,0,1,0,0,0
직접,1,0,2,0,1,0,0,4
진행된다.,3,1,2,0,3,0,1,5
찍힌,1,1,2,0,0,1,1,1
차량,4,3,2,0,4,4,3,4
책을,4,1,4,1,2,1,0,6
천옌순,2,0,2,4,0,2,0,1
철도학원,0,2,1,0,0,0,1,2
청년,3,0,4,1,0,1,0,1
체감할,2,0,0,1,4,3,1,0
체험,7,1,3,0,5,1,1,11
초점,4,0,2,2,10,6,2,3
촬영,5,1,2,3,12,9,4,3
최승현,5,0,1,0,0,1,0,2
최신,2,3,0,1,0,2,1,0
추가,2,0,0,1,4,3,1,0
추석맞,1,0,0,0,1,0,0,0
축제,2,1,2,1,1,1,0,4
출동해,1,0,0,0,1,0,0,0
출력,2,3,1,2,5,4,2,2
출범,2,1,0,0,0,3,1,0
출판사,2,1,2,1,1,1,0,4
출하량,2,1,5,2,0,2,1,2
충전,1,1,0,1,2,3,2,0
치어리더,9,2,6,2,0,0,0,2
치열하면서도,2,0,1,0,2,1,0,0
친애하,0,0,1,1,1,1,0,0
침해,3,2,3,4,0,1,1,2
카루린파,0,1,1,0,1,1,2,1
카메라,1,1,0,1,2,3,2,0
캐나다,1,0,1,1,2,2,0,2
캐릭터,0,2,1,0,0,0,1,2
캐릭터로,0,2,1,0,0,0,1,2
캠페인,2,0,2,0,1,0,0,4
커뮤니케이션,1,2,3,2,1,0,5,0
커뮤니티,2,1,0,0,1,2,0,0
케어,3,2,0,0,0,3,1,0
코닥,1,1,0,1,2,3,2,0
코웨,0,1,1,1,2,1,5,0
코웨이,0,2,2,2,3,1,10,0
콘덴싱,3,4,3,8,3,0,17,0
콘셉트,3,15,6,9,9,3,9,3
콘텐츠,2,2,2,0,1,2,2,0
크게,2,2,1,3,0,0,2,0
크기,1,1,0,1,2,3,2,0
크롬북,2,3,1,2,5,4,2,2
키보토스,0,2,1,0,0,0,1,2
키스신,3,0,1,1,1,0,0,0
텐아시아,2,0,1,0,2,1,0,0
토론토관광청,1,0,1,1,2,2,0,2
토트백,1,1,2,0,0,1,1,1
톡신,2,2,2,0,1,2,2,0
통합,2,4,2,3,2,3,2,0
통해,16,12,14,12,13,8,14,18
투수,5,1,4,1,0,0,0,1
투자,3,1,1,2,0,0,1,2
트럼프,3,0,4,1,0,1,0,1
특허,5,2,5,5,0,1,1,4
파운드리,4,2,2,1,0,1,0,1
판매,1,0,0,0,1,1,0,3
패널,23,13,22,32,5,16,13,13
패키징,2,2,1,3,1,1,1,0
편안함,2,0,0,0,0,0,0,0
편의성,2,1,1,2,1,0,5,0
편집,2,2,2,0,1,2,2,0
평가했다.,2,1,0,0,1,2,2,1
폐쇄적,1,1,4,4,0,2,0,0
포럼,3,0,1,0,2,2,0,3
포맷,6,3,3,4,15,10,4,5
포스코퓨처엠,2,4,2,3,2,3,2,0
포함,1,0,0,0,1,1,0,3
품번,0,1,1,0,1,1,2,1
프로,0,4,4,4,8,3,20,0
프로그램,5,1,2,1,7,3,2,5
프로맥스,2,0,0,1,4,3,1,0
프로캐빈,2,1,0,0,0,3,1,0
프리미엄,3,2,3,4,1,2,1,2
플릿보드,2,1,0,0,0,3,1,0
피규어,1,0,0,0,1,1,0,3
피해,3,2,4,2,1,0,1,5
