topic_id,word,prob
0,일상,0.10783537485928679
0,강의,0.10783329867625475
0,강사,0.10071115618501529
0,이도의,0.09359016537845385
0,카드,0.08647422476681048
0,최현우,0.06510620169652201
0,최현우의,0.057985211126840165
1,디자인,0.13337918145751765
1,전기,0.1143658170510027
1,은상,0.1069556501285463
1,본상,0.10695544300500354
1,전기 온수기,0.10695519078198298
1,온수기,0.10695519078198298
1,경동나비엔,0.08933904168380387
1,idea,0.0805309689899257
1,에너지,0.08053096714039769
1,제품,0.07403254897983663
2,ai,0.15294330934998215
2,성장,0.11542670215391557
2,신청,0.11542488824756987
2,오는,0.11541495292382994
2,향후,0.09924297463577071
2,공정,0.09924099032914964
2,전장,0.0953469324775869
2,전망,0.07048050915449591
2,구조,0.06954545904077718
2,된다,0.06693328168692209
3,디자인,0.23175256484590676
3,idea,0.11008237415064855
3,idea 디자인,0.10602695105168551
3,정수기,0.09791533278408053
3,본상,0.09385955198449031
3,아이콘,0.08980400343325792
3,아이콘 정수기,0.08980400343325792
3,코웨,0.06547001536316491
3,코웨이,0.06547001535214185
3,제품,0.049815187601365746
4,디자인,0.1787538756619057
4,삼성전자,0.13030952457374173
4,idea,0.1060992036598759
4,반도체,0.10609014661173082
4,카메라,0.09802470538751405
4,스마트폰,0.08973751826358004
4,삼성,0.0738032154104105
4,영화,0.07325973726132093
4,실적,0.072712601224983
4,ai,0.07120947194493735
5,OLED,0.2831539070459684
5,tv,0.13519051365439796
5,중국,0.11133302381316885
5,디스플레이,0.1110712918297753
5,패널,0.0929228146926916
5,lcd,0.0929205213395352
5,boe,0.04996755634584054
5,oled tv,0.043829968287481286
5,생산,0.04101258561484085
5,이후,0.03859781737630001
6,삼성,0.16215143466451895
6,추석,0.15137737082226363
6,대금,0.1154550532867193
6,물품,0.0974973601105612
6,물품 대금,0.0974973601105612
6,조기,0.09031331297435655
6,활성화,0.0831292869198461
6,경기 활성화,0.06876122990947267
6,삼성전자,0.06516966400163864
