org,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10
카드,0,0,0,3,15,9,0,3,0,0,3
카메라,1,1,1,11,1,1,1,13,1,2,32
캠페인,0,0,0,0,1,1,0,1,2,2,0
캠페인에서,0,0,0,0,1,2,0,0,1,0,0
캠프마켓,0,0,0,0,0,1,0,0,2,0,0
커뮤니케이션,2,3,3,1,1,1,2,1,3,3,0
커뮤니티에,0,0,0,0,0,1,0,0,0,0,0
코닥,1,1,1,2,1,0,1,0,1,0,1
코웨,6,15,12,3,0,0,7,0,0,9,0
코웨이,6,15,12,3,0,0,6,0,0,8,0
콘덴싱,5,9,9,6,0,0,15,0,0,5,3
콘서트,0,0,0,0,0,2,0,0,3,0,0
콘셉트,12,6,6,3,0,3,6,5,3,12,3
콘텐츠,2,0,0,1,2,4,0,2,7,5,1
콜레오스,2,1,1,1,1,1,2,2,1,3,0
콩나물국밥,1,0,0,1,0,1,0,0,0,0,1
콰트로,2,1,1,1,1,1,2,2,1,3,0
크게,3,1,1,1,0,0,2,1,3,1,1
크기,1,1,1,2,1,0,1,0,1,0,1
크롬북,2,1,1,3,0,2,1,2,2,2,1
킥스탠드,2,0,0,1,2,4,0,2,7,5,1
터보,2,1,1,1,1,1,2,2,1,3,0
텐아시아,0,0,0,0,0,1,0,0,1,1,0
통한,0,0,0,0,1,1,0,0,0,0,0
통해,7,5,5,9,2,3,10,4,2,7,3
투자,2,0,0,3,0,2,0,1,0,1,1
특히,3,1,1,0,4,4,1,1,1,5,0
티셔츠,0,0,0,0,0,1,0,0,0,0,0
파운드리,2,0,0,0,0,1,0,2,0,2,0
파주,0,0,0,2,1,1,1,1,1,0,0
파주시,0,0,0,2,1,1,1,1,1,0,0
패널,20,4,4,20,1,4,5,7,7,10,3
패키징,3,0,0,2,0,2,0,4,0,2,1
팬들,0,0,0,0,0,0,0,0,0,1,0
편리하게,2,0,0,1,2,4,0,2,7,5,1
편의성,2,4,4,2,1,1,5,0,0,3,1
평화경제특구,0,0,0,2,1,1,1,1,1,0,0
폐기,0,0,0,0,1,1,0,1,2,2,0
폐배터리,0,0,0,0,1,1,0,1,2,2,0
폐쇄적,2,0,0,4,0,1,0,0,1,1,0
포맷,2,1,1,5,0,3,1,2,2,4,2
표현,0,0,0,2,0,0,0,1,0,2,1
프로,12,30,24,6,0,0,13,0,0,17,0
프로그램,1,0,0,3,14,12,0,2,0,2,3
프로맥스,1,0,0,1,1,2,0,0,0,2,1
프리미엄,3,0,0,2,1,1,0,1,2,1,1
피해,3,0,0,3,2,3,0,3,1,3,1
핀업,2,5,4,1,0,0,3,0,0,3,0
필름,0,0,0,2,0,0,0,1,0,2,1
하고,0,0,0,0,2,3,0,1,1,0,0
하나,2,4,5,0,0,0,2,0,2,1,2
하면,0,0,0,0,4,2,0,0,0,0,0
하이드로,5,9,9,6,0,0,15,0,0,5,3
하이퐁,0,0,0,1,0,0,0,2,0,0,5
하프,0,0,0,2,0,0,0,1,0,2,1
한다.,0,0,0,3,0,1,0,1,0,2,1
함께,0,0,0,2,1,2,1,1,3,0,0
핵심,2,0,0,3,1,1,1,4,3,0,0
행운,0,0,0,0,0,0,0,0,0,1,0
행위,0,0,0,2,0,0,0,1,0,2,1
향후,2,0,0,3,0,0,0,0,1,0,0
혁신,6,7,8,5,1,2,4,1,4,5,0
현장,0,0,0,0,2,4,0,1,0,0,0
협력,2,0,0,0,0,1,0,2,0,2,0
협상,3,0,0,2,0,1,0,1,1,1,0
홈런,0,0,0,0,0,0,0,0,1,0,0
화면,1,0,0,2,0,0,0,1,1,2,0
화상,1,0,0,0,0,0,0,0,0,4,0
환경,0,0,0,0,1,1,0,1,2,2,0
활동,0,0,0,0,3,4,0,0,0,1,0
회사,1,0,0,0,1,0,0,1,1,1,0
회식,1,0,0,0,1,0,0,1,1,1,0
회장,7,0,0,8,0,0,0,0,1,2,0
효과,3,1,1,1,0,0,2,1,3,1,1
후성,1,0,0,2,0,1,1,4,0,3,0
후지필름,0,0,0,4,0,1,0,1,0,4,2
흑자,3,1,1,1,0,0,2,1,3,1,1
희망퇴직,3,0,0,3,2,3,0,3,1,3,1
히트펌프,5,9,9,6,0,0,15,0,0,5,3
