term,cur,prev,diff,ma7,z_like,total
idea,93,0,93,13.286,17.161,93
디자인,85,0,85,12.286,16.14,86
2025,76,2,74,15.857,12.072,111
코웨이,34,0,34,4.857,9.096,34
경동나비엔,31,0,31,4.429,8.559,31
47개,29,0,29,4.143,8.189,29
아이콘,27,0,27,3.857,7.808,27
정수기,27,0,27,3.857,7.808,27
이유,27,0,27,4.143,7.53,29
삼성전자,37,0,37,8.429,7.32,59
디스플레이,36,0,36,8.0,7.314,56
본상,24,0,24,3.429,7.214,24
프로,27,0,27,4.571,7.147,32
lg전자,26,3,23,4.714,6.712,33
지원,22,1,21,3.571,6.377,25
공모전,20,0,20,2.857,6.372,20
2개,19,0,19,2.714,6.151,19
금상,19,0,19,2.714,6.151,19
포함,19,0,19,2.857,6.0,20
출시,31,4,27,8.286,5.856,58
삼성d,18,0,18,2.714,5.774,19
oled,31,1,30,8.857,5.569,62
롯데카드,16,0,16,2.286,5.46,16
9월,21,1,20,4.429,5.338,31
반도체,25,2,23,6.429,5.253,45
16년,15,0,15,2.143,5.218,15
20일,15,0,15,2.143,5.218,15
tv,23,0,23,5.571,5.186,39
카메라,16,0,16,2.714,5.018,19
무쌍,14,0,14,2.0,4.971,14
수리온,14,0,14,2.0,4.971,14
헬기,14,0,14,2.0,4.971,14
오후,13,0,13,1.857,4.716,13
연속,15,0,15,2.714,4.64,19
boe,14,1,13,2.429,4.523,17
장비,14,1,13,2.429,4.523,17
감성,12,0,12,1.714,4.454,12
주간,15,0,15,3.0,4.392,21
메타,12,0,12,1.857,4.293,13
삼성,26,8,18,9.143,4.189,64
관련주,19,2,17,5.286,4.157,37
이재용,16,0,16,3.857,4.097,27
아이폰17,17,0,17,4.429,4.05,31
vs,12,3,9,2.143,4.001,15
김병만,10,0,10,1.429,3.905,10
남편,10,0,10,1.429,3.905,10
않는,10,0,10,1.429,3.905,10
에이팩트,10,0,10,1.429,3.905,10
재평가,10,0,10,1.429,3.905,10
에서,11,0,11,1.857,3.87,13
it,12,0,12,2.429,3.741,17
초점,10,0,10,1.571,3.74,11
가을,10,1,9,1.571,3.74,11
햇살,10,1,9,1.571,3.74,11
공개,15,1,14,4.0,3.667,28
55,9,0,9,1.286,3.615,9
6세대,9,0,9,1.286,3.615,9
eterna,9,0,9,1.286,3.615,9
gf,9,0,9,1.286,3.615,9
gfx,9,0,9,1.286,3.615,9
hpsp,9,0,9,1.286,3.615,9
kizunaai,9,0,9,1.286,3.615,9
sfa반도체,9,0,9,1.286,3.615,9
가전산업의,9,0,9,1.286,3.615,9
굳건,9,0,9,1.286,3.615,9
김우진,9,0,9,1.286,3.615,9
눈물이,9,0,9,1.286,3.615,9
라지,9,0,9,1.286,3.615,9
렌즈,9,0,9,1.286,3.615,9
맹추격,9,0,9,1.286,3.615,9
몰락,9,0,9,1.286,3.615,9
