org,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10
ProRes,1,2,2,2,2,2,1,2,1,1,4
Samsung,6,6,6,6,3,3,6,6,9,15,12
SK하이닉스,0,2,2,1,0,2,1,2,1,0,0
SWAN,2,0,0,3,0,2,0,1,1,2,4
TIGER,0,4,1,1,2,4,4,1,2,2,2
TSMC,1,2,1,1,0,4,3,2,0,1,1
tvN,0,0,0,3,0,1,0,1,2,0,0
TV리포트,0,1,0,3,0,0,0,1,1,1,1
UI,1,0,4,1,0,2,0,3,0,2,1
var,2,1,0,3,1,4,0,3,1,2,1
Web,2,1,0,3,1,4,0,3,1,2,1
XX,0,0,0,1,0,2,0,2,0,1,2
가격,2,15,10,12,6,12,15,10,18,11,10
가능,0,0,1,0,0,0,0,0,1,0,0
가능성,1,1,0,3,0,3,1,2,0,0,3
가능한,1,0,1,1,0,2,0,4,1,2,1
가방,1,2,0,1,1,3,0,1,0,1,0
가보자GO,0,0,0,1,0,4,0,1,1,0,0
가수,0,0,1,3,0,1,0,0,1,1,2
가장,2,0,0,1,1,4,0,7,1,3,1
가진,0,2,0,2,1,4,1,3,0,1,2
각각,1,3,3,1,3,2,5,0,3,2,2
각각각,1,3,3,1,3,2,5,0,3,2,2
감각,1,1,0,3,0,3,1,2,0,0,3
감성,1,0,1,1,0,2,0,4,1,2,1
감정,0,0,0,2,0,1,0,1,1,0,0
강은수,0,0,0,2,0,2,0,1,1,0,0
강조했다.,0,3,1,1,1,1,1,3,4,2,3
개그맨,0,0,1,3,0,1,0,0,1,1,2
개발,1,4,3,1,4,2,5,0,3,2,3
개설,2,0,0,3,0,1,0,0,1,1,0
개인,0,2,0,2,1,0,0,1,0,0,0
개통,1,2,2,1,1,2,0,0,2,1,1
갤럭시,8,8,12,10,5,3,6,9,9,20,16
거래,0,4,1,1,2,4,4,1,2,2,2
거래일,1,3,3,1,3,2,5,0,3,2,2
건강,1,1,0,1,0,3,0,2,0,0,0
걷기,1,1,0,1,0,3,0,2,0,0,0
걸그룹,0,1,0,3,0,0,0,1,1,1,1
검사장비,1,4,3,1,4,2,5,0,3,2,3
것으로,3,19,7,9,12,16,17,9,16,8,4
것이,1,0,4,1,0,2,0,3,0,2,1
것이다.,1,2,0,1,1,3,0,1,0,1,0
게이밍,2,3,3,3,2,2,2,1,2,3,5
게임,2,0,0,3,0,1,0,0,1,1,0
결혼식,0,0,1,3,0,1,0,0,1,1,2
경동나비엔,11,5,0,3,12,3,2,3,9,9,3
경북,2,1,0,3,1,4,0,3,1,2,1
경쟁률,0,2,2,1,0,2,1,2,1,0,0
경직된,0,3,1,2,2,1,2,2,5,0,0
경험,2,2,2,2,1,1,2,2,3,5,4
계약학,0,2,2,1,0,2,1,2,1,0,0
고개,0,0,0,1,0,2,0,4,0,0,1
고객,4,6,1,5,3,3,5,2,5,6,4
고객사,0,2,0,1,0,2,5,1,1,1,0
고독,0,0,0,1,0,0,0,2,0,0,0
고려대,0,2,2,1,0,2,1,2,1,0,0
고령층,1,1,0,0,0,3,0,2,0,1,1
고유무기,1,1,2,2,1,0,0,1,0,2,0
고혈압,1,1,0,1,0,3,0,2,0,0,0
공정,1,7,4,3,6,5,10,2,7,4,5
공주,1,1,1,1,0,3,0,3,0,0,0
공주경찰서,0,1,0,1,0,1,0,1,0,0,0
공주교육지원청,0,1,0,1,0,1,0,1,0,0,0
공주시,0,1,0,1,0,1,0,1,0,0,0
공주중학교,0,1,0,1,0,1,0,1,0,0,0
과원,0,3,0,3,2,2,1,1,0,0,1
과제로,1,1,0,1,0,3,0,2,0,0,0
관리,1,1,0,1,0,3,0,2,0,0,0
관세,0,3,1,3,0,3,3,2,4,2,2
관수,0,3,0,3,2,2,1,1,0,0,1
광학,1,2,2,2,2,2,1,2,1,1,4
교사,0,2,0,2,1,4,1,3,0,1,2
교사들,0,2,0,2,1,4,1,3,0,1,2
교수,1,0,1,1,1,2,0,0,0,1,1
교원,0,2,0,2,1,4,1,3,0,1,2
교육,2,3,3,3,2,2,2,1,2,3,5
교인들,0,1,0,2,1,5,0,3,0,0,0
교통안전,0,1,0,1,0,1,0,1,0,0,0
교회,0,1,0,2,1,5,0,3,0,0,0
구름,0,0,0,1,0,0,0,2,0,0,0
구조,1,5,1,5,5,4,2,3,4,2,1
국가핵심기술,0,3,1,2,2,1,3,1,1,0,0
국방부,1,1,1,1,0,3,0,3,0,0,0
국제뉴스,1,0,1,1,1,2,0,0,0,1,1
군민,1,1,0,1,0,3,0,2,0,0,0
권위,20,0,0,4,4,0,0,4,8,12,10
그냥,0,0,0,1,0,2,0,2,0,1,2
그노시아,2,0,0,3,0,1,0,0,1,1,0
그는,0,0,0,2,0,1,0,1,1,0,0
그래서,0,1,0,2,1,5,0,3,0,0,0
그랜드볼룸에서,1,0,0,2,0,3,0,0,1,0,0
그러면,0,1,0,2,1,5,0,3,0,0,0
그런,0,1,0,4,1,7,0,4,1,0,0
그룹장,0,3,1,1,1,1,1,3,4,2,3
그리고,0,0,0,1,0,0,0,2,0,0,0
그의,0,0,0,1,0,0,0,2,0,0,0
근데,0,1,0,2,1,5,0,3,0,0,0
글래스,2,0,0,1,0,2,0,4,1,2,0
기간,2,3,1,5,2,3,3,2,2,2,4
기계,1,1,0,0,0,3,0,2,0,1,1
기념,1,0,0,5,0,2,0,1,1,0,1
기능,5,6,13,11,5,8,5,11,8,15,20
기동,1,0,0,1,0,0,0,0,0,0,0
기반,2,3,3,3,2,2,2,1,2,3,5
기업들,0,3,1,1,2,2,3,1,3,1,0
기자,7,2,2,7,2,9,0,6,4,5,5
기존,5,0,0,1,1,0,0,1,2,3,1
기준,2,3,3,3,2,2,2,1,2,3,5
기지국,1,4,1,3,2,2,4,1,3,2,3
기탁,0,0,0,1,0,1,0,0,0,0,0
김동아,0,3,1,2,2,1,3,1,1,0,0
김병만,0,0,1,3,0,1,0,0,1,1,2
김영일,5,0,0,1,1,0,0,1,2,3,3
김우진,0,0,1,0,0,0,0,0,1,0,0
김지민,0,0,0,2,0,4,0,2,1,1,1
꼽힌다.,5,0,0,1,1,0,0,1,2,3,3
꽃게,0,0,0,2,0,4,0,2,1,1,1
나눔,0,0,0,1,0,1,0,0,0,0,0
나비엔,5,3,0,1,8,1,1,2,6,5,1
나온,0,0,0,2,0,4,0,2,1,1,1
낙지,0,0,0,2,0,4,0,2,1,1,1
남편,0,0,0,4,0,8,0,4,2,1,2
내가,0,0,0,2,0,2,0,1,1,0,0
내구성,1,1,0,3,0,0,1,0,0,2,1
내수시장,0,3,1,2,2,1,2,2,5,0,0
너머,1,1,0,3,0,3,1,2,0,0,3
네이버,0,0,0,1,0,2,1,0,0,0,0
노이즈,1,1,4,2,1,0,0,2,0,3,4
녹색어머니회,0,1,0,1,0,1,0,1,0,0,0
농가,0,3,0,3,2,2,1,1,0,0,1
높였으며,4,4,0,1,8,0,2,2,6,5,0
뉴럴,0,1,1,3,2,2,1,1,1,1,5
뉴스,1,2,1,6,2,5,2,3,1,1,8
뉴스핌,1,1,1,1,0,3,0,3,0,0,0
뉴시스,0,0,0,1,0,2,0,2,0,1,2
뉴아틀라스,1,0,1,1,0,2,0,4,1,2,1
느껴진다면,0,0,0,0,1,2,0,3,0,1,1
느린,1,1,0,0,0,3,0,2,0,1,1
능선,1,0,0,1,0,0,0,0,0,0,0
니코니코,2,0,0,3,0,1,0,0,1,1,0
다.,1,3,3,1,3,2,5,0,3,2,2
다른,1,1,0,3,0,3,1,2,0,0,3
다양한,6,10,8,12,7,10,8,9,9,15,20
단순해,0,3,0,3,2,2,1,1,0,0,1
당뇨,1,1,0,1,0,3,0,2,0,0,0
당사,0,1,0,3,0,0,0,1,1,1,1
대구보건대학교,1,0,1,1,1,2,0,0,0,1,1
대기업,0,2,2,1,0,2,1,2,1,0,0
대비,2,8,8,4,6,6,9,3,5,7,8
대상으로,0,1,0,1,0,1,0,1,0,0,0
대운산업개발,0,0,0,1,0,1,0,0,0,0,0
대화,2,0,0,1,0,2,0,4,1,2,0
댓글,0,0,1,0,0,0,0,0,1,0,0
더퍼블릭,5,0,0,1,1,0,0,1,2,3,3
데이터센터,0,3,1,3,0,3,3,2,4,2,2
덱스,0,0,4,2,0,4,0,4,1,1,3
덱스에서,0,0,4,2,0,4,0,4,1,1,3
도구,1,0,1,1,1,2,0,0,0,1,1
도난방지,0,0,0,1,0,0,0,1,0,0,0
돋보이,1,1,0,1,0,0,1,0,1,0,0
되고,0,0,0,1,0,2,0,4,0,0,1
드라마,0,0,0,1,0,4,0,1,1,0,0
드라이버,0,3,1,2,2,3,5,2,4,2,2
드레스,0,0,1,3,0,1,0,0,1,1,2
들고,1,2,0,1,1,3,0,1,0,1,0
등을,1,3,3,1,3,2,5,0,3,2,2
등이,3,2,0,2,1,1,1,1,2,4,1
등장한다.,1,0,0,5,0,2,0,1,1,0,1
디바이스,1,0,4,1,0,2,0,3,0,2,1
디스플레,2,12,9,11,9,14,11,13,12,7,9
디자인,45,13,6,16,21,7,9,15,30,43,29
디자인상,1,1,0,3,0,0,1,0,0,2,1
디저트,1,1,0,1,0,0,1,0,1,0,0
디지몬,2,0,1,5,1,3,0,0,1,2,4
따뜻한,0,0,0,2,0,1,0,1,1,0,0
따라,17,2,2,5,4,2,0,3,8,10,8
따르면,1,3,1,1,2,2,2,1,4,1,0
때문이다.,0,3,1,3,0,3,3,2,4,2,2
똑이,0,0,1,3,0,1,0,0,1,1,2
라고,0,0,0,5,0,9,0,4,3,1,1
라며,0,0,0,4,0,3,0,2,2,0,0
라이브,1,1,2,2,1,0,0,1,0,2,0
라이즈,0,2,0,2,1,0,0,1,0,0,0
라인,0,8,2,4,4,5,5,5,10,2,1
라지,1,2,2,2,2,2,1,2,1,1,4
레드닷,3,2,0,2,1,1,1,1,2,4,1
레이밴,0,1,1,3,2,2,1,1,1,1,5
레이벤,2,0,0,1,0,2,0,4,1,2,0
레트로,1,0,1,1,0,2,0,4,1,2,1
렌즈,1,2,2,2,2,2,1,2,1,1,4
로고,1,2,0,1,1,3,0,1,0,1,0
롯데그룹,1,3,2,2,2,1,2,1,3,1,1
롯데호텔에서,1,3,2,2,2,1,2,1,3,1,1
르포,1,0,0,1,0,0,0,0,0,0,0
리움미술관,1,1,0,3,0,3,1,2,0,0,3
마감했다.,0,4,1,1,2,4,4,1,2,2,2
마산회원구,0,0,0,1,0,1,0,0,0,0,0
마우스,0,0,0,1,0,2,0,4,0,0,1
만들,0,3,0,2,1,2,1,3,5,0,0
만성질환,1,1,0,1,0,3,0,2,0,0,0
말리,1,1,0,1,0,0,1,0,1,0,0
맛집,1,0,0,2,0,3,0,0,1,0,0
맞아,0,0,0,2,0,2,0,1,1,0,0
맞춤형,1,1,0,1,0,3,0,2,0,0,0
매장,1,3,2,2,2,1,2,1,3,1,1
매주,2,0,1,5,1,3,0,0,1,2,4
맥북,1,3,1,1,2,2,2,1,4,1,0
메모리,1,0,4,1,0,2,0,3,0,2,1
메타,2,1,1,4,2,4,1,5,2,3,5
멤버들,0,1,0,3,0,0,0,1,1,1,1
모니터,0,0,4,2,0,4,0,4,1,1,3
모델,1,5,2,4,3,4,1,1,2,1,2
모두,1,4,1,4,2,4,5,1,3,2,3
모든,1,2,0,1,1,3,0,1,0,1,0
모모타로,1,0,0,5,0,2,0,1,1,0,1
모바일,6,6,6,6,3,3,6,6,9,15,12
모범운전자회,0,1,0,1,0,1,0,1,0,0,0
모빌리티,0,3,1,1,1,1,1,3,4,2,3
모집,0,2,2,1,0,2,1,2,1,0,0
목사,0,1,0,2,1,5,0,3,0,0,0
목이,0,0,0,1,0,2,0,4,0,0,1
몰락,0,3,1,2,2,1,2,2,5,0,0
무다노,1,0,0,5,0,2,0,1,1,0,1
무선,1,1,4,2,1,0,0,2,0,3,4
무진,1,0,0,5,0,2,0,1,1,0,1
미국,2,5,3,4,0,7,6,4,5,3,2
미니,1,1,2,2,1,0,0,1,0,2,0
바로,1,2,0,1,1,3,0,1,0,1,0
박도진에게,0,0,0,2,0,2,0,1,1,0,0
박성준,1,1,1,1,0,3,0,3,0,0,0
반도체,3,17,9,8,11,14,26,6,12,8,8
반등,1,2,1,2,3,2,1,2,4,2,0
반복적으로,0,0,0,0,1,2,0,3,0,1,1
받아,1,1,0,1,0,0,1,0,1,0,0
받았다.,3,2,0,2,1,1,1,1,2,4,1
발레,2,0,0,3,0,2,0,1,1,2,4
발인,0,0,1,0,0,0,0,0,1,0,0
발표했다.,1,3,1,1,2,2,2,1,4,1,0
밝혔다.,2,3,3,3,2,2,2,1,2,3,5
밥무새,0,0,0,1,0,2,0,2,0,1,2
방송,3,1,3,7,2,3,0,1,1,4,4
방식,1,1,0,3,0,3,1,2,0,0,3
방영,2,0,1,5,1,3,0,0,1,2,4
방탄소년단,0,2,0,2,1,0,0,1,0,0,0
배수빈,0,0,0,2,0,2,0,1,1,0,0
배우,0,0,0,1,0,4,0,1,1,0,0
배터리,2,7,10,2,6,8,7,5,6,5,3
배포,2,0,1,5,1,3,0,0,1,2,4
밴드,0,1,1,3,2,2,1,1,1,1,5
버스데,1,1,0,3,0,0,1,0,0,2,1
버추얼,2,0,0,3,0,2,0,1,1,2,4
버튼식,5,0,0,1,1,0,0,1,2,3,1
번째,0,1,0,3,0,0,0,1,1,1,1
벌통,0,0,0,1,0,0,0,1,0,0,0
변우석,0,0,0,1,0,0,0,2,0,0,0
변호사,0,0,0,1,0,2,0,2,0,1,2
변화,0,0,0,1,0,2,0,4,0,0,1
변화에,0,3,1,2,2,1,2,2,5,0,0
별세,0,0,1,0,0,0,0,0,1,0,0
병어,0,0,0,2,0,4,0,2,1,1,1
보기,0,0,0,1,0,2,0,2,0,1,2
보이그룹,0,2,0,2,1,0,0,1,0,0,0
보존적,0,0,0,0,1,2,0,3,0,1,1
본상,36,5,0,8,17,3,2,8,19,24,16
부문에서,3,2,0,2,1,1,1,1,2,4,1
부산,2,1,0,3,1,4,0,3,1,2,1
분석됐다.,0,2,0,2,1,0,0,1,0,0,0
분야,0,0,0,1,0,2,1,0,0,0,0
분위기,0,0,0,1,0,0,0,2,0,0,0
뷰파인더,1,0,1,1,0,2,0,4,1,2,1
브랜드평판,0,2,0,2,1,0,0,1,0,0,0
브랜드평판지수,0,2,0,2,1,0,0,1,0,0,0
블루,1,1,2,2,1,0,0,1,0,2,0
비례,2,1,0,3,1,4,0,3,1,2,1
비연예인,0,0,1,3,0,1,0,0,1,1,2
비올,0,4,1,1,2,4,4,1,2,2,2
비용,0,3,0,3,2,2,1,1,0,0,1
비잉으로서,2,0,0,3,0,2,0,1,1,2,4
비행,1,1,1,1,0,3,0,3,0,0,0
빅데이터,0,2,0,2,1,0,0,1,0,0,0
빌보드,0,1,0,3,0,0,0,1,1,1,1
사과,0,3,0,3,2,2,1,1,0,0,1
사람,0,3,1,1,1,1,1,3,4,2,3
사람들,2,0,0,1,0,2,0,4,1,2,0
사랑,0,0,0,1,0,1,0,0,0,0,0
사업,2,11,5,7,7,9,14,5,12,7,5
사연,0,0,0,1,0,2,0,2,0,1,2
사용,1,3,7,1,1,5,1,2,4,3,1
사용시간,0,1,5,0,0,3,1,2,2,2,0
사용자,19,2,0,4,7,2,1,4,9,12,11
사용하면,0,0,0,1,0,2,0,4,0,0,1
사용할,0,0,0,1,0,2,0,4,0,0,1
사이즈,1,1,0,3,0,0,1,0,0,2,1
사장님들,1,0,0,2,0,3,0,0,1,0,0
사진,1,0,1,3,0,6,0,6,2,3,2
산업,0,6,1,4,3,3,4,4,6,0,0
산업기술,0,3,1,2,2,1,3,1,1,0,0
살롱,1,1,0,1,0,0,1,0,1,0,0
삼성,7,10,17,11,3,13,10,14,17,20,16
삼성디스플레,1,6,3,2,3,3,3,4,9,3,3
삼성디스플레이,1,3,1,1,2,2,2,1,4,1,0
삼성전자,7,14,10,10,8,7,12,9,17,18,14
상담원,1,1,0,0,0,3,0,2,0,1,1
상생,0,0,0,1,0,2,1,0,0,0,0
상암,1,0,0,2,0,3,0,0,1,0,0
상을,3,2,0,2,1,1,1,1,2,4,1
상의,1,3,2,2,2,1,2,1,3,1,1
상품,1,1,0,0,0,3,0,2,0,1,1
새로운,3,1,1,9,0,6,1,3,2,3,9
생산,1,9,5,3,7,5,9,2,8,4,4
생산능력,0,3,0,2,1,2,1,3,5,0,0
생산라인,0,3,1,1,2,2,3,1,3,1,0
생성형,1,0,1,1,1,2,0,0,0,1,1
생활가전,0,3,1,3,0,3,3,2,4,2,2
샤또,1,1,0,1,0,0,1,0,1,0,0
샤프,0,3,1,2,2,1,2,2,5,0,0
서로,1,1,0,3,0,3,1,2,0,0,3
서비스,1,1,0,0,0,3,0,2,0,1,1
서울시교육청,0,2,0,2,1,4,1,3,0,1,2
선행,6,6,6,6,3,3,6,6,9,15,12
설명했다.,0,0,0,2,0,4,0,2,1,1,1
설비,0,3,1,2,2,1,2,2,5,0,0
설정,1,0,8,3,0,6,0,7,1,3,4
설치,4,5,0,4,6,4,2,2,3,3,3
설치비,0,0,0,1,0,0,0,1,0,0,0
섭외,1,0,0,2,0,3,0,0,1,0,0
성균관대,0,2,2,1,0,2,1,2,1,0,0
성남시,0,0,0,1,0,2,1,0,0,0,0
성능,1,1,9,1,0,5,1,5,2,4,1
성우,1,0,0,5,0,2,0,1,1,0,1
성우들,2,0,0,3,0,1,0,0,1,1,0
성장,0,2,0,1,0,2,5,1,1,1,0
세계,3,9,4,9,5,9,6,8,11,5,7
세단,1,3,2,1,3,3,1,3,1,1,1
세로,0,0,4,2,0,4,0,4,1,1,3
세미나,0,5,2,2,3,3,4,2,5,2,1
세븐틴,0,2,0,2,1,0,0,1,0,0,0
세정,0,2,0,1,0,2,5,1,1,1,0
센서,1,2,2,2,2,2,1,2,1,1,4
셔츠,0,0,0,1,0,0,0,2,0,0,0
셰프,0,0,0,2,0,1,0,1,1,0,0
소비자,0,0,0,2,0,4,0,2,1,1,1
소액결제,1,4,1,3,2,2,4,1,3,2,3
소음,1,1,4,2,1,0,0,2,0,3,4
소재,0,5,1,4,2,7,11,3,5,3,2
속도,1,0,4,1,0,2,0,3,0,2,1
속에,0,0,0,2,0,1,0,1,1,0,0
손가락,0,1,1,3,2,2,1,1,1,1,5
손목,0,0,0,0,1,2,0,3,0,1,1
손목건초염,0,0,0,0,1,2,0,3,0,1,1
솔루션,1,8,4,2,6,6,9,1,5,4,5
수리온,2,1,1,2,0,3,0,3,0,0,0
수산물,0,0,0,2,0,4,0,2,1,1,1
수상,4,4,0,1,8,0,2,2,6,5,0
수상하며,5,0,0,1,1,0,0,1,2,3,3
수술,0,0,0,0,1,2,0,3,0,1,1
수업,1,2,1,3,2,6,1,3,0,2,3
수익성,1,2,1,2,3,2,1,2,4,2,0
수입,1,3,2,3,0,3,3,2,5,2,1
숙면매트,5,3,0,1,8,1,1,2,6,5,1
순자산액,1,1,0,0,0,3,0,2,0,1,1
슈퍼주니어,0,2,0,2,1,0,0,1,0,0,0
스마트폰,2,4,5,7,3,6,1,11,1,5,7
스스로,1,1,0,1,0,3,0,2,0,0,0
스탠포드호텔,1,0,0,2,0,3,0,0,1,0,0
스테인리스,0,3,1,2,2,3,5,2,4,2,2
시각장애,0,2,0,2,1,4,1,3,0,1,2
시그마인텔,0,5,2,2,3,3,4,2,5,2,1
시네마,1,2,2,2,2,2,1,2,1,1,4
시대에,0,3,1,1,1,1,1,3,4,2,3
시리즈,2,3,3,3,2,2,2,1,2,3,5
시마무라,1,1,0,3,0,0,1,0,0,2,1
시뮬레이터,1,1,1,1,0,3,0,3,0,0,0
시설비,0,3,0,3,2,2,1,1,0,0,1
시스템,3,2,6,3,1,3,2,5,3,7,5
시야각,2,0,0,1,0,2,0,4,1,2,0
시연회,0,3,0,3,2,2,1,1,0,0,1
시장에,1,3,2,1,3,3,1,3,1,1,1
시장에서,0,2,0,1,0,2,5,1,1,1,0
식당,1,0,0,2,0,3,0,0,1,0,0
신동빈,1,3,2,2,2,1,2,1,3,1,1
신발,1,1,0,3,0,0,1,0,0,2,1
신성이엔지,1,3,3,1,3,2,5,0,3,2,2
신소율,0,0,0,1,0,4,0,1,1,0,0
신제품,2,3,3,3,2,2,2,1,2,3,5
신체,1,1,0,3,0,3,1,2,0,0,3
실적,1,2,1,2,3,2,1,2,4,2,0
실제,1,1,1,1,0,3,0,3,0,0,0
실증,0,3,0,3,2,2,1,1,0,0,1
싫다,0,0,0,1,0,2,0,2,0,1,2
쓰고,1,1,0,0,0,3,0,2,0,1,1
씨와,0,0,1,3,0,1,0,0,1,1,2
아내,0,0,0,1,0,2,0,2,0,1,2
아니다.,1,2,0,1,1,3,0,1,0,1,0
아산캠퍼스,1,3,2,2,2,1,2,1,3,1,1
아시아,1,2,1,1,0,4,3,2,0,1,1
아이,0,0,1,3,0,1,0,0,1,1,2
아이들,0,0,1,3,0,1,0,0,1,1,2
아이콘,25,0,0,5,5,0,0,5,10,15,13
아이티켐,0,4,1,1,2,4,4,1,2,2,2
아이폰,2,7,3,6,2,5,7,3,8,4,4
아카이브,1,1,2,2,1,0,0,1,0,2,0
안경,2,1,1,4,2,4,1,5,2,3,5
안디도,0,1,0,2,1,5,0,3,0,0,0
안재현,1,0,0,2,0,3,0,0,1,0,0
안전한,0,1,0,1,0,1,0,1,0,0,0
안정환,0,0,0,1,0,4,0,1,1,0,0
알리바바,1,4,1,3,2,2,4,1,3,2,3
암귀,1,0,0,5,0,2,0,1,1,0,1
애니메이션,6,0,5,14,1,8,0,4,3,5,6
애프터눈,1,1,0,1,0,0,1,0,1,0,0
애플,2,4,6,5,1,3,3,4,5,5,5
애플리케이션,1,0,0,5,0,2,0,1,1,0,1
액티브,1,1,4,2,1,0,0,2,0,3,4
앱들,1,0,4,1,0,2,0,3,0,2,1
야구,0,0,0,1,0,1,0,0,0,0,0
약정,1,2,2,1,1,2,0,0,2,1,1
양나래,0,0,0,1,0,2,0,2,0,1,2
양덕2동,0,0,0,1,0,1,0,0,0,0,0
양덕2동에,0,0,0,1,0,1,0,0,0,0,0
양산,0,3,1,1,2,2,3,1,3,1,0
어린,1,1,0,3,0,0,1,0,0,2,1
어우러진,1,1,0,1,0,0,1,0,1,0,0
어워드,32,3,0,8,10,2,1,7,15,22,15
어튈라,1,0,0,2,0,3,0,0,1,0,0
엄지,0,0,0,0,1,2,0,3,0,1,1
업그레이드,0,1,5,0,0,3,1,2,2,2,0
업데이트,0,1,5,0,0,3,1,2,2,2,0
업종별,0,3,1,2,2,1,3,1,1,0,0
없는,0,0,0,1,0,0,0,2,0,0,0
에너지,4,4,0,1,8,0,2,2,6,5,0
에듀테크,0,2,0,2,1,4,1,3,0,1,2
에서,9,4,4,15,2,7,4,6,9,13,13
에어컨,5,3,0,1,8,1,1,2,6,5,1
에어팟,1,1,4,2,1,0,0,2,0,3,4
에코백,1,2,0,1,1,3,0,1,0,1,0
엔가젯,2,0,0,1,0,2,0,4,1,2,0
엔비디아,1,2,1,1,0,4,3,2,0,1,1
엘티씨,0,2,0,1,0,2,5,1,1,1,0
여름,1,2,0,1,1,3,0,1,0,1,0
역에,2,0,1,5,1,3,0,0,1,2,4
연결된,0,0,4,2,0,4,0,4,1,1,3
연상시키,1,1,0,1,0,0,1,0,1,0,0
연수,0,2,0,2,1,4,1,3,0,1,2
연지영,0,0,0,2,0,1,0,1,1,0,0
열린,1,6,3,3,3,2,3,4,7,3,4
