org,topic,base_score,topic_share,company_focus,hybrid_score
AMD,2,69.8654,0.2187,0.9341,69.8654
AMD,1,20.7945,0.0219,0.2780,20.7945
AMD,6,8.4112,0.0079,0.1125,8.4112
AMD,4,7.0890,0.0054,0.0948,7.0890
AMD,0,5.7364,0.0107,0.0767,5.7364
AMD,7,5.6027,0.0135,0.0749,5.6027
AMD,9,5.0194,0.0073,0.0671,5.0194
AMD,8,4.9623,0.0035,0.0663,4.9623
AMD,11,4.3023,0.0035,0.0575,4.3023
AMD,3,4.1645,0.0180,0.0557,4.1645
AMD,10,2.8952,0.0107,0.0387,2.8952
AMD,5,0.8218,0.0019,0.0110,0.8218
AUO,11,25.0968,0.0204,0.5748,25.0968
AUO,8,21.2669,0.0149,0.4871,21.2669
AUO,4,14.8868,0.0113,0.3410,14.8868
AUO,6,13.3177,0.0126,0.3050,13.3177
AUO,5,10.6829,0.0246,0.2447,10.6829
AUO,0,9.3217,0.0173,0.2135,9.3217
AUO,1,9.3217,0.0098,0.2135,9.3217
AUO,9,8.6046,0.0126,0.1971,8.6046
AUO,7,6.4031,0.0154,0.1467,6.4031
AUO,3,3.3316,0.0144,0.0763,3.3316
AUO,2,3.3269,0.0104,0.0762,3.3269
BMW,11,11.4728,0.0093,0.7311,11.4728
BMW,8,5.6712,0.0040,0.3614,5.6712
BMW,4,4.9623,0.0038,0.3162,4.9623
BMW,6,4.2056,0.0040,0.2680,4.2056
BMW,0,3.5853,0.0067,0.2285,3.5853
BMW,9,3.5853,0.0052,0.2285,3.5853
BMW,1,2.1512,0.0023,0.1371,2.1512
BMW,10,1.9302,0.0071,0.1230,1.9302
BMW,3,1.6658,0.0072,0.1061,1.6658
BMW,5,1.6435,0.0038,0.1047,1.6435
BMW,7,0.8004,0.0019,0.0510,0.8004
BOE,8,93.5742,0.0654,0.5587,93.5742
BOE,4,83.6497,0.0637,0.4995,83.6497
BOE,6,67.2892,0.0635,0.4018,67.2892
BOE,11,55.9301,0.0454,0.3340,55.9301
BOE,0,35.8526,0.0666,0.2141,35.8526
BOE,1,35.8526,0.0377,0.2141,35.8526
BOE,9,35.8526,0.0524,0.2141,35.8526
BOE,5,19.7223,0.0455,0.1178,19.7223
BOE,7,16.8082,0.0404,0.1004,16.8082
BOE,3,7.4962,0.0324,0.0448,7.4962
BOE,10,5.7905,0.0214,0.0346,5.7905
BOE,2,4.4359,0.0139,0.0265,4.4359
BYD,11,14.3411,0.0116,0.4888,14.3411
BYD,8,14.1779,0.0099,0.4832,14.1779
BYD,6,11.2149,0.0106,0.3822,11.2149
BYD,4,9.9245,0.0076,0.3382,9.9245
BYD,7,9.6047,0.0231,0.3273,9.6047
BYD,1,6.4535,0.0068,0.2199,6.4535
BYD,9,6.4535,0.0094,0.2199,6.4535
BYD,0,5.0194,0.0093,0.1711,5.0194
BYD,5,4.1088,0.0095,0.1400,4.1088
BYD,10,2.8952,0.0107,0.0987,2.8952
BYD,3,1.6658,0.0072,0.0568,1.6658
BYD,2,1.1090,0.0035,0.0378,1.1090
CES,2,1.1090,0.0035,0.8397,1.1090
CES,1,0.7171,0.0008,0.5430,0.7171
CSOT,8,56.0027,0.0391,0.6112,56.0027
CSOT,4,43.9515,0.0335,0.4797,43.9515
CSOT,6,35.0465,0.0331,0.3825,35.0465
CSOT,9,24.3798,0.0356,0.2661,24.3798
CSOT,11,22.2286,0.0180,0.2426,22.2286
CSOT,0,20.7945,0.0386,0.2270,20.7945
CSOT,1,18.6434,0.0196,0.2035,18.6434
CSOT,5,10.6829,0.0246,0.1166,10.6829
CSOT,7,10.4051,0.0250,0.1136,10.4051
CSOT,10,1.9302,0.0071,0.0211,1.9302
CSOT,3,1.6658,0.0072,0.0182,1.6658
CSOT,2,1.1090,0.0035,0.0121,1.1090
Counterpoint,0,4.3023,0.0080,0.9739,4.3023
Counterpoint,1,0.7171,0.0008,0.1623,0.7171
Counterpoint,6,0.7009,0.0007,0.1587,0.7009
HP,3,1.6658,0.0072,0.5272,1.6658
HP,1,1.4341,0.0015,0.4538,1.4341
HP,4,1.4178,0.0011,0.4487,1.4178
HP,6,1.4019,0.0013,0.4436,1.4019
HP,5,0.8218,0.0019,0.2601,0.8218
HP,8,0.7089,0.0005,0.2243,0.7089
IEC,11,5.0194,0.0041,0.7286,5.0194
IEC,0,2.1512,0.0040,0.3123,2.1512
IEC,9,2.1512,0.0031,0.3123,2.1512
IEC,8,2.1267,0.0015,0.3087,2.1267
IEC,6,2.1028,0.0020,0.3052,2.1028
IEC,1,1.4341,0.0015,0.2082,1.4341
IEC,4,1.4178,0.0011,0.2058,1.4178
IEEE,11,4.3023,0.0035,0.5365,4.3023
IEEE,6,4.2056,0.0040,0.5244,4.2056
IEEE,1,2.8682,0.0030,0.3577,2.8682
IEEE,8,2.8356,0.0020,0.3536,2.8356
IEEE,9,2.1512,0.0031,0.2682,2.1512
IEEE,4,2.1267,0.0016,0.2652,2.1267
IEEE,0,1.4341,0.0027,0.1788,1.4341
IEEE,7,0.8004,0.0019,0.0998,0.8004
ITU,11,5.0194,0.0041,0.7286,5.0194
ITU,0,2.1512,0.0040,0.3123,2.1512
ITU,9,2.1512,0.0031,0.3123,2.1512
ITU,8,2.1267,0.0015,0.3087,2.1267
ITU,6,2.1028,0.0020,0.3052,2.1028
ITU,1,1.4341,0.0015,0.2082,1.4341
ITU,4,1.4178,0.0011,0.2058,1.4178
Innolux,11,35.8526,0.0291,0.6127,35.8526
Innolux,8,21.9758,0.0154,0.3755,21.9758
Innolux,4,21.2669,0.0162,0.3634,21.2669
Innolux,5,20.5441,0.0473,0.3511,20.5441
Innolux,6,17.5232,0.0165,0.2994,17.5232
Innolux,0,13.6240,0.0253,0.2328,13.6240
Innolux,9,10.7558,0.0157,0.1838,10.7558
Innolux,7,8.8043,0.0212,0.1505,8.8043
Innolux,1,7.1705,0.0075,0.1225,7.1705
Innolux,3,4.9975,0.0216,0.0854,4.9975
Innolux,2,3.3269,0.0104,0.0569,3.3269
Innolux,10,2.8952,0.0107,0.0495,2.8952
IoT,11,13.6240,0.0111,0.5700,13.6240
IoT,8,10.6334,0.0074,0.4449,10.6334
IoT,6,9.8130,0.0093,0.4106,9.8130
IoT,4,7.7979,0.0059,0.3262,7.7979
IoT,1,5.7364,0.0060,0.2400,5.7364
IoT,9,5.7364,0.0084,0.2400,5.7364
IoT,5,4.9306,0.0114,0.2063,4.9306
IoT,0,3.5853,0.0067,0.1500,3.5853
IoT,3,2.4987,0.0108,0.1045,2.4987
IoT,10,1.9302,0.0071,0.0808,1.9302
IoT,7,1.6008,0.0038,0.0670,1.6008
JDI,8,14.1779,0.0099,0.5375,14.1779
JDI,11,12.9069,0.0105,0.4893,12.9069
JDI,4,12.0512,0.0092,0.4569,12.0512
JDI,1,8.6046,0.0091,0.3262,8.6046
JDI,6,6.3084,0.0060,0.2392,6.3084
JDI,9,5.7364,0.0084,0.2175,5.7364
JDI,0,5.0194,0.0093,0.1903,5.0194
JDI,7,3.2016,0.0077,0.1214,3.2016
JDI,3,0.8329,0.0036,0.0316,0.8329
KAIST,11,5.0194,0.0041,0.7286,5.0194
KAIST,0,2.1512,0.0040,0.3123,2.1512
KAIST,9,2.1512,0.0031,0.3123,2.1512
KAIST,8,2.1267,0.0015,0.3087,2.1267
KAIST,6,2.1028,0.0020,0.3052,2.1028
KAIST,1,1.4341,0.0015,0.2082,1.4341
KAIST,4,1.4178,0.0011,0.2058,1.4178
LG디스플레이,8,183.6039,0.1283,0.6182,183.6039
LG디스플레이,4,141.7791,0.1080,0.4774,141.7791
LG디스플레이,11,99.6703,0.0809,0.3356,99.6703
LG디스플레이,6,90.4199,0.0853,0.3045,90.4199
LG디스플레이,9,80.3099,0.1174,0.2704,80.3099
LG디스플레이,1,64.5347,0.0679,0.2173,64.5347
LG디스플레이,0,57.3642,0.1065,0.1932,57.3642
LG디스플레이,5,41.0882,0.0947,0.1384,41.0882
LG디스플레이,7,24.0118,0.0577,0.0809,24.0118
LG디스플레이,10,7.7206,0.0285,0.0260,7.7206
LG디스플레이,3,4.9975,0.0216,0.0168,4.9975
LG디스플레이,2,4.4359,0.0139,0.0149,4.4359
LG전자,8,92.8653,0.0649,0.4881,92.8653
LG전자,2,74.3013,0.2326,0.3905,74.3013
LG전자,11,72.4223,0.0588,0.3806,72.4223
LG전자,4,68.7629,0.0524,0.3614,68.7629
LG전자,1,64.5347,0.0679,0.3392,64.5347
LG전자,6,59.5790,0.0562,0.3131,59.5790
LG전자,5,35.3359,0.0814,0.1857,35.3359
LG전자,7,32.8161,0.0788,0.1725,32.8161
LG전자,9,29.3992,0.0430,0.1545,29.3992
LG전자,0,22.9457,0.0426,0.1206,22.9457
LG전자,10,21.2318,0.0783,0.1116,21.2318
LG전자,3,14.1595,0.0612,0.0744,14.1595
LG화학,11,10.0387,0.0081,0.7595,10.0387
LG화학,8,5.6712,0.0040,0.4291,5.6712
LG화학,1,3.5853,0.0038,0.2712,3.5853
LG화학,0,2.8682,0.0053,0.2170,2.8682
LG화학,9,2.8682,0.0042,0.2170,2.8682
LG화학,4,2.8356,0.0022,0.2145,2.8356
LG화학,7,1.6008,0.0038,0.1211,1.6008
LG화학,3,0.8329,0.0036,0.0630,0.8329
LG화학,5,0.8218,0.0019,0.0622,0.8218
LG화학,6,0.7009,0.0007,0.0530,0.7009
SID,8,4.9623,0.0035,0.5743,4.9623
SID,4,4.2534,0.0032,0.4922,4.2534
SID,11,3.5853,0.0029,0.4149,3.5853
SID,6,2.8037,0.0026,0.3245,2.8037
SID,9,2.1512,0.0031,0.2490,2.1512
SID,5,1.6435,0.0038,0.1902,1.6435
SID,0,1.4341,0.0027,0.1660,1.4341
SID,3,0.8329,0.0036,0.0964,0.8329
SID,7,0.8004,0.0019,0.0926,0.8004
SID,1,0.7171,0.0008,0.0830,0.7171
SK하이닉스,1,50.9107,0.0536,0.6414,50.9107
SK하이닉스,11,32.9844,0.0268,0.4156,32.9844
SK하이닉스,4,24.8113,0.0189,0.3126,24.8113
SK하이닉스,6,24.5325,0.0231,0.3091,24.5325
SK하이닉스,8,23.3936,0.0163,0.2947,23.3936
SK하이닉스,7,21.6106,0.0519,0.2723,21.6106
SK하이닉스,3,10.8278,0.0468,0.1364,10.8278
SK하이닉스,9,10.7558,0.0157,0.1355,10.7558
SK하이닉스,5,9.8612,0.0227,0.1242,9.8612
SK하이닉스,0,6.4535,0.0120,0.0813,6.4535
SK하이닉스,10,3.8603,0.0142,0.0486,3.8603
SK하이닉스,2,1.1090,0.0035,0.0140,1.1090
Semiconductor,11,9.3217,0.0076,0.6418,9.3217
Semiconductor,6,6.3084,0.0060,0.4344,6.3084
Semiconductor,1,4.3023,0.0045,0.2962,4.3023
Semiconductor,4,4.2534,0.0032,0.2929,4.2534
Semiconductor,8,4.2534,0.0030,0.2929,4.2534
Semiconductor,5,4.1088,0.0095,0.2829,4.1088
Semiconductor,0,2.1512,0.0040,0.1481,2.1512
Semiconductor,9,2.1512,0.0031,0.1481,2.1512
Semiconductor,3,1.6658,0.0072,0.1147,1.6658
Semiconductor,7,0.8004,0.0019,0.0551,0.8004
TCL,8,51.0405,0.0357,0.6363,51.0405
TCL,4,36.1537,0.0276,0.4507,36.1537
TCL,6,35.0465,0.0331,0.4369,35.0465
TCL,11,23.6627,0.0192,0.2950,23.6627
TCL,9,14.3411,0.0210,0.1788,14.3411
TCL,1,13.6240,0.0143,0.1698,13.6240
TCL,5,12.3265,0.0284,0.1537,12.3265
TCL,0,12.1899,0.0226,0.1520,12.1899
TCL,7,4.8024,0.0115,0.0599,4.8024
TCL,3,3.3316,0.0144,0.0415,3.3316
TCL,2,2.2180,0.0069,0.0276,2.2180
TCL,10,1.9302,0.0071,0.0241,1.9302
TSMC,11,5.0194,0.0041,0.7054,5.0194
TSMC,6,3.5046,0.0033,0.4925,3.5046
TSMC,4,2.8356,0.0022,0.3985,2.8356
TSMC,7,1.6008,0.0038,0.2250,1.6008
TSMC,1,1.4341,0.0015,0.2015,1.4341
TSMC,8,0.7089,0.0005,0.0996,0.7089
Tianma,8,27.6469,0.0193,0.5289,27.6469
Tianma,4,22.6847,0.0173,0.4339,22.6847
Tianma,6,20.3270,0.0192,0.3888,20.3270
Tianma,11,17.9263,0.0146,0.3429,17.9263
Tianma,0,16.4922,0.0306,0.3155,16.4922
Tianma,9,13.6240,0.0199,0.2606,13.6240
Tianma,5,12.3265,0.0284,0.2358,12.3265
Tianma,7,7.2035,0.0173,0.1378,7.2035
Tianma,1,7.1705,0.0075,0.1372,7.1705
Tianma,2,2.2180,0.0069,0.0424,2.2180
