topic_id,word,prob
0,oled,1e-06
0,헬스케어,1e-06
0,동시에,1e-06
0,있는,1e-06
0,전기차,1e-06
0,글로벌,1e-06
0,아니라,1e-06
1,에서,1e-06
1,출시,1e-06
1,으로,1e-06
1,새로운,1e-06
1,있는,1e-06
1,가능하며,1e-06
1,같은,1e-06
1,인공지능 ai,1e-06
2,글로벌,1e-06
2,시장,1e-06
2,라고,1e-06
2,서울,1e-06
2,아이폰17,1e-06
2,ai,1e-06
2,강조했다,1e-06
3,oled,1e-06
3,대비,1e-06
3,중국,1e-06
3,패널,1e-06
3,올해,1e-06
3,내년,1e-06
3,높은,1e-06
3,삼성디스플레이,1e-06
4,로봇,1e-06
4,현장,1e-06
4,프로그램,1e-06
4,ai,1e-06
4,인공지능,1e-06
4,지역,1e-06
4,분야,1e-06
4,모빌리티,1e-06
5,아이폰17,1e-06
5,계획이다,1e-06
5,12일,1e-06
5,으로,1e-06
5,도시,1e-06
5,반도체,1e-06
5,ai,1e-06
5,기본,1e-06
5,지원한다,1e-06
6,에서,1e-06
6,출시,1e-06
6,으로,1e-06
6,새로운,1e-06
6,있는,1e-06
6,가능하며,1e-06
6,같은,1e-06
6,인공지능 ai,1e-06
7,지난,1e-06
7,2025,1e-06
7,글로벌,1e-06
7,12일,1e-06
7,있는,1e-06
8,ai,1e-06
8,모니터,1e-06
8,디스플레이,1e-06
8,부문,1e-06
8,글로벌,1e-06
8,있는,1e-06
8,인공지능 ai,1e-06
8,인공지능,1e-06
9,아이폰,1e-06
9,17,1e-06
9,oled,1e-06
9,최대,1e-06
9,ai,1e-06
9,display,1e-06
9,기능을,1e-06
9,성능을,1e-06
9,카메라,1e-06
9,가능하다,1e-06
